Pollinator_species,SEX,Interaction,Site_id,Plant_species,Year,Month,Day,Locality,Latitude,Longitude,Habitat,Sampling_method,Sampling_effort_minutes,Country,Sampling_area_square_meters
Andrena flavipes,M,1,Géothermia (IDEA),Chamomilla recutita,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Dasypoda hirtipes,F,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Osmia spinulosa,F,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,2,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus lapidarius,M,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Halictus scabiosae,M,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,M,1,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,M,5,Géothermia (IDEA),Picris hieracioides,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Anthidiellum strigatum,M,2,Géothermia (IDEA),Lotus corniculatus,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Megachile rotundata,F,5,Géothermia (IDEA),Lotus corniculatus,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Hoplitis leucomelana,F,1,Géothermia (IDEA),Lotus corniculatus,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Géothermia (IDEA),Potentilla reptans,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Géothermia (IDEA),Potentilla reptans,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Halictus scabiosae,F,1,Géothermia (IDEA),Picris hieracioides,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum leucozonium,F,3,Géothermia (IDEA),Picris hieracioides,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Osmia spinulosa,F,1,Géothermia (IDEA),Picris hieracioides,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena fulvago,F,1,Géothermia (IDEA),Picris hieracioides,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,8,Géothermia (IDEA),Picris hieracioides,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Nomada fucata,M,3,Géothermia (IDEA),Lotus corniculatus,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Anthidiellum strigatum,M,1,Géothermia (IDEA),Lotus corniculatus,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Géothermia (IDEA),Lotus corniculatus,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Géothermia (IDEA),Lotus corniculatus,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Megachile rotundata,F,1,Géothermia (IDEA),Lotus corniculatus,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Géothermia (IDEA),Centaurea jacea,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Megachile versicolor,F,1,Géothermia (IDEA),Centaurea jacea,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,M,1,Géothermia (IDEA),Arctium minus,2020,7,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,5,Géothermia (IDEA),Rubus sp.,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus lapidarius,W,1,Géothermia (IDEA),Rubus sp.,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Géothermia (IDEA),Rubus sp.,2020,5,29,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Melitta leporina,M,1,Géothermia (IDEA),Melilotus alba,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena dorsata,F,1,Géothermia (IDEA),Melilotus alba,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,Géothermia (IDEA),Melilotus alba,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena propinqua,F,3,Géothermia (IDEA),Rubus sp.,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena flavipes,F,1,Géothermia (IDEA),Rubus sp.,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Andrena minutula,F,1,Géothermia (IDEA),Rubus sp.,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,2,Géothermia (IDEA),Rubus sp.,2020,6,24,Mons,50.4616,3.9146,Rudéral,Transect,20,Belgium,
Bombus pascuorum,W,6,Mont Panisel,Echium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus hortorum,W,2,Mont Panisel,Echium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena flavipes,F,1,Mont Panisel,Centaurea cyanus,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Mont Panisel,Cirsium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena dorsata,F,1,Mont Panisel,Cirsium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,7,Mont Panisel,Cirsium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Mont Panisel,Cirsium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus vestalis,M,1,Mont Panisel,Cirsium vulgare,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Mont Panisel,Cirsium arvense,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum malachurum,F,1,Mont Panisel,Cirsium arvense,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena flavipes,F,1,Mont Panisel,Cirsium arvense,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena fulvago,M,1,Mont Panisel,Geranium sp.,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Megachile genalis,F,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,#,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pratorum,W,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,M,2,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,4,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,3,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus campestris,M,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus vestalis,M,1,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,2,Mont Panisel,Cirsium vulgare,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Mont Panisel,Hypericum perforatum,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Mont Panisel,Hypericum perforatum,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,2,Mont Panisel,Hypericum perforatum,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Mont Panisel,Hypericum perforatum,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Mont Panisel,Papaver rhoeas,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,9,Mont Panisel,Echium vulgare,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus hortorum,W,3,Mont Panisel,Echium vulgare,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Mont Panisel,Symphytum officinale,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus hortorum,M,1,Mont Panisel,Symphytum officinale,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,4,Mont Panisel,Centaurea cyanus,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,2,Mont Panisel,Centaurea cyanus,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Nomada flavoguttata,F,1,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Nomada fucata,F,1,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena flavipes,M,2,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Colletes daviesanus,M,1,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Colletes similis,M,2,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Colletes daviesanus,F,1,Mont Panisel,Chamaemelum nobile,2020,6,21,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Mont Panisel,Lathyrus sylvestris,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum zonulum,F,1,Mont Panisel,Lathyrus sylvestris,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Mont Panisel,Hypericum perforatum,2020,8,22,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,4,Mont Panisel,Verbena officinalis,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Mont Panisel,Centaurea jacea,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Mont Panisel,Trifolium pratense,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Halictus sexcinctus,F,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Andrena labialis,M,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,7,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pratorum,W,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus hypnorum,M,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus hortorum,M,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus sylvestris,F,1,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus vestalis,M,3,Mont Panisel,Carduus crispus,2020,5,31,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Mont Panisel,Cirsium arvense,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum calceatum,M,1,Mont Panisel,Cirsium arvense,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Mont Panisel,Cirsium vulgare,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Colletes similis,F,1,Mont Panisel,Tanacetum vulgare,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Mont Panisel,Tanacetum vulgare,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Mont Panisel,Lotus corniculatus,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus pascuorum,M,1,Mont Panisel,Lotus corniculatus,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Megachile versicolor,F,1,Mont Panisel,Lotus corniculatus,2020,8,29,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,M,1,Mont Panisel,Arctium tomentosum,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Mont Panisel,Arctium tomentosum,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Megachile versicolor,F,1,Mont Panisel,Arctium tomentosum,2020,7,26,Hyon,50.433,3.98,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,2,Cimetière de Spiennes,Achillea millefolium,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Sphecodes monilicornis,M,2,Cimetière de Spiennes,Achillea millefolium,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Sphecodes crassus,M,2,Cimetière de Spiennes,Achillea millefolium,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Colletes similis,M,1,Cimetière de Spiennes,Achillea millefolium,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Hylaeus dilatatus,M,1,Cimetière de Spiennes,Achillea millefolium,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,3,Cimetière de Spiennes,Crepis capillaris,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Cimetière de Spiennes,Crepis capillaris,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum morio,M,1,Cimetière de Spiennes,Crepis capillaris,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Andrena bicolor,F,1,Cimetière de Spiennes,Campanula portenschlagiana,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,2,Cimetière de Spiennes,Campanula portenschlagiana,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Cimetière de Spiennes,Lotus corniculatus,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Anthophora quadrimaculata,M,1,Cimetière de Spiennes,Lavandula sp.,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,2,Cimetière de Spiennes,Lavandula sp.,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Megachile ericetorum,M,1,Cimetière de Spiennes,Lavandula sp.,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Cimetière de Spiennes,Lavandula sp.,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,1,Cimetière de Spiennes,Lavandula sp.,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Andrena flavipes,F,1,Cimetière de Spiennes,Hypochoeris radicata,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Panurgus calcaratus,M,1,Cimetière de Spiennes,Hypochoeris radicata,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum morio,M,1,Cimetière de Spiennes,Taraxacum sp.,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Nomada fucata,F,1,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum morio,F,1,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Melitta leporina,M,3,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Andrena minutula,F,1,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Andrena minutula,M,1,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,5,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,2,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Terrestribombus sp.,W,6,Cimetière de Spiennes,Trifolium repens,2020,6,20,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Cimetière de Spiennes,Taraxacum sp.,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Cimetière de Spiennes,Taraxacum sp.,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Halictus sexcinctus,F,1,Cimetière de Spiennes,Dianthus caryophyllus,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Halictus sexcinctus,F,2,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,5,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum leucozonium,F,2,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Panurgus calcaratus,M,1,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,6,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum nitidulum,F,1,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Colletes daviesanus,M,1,Cimetière de Spiennes,Hypochoeris radicata,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Andrena fulvago,M,1,Cimetière de Spiennes,Crepis capillaris,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Cimetière de Spiennes,Crepis capillaris,2020,5,24,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum nitidulum,F,1,Cimetière de Spiennes,Trifolium repens,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Cimetière de Spiennes,Trifolium repens,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Bombus lapidarius,W,1,Cimetière de Spiennes,Trifolium repens,2020,7,25,Spienne,50.4237,3.9818,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,2,Ronveaux,Convolvulus arvensis,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,1,Ronveaux,Anthriscus sylvestris,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus communis,M,1,Ronveaux,Anthriscus sylvestris,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus dilatatus,F,1,Ronveaux,Anthriscus sylvestris,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,F,1,Ronveaux,Lapsana communis,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Andrena fulvago,F,7,Ronveaux,Lapsana communis,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,F,1,Ronveaux,Lapsana communis,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum calceatum,F,2,Ronveaux,Lapsana communis,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Ceratina cyanea,F,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Osmia bicornis,F,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,4,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Megachile willughbiella,M,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus hyalinatus,M,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus hypnorum,M,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus vestalis,M,1,Ronveaux,Rubus sp.,2020,5,30,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Megachile ligniseca,F,1,Ronveaux,Rubus sp.,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,1,Ronveaux,Rubus sp.,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus communis,F,2,Ronveaux,Rubus sp.,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus hyalinatus,F,1,Ronveaux,Rubus sp.,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Ronveaux,Rubus sp.,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Halictus scabiosae,F,1,Ronveaux,Cirsium vulgare,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus vestalis,M,1,Ronveaux,Cirsium vulgare,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus vestalis,M,2,Ronveaux,Rubus sp.,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Andrena minutula,M,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Andrena minutuloides,F,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Andrena rosae,F,6,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Sphecodes monilicornis,F,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Sphecodes monilicornis,M,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Sphecodes niger,F,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Sphecodes albilabris,M,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum pauxillum,M,8,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Lasioglossum villosulum,M,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Hylaeus communis,M,2,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Terrestribombus sp.,M,1,Ronveaux,Heracleum sphondylium,2020,7,27,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Andrena bicolor,F,1,Ronveaux,Geranium sp.,2020,6,22,Ciply,50.4206,3.9478,Prairie,Transect,20,Belgium,
Bombus pascuorum,W,8,Pont du Prince,Symphytum officinale,2020,5,24,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Terrestribombus sp.,W,1,Pont du Prince,Symphytum officinale,2020,5,24,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Lasioglossum pauxillum,F,3,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,2,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Andrena pusilla,M,1,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Andrena fulvago,M,1,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Chelostoma campanularum,M,1,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Hylaeus confusus,F,1,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Macropis fulvipes,M,1,Pont du Prince,Geranium pyrenaicum,2020,6,21,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Lasioglossum morio,F,1,Pont du Prince,Tanacetum vulgare,2020,7,25,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
Colletes daviesanus,M,1,Pont du Prince,Tanacetum vulgare,2020,7,25,Nouvelles,50.4153,3.9707,Rudéral,Transect,20,Belgium,
