Site_id,Location_in_site,Habitat,Country,Latitude,Longitude,Date,Day,Month,Year,Pollinator_genus,Pollinator_species,Plant_genus,Plant_species,Mass_flowering,Round,Temperature,Start_time,Interval,Obs_type,Pollinator_group,Collected,Description,Area,MFC_cat
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,1,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,2,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,2,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,2,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,2,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Andrena,Andrena haemorrhoa,Brassica,Brassica napus,during,2,25,13:15:00,2,BLU,other wild bee,collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Bombus,Bombus lapidarius,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,bumble bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Bombus,Bombus terrestris,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,bumble bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,honey bee,non-collected,,1.6,
1,2,MFC,Germany,50.1478144,10.05198748,2011-05-10,10,5,2011,Apis,Apis mellifera,Brassica,Brassica napus,during,2,25,13:15:00,3,BLU,honey bee,non-collected,,1.6,
1,1,SNH,Germany,50.14789536,10.06883011,2011-04-24,24,4,2011,Sphaerophoria,Sphaerophoria scripta,Euphorbia,Euphorbia cyparissias,during,1,23,09:45:00,1,BLU,hoverfly,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-04-24,24,4,2011,Osmia,Osmia bicolor,Fragaria,Fragaria viridis,during,1,23,09:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-04-24,24,4,2011,Osmia,Osmia bicolor,Fragaria,Fragaria viridis,during,1,23,09:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-04-24,24,4,2011,Osmia,Osmia spec2,Hippocrepis,Hippocrepis comosa,during,1,23,09:45:00,2,BLU,other wild bee,non-collected,Osmia spec. not Osmia bicolor or Osmia cornuta,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,honey bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,honey bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apiformes,Apiformes spec,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,other wild bee,non-collected,Osmia spec. not Osmia bicolor or Osmia cornuta,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Anthidium,Anthidium punctatum,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Osmia,Osmia aurulenta,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Osmia,Osmia rufohirta,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Osmia,Osmia tridentata,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Apis,Apis mellifera,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,3,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Osmia,Osmia rufohirta,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Osmia,Osmia submicans,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-05-10,10,5,2011,Halictidae,Halictidae spec1,Hippocrepis,Hippocrepis comosa,during,2,31,16:00:00,3,BLU,other wild bee,non-collected,"Halictidae, dark",1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,after,3,24,11:30:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus lapidarius,Stachys,Stachys recta,after,3,24,11:30:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,after,3,24,11:30:00,2,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Apis,Apis mellifera,Helianthemum,Helianthemum nummularium,after,3,24,11:30:00,3,BLU,honey bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Apis,Apis mellifera,Helianthemum,Helianthemum nummularium,after,3,24,11:30:00,3,BLU,honey bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Merodon,Merodon spec,Helianthemum,Helianthemum nummularium,after,3,24,11:30:00,3,BLU,hoverfly,collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Trachusa,Trachusa byssinum,Hippocrepis,Hippocrepis comosa,after,3,24,11:30:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus sylvarum,Stachys,Stachys recta,after,3,24,11:30:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus sylvarum,Stachys,Stachys recta,after,3,24,11:30:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus sylvarum,Stachys,Stachys recta,after,3,24,11:30:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus lapidarius,Geranium,Geranium sanguineum,after,3,24,11:30:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-06-09,9,6,2011,Bombus,Bombus sylvarum,Stachys,Stachys recta,after,3,24,11:30:00,2,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus pratorum,Lamiaceae,Lamiaceae sp.,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Lamiaceae,Lamiaceae sp.,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Thymus,Thymus praecox,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,NA,NA NA,Lamiaceae,Lamiaceae sp.,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Lamiaceae,Lamiaceae sp.,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Lasioglossum,Lasioglossum pauxillum,Sedum,Sedum acre,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,NA,NA NA,Sedum,Sedum acre,after,4,24,16:45:00,1,BLU,other wild bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus pratorum,Thymus,Thymus praecox,after,4,24,16:45:00,2,BLU,bumble bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Apis,Apis mellifera,Thymus,Thymus praecox,after,4,24,16:45:00,2,BLU,honey bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,2,BLU,other wild bee,non-collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Thymus,Thymus praecox,after,4,24,16:45:00,3,BLU,other wild bee,collected,,1.17,low
1,1,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Lasioglossum,Lasioglossum interruptum,Anthericum,Anthericum liliago,after,4,24,16:45:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus lapidarius,Teucrium,Teucrium chamaedrys,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus pascuorum,Teucrium,Teucrium chamaedrys,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus pratorum,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus sylvarum,Stachys,Stachys recta,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Apis,Apis mellifera,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Syrphidae,Syrphidae spec1,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,hoverfly,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Bupleurum,Bupleurum falcatum,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Heriades,Heriades truncorum,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Lasioglossum,Lasioglossum laticeps,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Megachile,Megachile ericetorum,Lathyrus,Lathyrus latifolius,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Trachusa,Trachusa byssinum,Origanum,Origanum vulgare,after,4,24,16:45:00,1,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,NA,NA NA,Lathyrus,Lathyrus latifolius,after,4,24,16:45:00,1,BLU,other wild bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus lapidarius,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Centaurea,Centaurea scabiosa,after,4,24,16:45:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Apis,Apis mellifera,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,2,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Bombus,Bombus terrestris,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,bumble bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Apis,Apis mellifera,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Apis,Apis mellifera,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,honey bee,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Syrphidae,Syrphidae spec1,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,hoverfly,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Syrphidae,Syrphidae spec1,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,hoverfly,non-collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,other wild bee,collected,,1.17,low
1,2,SNH,Germany,50.14789536,10.06883011,2011-07-16,16,7,2011,Halictus,Halictus simplex,Origanum,Origanum vulgare,after,4,24,16:45:00,3,BLU,other wild bee,non-collected,,1.17,low
1,1,FB,Germany,50.15004729,10.06413922,2011-04-24,24,4,2011,Melanostoma,Melanostoma mellinum,NA,NA NA,during,1,26,11:50:00,1,FLN,hoverfly,collected,,,
1,1,FB,Germany,50.15004729,10.06413922,2011-04-24,24,4,2011,Andrena,Andrena nigroaenea,NA,NA NA,during,1,26,11:50:00,2,FLN,other wild bee,collected,,,
1,1,FB,Germany,50.15004729,10.06413922,2011-04-24,24,4,2011,Bombus,Bombus pascuorum,NA,NA NA,during,1,26,11:50:00,3,FLN,bumble bee,non-collected,,,
1,1,FB,Germany,50.15004729,10.06413922,2011-04-24,24,4,2011,Lasioglossum,Lasioglossum calceatum,NA,NA NA,during,1,26,11:50:00,3,FLN,other wild bee,collected,,,
