Plant species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
Galactites tomentosa,Ebaeus sp.,4,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Glebionis selletum,Ebaeus sp.,6,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Glebionis selletum,Psilothrix viridicoerulea,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Glebionis coronaria,Dasytes nigroaeneus ,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Glebionis selletum,Ebaeus sp.,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Galactites tomentosa,Dasyphora albofasciata,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Glebionis selletum,Ebaeus sp.,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Galactites tomentosa,Ichneumon sarcitorius,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Galactites tomentosa,Ebaeus sp.,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,21,4,2021,,,
Lotus cytisoides,Apis mellifera,1,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Apis mellifera,1,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Oxythyrea funesta,1,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Apis mellifera,1,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Ebaeus sp.,12,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Psilothrix cyaneus,2,Focal observation,10,100,coast Son Bou,Scrubland,Spain,Menorca,39.895,4.078,100,10,22,4,2021,,,
Lotus cytisoides,Polistes dominula,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Lotus cytisoides,Apis mellifera,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Spermophagus sp. ,25,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Euphorbia sp.,Polistes dominula,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Lotus cytisoides,Apis mellifera,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Spermophagus sp. ,48,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Balaustium sp.,75,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Vanessa cardui,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Echium plantagineum,Apis mellifera,3,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Echium plantagineum,Apis mellifera,2,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Sarcophaga sp.,1,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Reichardia tingitana,Spermophagus sp. ,14,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Lotus cytisoides,Apis mellifera,3,Focal observation,10,100,Llucalari,Dune-system,Spain,Menorca,39.891,4.082,100,1,22,4,2021,,,
Calicotome spinosa,Bombus terrestris,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Apis mellifera,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Sphaerophoria taeniata,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Daucus carota,Neomyia cornicina,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Lucilia sericata,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Gladiolus illyricus,Danacea sp.,2,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Danacea sp.,3,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Dasytes nigroaeneus ,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Psilothrix aureola ,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Balaustium sp.,120,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Pallenis spinosa,Psilothrix viridicoerulea,2,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Pallenis spinosa,Balaustium sp.,20,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Scaeva pyrastri,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Anagallis arvensis,Tropinota squalida,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Asphodelus aestivus,Apis mellifera,4,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Gladiolus illyricus,Apis mellifera,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Anacamptis robusta,Psilothrix cyaneus,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Dasytes nigroaeneus ,8,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Hyoseris radiata,Psilothrix cyaneus,2,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Urospermum dalechampii,Syritta flaviventris,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Bombus terrestris,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Apis mellifera,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Oxythyrea funesta,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Sphaerophoria taeniata,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Vanessa cardui,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Asphodelus aestivus,Apis mellifera,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Oxythyrea funesta,2,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Asphodelus aestivus,Tropinota squalida,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Lupinus micranthus,Apis mellifera,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Calicotome spinosa,Sphaerophoria taeniata,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Urospermum dalechampii,Oxythyrea funesta,1,Focal observation,10,100,Sant Jaume de Dalt, Agro-forestry,Spain,Menorca,39.902,4.085,100,79,22,4,2021,,,
Galactites tomentosa,Apis mellifera,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Oedemera barbara,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Psilothrix cyaneus,5,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Vanessa cardui,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Malva sylvestris,Ebaeus sp.,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Eucera oraniensis,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Apis mellifera,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Psilothrix cyaneus,8,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Stenopterus ater,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Andrena ovatula ,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Psilothrix cyaneus,4,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Stenopterus rufus,3,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Ceratina sp.,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Ceratina sp.,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Oedemera barbara,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Vanessa cardui,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Ceratina sp.,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Rhagonycha fulva,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Psilothrix cyaneus,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Apis mellifera,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Ceratina sp.,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Galactites tomentosa,Eucera numida balearica,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Daucus carota,Rhagonycha fulva,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Daucus carota,Ancistrocerus longispinosus,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Daucus carota,Oedemera barbara,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Cichorium intybus,Oedemera barbara,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Pallenis spinosa,Eucera oraniensis,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Pallenis spinosa,Eucera oraniensis,2,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Pallenis spinosa,Terellia sp.,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Pallenis spinosa,Ebaeus sp.,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Convolvulus althaeoides,Ebaeus sp.,3,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Convolvulus althaeoides,Oedemera flavipes,1,Focal observation,10,100,Salinas, Agro-forestry,Spain,Menorca,40.021,4.125,100,8,11,5,2021,,,
Lonicera implexa,Macroglossum stellatarum,1,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Daucus carota,Bruchidius sp.,65,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Daucus carota,Ebaeus sp.,1,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Daucus carota,Oedemera flavipes,1,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Reseda alba,Hylaeus punctatus ,3,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Convolvulus althaeoides,Bruchidius sp.,3,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Lonicera implexa,Bruchidius sp.,4,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Daucus carota,Bombylius cinerascens ,45,Focal observation,10,100,Cala Tirant,Dune-system,Spain,Menorca,40.043,4.104,100,3,11,5,2021,,,
Helichrysum stoechas,Oedemera flavipes,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Helichrysum stoechas,Horistus orientalis,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Lotus cytisoides,Polyommatus celina,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Lotus cytisoides,Megachile sicula,2,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Helichrysum stoechas,Oedemera barbara,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Helichrysum stoechas,Apis mellifera,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Helichrysum stoechas,Olibrus sp.,53,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Helichrysum stoechas,Polistes dominula,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Lotus cytisoides,Megachile sicula,4,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Scrophularia canina,Polistes dominula,3,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Scrophularia canina,Lucilia sericata,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Balaustium sp.,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Pyrellia vivida,5,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Apis mellifera,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Andrena ovatula ,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Gonepteryx cleopatra,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Sarcophaga sp.,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Apis mellifera,2,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Calystegia soldanella,Pyrellia vivida,2,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Euphorbia paralias,Sarcophaga sp.,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Cakile maritima,Apis mellifera,2,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Cakile maritima,Halictus microcardia ,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Euphorbia paralias,Sphaerophoria taeniata,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Euphorbia paralias,Ebaeus sp.,1,Focal observation,10,100,platja Es Grau,Dune-system,Spain,Menorca,39.95,4.264,100,3,12,5,2021,,,
Galactites tomentosa,Vanessa cardui,1,Focal observation,20,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Apis mellifera,1,Focal observation,20,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombus terrestris,1,Focal observation,20,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Xylocopa violacea,1,Focal observation,20,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Xylocopa violacea,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombus terrestris,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombylius cinerascens ,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Maniola jurtina,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Vanessa cardui,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Anthidium cingulatum,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombus terrestris,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Vanessa cardui,5,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Xylocopa violacea,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombus terrestris,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Apis mellifera,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Eristalis tenax,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Vanessa cardui,2,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Anthidium cingulatum,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Gonepteryx cleopatra,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Maniola jurtina,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Phaonia subventa,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Vanessa cardui,4,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Xylocopa violacea,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Halictus scabiosae,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Amegilla magnilabris,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Apis mellifera,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Bombus terrestris,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
Galactites tomentosa,Colias crocea,1,Focal observation,10,100,Sa Bassa, Agro-forestry,Spain,Menorca,39.923,4.251,100,29,12,5,2021,,,
