;PlatsID;Season;Order;Pollinator_individuals;ML;Visit;Insect;Transect_Grassland;flw_visited_by_pollin;pollin_species;Site_name
1349;27;2012;Diptera;1;M;4;19;B;Achillea_millefolium;Eristalis_interrupta;Forsbacka_Rimbo
1350;27;2012;Diptera;1;M;4;15;D;;Rhingia_campestris;Forsbacka_Rimbo
1351;27;2012;Hymenoptera;1;M;4;7;C;;Anthidium_punctatum;Forsbacka_Rimbo
1352;27;2012;Diptera;1;M;5;19;A;;Eristalis_interrupta;Forsbacka_Rimbo
1353;27;2012;Diptera;1;L;4;3;C;;Sericomyia_silentis;Forsbacka_Rimbo
1354;27;2012;Diptera;1;L;4;9;C;;Eristalis_interrupta;Forsbacka_Rimbo
1355;27;2012;Diptera;1;L;4;8;A;;Eristalis_interrupta;Forsbacka_Rimbo
1356;27;2012;Diptera;1;L;5;18;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1357;27;2012;Diptera;1;L;4;13;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1358;27;2012;Diptera;1;L;5;6;C;;Syrphus_vitripennis;Forsbacka_Rimbo
1359;27;2012;Diptera;1;L;4;10;A;;Sericomyia_silentis;Forsbacka_Rimbo
1360;27;2012;Diptera;1;M;5;4;C;;Eristalis_interrupta;Forsbacka_Rimbo
1361;27;2012;Diptera;1;L;5;8;C;;Episyrphus_balteatus;Forsbacka_Rimbo
1362;27;2012;Hymenoptera;1;L;5;16;C;;Trachusa_byssina;Forsbacka_Rimbo
1363;27;2012;Hymenoptera;1;M;4;13;D;Geum_rivale;Bombus_pratorum;Forsbacka_Rimbo
1364;27;2012;Hymenoptera;1;L;1;4;A;;Nomada_lathburiana;Forsbacka_Rimbo
1365;27;2012;Hymenoptera;1;M;5;25;A;;Bombus_terrestris;Forsbacka_Rimbo
1366;27;2012;Diptera;1;L;5;1;C;;Sphaerophoria_taeniata;Forsbacka_Rimbo
1367;27;2012;Diptera;1;M;4;8;C;;Sericomyia_silentis;Forsbacka_Rimbo
1368;27;2012;Diptera;1;L;4;3;A;;Eristalis_interrupta;Forsbacka_Rimbo
1369;27;2012;Hymenoptera;1;L;4;11;A;;Bombus_pratorum;Forsbacka_Rimbo
1370;27;2012;Diptera;1;M;1;1;D;Anemone_nemorosa;Syrphus_torvus;Forsbacka_Rimbo
1371;27;2012;Diptera;1;M;5;14;A;;Eristalis_interrupta;Forsbacka_Rimbo
1372;27;2012;Diptera;1;L;5;4;C;;Episyrphus_balteatus;Forsbacka_Rimbo
1373;27;2012;Diptera;1;L;2;2;C;;Pipizella_viduata;Forsbacka_Rimbo
1374;27;2012;Diptera;1;L;5;9;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1375;27;2012;Hymenoptera;1;M;4;14;D;Geum_rivale;Bombus_pratorum;Forsbacka_Rimbo
1376;27;2012;Diptera;1;L;5;24;C;;Eristalis_interrupta;Forsbacka_Rimbo
1377;27;2012;Hymenoptera;1;L;1;6;A;;Andrena_fuscipes;Forsbacka_Rimbo
1378;27;2012;Diptera;1;L;5;2;A;;Sericomyia_silentis;Forsbacka_Rimbo
1379;27;2012;Diptera;1;M;4;28;A;;Chrysotoxum_bicinctum;Forsbacka_Rimbo
1380;27;2012;Hymenoptera;1;L;5;3;A;;Bombus_lucorum;Forsbacka_Rimbo
1381;27;2012;Diptera;1;L;4;2;C;;Episyrphus_balteatus;Forsbacka_Rimbo
1382;27;2012;Hymenoptera;1;L;5;4;A;;Bombus_pascuorum;Forsbacka_Rimbo
1383;27;2012;Diptera;1;M;4;2;C;Pilosella_officinarum;Eristalis_interrupta;Forsbacka_Rimbo
1384;27;2012;Diptera;1;M;5;7;D;;Eristalis_interrupta;Forsbacka_Rimbo
1385;27;2012;Diptera;1;L;5;22;C;;Melanostoma_mellinum;Forsbacka_Rimbo
1386;27;2012;Hymenoptera;1;M;4;27;A;;Bombus_pascuorum;Forsbacka_Rimbo
1387;27;2012;Diptera;1;L;4;1;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1388;27;2012;Diptera;1;M;5;20;A;;Eristalis_interrupta;Forsbacka_Rimbo
1389;27;2012;Diptera;1;M;4;30;A;;Eristalis_interrupta;Forsbacka_Rimbo
1390;27;2012;Hymenoptera;1;L;5;20;C;;Bombus_pascuorum;Forsbacka_Rimbo
1391;27;2012;Hymenoptera;1;L;3;9;A;;Bombus_terrestris;Forsbacka_Rimbo
1392;27;2012;Diptera;1;L;5;7;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1393;27;2012;Diptera;1;L;4;7;C;;Sphaerophoria_taeniata;Forsbacka_Rimbo
1394;27;2012;Diptera;1;M;4;5;C;Achillea_millefolium;Sericomyia_silentis;Forsbacka_Rimbo
1395;27;2012;Diptera;1;M;5;15;A;Achillea_millefolium;Eristalis_interrupta;Forsbacka_Rimbo
1396;27;2012;Diptera;1;L;4;9;A;;Eristalis_arbustorum;Forsbacka_Rimbo
1397;27;2012;Diptera;1;M;5;18;A;;Sphaerophoria_scripta;Forsbacka_Rimbo
1398;27;2012;Diptera;1;L;3;8;A;;Dasysyrphus_pinastri;Forsbacka_Rimbo
1399;27;2012;Diptera;1;L;5;3;C;;Melanostoma_mellinum;Forsbacka_Rimbo
1400;27;2012;Diptera;2;M;5;22;A;;Chrysogaster_solstitialis;Forsbacka_Rimbo
1401;27;2012;Hymenoptera;1;M;3;1;D;Geum_rivale;Bombus_pascuorum;Forsbacka_Rimbo
1402;27;2012;Hymenoptera;3;L;3;6;A;;Bombus_pratorum;Forsbacka_Rimbo
1403;27;2012;Diptera;1;M;5;12;A;;Platycheirus_granditarsis;Forsbacka_Rimbo
1404;27;2012;Diptera;1;L;5;2;C;;Syrphus_ribesii;Forsbacka_Rimbo
1405;27;2012;Diptera;1;L;5;12;C;;Melanostoma_mellinum;Forsbacka_Rimbo
1406;27;2012;Diptera;1;M;4;12;C;;Sphaerophoria_taeniata;Forsbacka_Rimbo
1407;27;2012;Diptera;4;L;5;23;C;;Sphaerophoria_taeniata;Forsbacka_Rimbo
1408;27;2012;Diptera;1;M;4;18;B;Achillea_millefolium;Eristalis_interrupta;Forsbacka_Rimbo
1409;27;2012;Hymenoptera;1;L;3;5;A;;Eucera_longicornis;Forsbacka_Rimbo
1410;27;2012;Hymenoptera;1;M;4;17;D;;Bombus_pascuorum;Forsbacka_Rimbo
1411;27;2012;Hymenoptera;1;M;4;1;C;Pilosella_officinarum;Megachile_centuncularis;Forsbacka_Rimbo
1412;27;2012;Diptera;1;M;5;21;A;;Chrysotoxum_bicinctum;Forsbacka_Rimbo
1413;27;2012;Hymenoptera;1;L;1;3;A;;Andrena_haemorrhoa;Forsbacka_Rimbo
1414;27;2012;Diptera;1;L;3;4;A;;Chrysotoxum_festivum;Forsbacka_Rimbo
1415;27;2012;Diptera;1;L;5;21;C;;Sphaerophoria_scripta;Forsbacka_Rimbo
1416;27;2012;Hymenoptera;1;L;4;1;A;;Bombus_ruderarius;Forsbacka_Rimbo
1417;27;2012;Hymenoptera;1;L;5;5;A;;Bombus_lapidarius;Forsbacka_Rimbo
1418;27;2012;Hymenoptera;1;L;5;5;C;;Bombus_lapidarius;Forsbacka_Rimbo
1419;27;2012;Hymenoptera;1;M;4;20;B;;Bombus_pascuorum;Forsbacka_Rimbo
1420;28;2012;Hymenoptera;1;M;1;4;D;Saxifraga_granulata;Halictus_tumulorum;Ekeby_Norrtalje
1421;28;2012;Diptera;1;M;5;2;B;;Melanostoma_mellinum;Ekeby_Norrtalje
1422;28;2012;Hymenoptera;1;M;1;3;D;Taraxacum_sp;Halictus_tumulorum;Ekeby_Norrtalje
1423;28;2012;Diptera;1;M;5;1;A;Stellaria_graminea;Sphaerophoria_scripta;Ekeby_Norrtalje
1424;28;2012;Hymenoptera;1;M;1;1;B;Plantago_sp;Chelostoma_florisomne;Ekeby_Norrtalje
1425;28;2012;Diptera;1;M;3;5;A;;Melanostoma_mellinum;Ekeby_Norrtalje
1426;29;2012;Hymenoptera;1;L;1;6;A;;Bombus_rupestris;Rocksta_Norrtalje
1427;29;2012;Diptera;1;L;4;4;B;;Episyrphus_balteatus;Rocksta_Norrtalje
1428;29;2012;Hymenoptera;1;L;4;6;A;;Apis_mellifera;Rocksta_Norrtalje
1429;29;2012;Hymenoptera;3;L;5;8;B;;Bombus_lucorum;Rocksta_Norrtalje
1430;29;2012;Hymenoptera;1;M;3;3;B;;Bombus_campestris;Rocksta_Norrtalje
1431;29;2012;Hymenoptera;1;M;4;6;C;Hieracium_hieracium;Hylaeus_communis;Rocksta_Norrtalje
1432;29;2012;Diptera;1;L;5;1;A;;Syrphus_ribesii;Rocksta_Norrtalje
1433;29;2012;Diptera;1;L;5;9;B;;Melanostoma_mellinum;Rocksta_Norrtalje
1434;29;2012;Hymenoptera;1;L;2;11;A;;Bombus_pascuorum;Rocksta_Norrtalje
1435;29;2012;Hymenoptera;1;M;2;1;B;;Bombus_subterraneus;Rocksta_Norrtalje
1436;29;2012;Diptera;1;L;5;14;B;;Melanostoma_mellinum;Rocksta_Norrtalje
1437;29;2012;Diptera;1;L;5;2;B;;Melanostoma_mellinum;Rocksta_Norrtalje
1438;29;2012;Hymenoptera;1;L;2;17;A;;Andrena_helvola;Rocksta_Norrtalje
1439;29;2012;Hymenoptera;1;L;3;4;B;;Bombus_terrestris;Rocksta_Norrtalje
1440;29;2012;Hymenoptera;1;M;3;4;B;;Bombus_campestris;Rocksta_Norrtalje
1441;29;2012;Hymenoptera;1;L;2;13;A;;Bombus_pascuorum;Rocksta_Norrtalje
1442;29;2012;Diptera;1;M;1;3;C;;Syrphus_ribesii;Rocksta_Norrtalje
1443;29;2012;Diptera;1;L;1;5;A;;Syrphus_ribesii;Rocksta_Norrtalje
1444;29;2012;Hymenoptera;1;L;4;2;B;;Bombus_ruderarius;Rocksta_Norrtalje
1445;29;2012;Diptera;1;L;4;5;B;;Sphaerophoria_scripta;Rocksta_Norrtalje
1446;29;2012;Hymenoptera;1;M;2;5;D;;Bombus_pascuorum;Rocksta_Norrtalje
1447;29;2012;Diptera;1;L;2;1;B;;Sphaerophoria_scripta;Rocksta_Norrtalje
1448;29;2012;Diptera;1;L;5;15;B;;Pipiza_austriaca;Rocksta_Norrtalje
1449;29;2012;Hymenoptera;1;L;3;5;B;;Bombus_ruderarius;Rocksta_Norrtalje
1450;29;2012;Diptera;1;L;2;8;A;;Syrphus_ribesii;Rocksta_Norrtalje
1451;29;2012;Hymenoptera;1;M;2;2;B;;Bombus_hypnorum;Rocksta_Norrtalje
1452;29;2012;Diptera;1;L;2;9;A;;Xylota_segnis;Rocksta_Norrtalje
1453;29;2012;Diptera;1;L;2;1;A;;Sphaerophoria_scripta;Rocksta_Norrtalje
1454;29;2012;Hymenoptera;1;M;3;1;C;;Bombus_campestris;Rocksta_Norrtalje
1455;29;2012;Diptera;1;L;4;8;B;;Melanostoma_mellinum;Rocksta_Norrtalje
1456;29;2012;Hymenoptera;1;L;2;4;A;;Bombus_sylvarum;Rocksta_Norrtalje
1457;29;2012;Diptera;1;L;5;4;B;;Syrphus_ribesii;Rocksta_Norrtalje
1458;29;2012;Hymenoptera;1;L;2;3;B;;Bombus_ruderarius;Rocksta_Norrtalje
1459;29;2012;Diptera;1;L;2;5;B;;Sphaerophoria_taeniata;Rocksta_Norrtalje
1460;29;2012;Diptera;1;L;1;3;A;;Syrphus_ribesii;Rocksta_Norrtalje
1461;29;2012;Hymenoptera;1;M;5;3;D;;Bombus_terrestris;Rocksta_Norrtalje
1462;29;2012;Hymenoptera;1;M;5;4;A;;Bombus_terrestris;Rocksta_Norrtalje
1463;29;2012;Hymenoptera;1;L;1;1;B;;Bombus_bohemicus;Rocksta_Norrtalje
1464;29;2012;Diptera;1;M;5;2;D;;Syrphus_ribesii;Rocksta_Norrtalje
1465;29;2012;Diptera;1;L;4;7;B;;Sphaerophoria_scripta;Rocksta_Norrtalje
1466;29;2012;Hymenoptera;1;M;4;4;B;Potentilla_sp;Andrena_subopaca;Rocksta_Norrtalje
1467;29;2012;Hymenoptera;1;L;4;5;A;;Bombus_pratorum;Rocksta_Norrtalje
1468;29;2012;Hymenoptera;1;L;2;4;B;;Bombus_lapidarius;Rocksta_Norrtalje
1469;29;2012;Hymenoptera;1;L;5;5;B;;Bombus_lapidarius;Rocksta_Norrtalje
1470;29;2012;Hymenoptera;1;L;4;8;A;;Bombus_pratorum;Rocksta_Norrtalje
1471;29;2012;Hymenoptera;1;L;3;1;B;;Bombus_sylvarum;Rocksta_Norrtalje
1472;29;2012;Diptera;1;L;5;13;B;;Syritta_pipiens;Rocksta_Norrtalje
1473;29;2012;Hymenoptera;1;M;4;5;B;Hieracium_hieracium;Andrena_subopaca;Rocksta_Norrtalje
1474;29;2012;Diptera;1;L;4;4;A;;Syrphus_torvus;Rocksta_Norrtalje
1475;29;2012;Hymenoptera;1;L;4;10;A;;Bombus_lucorum;Rocksta_Norrtalje
1476;29;2012;Hymenoptera;1;L;1;2;B;;Bombus_ruderarius;Rocksta_Norrtalje
1477;29;2012;Diptera;1;L;5;16;B;;Syritta_pipiens;Rocksta_Norrtalje
1478;29;2012;Hymenoptera;1;L;2;16;A;;Bombus_sylvarum;Rocksta_Norrtalje
1479;29;2012;Hymenoptera;1;L;2;6;B;;Osmia_bicornis;Rocksta_Norrtalje
1480;29;2012;Diptera;1;L;1;2;A;;Dasysyrphus_venustus;Rocksta_Norrtalje
1481;29;2012;Diptera;1;L;4;9;B;;Helophilus_pendulus;Rocksta_Norrtalje
1482;29;2012;Hymenoptera;1;L;2;12;A;;Eucera_longicornis;Rocksta_Norrtalje
1483;29;2012;Diptera;1;L;4;1;A;;Melanostoma_mellinum;Rocksta_Norrtalje
1484;29;2012;Diptera;1;L;4;6;B;;Sphaerophoria_batava;Rocksta_Norrtalje
1485;29;2012;Hymenoptera;1;M;2;4;B;;Bombus_pascuorum;Rocksta_Norrtalje
1486;29;2012;Hymenoptera;1;L;2;7;A;;Eucera_longicornis;Rocksta_Norrtalje
1487;29;2012;Hymenoptera;1;M;4;3;B;Campanula_persicifolia;Bombus_lucorum;Rocksta_Norrtalje
1488;29;2012;Diptera;1;M;4;1;D;Potentilla_erecta;Sphaerophoria_scripta;Rocksta_Norrtalje
1489;29;2012;Hymenoptera;1;M;2;6;A;;Bombus_norvegicus;Rocksta_Norrtalje
1490;30;2012;Diptera;1;M;1;1;B;Taraxacum_sp;Eristalis_interrupta;Malmberga_Havero
1491;30;2012;Diptera;1;M;4;25;D;Trifolium_medium;Helophilus_pendulus;Malmberga_Havero
1492;30;2012;Hymenoptera;1;M;4;27;D;Ranunculus_repens;Chelostoma_florisomne;Malmberga_Havero
1493;30;2012;Hymenoptera;1;M;4;31;D;Vicia_cracca;Bombus_pascuorum;Malmberga_Havero
1494;30;2012;Diptera;1;M;4;20;D;;Syritta_pipiens;Malmberga_Havero
1495;30;2012;Diptera;1;M;5;9;C;;Melanostoma_mellinum;Malmberga_Havero
1496;30;2012;Hymenoptera;1;M;1;9;D;;Bombus_pascuorum;Malmberga_Havero
1497;30;2012;Diptera;1;M;4;1;A;;Episyrphus_balteatus;Malmberga_Havero
1498;30;2012;Diptera;1;M;4;22;D;;Syritta_pipiens;Malmberga_Havero
1499;30;2012;Hymenoptera;1;M;1;4;C;;Nomada_striata;Malmberga_Havero
1500;30;2012;Diptera;1;M;5;5;D;Stellaria_graminea;Platycheirus_albimanus;Malmberga_Havero
1501;30;2012;Hymenoptera;1;M;4;19;D;Campanula_percifolia;Bombus_pratorum;Malmberga_Havero
1502;30;2012;Hymenoptera;1;M;2;3;B;Geranium_sp;Bombus_lapidarius;Malmberga_Havero
1503;30;2012;Hymenoptera;1;M;4;6;B;Trifolium_repens;Bombus_pratorum;Malmberga_Havero
1504;30;2012;Diptera;1;M;5;8;C;;Syrphus_ribesii;Malmberga_Havero
1505;30;2012;Diptera;1;M;4;24;D;;Helophilus_pendulus;Malmberga_Havero
1506;30;2012;Diptera;1;M;4;14;C;;Helophilus_pendulus;Malmberga_Havero
1507;30;2012;Hymenoptera;1;M;4;8;B;;Bombus_lucorum;Malmberga_Havero
1508;30;2012;Diptera;1;M;4;16;C;;Helophilus_pendulus;Malmberga_Havero
1509;30;2012;Diptera;1;M;4;13;C;;Sericomyia_silentis;Malmberga_Havero
1510;30;2012;Diptera;1;M;2;6;B;;Dasysyrphus_hilaris;Malmberga_Havero
1511;30;2012;Diptera;1;M;4;10;C;;Sphaerophoria_taeniata;Malmberga_Havero
1512;30;2012;Hymenoptera;1;M;2;4;B;Ranunculus_acris;Halictus_tumulorum;Malmberga_Havero
1513;30;2012;Diptera;1;M;5;3;D;Stellaria_graminea;Sphaerophoria_scripta;Malmberga_Havero
1514;30;2012;Diptera;1;M;5;14;B;Leucanthemum_vulgare;Sphaerophoria_scripta;Malmberga_Havero
1515;30;2012;Hymenoptera;1;M;4;9;B;Trifolium_pratense;Bombus_pascuorum;Malmberga_Havero
1516;30;2012;Hymenoptera;1;M;4;7;B;;Bombus_pascuorum;Malmberga_Havero
1517;30;2012;Hymenoptera;1;M;1;8;D;;Andrena_haemorrhoa;Malmberga_Havero
1518;30;2012;Diptera;2;M;5;16;B;;Sphaerophoria_scripta;Malmberga_Havero
1519;30;2012;Diptera;1;M;4;33;D;Ranunculus_acris;Syrphus_torvus;Malmberga_Havero
1520;30;2012;Hymenoptera;1;M;2;5;B;Geranium_sp;Apis_mellifera;Malmberga_Havero
1521;30;2012;Hymenoptera;1;M;4;21;D;Campanula_sp;Bombus_soroeensis;Malmberga_Havero
1522;30;2012;Diptera;1;M;5;1;D;;Platycheirus_clypeatus;Malmberga_Havero
1523;30;2012;Hymenoptera;1;M;5;13;B;;Bombus_hortorum;Malmberga_Havero
1524;30;2012;Hymenoptera;1;M;4;18;D;;Bombus_soroeensis;Malmberga_Havero
1525;30;2012;Hymenoptera;1;M;4;15;C;Trifolium_repens;Bombus_pascuorum;Malmberga_Havero
1526;30;2012;Hymenoptera;1;M;3;1;C;;Bombus_lucorum;Malmberga_Havero
1527;30;2012;Hymenoptera;1;M;4;4;B;Trifolium_medium;Bombus_pascuorum;Malmberga_Havero
1528;30;2012;Hymenoptera;1;M;1;7;D;;Andrena_haemorrhoa;Malmberga_Havero
1529;30;2012;Hymenoptera;1;M;4;34;D;;Bombus_pascuorum;Malmberga_Havero
1530;31;2012;Diptera;1;M;5;2;D;Galium_verum;Syrphus_ribesii;Langalma_Oregrund
1531;31;2012;Hymenoptera;1;M;4;12;B;Trifolium_pratense;Osmia_bicolor;Langalma_Oregrund
1532;31;2012;Diptera;1;M;4;5;C;Potentilla_argentea;Cheilosia_pagana;Langalma_Oregrund
1533;31;2012;Diptera;1;M;4;2;D;;Didea_intermedia;Langalma_Oregrund
1534;31;2012;Diptera;1;M;1;11;A;;Megasyrphus_erraticus;Langalma_Oregrund
1535;31;2012;Diptera;1;M;5;3;D;;Melanostoma_mellinum;Langalma_Oregrund
1536;31;2012;Diptera;1;M;1;6;C;;Syrphus_ribesii;Langalma_Oregrund
1537;31;2012;Diptera;1;M;5;10;B;;Sphaerophoria_taeniata;Langalma_Oregrund
1538;31;2012;Diptera;1;M;5;16;A;;Sphaerophoria_scripta;Langalma_Oregrund
1539;31;2012;Diptera;1;M;4;3;C;;Sphaerophoria_virgata;Langalma_Oregrund
1540;31;2012;Hymenoptera;1;M;4;11;C;;Bombus_campestris;Langalma_Oregrund
1541;31;2012;Diptera;1;M;1;4;C;;Syrphus_ribesii;Langalma_Oregrund
1542;31;2012;Hymenoptera;1;M;5;9;C;;Hylaeus_hyalinatus;Langalma_Oregrund
1543;31;2012;Diptera;1;M;5;17;A;;Melanostoma_mellinum;Langalma_Oregrund
1544;31;2012;Diptera;1;M;2;7;C;Anthriscus_sylvestris;Sphaerophoria_taeniata;Langalma_Oregrund
1545;31;2012;Hymenoptera;1;M;1;1;D;;Osmia_bicolor;Langalma_Oregrund
1546;31;2012;Diptera;1;M;5;8;C;;Sphaerophoria_scripta;Langalma_Oregrund
1547;31;2012;Diptera;1;M;4;6;C;Sedum_acre;Helophilus_pendulus;Langalma_Oregrund
1548;31;2012;Diptera;1;M;2;8;C;Anthriscus_sylvestris;Sphaerophoria_taeniata;Langalma_Oregrund
1549;31;2012;Hymenoptera;1;M;5;7;C;Vicia_cracca;Bombus_subterraneus;Langalma_Oregrund
1550;31;2012;Hymenoptera;1;M;4;7;C;Vicia_cracca;Bombus_hortorum;Langalma_Oregrund
1551;31;2012;Diptera;1;M;4;4;C;;Sphaerophoria_taeniata;Langalma_Oregrund
1552;31;2012;Diptera;1;M;2;6;C;Ranunculus_acris;Dasysyrphus_pinastri;Langalma_Oregrund
1553;31;2012;Diptera;1;M;4;9;C;;Sphaerophoria_scripta;Langalma_Oregrund
1554;31;2012;Diptera;1;M;2;10;C;;Xanthogramma_stackelbergi;Langalma_Oregrund
1555;31;2012;Hymenoptera;1;M;5;4;C;Trifolium_medium;Bombus_lucorum;Langalma_Oregrund
1556;31;2012;Diptera;1;M;4;10;C;Stellaria_graminea;Sphaerophoria_taeniata;Langalma_Oregrund
1557;31;2012;Diptera;1;M;4;14;B;;Sphaerophoria_scripta;Langalma_Oregrund
1558;31;2012;Hymenoptera;3;M;5;6;C;;Hylaeus_hyalinatus;Langalma_Oregrund
1559;31;2012;Hymenoptera;1;M;5;12;B;Lathyrus_pratense;Trachusa_byssina;Langalma_Oregrund
1560;31;2012;Hymenoptera;1;M;2;5;C;Ranunculus_acris;Chelostoma_florisomne;Langalma_Oregrund
1561;31;2012;Diptera;4;M;1;3;C;Prunus_spicata;Syrphus_torvus;Langalma_Oregrund
1562;31;2012;Hymenoptera;1;M;2;3;D;Ranunculus_acris;Chelostoma_florisomne;Langalma_Oregrund
1563;31;2012;Diptera;1;M;4;13;B;;Sphaerophoria_batava;Langalma_Oregrund
1564;32;2012;Hymenoptera;1;M;3;18;D;;Andrena_subopaca;Bullerum_Og
1565;32;2012;Diptera;1;M;3;16;D;Ranunculus_repens;Helophilus_pendulus;Bullerum_Og
1566;32;2012;Diptera;1;M;3;13;C;Rosa_dumalis;Episyrphus_balteatus;Bullerum_Og
1567;32;2012;Diptera;1;M;3;17;D;Anthriscus_sylvestris;Eristalis_interrupta;Bullerum_Og
1568;32;2012;Hymenoptera;3;L;4;2;A;;Bombus_lucorum;Bullerum_Og
1569;32;2012;Diptera;1;L;1;2;A;;Syrphus_vitripennis;Bullerum_Og
1570;32;2012;Hymenoptera;1;L;2;5;A;;Bombus_pascuorum;Bullerum_Og
1571;32;2012;Diptera;1;L;2;8;A;;Sphaerophoria_scripta;Bullerum_Og
1572;32;2012;Hymenoptera;1;L;5;6;A;;Bombus_pascuorum;Bullerum_Og
1573;32;2012;Diptera;1;M;5;9;D;Circium_vulgare;Didea_fasciata;Bullerum_Og
1574;32;2012;Diptera;1;M;5;7;B;Hieracium_umbellatum;Eristalis_interrupta;Bullerum_Og
1575;32;2012;Hymenoptera;1;L;5;5;A;;Lasioglossum_leucopus;Bullerum_Og
1576;32;2012;Hymenoptera;1;M;3;12;C;Rosa_dumalis;Lasioglossum_fulvicorne;Bullerum_Og
1577;32;2012;Diptera;3;M;2;4;D;Rubus_idaeus;Syrphus_vitripennis;Bullerum_Og
1578;32;2012;Diptera;1;L;4;3;A;;Sphaerophoria_taeniata;Bullerum_Og
1579;32;2012;Diptera;1;L;2;3;A;;Syrphus_torvus;Bullerum_Og
1580;32;2012;Diptera;1;L;3;2;A;;Sphaerophoria_taeniata;Bullerum_Og
1581;32;2012;Diptera;1;M;3;15;C;Ranunculus_acris;Syrphus_vitripennis;Bullerum_Og
1582;32;2012;Diptera;1;M;4;3;B;;Syrphus_ribesii;Bullerum_Og
1583;32;2012;Hymenoptera;1;M;2;3;D;;Bombus_jonellus;Bullerum_Og
1584;32;2012;Diptera;1;L;5;3;A;;Sphaerophoria_taeniata;Bullerum_Og
1585;32;2012;Diptera;1;M;2;5;D;;Syrphus_ribesii;Bullerum_Og
1586;32;2012;Hymenoptera;1;M;3;11;C;Rosa_dumalis;Andrena_subopaca;Bullerum_Og
1587;32;2012;Hymenoptera;1;M;2;2;D;;Bombus_jonellus;Bullerum_Og
1588;32;2012;Hymenoptera;1;M;3;3;B;Trifolium_repens;Bombus_terrestris;Bullerum_Og
1589;32;2012;Diptera;1;M;5;8;C;;Melanostoma_scalare;Bullerum_Og
1590;32;2012;Hymenoptera;1;L;5;4;A;;Hylaeus_confusus;Bullerum_Og
1591;32;2012;Diptera;1;M;5;5;B;;Melanostoma_mellinum;Bullerum_Og
1592;32;2012;Diptera;1;M;3;2;B;Rosa_dumalis;Syrphus_torvus;Bullerum_Og
1593;32;2012;Diptera;1;M;5;3;B;;Sphaerophoria_scripta;Bullerum_Og
1594;32;2012;Hymenoptera;1;M;3;21;D;;Bombus_lucorum;Bullerum_Og
1595;32;2012;Hymenoptera;1;L;4;1;A;;Bombus_hortorum;Bullerum_Og
1596;32;2012;Hymenoptera;1;M;3;10;C;Rosa_dumalis;Andrena_haemorrhoa;Bullerum_Og
1597;32;2012;Hymenoptera;1;L;5;7;A;;Bombus_lucorum;Bullerum_Og
1598;32;2012;Hymenoptera;1;M;1;5;C;;Bombus_pascuorum;Bullerum_Og
1599;32;2012;Diptera;1;M;4;15;B;;Sphaerophoria_scripta;Bullerum_Og
1600;32;2012;Hymenoptera;1;M;3;4;B;Trifolium_repens;Osmia_nigriventris;Bullerum_Og
1601;32;2012;Diptera;1;L;3;1;A;;Sphaerophoria_taeniata;Bullerum_Og
1602;32;2012;Diptera;1;M;4;8;B;;Syrphus_ribesii;Bullerum_Og
1603;32;2012;Hymenoptera;1;M;5;4;B;Rubus_rubus;Macropis_europaea;Bullerum_Og
1604;32;2012;Diptera;1;L;5;2;A;;Syrphus_ribesii;Bullerum_Og
1605;32;2012;Hymenoptera;1;M;2;9;B;Viscaria_vulgaris;Bombus_jonellus;Bullerum_Og
1606;32;2012;Hymenoptera;1;M;1;2;B;;Bombus_jonellus;Bullerum_Og
1607;32;2012;Diptera;1;L;2;9;A;;Myathropa_florea;Bullerum_Og
1608;32;2012;Hymenoptera;1;M;2;7;C;;Bombus_hortorum;Bullerum_Og
1609;32;2012;Diptera;1;M;3;14;C;;Xylota_segnis;Bullerum_Og
1610;32;2012;Diptera;1;L;1;1;A;;Dasysyrphus_tricinctus;Bullerum_Og
1611;32;2012;Hymenoptera;1;M;2;11;B;Vicia_sepium;Bombus_pascuorum;Bullerum_Og
1612;32;2012;Hymenoptera;1;M;3;19;C;Veronica_chamaedrys;Lasioglossum_albipes;Bullerum_Og
1613;32;2012;Hymenoptera;1;L;3;4;A;;Bombus_lucorum;Bullerum_Og
1614;32;2012;Hymenoptera;1;M;3;7;B;;Megachile_alpicola;Bullerum_Og
1615;32;2012;Diptera;1;M;3;8;B;;Syritta_pipiens;Bullerum_Og
1616;32;2012;Diptera;2;M;4;14;B;Rubus_rubus;Eristalis_interrupta;Bullerum_Og
1617;33;2012;Diptera;1;L;4;1;E;;Melanostoma_mellinum;Stubbetorp_Og
1618;33;2012;Diptera;1;L;2;18;D;;Eristalis_interrupta;Stubbetorp_Og
1619;33;2012;Diptera;1;L;2;9;A;;Eristalis_interrupta;Stubbetorp_Og
1620;33;2012;Diptera;1;L;4;4;C;;Sphaerophoria_taeniata;Stubbetorp_Og
1621;33;2012;Hymenoptera;1;L;2;8;A;;Bombus_humilis;Stubbetorp_Og
1622;33;2012;Hymenoptera;1;L;5;1;D;;Lasioglossum_calceatum;Stubbetorp_Og
1623;33;2012;Diptera;1;M;4;6;A;;Eupeodes_bucculatus;Stubbetorp_Og
1624;33;2012;Hymenoptera;1;M;5;5;C;Circium_vulgare;Bombus_bohemicus;Stubbetorp_Og
