Site_id,Country,Date,Period,Pollinator_genus,Pollinator_species,Plant_genus,Plant_species,Latitude,Longitude,Site_area
Spitzberg,Germany,2010-05-29,5,Andrena,Andrena carantonica,Crataegus,Crataegus monogyna,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-05-29,5,Andrena,Andrena carantonica,Crataegus,Crataegus monogyna,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-06-24,5,Andrena,Andrena labialis,Trifolium,Trifolium montanum,50.096350000000001,11.042199999999999,24335.300999999999
Köttel,Germany,2010-05-24,20,Andrena,Andrena potentillae,Fragaria,Fragaria spec.,50.076549999999997,11.16835,43404.5
Neubürg,Germany,2010-06-09,45,Andrena,Andrena labiata,Veronica,Veronica chamaedris,49.891959999999997,11.40354,38417
Allersdorf,Germany,2010-06-28,5,Andrena,Andrena minutula,Leontodon,Leontodon hispidus,49.982759999999999,11.64053,29756.300999999999
Kleinziegenfeld,Germany,2010-06-23,30,Andrena,Andrena minutula,Sedum,Sedum acre,50.021439999999998,11.20879,117772
Schirradorf,Germany,2010-07-09,15,Andrena,Andrena minutula,Sedum,Sedum album,50.016399999999997,11.30677,2314.6100999999999
Wonsees,Germany,2010-07-21,45,Andrena,Andrena minutula,Helianthemum,Helianthemum nummularium,49.977060000000002,11.30517,4451.0497999999998
Bindlacher Berg,Germany,2010-05-22,5,Andrena,Andrena minutuloides,Veronica,Veronica chamaedris,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-02,45,Andrena,Andrena minutuloides,Chaerophyllum,Chaerophyllum spec.,50.006549999999997,11.616,96624.5
Friesen,Germany,2010-06-04,45,Andrena,Andrena minutuloides,Chaerophyllum,Chaerophyllum spec.,49.846960000000003,11.047140000000001,9633.7900000000009
Friesen,Germany,2010-06-04,45,Andrena,Andrena minutuloides,Chaerophyllum,Chaerophyllum spec.,49.846960000000003,11.047140000000001,9633.7900000000009
Kainach,Germany,2010-06-27,5,Andrena,Andrena semilaevis,Linum,Linum catharticum,49.957859999999997,11.2906,2346.23
Kleinziegenfeld,Germany,2010-06-23,30,Andrena,Andrena minutuloides,Sedum,Sedum acre,50.021439999999998,11.20879,117772
Köttel,Germany,2010-05-24,10,Andrena,Andrena minutuloides,Veronica,Veronica chamaedris,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-05-24,10,Andrena,Andrena minutuloides,Veronica,Veronica chamaedris,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-05-24,20,Andrena,Andrena minutuloides,Fragaria,Fragaria spec.,50.076549999999997,11.16835,43404.5
Friesen,Germany,2010-06-04,20,Andrena,Andrena nigroaenea,Ranunculus,Ranunculus bulbosus,49.846960000000003,11.047140000000001,9633.7900000000009
Wonsees,Germany,2010-06-09,30,Andrena,Andrena nigroaenea,Erysimum,Erysimum odoratum,49.977060000000002,11.30517,4451.0497999999998
Leidingshof,Germany,2010-06-04,45,Andrena,Andrena nitida,Veronica,Veronica chamaedris,49.841749999999998,11.21055,6348.6400999999996
Großenohe,Germany,2010-07-01,25,Andrena,Andrena intermedia,Anthyllis,Anthyllis vulneraria,49.674190000000003,11.294879999999999,12910.3
Großenohe,Germany,2010-07-01,30,Andrena,Andrena intermedia,Anthyllis,Anthyllis vulneraria,49.674190000000003,11.294879999999999,12910.3
Hohe Leite,Germany,2010-06-05,30,Andrena,Andrena wilkella,Hippocrepis,Hippocrepis comosa,49.80621,11.40085,23217.300999999999
Neubürg,Germany,2010-06-09,25,Andrena,Andrena wilkella,Anthyllis,Anthyllis vulneraria,49.891959999999997,11.40354,38417
Pottenstein,Germany,2010-06-29,45,Andrena,Andrena wilkella,Anthyllis,Anthyllis vulneraria,49.768210000000003,11.417350000000001,7130.73
Schützengräben,Germany,2010-06-11,35,Andrena,Andrena wilkella,Onobrychis,Onobrychis viciifolia,49.958210000000001,11.63876,48158.601999999999
Wiesenthau,Germany,2010-07-19,25,Andrena,Andrena ovatula,Falcaria,Falcaria vulgaris,49.71658,11.14601,4582.6201000000001
Friesen,Germany,2010-06-04,5,Andrena,Andrena proxima,Chaerophyllum,Chaerophyllum spec.,49.846960000000003,11.047140000000001,9633.7900000000009
Wattendorf,Germany,2010-06-24,5,Andrena,Andrena subopaca,Veronica,Veronica teucrium,50.029260000000001,11.10342,65017.300999999999
Leidingshof,Germany,2010-07-02,45,Anthidium,Anthidium manicatum,Teucrium,Teucrium botrys,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Germany,2010-07-20,25,Anthidium,Anthidium manicatum,Lotus,Lotus corniculatus,49.891959999999997,11.40354,38417
Hohe Leite,Germany,2010-07-14,15,Anthidium,Anthidium punctatum,Ononis,Ononis repens,49.80621,11.40085,23217.300999999999
Kalkberg,Germany,2010-06-25,35,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,50.075539999999997,11.23836,19135.599999999999
Kalkberg,Germany,2010-06-25,45,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,50.075539999999997,11.23836,19135.599999999999
Kalkberg,Germany,2010-06-25,45,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Germany,2010-07-22,5,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,50.021439999999998,11.20879,117772
Leidingshof,Germany,2010-07-21,20,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,49.841749999999998,11.21055,6348.6400999999996
Schützengräben,Germany,2010-06-11,40,Anthidium,Anthidium punctatum,Lotus,Lotus corniculatus,49.958210000000001,11.63876,48158.601999999999
Leidingshof,Germany,2010-07-21,20,Anthidiellum,Anthidiellum strigatum,Lotus,Lotus corniculatus,49.841749999999998,11.21055,6348.6400999999996
Kainach,Germany,2010-06-27,40,Anthophora,Anthophora aestivalis,Anthyllis,Anthyllis vulneraria,49.957859999999997,11.2906,2346.23
Kainach,Germany,2010-06-27,25,Anthophora,Anthophora quadrimaculata,Acinos,Acinos arvensis,49.957859999999997,11.2906,2346.23
Köttel,Germany,2010-06-27,25,Anthophora,Anthophora quadrimaculata,Echium,Echium vulgaris,50.076549999999997,11.16835,43404.5
Allersdorf,Germany,2010-07-10,15,Bombus,Bombus hortorum,Trifolium,Trifolium pratense,49.982759999999999,11.64053,29756.300999999999
Allersdorf,Germany,2010-07-10,45,Bombus,Bombus hortorum,Centaurea,Centaurea scabiosa,49.982759999999999,11.64053,29756.300999999999
Kainach,Germany,2010-06-27,25,Bombus,Bombus hortorum,Anthyllis,Anthyllis vulneraria,49.957859999999997,11.2906,2346.23
Kainach,Germany,2010-06-27,40,Bombus,Bombus hortorum,Anthyllis,Anthyllis vulneraria,49.957859999999997,11.2906,2346.23
Kleinziegenfeld,Germany,2010-07-22,10,Bombus,Bombus hortorum,Echium,Echium vulgare,50.021439999999998,11.20879,117772
Schirradorf,Germany,2010-07-22,35,Bombus,Bombus hortorum,Gentiana,Gentiana cruciata,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Germany,2010-06-11,45,Bombus,Bombus hortorum,Melampyrum,Melampyrum arvense,49.958210000000001,11.63876,48158.601999999999
Wiesenthau,Germany,2010-06-04,5,Bombus,Bombus hortorum,Rhinanthus,Rhinanthus minor,49.71658,11.14601,4582.6201000000001
Wiesenthau,Germany,2010-06-04,30,Bombus,Bombus hortorum,Rhinanthus,Rhinanthus minor,49.71658,11.14601,4582.6201000000001
Wiesenthau,Germany,2010-07-01,10,Bombus,Bombus hortorum,Melampyrum,Melampyrum arvense,49.71658,11.14601,4582.6201000000001
Wiesenthau,Germany,2010-07-01,10,Bombus,Bombus hortorum,Melampyrum,Melampyrum arvense,49.71658,11.14601,4582.6201000000001
Allersdorf,Germany,2010-08-21,20,Bombus,Bombus humilis,Prunella,Prunella vulgaris,49.982759999999999,11.64053,29756.300999999999
Allersdorf,Germany,2010-08-21,40,Bombus,Bombus humilis,Prunella,Prunella vulgaris,49.982759999999999,11.64053,29756.300999999999
Bindlacher Berg,Germany,2010-07-20,45,Bombus,Bombus humilis,Centaurea,Centaurea scabiosa,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-08-21,40,Bombus,Bombus humilis,Knautia,Knautia arvensis,50.006549999999997,11.616,96624.5
Hohe Leite,Germany,2010-07-14,15,Bombus,Bombus humilis,Ononis,Ononis repens,49.80621,11.40085,23217.300999999999
Kleinziegenfeld,Germany,2010-07-22,15,Bombus,Bombus humilis,Clinopodium,Clinopodium vulgare,50.021439999999998,11.20879,117772
Köttel,Germany,2010-07-31,35,Bombus,Bombus humilis,Carlina,Carlina vulgaris,50.076549999999997,11.16835,43404.5
Leidingshof,Germany,2010-07-02,10,Bombus,Bombus humilis,Lotus,Lotus corniculatus,49.841749999999998,11.21055,6348.6400999999996
Oberailsfeld,Germany,2010-07-12,10,Bombus,Bombus humilis,Stachys,Stachys recta,49.814570000000003,11.35857,32996.300999999999
Oberailsfeld,Germany,2010-07-12,30,Bombus,Bombus humilis,Stachys,Stachys recta,49.814570000000003,11.35857,32996.300999999999
Oberailsfeld,Germany,2010-07-12,35,Bombus,Bombus humilis,Stachys,Stachys recta,49.814570000000003,11.35857,32996.300999999999
Oberailsfeld,Germany,2010-07-12,40,Bombus,Bombus humilis,Stachys,Stachys recta,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Germany,2010-06-29,20,Bombus,Bombus humilis,Anthyllis,Anthyllis vulneraria,49.768210000000003,11.417350000000001,7130.73
Schützengräben,Germany,2010-07-10,15,Bombus,Bombus humilis,Centaurea,Centaurea scabiosa,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-07-10,20,Bombus,Bombus humilis,Ononis,Ononis repens,49.958210000000001,11.63876,48158.601999999999
Wattendorf,Germany,2010-06-24,15,Bombus,Bombus humilis,Prunella,Prunella grandiflora,50.029260000000001,11.10342,65017.300999999999
Wattendorf,Germany,2010-06-24,20,Bombus,Bombus humilis,Prunella,Prunella grandiflora,50.029260000000001,11.10342,65017.300999999999
Wattendorf,Germany,2010-06-24,35,Bombus,Bombus humilis,Prunella,Prunella laciniata,50.029260000000001,11.10342,65017.300999999999
Wattendorf,Germany,2010-06-24,40,Bombus,Bombus humilis,Prunella,Prunella grandiflora,50.029260000000001,11.10342,65017.300999999999
Wattendorf,Germany,2010-08-25,30,Bombus,Bombus humilis,Prunella,Prunella grandiflora,50.029260000000001,11.10342,65017.300999999999
Wattendorf,Germany,2010-08-25,45,Bombus,Bombus humilis,Cirsium,Cirsium acaule,50.029260000000001,11.10342,65017.300999999999
Bieberbach,Germany,2010-07-16,25,Bombus,Bombus hypnorum,Carduus,Carduus nutans,49.72795,11.28425,21554.1
Allersdorf,Germany,2010-08-21,5,Bombus,Bombus lapidarius,Prunella,Prunella vulgaris,49.982759999999999,11.64053,29756.300999999999
Bieberbach,Germany,2010-07-16,10,Bombus,Bombus lapidarius,Calystegia,Calystegia sepium,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-07-16,40,Bombus,Bombus soroeensis,Campanula,Campanula rotundifolia,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-08-19,5,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-08-19,10,Bombus,Bombus soroeensis,Rhinanthus,Rhinanthus serotinus,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-08-19,20,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-08-19,20,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.72795,11.28425,21554.1
Bieberbach,Germany,2010-08-19,25,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,49.72795,11.28425,21554.1
Bindlacher Berg,Germany,2010-07-02,5,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-02,45,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-20,5,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-20,10,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-20,10,Bombus,Bombus lapidarius,Origanum,Origanum vulgare,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-07-20,10,Bombus,Bombus lapidarius,Origanum,Origanum vulgare,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-08-21,20,Bombus,Bombus lapidarius,Cirsium,Cirsium eriophorum,50.006549999999997,11.616,96624.5
Bindlacher Berg,Germany,2010-08-21,30,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,50.006549999999997,11.616,96624.5
Friesen,Germany,2010-07-02,30,Bombus,Bombus soroeensis,Campanula,Campanula persicifolia,49.846960000000003,11.047140000000001,9633.7900000000009
Friesen,Germany,2010-07-19,30,Bombus,Bombus soroeensis,Campanula,Campanula rotundifolia,49.846960000000003,11.047140000000001,9633.7900000000009
Friesen,Germany,2010-07-19,40,Bombus,Bombus lapidarius,Senecio,Senecio jacobaea,49.846960000000003,11.047140000000001,9633.7900000000009
Friesen,Germany,2010-08-25,15,Bombus,Bombus lapidarius,Knautia,Knautia arvensis,49.846960000000003,11.047140000000001,9633.7900000000009
Großenohe,Germany,2010-07-16,45,Bombus,Bombus lapidarius,Carduus,Carduus nutans,49.674190000000003,11.294879999999999,12910.3
Großenohe,Germany,2010-07-16,45,Bombus,Bombus lapidarius,Carduus,Carduus nutans,49.674190000000003,11.294879999999999,12910.3
Großenohe,Germany,2010-08-19,20,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.674190000000003,11.294879999999999,12910.3
Haselbrunn,Germany,2010-06-05,45,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,49.79063,11.42389,58085.5
Haselbrunn,Germany,2010-08-20,10,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,49.79063,11.42389,58085.5
Haselbrunn,Germany,2010-08-20,35,Bombus,Bombus lapidarius,Cirsium,Cirsium acaule,49.79063,11.42389,58085.5
Haselbrunn,Germany,2010-08-20,40,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,49.79063,11.42389,58085.5
Hohe Leite,Germany,2010-06-05,15,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,49.80621,11.40085,23217.300999999999
Hohe Leite,Germany,2010-06-05,25,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,49.80621,11.40085,23217.300999999999
Hohe Leite,Germany,2010-06-05,45,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,49.80621,11.40085,23217.300999999999
Hohe Leite,Germany,2010-06-05,45,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,49.80621,11.40085,23217.300999999999
Hohe Leite,Germany,2010-06-29,30,Bombus,Bombus lapidarius,Anthyllis,Anthyllis vulneraria,49.80621,11.40085,23217.300999999999
Kainach,Germany,2010-07-21,10,Bombus,Bombus lapidarius,Knautia,Knautia arvensis,49.957859999999997,11.2906,2346.23
Kainach,Germany,2010-07-21,30,Bombus,Bombus lapidarius,Knautia,Knautia arvensis,49.957859999999997,11.2906,2346.23
Kalkberg,Germany,2010-07-31,10,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,50.075539999999997,11.23836,19135.599999999999
Kalkberg,Germany,2010-07-31,15,Bombus,Bombus soroeensis,Scabiosa,Scabiosa columbaria,50.075539999999997,11.23836,19135.599999999999
Kalkberg,Germany,2010-07-31,45,Bombus,Bombus lapidarius,Carlina,Carlina vulgaris,50.075539999999997,11.23836,19135.599999999999
Kalkberg,Germany,2010-08-22,40,Bombus,Bombus lapidarius,Scabiosa,Scabiosa columbaria,50.075539999999997,11.23836,19135.599999999999
Kleinziegenfeld,Germany,2010-07-22,10,Bombus,Bombus lapidarius,Carduus,Carduus nutans,50.021439999999998,11.20879,117772
Kleinziegenfeld,Germany,2010-07-22,15,Bombus,Bombus lapidarius,Thymus,Thymus pulegioides,50.021439999999998,11.20879,117772
Kleinziegenfeld,Germany,2010-07-22,25,Bombus,Bombus lapidarius,Rhinanthus,Rhinanthus serotinus,50.021439999999998,11.20879,117772
Kleinziegenfeld,Germany,2010-08-22,15,Bombus,Bombus lapidarius,Cirsium,Cirsium acaule,50.021439999999998,11.20879,117772
Köttel,Germany,2010-06-27,5,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-06-27,30,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-06-27,35,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-07-31,10,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-07-31,30,Bombus,Bombus lapidarius,Echinops,Echinops sphaerocephalus,50.076549999999997,11.16835,43404.5
Köttel,Germany,2010-08-22,25,Bombus,Bombus lapidarius,Carduus,Carduus nutans,50.076549999999997,11.16835,43404.5
Leidingshof,Germany,2010-07-02,15,Bombus,Bombus lapidarius,Echium,Echium vulgare,49.841749999999998,11.21055,6348.6400999999996
Leidingshof,Germany,2010-08-26,10,Bombus,Bombus lapidarius,Clinopodium,Clinopodium vulgare,49.841749999999998,11.21055,6348.6400999999996
Neubürg,Germany,2010-07-20,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.891959999999997,11.40354,38417
Neubürg,Germany,2010-07-20,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.891959999999997,11.40354,38417
Neubürg,Germany,2010-08-09,40,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.891959999999997,11.40354,38417
Neubürg,Germany,2010-08-09,40,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.891959999999997,11.40354,38417
Neubürg,Germany,2010-08-09,45,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,49.891959999999997,11.40354,38417
Oberailsfeld,Germany,2010-07-12,15,Bombus,Bombus lapidarius,Ononis,Ononis repens,49.814570000000003,11.35857,32996.300999999999
Oberailsfeld,Germany,2010-08-20,15,Bombus,Bombus lapidarius,Carduus,Carduus nutans,49.814570000000003,11.35857,32996.300999999999
Oberailsfeld,Germany,2010-08-20,45,Bombus,Bombus lapidarius,Carduus,Carduus nutans,49.814570000000003,11.35857,32996.300999999999
Pottenstein,Germany,2010-06-05,40,Bombus,Bombus lapidarius,Hippocrepis,Hippocrepis comosa,49.768210000000003,11.417350000000001,7130.73
Schirradorf,Germany,2010-07-22,10,Bombus,Bombus lapidarius,Scabiosa,Scabiosa columbaria,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-07-22,10,Bombus,Bombus soroeensis,Campanula,Campanula rotundifolia,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-07-22,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-07-22,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-08-10,5,Bombus,Bombus lapidarius,Cirsium,Cirsium acaule,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-08-10,15,Bombus,Bombus lapidarius,Carduus,Carduus crispus,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-08-10,15,Bombus,Bombus lapidarius,Carduus,Carduus crispus,50.016399999999997,11.30677,2314.6100999999999
Schirradorf,Germany,2010-08-10,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,50.016399999999997,11.30677,2314.6100999999999
Schützengräben,Germany,2010-06-11,5,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-06-28,5,Bombus,Bombus lapidarius,Helianthemum,Helianthemum nummularium,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-06-28,5,Bombus,Bombus lapidarius,Lotus,Lotus corniculatus,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-06-28,15,Bombus,Bombus lapidarius,Genista,Genista tinctoria,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-06-28,40,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-07-10,15,Bombus,Bombus lapidarius,Origanum,Origanum vulgare,49.958210000000001,11.63876,48158.601999999999
Schützengräben,Germany,2010-07-10,35,Bombus,Bombus lapidarius,Ononis,Ononis repens,49.958210000000001,11.63876,48158.601999999999
Spitzberg,Germany,2010-05-29,45,Bombus,Bombus lapidarius,Cynoglossum,Cynoglossum officinale,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-06-24,15,Bombus,Bombus lapidarius,Astragalus,Astragalus glyciphyllos,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-08-01,35,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-08-22,35,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,50.096350000000001,11.042199999999999,24335.300999999999
Spitzberg,Germany,2010-08-22,45,Bombus,Bombus lapidarius,Centaurea,Centaurea scabiosa,50.096350000000001,11.042199999999999,24335.300999999999
Tiefenellern,Germany,2010-06-08,25,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-06-08,40,Bombus,Bombus lapidarius,Onobrychis,Onobrychis viciifolia,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-07-19,10,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-07-19,15,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-07-19,20,Bombus,Bombus soroeensis,Origanum,Origanum vulgare,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-08-25,10,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-08-25,20,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-08-25,25,Bombus,Bombus lapidarius,Knautia,Knautia arvensis,49.923929999999999,11.07592,13454.5
Tiefenellern,Germany,2010-08-25,45,Bombus,Bombus lapidarius,Centaurea,Centaurea jacea,49.923929999999999,11.07592,13454.5
Wallersberg,Germany,2010-05-25,15,Bombus,Bombus lapidarius,Anthyllis,Anthyllis vulneraria,50.049100000000003,11.21597,3289.9398999999999
