Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,WGS84/ETRS89,WGS84/ETRS89_2,Day,Month,Year
Potentilla.erecta,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2018_GA1.GS1.WS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,10,10,2018
Succisa.pratensis,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2018_GA1.GS1.WS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,13,9,2018
Succisa.pratensis,Bombus.sylvarum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,13,9,2018
Succisa.pratensis,Bombus.pascuorum,8,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,24,9,2018
Succisa.pratensis,Bombus.sylvarum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,24,9,2018
Centaurea.nigra,Bombus.hortorum,2,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.lapidarius,59,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.lucorum.agg,27,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.muscorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.pascuorum,21,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.pratorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.sylvarum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,30,7,2018
Centaurea.nigra,Bombus.pascuorum,2,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,14,8,2018
Centaurea.nigra,Bombus.lapidarius,4,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,28,8,2018
Centaurea.nigra,Bombus.pascuorum,3,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,28,8,2018
Centaurea.nigra,Bombus.sylvarum,3,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,28,8,2018
Ajuga.reptans,Bombus.pascuorum,3,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,24,5,2018
Rubus.fruticosus,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,20,6,2018
Vicia.cracca,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,20,6,2018
Rubus.fruticosus,Apis.mellifera,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,12,7,2018
Odontites.vernus,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,14,8,2018
Lotus.corniculatus,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,28,8,2018
Rhinanthus.minor,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gleninsheen.Co.Clare_2.2017_GS1,GA1.GS1.WS1,Ireland,Gleninsheen.Co.Clare,53°04'18.7,9°07'40.2,13,9,2018
Thymus.polytrichus,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,24,6,2018
Thymus.polytrichus,Bombus.lucorum.agg,2,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Thymus.polytrichus,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,28,7,2018
Leontodon.saxatilis,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,7,6,2018
Carlina.vulgaris,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,28,7,2018
Prunella.vulgaris,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,24,6,2018
Centaurea.nigra,Apis.mellifera,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Centaurea.nigra,Bombus.lapidarius,3,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,28,7,2018
Centaurea.nigra,Bombus.pascuorum,3,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,27,8,2018
Succisa.pratensis,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,25,9,2018
Succisa.pratensis,Lasioglossum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,9,10,2018
Teucrium.scorodonia,Apis.mellifera,2,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Teucrium.scorodonia,Bombus.lucorum.agg,2,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Teucrium.scorodonia,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Lotus.corniculatus,Apis.mellifera,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,7,6,2018
Lotus.corniculatus,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,25,5,2018
Rubus.fruticosus,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,13,7,2018
Rosa.spinosissima,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,9,10,2018
Hypericum.sp,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Gortlecka.Poulnalour.Carron.Co.Clare_7.2018_GS1.WS1,GS1.WS1,Ireland,Gortlecka.Poulnalour.Carron.Co.Clare,52°59'50.3.,9°02'14.3.,24,6,2018
Vicia.sepium,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,22,7,2017
Vicia.sepium,Bombus.pratorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,22,7,2017
Crataegus.monogyna,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,22,7,2017
Trifolium.repens,Eristalis.tenax,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Trifolium.repens,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Trifolium.repens,Volucella.bombylans,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Conopodium.majus,Syrphus.vitripennis,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Cirsium.vulgare,Rhingia.campestris,2,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Potentilla.anserina,Cheilosia.albitarsis,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Potentilla.anserina,Platycheirus.rosarum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Potentilla.anserina,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Trifolium.pratense,Bombus.pascuorum,2,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Trifolium.pratense,Bombus.sylvarum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Ranunculus.repens,Platycheirus.granditarsus,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Potentilla.anserina,Bombus.pascuorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Potentilla.anserina,Bombus.sylvarum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Trifolium.pratense,Bombus.lapidarius,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,22,7,2017
Trifolium.pratense,Bombus.pascuorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,22,7,2017
Anthyllis.vulneraria,Bombus.hortorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Ranunculus.acris,Eristalis.tenax,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Ranunculus.acris,Platycheirus.granditarsus,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Ranunculus.acris,Platycheirus.rosarum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Ranunculus.acris,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Ranunculus.acris,Lasioglossum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Knautia.arvensis,Apis.mellifera,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Knautia.arvensis,Bombus.jonellus,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Knautia.arvensis,Bombus.muscorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Knautia.arvensis,Bombus.pascuorum,3,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Centaurea.nigra,Apis.mellifera,3,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Centaurea.nigra,Bombus.hortorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Centaurea.nigra,Bombus.muscorum,2,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Euphrasia.sp,Bombus.pascuorum,3,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Leontodon.hispidus,Episyrphus.balteatus,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Heracleum.sphondylium,Syrphus.vitripennis,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Leontodon.hispidus,Bombus.hortorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,25,6,2017
Hypericum.androsaemum,Bombus.pascuorum,1,Transect,50,1400,Michelle.Larkin_Keelhilla.Co.Clare_3.2017_GA1.GS1,GA1.GS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,31,8,2017
Geum.rivale,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,7,5,2018
Trifolium.repens,Bombus.hortorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Trifolium.repens,Bombus.jonellus,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Trifolium.repens,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Trifolium.repens,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Hypericum.perforatum,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Vicia.sepium,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,21,6,2018
Trifolium.pratense,Bombus.hortorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Trifolium.pratense,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,29,7,2018
Trifolium.pratense,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,15,10,2018
Odontites.vernus,Bombus.pascuorum,4,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,30,8,2018
Lotus.corniculatus,Bombus.hortorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,8,6,2018
Scorzoneroides.autumnalis,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,27,9,2018
Succisa.pratensis,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,15,9,2018
Succisa.pratensis,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,27,9,2018
Trifolium.pratense,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,15,9,2018
Centaurea.nigra,Bombus.lucorum.agg,2,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,29,7,2018
Centaurea.nigra,Bombus.pascuorum,6,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,29,7,2018
Centaurea.nigra,Megachile.sp,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,29,7,2018
Ranunculus.repens,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,15,10,2018
Potentilla.anserina,Bombus.lucorum.agg,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,11,7,2018
Trifolium.pratense,Bombus.hortorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,8,6,2018
Centaurea.nigra,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,19,8,2018
Centaurea.nigra,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,27,9,2018
Ranunculus.repens,Lasioglossum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,21,6,2018
Ficaria.verna,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,19,4,2018
Prunus.spinosa,Bombus.lucorum.agg,2,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,7,5,2018
Rubus.fruticosus,Bombus.muscorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,21,6,2018
Rubus.fruticosus,Bombus.pascuorum,1,Transect,50,5000,Michelle.Larkin_Keelhilla.Co.Clare_3.2018_GS1.WS1,GS1.WS1,Ireland,Keelhilla.Co.Clare,53°04'23.5,8°59'24.0,29,7,2018
Vicia.sepium,Rhingia.campestris,1,Transect,50,1400,Michelle.Larkin_Kilcorkan.Co.Clare_22.2017_GS1,GS1,Ireland,Kilcorkan.Co.Clare,53°02'41.8.,8°54'43.9.,30,6,2017
Ranunculus.bulbosus,Lasioglossum,1,Transect,50,1400,Michelle.Larkin_Kilcorkan.Co.Clare_22.2017_GS1,GS1,Ireland,Kilcorkan.Co.Clare,53°02'41.8.,8°54'43.9.,30,6,2017
Galium.verum,Lasioglossum,1,Transect,50,1400,Michelle.Larkin_Kilcorkan.Co.Clare_22.2017_GS1,GS1,Ireland,Kilcorkan.Co.Clare,53°02'41.8.,8°54'43.9.,30,6,2017
Trifolium.pratense,Bombus.muscorum,1,Transect,50,1400,Michelle.Larkin_Kilcorkan.Co.Clare_22.2017_GS1,GS1,Ireland,Kilcorkan.Co.Clare,53°02'41.8.,8°54'43.9.,1,9,2017
Trifolium.pratense,Pipiza.noctiluca,1,Transect,50,1400,Michelle.Larkin_Kilcorkan.Co.Clare_22.2017_GS1,GS1,Ireland,Kilcorkan.Co.Clare,53°02'41.8.,8°54'43.9.,1,8,2017
