Day,Month,Year,Site_id,Plant_species,Flower_count,FloralArea,Comment
5,7,18,Cian.White_Kr_3_BC4,Rhus.sp,110,33000,
12,6,18,Cian.White_Kr_2_WS3,Pyracantha.sp,3500,70000,
5,7,18,Cian.White_Kr_3_BC4,Symphoricarpos.albus,170,680,
9,8,18,Cian.White_Kr_4_BC4,Hebe.agg,30,900,
9,8,18,Cian.White_Kr_4_BC4,Symphoricarpos.albus,300,1200,
12,6,18,Cian.White_Kr_2_BC4,Oxalis.debilis,40,1200,
9,8,18,Cian.White_Kr_4_BC4,Hebe.agg,50,1500,
12,6,18,Cian.White_Kr_2_BC4,Symphoricarpos.albus,400,1600,
5,7,18,Cian.White_Kr_3_BC4,Hebe.agg,70,2100,
5,7,18,Cian.White_Kr_3_BC4,Linaria.purpurea,120,7200,
9,8,18,Cian.White_Kr_4_BC4,Crocosmia.xcrocosmiiflora,170,8500,
5,7,18,Cian.White_Kr_3_BC4,Cotoneaster.frigidus,200,10000,
9,8,18,Cian.White_Kr_4_BC4,Lavandula.angustifolia,250,12500,
5,7,18,Cian.White_Kr_3_BC4,Lavandula.angustifolia,300,15000,
12,6,18,Cian.White_Kr_2_BC4,Weigela.kosteriana.variegata,500,20000,
9,8,18,Cian.White_Kr_4_GA2,Brassica.rapa,30,780,
4,5,18,Cian.White_Kr_1_GA2,Brassica.rapa,66,1716,
9,8,18,Cian.White_Kr_4_WS3,Linaria.purpurea,4,240,
9,8,18,Cian.White_Kr_4_WS3,Salvia.microphylla,150,3750,
5,7,18,Cian.White_Kr_3_WS3,Salvia.microphylla,200,5000,
12,6,18,Cian.White_Kr_2_WS3,Hebe.agg,300,9000,
12,6,18,Cian.White_Kr_2_WS3,Cotoneaster.hybridus.pendulus,700,10500,
12,6,18,Cian.White_Kr_2_WS3,Salvia.microphylla,500,12500,
12,6,18,Cian.White_Kr_2_WS3,Spiraea.japonica,2450,171500,
29,5,18,Cian.White_Lp_1_BC4,Buxus.sempervirens,150,600,
9,6,18,Cian.White_Lp_2_BC4,Geranium.pratense,50,2000,
29,5,18,Cian.White_Lp_1_BC4,Vicia.sepium,240,8160,
9,6,18,Cian.White_Lp_2_BC4,Vicia.sepium,NA,NA,
29,5,18,Cian.White_Lp_1_GA1,Trifolium.pratense,40,600,
8,8,18,Cian.White_Lp_4_GA1,Senecio.jacobaea,79,1580,
8,8,18,Cian.White_Lp_4_GA1,Trifolium.pratense,180,2700,
8,7,18,Cian.White_Lp_3_GA1,Cirsium.arvense,120,3000,
8,7,18,Cian.White_Lp_3_GA1,Trifolium.repens,500,6500,
8,8,18,Cian.White_Lp_4_GA1,Cirsium.arvense,300,7500,
8,7,18,Cian.White_Lp_3_GA1,Ranunculus.acris,310,7750,
9,6,18,Cian.White_Lp_2_GA1,Ranunculus.repens,700,21000,
9,6,18,Cian.White_Lp_2_GA1,Trifolium.repens,1750,22750,
9,6,18,Cian.White_Lp_2_GA1,Trifolium.pratense,1700,25500,
8,7,18,Cian.White_Lp_3_GA1,Trifolium.pratense,3400,51000,
9,6,18,Cian.White_Lp_2_GA1,Ranunculus.acris,7500,187500,
8,7,18,Cian.White_Lp_3_WL1,Rubus.fruticosus,500,15000,
8,8,18,Cian.White_Lp_4_WL1,Rubus.fruticosus,550,16500,
29,5,18,Cian.White_Lp_1_WL1,Crataegus.monogyna,1250,25000,
8,8,18,Cian.White_Lp_4_BC4,Sedum.agg,190,9500,
9,6,18,Cian.White_Lp_2_BC4,Pyracantha.sp,800,16000,
9,6,18,Cian.White_Lp_2_BC4,Geranium.cult,30,1050,
29,5,18,Cian.White_Lp_1_BC4,Geranium.cult,60,2100,
8,7,18,Cian.White_Lp_3_BC4,Lavandula.angustifolia,400,20000,
29,5,18,Cian.White_Lp_1_BC4,Ceanothus.agg,680,27200,
13,8,18,Cian.White_Me_4_BC4,Bellis.perennis,35,875,
18,6,18,Cian.White_Me_2_BC4,Digitalis.purpurea,40,2000,
9,7,18,Cian.White_Me_3_BC4,Hypericum.androsaemum,130,5200,
18,6,18,Cian.White_Me_2_GA1,Ranunculus.acris,15,375,
9,7,18,Cian.White_Me_3_GA1,Cirsium.vulgare,19,570,
9,7,18,Cian.White_Me_3_GA1,Senecio.jacobaea,550,11000,
18,6,18,Cian.White_Me_2_GS2,Trifolium.repens,20,260,
9,7,18,Cian.White_Me_3_GS2,Trifolium.repens,20,260,
18,6,18,Cian.White_Me_2_GS2,Ranunculus.repens,280,8400,
9,7,18,Cian.White_Me_3_GS2,Senecio.jacobaea,4000,80000,
9,7,18,Cian.White_Me_3_WS3,Potentilla.reptans,21,525,
9,7,18,Cian.White_Me_3_WS3,Geranium.pratense,15,600,
13,8,18,Cian.White_Me_4_WS3,Erica.sp,250,2500,
18,6,18,Cian.White_Me_2_WS3,Digitalis.purpurea,120,6000,
18,6,18,Cian.White_Me_2_WS3,Ligustrum.vulgare,300,15000,
9,7,18,Cian.White_Me_3_WS3,Penstemon.agg,260,10400,
18,6,18,Cian.White_Me_2_BC4,Pelargonium.cult,17,680,
9,7,18,Cian.White_Me_3_BC4,Salvia.microphylla,160,4000,
9,7,18,Cian.White_Me_3_BC4,Lathyrus.odoratus,120,4200,
13,8,18,Cian.White_Me_4_BC4,Salvia.microphylla,250,6250,
13,8,18,Cian.White_Me_4_BC4,Fuchsia.magellanica,150,7500,
18,6,18,Cian.White_Me_2_BC4,Salvia.microphylla,400,10000,
18,6,18,Cian.White_Me_2_BC4,Fuchsia.magellanica,250,12500,
13,8,18,Cian.White_Me_4_WS3,Cistus.agg,2,110,
9,7,18,Cian.White_Me_3_WS3,Symphoricarpos.albus,120,480,
18,6,18,Cian.White_Me_2_WS3,Symphoricarpos.albus,250,1000,
24,5,18,Cian.White_Me_1_WS3,Symphytum.xuplandicum,40,1200,
13,8,18,Cian.White_Me_4_WS3,Fuchsia.magellanica,47,2350,
13,8,18,Cian.White_Me_4_WS3,Verbena.bonariensis,100,2500,
18,6,18,Cian.White_Me_2_WS3,Salvia.officinalis,100,4000,
13,8,18,Cian.White_Me_4_WS3,Fuschia.sp,100,5000,
13,8,18,Cian.White_Me_4_WS3,Lavandula.angustifolia,100,5000,
9,7,18,Cian.White_Me_3_WS3,Spiraea.japonica,80,5600,
9,7,18,Cian.White_Me_3_WS3,Salvia.officinalis,180,7200,
13,8,18,Cian.White_Me_4_WS3,Fuchsia.magellanica,150,7500,
18,6,18,Cian.White_Me_2_WS3,Hebe.agg,250,7500,
9,7,18,Cian.White_Me_3_WS3,Crocosmia.xcrocosmiiflora,180,9000,
9,7,18,Cian.White_Me_3_WS3,Lavandula.angustifolia,270,13500,
9,7,18,Cian.White_Me_3_WS3,Fuchsia.magellanica,300,15000,
18,6,18,Cian.White_Me_2_WS3,Cornus.alba,800,32000,
18,6,18,Cian.White_ND_2_BC4,Trifolium.repens,80,1040,
18,6,18,Cian.White_ND_2_BC4,Trifolium.repens,120,1560,
13,8,18,Cian.White_ND_4_BC4,Rubus.fruticosus,70,2100,
18,6,18,Cian.White_ND_2_BC4,Ranunculus.repens,70,2100,
18,6,18,Cian.White_ND_2_BC4,Rubus.fruticosus,100,3000,
18,6,18,Cian.White_ND_2_BC4,Digitalis.purpurea,105,5250,
18,6,18,Cian.White_ND_2_BC4,Heracleum.sphondylium,60,12000,
9,7,18,Cian.White_ND_3_BC4,Rubus.fruticosus,480,14400,
9,7,18,Cian.White_ND_3_BC4,Hypericum.androsaemum,380,15200,
13,8,18,Cian.White_ND_4_GA1,Cirsium.vulgare,25,750,
29,5,18,Cian.White_ND_1_GA1,Cytisus.scoparius,50,1000,
9,7,18,Cian.White_ND_3_GA1,Trifolium.repens,95,1235,
9,7,18,Cian.White_ND_3_GA1,Senecio.jacobaea,70,1400,
13,8,18,Cian.White_ND_4_GA1,Plantago.lanceolata,80,3200,
29,5,18,Cian.White_ND_1_GA1,Plantago.lanceolata,100,4000,
13,8,18,Cian.White_ND_4_GA1,Ranunculus.repens,150,4500,
18,6,18,Cian.White_ND_2_GA1,Lotus.corniculatus,300,4800,
9,7,18,Cian.White_ND_3_GA1,Cirsium.arvense,370,9250,
18,6,18,Cian.White_ND_2_GA1,Trifolium.repens,800,10400,
13,8,18,Cian.White_ND_4_GA1,Cirsium.arvense,1200,30000,
29,5,18,Cian.White_ND_1_GA1,Ranunculus.repens,3825,114750,
29,5,18,Cian.White_ND_1_GA1,Ranunculus.acris,5825,145625,
18,6,18,Cian.White_ND_2_GA1,Ranunculus.repens,7500,225000,
9,7,18,Cian.White_ND_3_GS1,Epilobium.parviflorum,87,783,
13,8,18,Cian.White_ND_4_GS1,Cirsium.arvense,50,1250,
13,8,18,Cian.White_ND_4_GS1,Filipendula.ulmaria,20,3000,
18,6,18,Cian.White_ND_2_GS1,Lotus.corniculatus,200,3200,
29,5,18,Cian.White_ND_1_GS1,Veronica.chamaedrys,375,3750,
9,7,18,Cian.White_ND_3_GS1,Rubus.fruticosus,150,4500,
9,7,18,Cian.White_ND_3_GS1,Cirsium.arvense,180,4500,
13,8,18,Cian.White_ND_4_GS1,Rubus.fruticosus,150,4500,
9,7,18,Cian.White_ND_3_GS1,Chamerion.anguistifolium,160,4800,
29,5,18,Cian.White_ND_1_GS1,Cardamine.pratensis,400,8000,
18,6,18,Cian.White_ND_2_GS1,Heracleum.sphondylium,45,9000,
13,8,18,Cian.White_ND_4_GS1,Epilobium.hirsutum,800,20000,
18,6,18,Cian.White_ND_2_GS1,Stellaria.graminea,1200,21600,
18,6,18,Cian.White_ND_2_GS1,Vicia.sepium,803,27302,
18,6,18,Cian.White_ND_2_GS1,Ranunculus.acris,1400,35000,
18,6,18,Cian.White_ND_2_GS1,Ranunculus.acris,1440,36000,
13,8,18,Cian.White_ND_4_GS1,Chamerion.anguistifolium,1200,36000,
9,7,18,Cian.White_ND_3_GS1,Filipendula.ulmaria,270,40500,
13,8,18,Cian.White_ND_4_GS2,Rubus.fruticosus,19,570,
9,7,18,Cian.White_ND_3_GS2,Rubus.fruticosus,45,1350,
18,6,18,Cian.White_ND_2_GS2,Vicia.sepium,50,1700,
29,5,18,Cian.White_ND_1_GS2,Vicia.sepium,80,2720,
13,8,18,Cian.White_ND_4_WL1,Rubus.fruticosus,19,570,
29,5,18,Cian.White_ND_1_WL1,Crataegus.monogyna,100,2000,
9,7,18,Cian.White_ND_3_WL1,Rubus.fruticosus,170,5100,
18,6,18,Cian.White_ND_2_BC4,Tanacetum.parthenium,15,300,
13,8,18,Cian.White_ND_4_BC4,Hebe.agg,15,450,
18,6,18,Cian.White_ND_2_BC4,Senecio.greyii,35,1050,
9,7,18,Cian.White_ND_3_BC4,Hebe.agg,41,1230,
9,7,18,Cian.White_ND_3_BC4,Geranium.pyrenaicum,83,1494,
18,6,18,Cian.White_ND_2_BC4,Salvia.microphylla,120,3000,
18,6,18,Cian.White_ND_2_BC4,Weigela.kosteriana.variegata,100,4000,
29,5,18,Cian.White_ND_1_BC4,Buddleja.globosa,150,4200,
9,7,18,Cian.White_ND_3_BC4,Lavandula.angustifolia,130,6500,
29,5,18,Cian.White_ND_1_BC4,Weigela.kosteriana.variegata,300,12000,
18,6,18,Cian.White_ND_2_BC4,Weigela.kosteriana.variegata,300,12000,
13,8,18,Cian.White_ND_4_BC4,Lavandula.angustifolia,250,12500,
18,6,18,Cian.White_ND_2_BC4,Buddleja.globosa,600,16800,
29,5,18,Cian.White_ND_1_BC4,Laburnum.xwatereri,600,150000,
6,5,18,Cian.White_NG_1_GA1,Stellaria.media,40,400,
5,8,18,Cian.White_NG_4_GA1,Capsella.bursa-pastoris,190,475,
4,7,18,Cian.White_NG_3_GA1,Capsella.bursa-pastoris,200,500,
4,7,18,Cian.White_NG_3_GA1,Trifolium.repens,40,520,
6,5,18,Cian.White_NG_1_GA1,Taraxacum.agg,15,750,
21,6,18,Cian.White_NG_2_GA1,Cerastium.fontanum,175,1225,
4,7,18,Cian.White_NG_3_GA1,Bellis.perennis,50,1250,
5,8,18,Cian.White_NG_4_GA1,Cirsium.palustre,100,1500,
6,5,18,Cian.White_NG_1_GA1,Ranunculus.repens,60,1800,
4,7,18,Cian.White_NG_3_GA1,Plantago.lanceolata,50,2000,
5,8,18,Cian.White_NG_4_GA1,Cirsium.arvense,90,2250,
4,7,18,Cian.White_NG_3_GA1,Cirsium.palustre,170,2550,
4,7,18,Cian.White_NG_3_GA1,Senecio.jacobaea,170,3400,
5,8,18,Cian.White_NG_4_GA1,Ranunculus.repens,170,5100,
4,7,18,Cian.White_NG_3_GA1,Ranunculus.repens,360,10800,
21,6,18,Cian.White_NG_2_GA1,Trifolium.repens,900,11700,
4,7,18,Cian.White_NG_3_GA1,Trifolium.repens,1025,13325,
21,6,18,Cian.White_NG_2_GA1,Ranunculus.repens,500,15000,
5,8,18,Cian.White_NG_4_GA1,Stellaria.graminea,900,16200,
5,8,18,Cian.White_NG_4_GA1,Senecio.jacobaea,900,18000,
6,5,18,Cian.White_NG_1_GA1,Taraxacum.agg,3125,156250,
5,8,18,Cian.White_NG_4_GA2,Cirsium.vulgare,3,90,
5,8,18,Cian.White_NG_4_GA2,Trifolium.repens,7,91,
4,7,18,Cian.White_NG_3_GA2,Trifolium.repens,60,780,
21,6,18,Cian.White_NG_2_GA2,Trifolium.repens,200,2600,
5,8,18,Cian.White_NG_4_GA2,Senecio.jacobaea,350,7000,
21,6,18,Cian.White_NG_2_GS2,Centaurea.nigra,125,5000,
21,6,18,Cian.White_NG_2_GS2,Trifolium.pratense,625,9375,
21,6,18,Cian.White_NG_2_GS2,Leontodon.hispidus,4075,122250,
21,6,18,Cian.White_NG_2_WD1,Rubus.fruticosus,90,2700,
4,7,18,Cian.White_NG_3_WD1,Rubus.fruticosus,1200,36000,
21,6,18,Cian.White_NG_2_WL1,Lapsana.communis,5,75,
4,7,18,Cian.White_NG_3_WL1,Crepis.capillaris,20,260,
5,8,18,Cian.White_NG_4_WL1,Sonchus.arvensis,7,350,
5,8,18,Cian.White_NG_4_WL1,Ranunculus.repens,15,450,
6,5,18,Cian.White_NG_1_WL1,Taraxacum.agg,10,500,
21,6,18,Cian.White_NG_2_WL1,Crepis.capillaris,50,650,
6,5,18,Cian.White_NG_1_WL1,Vicia.sepium,40,1360,
21,6,18,Cian.White_NG_2_WL1,Geranium.robertianum,110,1650,
5,8,18,Cian.White_NG_4_WL1,Geranium.robertianum,120,1800,
4,7,18,Cian.White_NG_3_WL1,Rubus.fruticosus,150,4500,
5,8,18,Cian.White_NG_4_WL1,Rubus.fruticosus,190,5700,
4,7,18,Cian.White_NG_3_WL1,Ranunculus.repens,225,6750,
21,6,18,Cian.White_NG_2_WL1,Rubus.fruticosus,300,9000,
5,8,18,Cian.White_NG_4_WL1,Rubus.fruticosus,300,9000,
6,5,18,Cian.White_NG_1_WL1,Allium.triquetrum,2400,43200,
4,7,18,Cian.White_NG_3_WL1,Heracleum.sphondylium,450,90000,
6,5,18,Cian.White_NG_1_GA1,Salix,200,8000,
5,8,18,Cian.White_NG_4_GA1,Petunia.xatkinsiana,47,3760,
5,8,18,Cian.White_NG_4_GA1,Begonia.semperflorens,150,4500,
4,5,18,Cian.White_NS_1_BC4,Taraxacum.agg,1,50,
9,8,18,Cian.White_NS_4_BC4,Achillea.millefolium,20,140,
9,8,18,Cian.White_NS_4_BC4,Lamium.purpureum,40,600,
9,8,18,Cian.White_NS_4_BC4,Achillea.millefolium,90,630,
9,8,18,Cian.White_NS_4_BC4,Scorzoneroides.autumnalis,120,3600,
9,8,18,Cian.White_NS_4_BC4,Campanula.rotundifolia,180,5400,
12,6,18,Cian.White_NS_2_BC4,Ranunculus.repens,250,7500,
5,7,18,Cian.White_NS_3_BC4,Cirsium.vulgare,300,9000,
5,7,18,Cian.White_NS_3_BC4,Filipendula.ulmaria,130,19500,
4,5,18,Cian.White_NS_1_BL1,Taraxacum.agg,4,200,
9,8,18,Cian.White_NS_4_BC4,Heuchera.cult,120,1200,
9,8,18,Cian.White_NS_4_BC4,Verbena.bonariensis,7,175,
12,6,18,Cian.White_NS_2_BC4,Cotoneaster.hybridus.pendulus,400,6000,
9,8,18,Cian.White_NS_4_BC4,Tagetes.patula,120,6000,
9,8,18,Cian.White_NS_4_BC4,Fuchsia.magellanica,190,9500,
9,8,18,Cian.White_NS_4_BC4,Tagetes.patula,190,9500,
9,8,18,Cian.White_NS_4_BC4,Begonia.semperflorens,400,12000,
4,5,18,Cian.White_NS_1_BC4,Symphytum.xuplandicum,408,12240,
9,8,18,Cian.White_NS_4_BL1,Centranthus.ruber,15,2700,
5,7,18,Cian.White_NS_3_BL1,Centranthus.ruber,30,5400,
9,8,18,Cian.White_NS_4_BL1,Buddleja.davidii,120,24000,
5,7,18,Cian.White_NS_3_BL3,Fallopia.baldschuanica,150,1050,
9,8,18,Cian.White_NS_4_BL3,Fallopia.baldschuanica,800,5600,
9,8,18,Cian.White_NS_4_BL3,Buddleja.davidii,60,12000,
5,7,18,Cian.White_NS_3_BL3,Cotoneaster.frigidus,1500,75000,
16,6,18,Cian.White_Pn_2_BC4,Lotus.corniculatus,150,2400,
16,6,18,Cian.White_Pn_2_BC4,Trifolium.repens,240,3120,
16,6,18,Cian.White_Pn_2_BC4,Ranunculus.repens,225,6750,
14,5,18,Cian.White_Pn_1_BC4,Buxus.sempervirens,3000,12000,
16,6,18,Cian.White_Pn_2_BL3,Centaurea.cyanus,90,2700,
2,8,18,Cian.White_Pn_4_GA1,Cirsium.arvense,30,750,
16,6,18,Cian.White_Pn_2_GA1,Trifolium.repens,410,5330,
2,8,18,Cian.White_Pn_4_GA1,Senecio.jacobaea,1200,24000,
7,7,18,Cian.White_Pn_3_GA1,Cirsium.arvense,2220,55500,
7,7,18,Cian.White_Pn_3_GA1,Senecio.jacobaea,3800,76000,
2,8,18,Cian.White_Pn_4_GA1,Senecio.jacobaea,7500,150000,
16,6,18,Cian.White_Pn_2_GA2,Trifolium.repens,9,117,
2,8,18,Cian.White_Pn_4_GS2,Trifolium.pratense,7,105,
7,7,18,Cian.White_Pn_3_GS2,Trifolium.pratense,21,315,
2,8,18,Cian.White_Pn_4_GS2,Cirsium.arvense,21,525,
16,6,18,Cian.White_Pn_2_GS2,Trifolium.pratense,150,2250,
16,6,18,Cian.White_Pn_2_GS2,Trifolium.repens,180,2340,
16,6,18,Cian.White_Pn_2_GS2,Heracleum.sphondylium,85,17000,
14,5,18,Cian.White_Pn_1_GS2,Vicia.sepium,2150,73100,
16,6,18,Cian.White_Pn_2_WL1,Heracleum.sphondylium,357,71400,
14,5,18,Cian.White_Pn_1_BC4,Berberis.sp,1500,12000,
7,7,18,Cian.White_Pn_3_BC4,Brassica.rapa,30,780,
7,7,18,Cian.White_Pn_3_BC4,Tilia.xeuropaea,600,18000,
14,5,18,Cian.White_Pn_1_BC4,Cotoneaster.frigidus,2000,100000,
2,8,18,Cian.White_Pn_4_BL3,Hebe.agg,25,750,
7,7,18,Cian.White_Pn_3_BL3,Hebe.agg,235,7050,
14,5,18,Cian.White_Pn_1_BL3,Malus.prunifolia,800,20000,
27,6,18,Cian.White_Te_2_BC4,Potentilla.reptans,20,500,
27,6,18,Cian.White_Te_2_BC4,Trifolium.repens,150,1950,
6,8,18,Cian.White_Te_4_BC4,Rubus.fruticosus,150,4500,
6,8,18,Cian.White_Te_4_BC4,Geranium.pratense,130,5200,
12,7,18,Cian.White_Te_3_BC4,Hypericum.androsaemum,410,16400,
12,7,18,Cian.White_Te_3_BC4,Hypericum.androsaemum,500,20000,
6,8,18,Cian.White_Te_4_GA2,Taraxacum.agg,15,750,
6,8,18,Cian.White_Te_4_GS2,Odontites.vernus,31,279,
6,8,18,Cian.White_Te_4_GS2,Cirsium.arvense,35,875,
6,8,18,Cian.White_Te_4_GS2,Rubus.fruticosus,40,1200,
27,6,18,Cian.White_Te_2_GS2,Rubus.fruticosus,70,2100,
6,8,18,Cian.White_Te_4_GS2,Senecio.jacobaea,150,3000,
6,8,18,Cian.White_Te_4_GS2,Rubus.fruticosus,200,6000,
8,5,18,Cian.White_Te_1_GS2,Vicia.sepium,500,17000,
12,7,18,Cian.White_Te_3_GS2,Rubus.fruticosus,1000,30000,
6,8,18,Cian.White_Te_4_WL1,Rubus.fruticosus,190,5700,
12,7,18,Cian.White_Te_3_WL1,Rubus.fruticosus,500,15000,
27,6,18,Cian.White_Te_2_WL1,Rubus.fruticosus,900,27000,
8,5,18,Cian.White_Te_1_WL1,Anthriscus.sylvestris,1500,105000,
6,8,18,Cian.White_Te_4_WS3,Achillea.millefolium,3,21,
6,8,18,Cian.White_Te_4_WS3,Trifolium.repens,13,169,
6,8,18,Cian.White_Te_4_WS3,Trifolium.pratense,29,435,
6,8,18,Cian.White_Te_4_WS3,Achillea.millefolium,75,525,
27,6,18,Cian.White_Te_2_WS3,Astrantia.major,30,900,
27,6,18,Cian.White_Te_2_WS3,Trifolium.repens,150,1950,
8,5,18,Cian.White_Te_1_WS3,Cardamine.pratensis,100,2000,
27,6,18,Cian.White_Te_2_WS3,Trifolium.repens,220,2860,
12,7,18,Cian.White_Te_3_WS3,Malva.arborea,150,6000,
6,8,18,Cian.White_Te_4_WS3,Rubus.fruticosus,300,9000,
27,6,18,Cian.White_Te_2_BC4,Sedum.agg,20,1000,
12,7,18,Cian.White_Te_3_BC4,Hydrangea.cult,42,NA,
6,8,18,Cian.White_Te_4_WD5,Agapanthus.sp,17,1020,
6,8,18,Cian.White_Te_4_WD5,Penstemon.agg,170,6800,
6,8,18,Cian.White_Te_4_WD5,Hydrangea.cult,100,NA,
6,8,18,Cian.White_Te_4_BC4,Senecio.greyii,19,570,
27,6,18,Cian.White_Te_2_BC4,Rosa.cult,10,1000,
8,5,18,Cian.White_Te_1_BC4,Buddleja.davidii,6,1200,
12,7,18,Cian.White_Te_3_BC4,Stachys.byzantina,125,1500,
6,8,18,Cian.White_Te_4_BC4,Alcea.rosea,39,2340,
27,6,18,Cian.White_Te_2_BC4,Oxalis.debilis,100,3000,
12,7,18,Cian.White_Te_3_BC4,Hebe.agg,110,3300,
6,8,18,Cian.White_Te_4_BC4,Linaria.purpurea,58,3480,
27,6,18,Cian.White_Te_2_BC4,Linaria.purpurea,60,3600,
27,6,18,Cian.White_Te_2_BC4,Campanula.portenschlagia,150,3750,
12,7,18,Cian.White_Te_3_BC4,Hebe.agg,150,4500,
27,6,18,Cian.White_Te_2_BC4,Stachys.byzantina,400,4800,
27,6,18,Cian.White_Te_2_BC4,Fuchsia.magellanica,100,5000,
6,8,18,Cian.White_Te_4_BC4,Malva.sylvestris,150,6750,
6,8,18,Cian.White_Te_4_BC4,Fuchsia.magellanica,170,8500,
27,6,18,Cian.White_Te_2_BC4,Hebe.agg,300,9000,
12,7,18,Cian.White_Te_3_BC4,Spiraea.japonica,230,16100,
27,6,18,Cian.White_Te_2_BC4,Campanula.portenschlagia,700,17500,
6,8,18,Cian.White_Te_4_BC4,Fuchsia.magellanica,390,19500,
27,6,18,Cian.White_Te_2_BC4,Spiraea.japonica,300,21000,
6,8,18,Cian.White_Te_4_BC4,Lavandula.angustifolia,450,22500,
6,8,18,Cian.White_Te_4_BC4,Buddleja.davidii,120,24000,
27,6,18,Cian.White_Te_2_BC4,Tilia.xeuropaea,4000,120000,
6,8,18,Cian.White_Te_4_WD5,Hebe.agg,90,2700,
6,8,18,Cian.White_Te_4_WD5,Spiraea.japonica,150,10500,
6,8,18,Cian.White_Te_4_WD5,Lavandula.angustifolia,210,10500,
6,8,18,Cian.White_Te_4_WD5,Cistus.agg,210,11550,
6,8,18,Cian.White_Te_4_WL1,Buddleja.davidii,84,16800,
27,6,18,Cian.White_Te_2_WS3,Mentha._piperita,60,720,
12,7,18,Cian.White_Te_3_WS3,Hebe.agg,60,1800,
27,6,18,Cian.White_Te_2_WS3,Campanula.portenschlagia,100,2500,
6,8,18,Cian.White_Te_4_WS3,Hebe.agg,90,2700,
6,8,18,Cian.White_Te_4_WS3,Leucanthemum.xsuperbum,28,2800,
27,6,18,Cian.White_Te_2_WS3,Spiraea.xbillardii,40,3200,
12,7,18,Cian.White_Te_3_WS3,Lavandula.angustifolia,120,6000,
12,7,18,Cian.White_Te_3_WS3,Tilia.xeuropaea,200,6000,
27,6,18,Cian.White_Te_2_WS3,Campanula.portenschlagia,300,7500,
12,7,18,Cian.White_Te_3_WS3,Lavandula.angustifolia,160,8000,
27,6,18,Cian.White_Te_2_WS3,Cotoneaster.franchetii,1500,10500,
6,8,18,Cian.White_Te_4_WS3,Fuchsia.magellanica,210,10500,
6,8,18,Cian.White_Te_4_WS3,Lavandula.angustifolia,220,11000,
6,8,18,Cian.White_Te_4_WS3,Fuchsia.magellanica,250,12500,
6,8,18,Cian.White_Te_4_WS3,Lavandula.angustifolia,250,12500,
27,6,18,Cian.White_Te_2_WS3,Cotoneaster.franchetii,1800,12600,
8,5,18,Cian.White_Te_1_WS3,Lonicera.nitida,900,13500,
12,7,18,Cian.White_Te_3_WS3,Hebe.agg,500,15000,
8,5,18,Cian.White_Te_1_WS3,Cotoneaster.hybridus.pendulus,5000,75000,
27,6,18,Cian.White_Te_2_WS3,Hebe.agg,1500,45000,
10,8,18,Cian.White_WD_4_BC4,Geranium.robertianum,14,210,
16,7,18,Cian.White_WD_3_BC4,Lapsana.communis,31,465,
16,7,18,Cian.White_WD_3_GA1,Senecio.jacobaea,32,640,
10,8,18,Cian.White_WD_4_GA1,Cirsium.palustre,75,1125,
7,5,18,Cian.White_WD_1_GA1,Taraxacum.agg,25,1250,
7,5,18,Cian.White_WD_1_GA1,Cardamine.pratensis,98,1960,
10,8,18,Cian.White_WD_4_GA1,Ranunculus.repens,90,2700,
16,7,18,Cian.White_WD_3_GA1,Ranunculus.acris,150,3750,
16,7,18,Cian.White_WD_3_GA1,Trifolium.repens,390,5070,
7,5,18,Cian.White_WD_1_GA1,Cardamine.pratensis,500,10000,
7,5,18,Cian.White_WD_1_GA1,Cardamine.pratensis,1425,28500,
7,5,18,Cian.White_WD_1_GA1,Cardamine.pratensis,4075,81500,
7,5,18,Cian.White_WD_1_GA1,Taraxacum.agg,3400,170000,
10,8,18,Cian.White_WD_4_GA1,Trifolium.repens,20000,260000,
7,5,18,Cian.White_WD_1_WL1,Lamium.purpureum,8,120,
7,5,18,Cian.White_WD_1_WL1,Taraxacum.agg,6,300,
16,7,18,Cian.White_WD_3_WL1,Rubus.fruticosus,18,540,
16,7,18,Cian.White_WD_3_WL1,Cirsium.arvense,120,3000,
7,5,18,Cian.White_WD_1_WL1,Vicia.sepium,100,3400,
16,7,18,Cian.White_WD_3_WL1,Rubus.fruticosus,180,5400,
7,5,18,Cian.White_WD_1_WL1,Anthriscus.sylvestris,250,17500,
7,5,18,Cian.White_WD_1_WL1,Ulex.europaeus,5000,100000,
10,8,18,Cian.White_WD_4_BC4,Fuchsia.magellanica,38,1900,
16,7,18,Cian.White_WD_3_WL1,Tanacetum.parthenium,69,1380,
5,8,2009,Dara.Stanley_CG42_E1_GA1,Vicia.sepium,1,15,
5,8,2009,Dara.Stanley_CG42_E2_GA1,Cirsium.arvense,1,25,
5,8,2009,Dara.Stanley_CG42_E1_GA1,Senecio.jacobaea,2,50,
5,8,2009,Dara.Stanley_CG42_E2_GA1,Stachys.sylvatica,3,54,
5,8,2009,Dara.Stanley_CG42_E2_GA1,Ranunculus.repens,2,60,
28,5,2009,Dara.Stanley_CG42_E1_GA1,Vicia.sepium,9,135,
30,6,2009,Dara.Stanley_CG42_E2_GA1,Ranunculus.repens,7,210,
5,8,2009,Dara.Stanley_CG42_C2_GA1,Ranunculus.repens,7,210,
30,6,2009,Dara.Stanley_CG42_C1_GA1,Ranunculus.repens,9,270,
5,8,2009,Dara.Stanley_CG42_E2_GA1,Stachys.palustris,24,360,
