Day,Month,Year,Site_id,Plant_species,Flower_count,FloralArea,Comment
8,8,18,Cian.White_Cn_4_GS2,Ranunculus.repens,45,1350,
9,6,18,Cian.White_Cn_2_GS2,Crepis.biennis,49,1715,
23,5,18,Cian.White_Cn_1_GS2,Ranunculus.repens,400,12000,
23,5,18,Cian.White_Cn_1_GS2,Ranunculus.acris,720,18000,
9,6,18,Cian.White_Cn_2_GS2,Ranunculus.acris,3500,87500,
8,8,18,Cian.White_Cn_4_WD1,Geranium.robertianum,90,1350,
8,7,18,Cian.White_Cn_3_WD1,Geranium.robertianum,100,1500,
8,7,18,Cian.White_Cn_3_WD1,Rubus.fruticosus,170,5100,
23,5,18,Cian.White_Cn_1_WD1,Ajuga.reptans,2820,19740,
8,8,18,Cian.White_Cn_4_BC4,Agapanthus.sp,63,3780,
9,6,18,Cian.White_Cn_2_BC4,Pyracantha.sp,700,14000,
8,7,18,Cian.White_Cn_3_BC4,Symphoricarpos.albus,120,480,
8,8,18,Cian.White_Cn_4_BC4,Escallonia.macrantha,45,900,
9,6,18,Cian.White_Cn_2_BC4,Oxalis.debilis,42,1260,
8,8,18,Cian.White_Cn_4_BC4,Symphoricarpos.albus,390,1560,
8,8,18,Cian.White_Cn_4_BC4,Lavandula.angustifolia,50,2500,
8,7,18,Cian.White_Cn_3_BC4,Lavandula.angustifolia,80,4000,
9,6,18,Cian.White_Cn_2_BC4,Hebe.agg,700,21000,
23,5,18,Cian.White_Cn_1_BC4,Laburnum.xwatereri,2400,600000,
8,7,18,Cian.White_Cn_3_WD1,Symphoricarpos.albus,55,220,
9,6,18,Cian.White_Cn_2_WD1,Ribes.sanguineum,100,1000,
9,6,18,Cian.White_Cn_2_WD1,Rhododendron.davidii,45,3150,
19,6,18,Cian.White_CW_2_GA2,Trifolium.repens,7,91,
17,7,18,Cian.White_CW_3_GA2,Trifolium.repens,17,221,
7,8,18,Cian.White_CW_4_GA2,Sonchus.arvensis,7,350,
7,8,18,Cian.White_CW_4_GS2,Sonchus.asper,12,300,
17,7,18,Cian.White_CW_3_GS2,Epilobium.parviflorum,80,720,
17,7,18,Cian.White_CW_3_GS2,Cirsium.vulgare,39,1170,
19,6,18,Cian.White_CW_2_GS2,Trifolium.repens,100,1300,
7,8,18,Cian.White_CW_4_GS2,Barbarea.vulgaris,70,1400,
17,7,18,Cian.White_CW_3_GS2,Geranium.robertianum,100,1500,
7,8,18,Cian.White_CW_4_GS2,Sonchus.asper,70,1750,
19,6,18,Cian.White_CW_2_GS2,Stellaria.graminea,100,1800,
19,6,18,Cian.White_CW_2_GS2,Epilobium.parviflorum,300,2700,
17,7,18,Cian.White_CW_3_GS2,Senecio.jacobaea,150,3000,
7,8,18,Cian.White_CW_4_GS2,Stellaria.graminea,290,5220,
17,7,18,Cian.White_CW_3_GS2,Ranunculus.repens,250,7500,
19,6,18,Cian.White_CW_2_GS2,Vicia.sepium,250,8500,
5,5,18,Cian.White_CW_1_GS2,Taraxacum.agg,200,10000,
19,6,18,Cian.White_CW_2_GS2,Ranunculus.repens,350,10500,
19,6,18,Cian.White_CW_2_GS2,Rhinanthus.minor,2403,36045,
19,6,18,Cian.White_CW_2_GS2,Leontodon.hispidus,1600,48000,
19,6,18,Cian.White_CW_2_GS2,Trifolium.repens,4150,53950,
19,6,18,Cian.White_CW_2_GS2,Trifolium.pratense,3744,56160,
19,6,18,Cian.White_CW_2_GS2,Ranunculus.acris,2250,56250,
19,6,18,Cian.White_CW_2_GS2,Heracleum.sphondylium,283,56600,
19,6,18,Cian.White_CW_2_GS2,Ranunculus.acris,3150,78750,
19,6,18,Cian.White_CW_2_GS2,Ranunculus.repens,3500,105000,
19,6,18,Cian.White_CW_2_GS2,Ranunculus.repens,4175,125250,
5,5,18,Cian.White_CW_1_GS2,Taraxacum.agg,2825,141250,
7,8,18,Cian.White_CW_4_GS2,Persicaria.maculosa,10000,600000,
5,5,18,Cian.White_CW_1_WD1,Primula.veris,40,600,
5,5,18,Cian.White_CW_1_WD1,Viola.odorata,300,3600,
5,5,18,Cian.White_CW_1_WL1,Taraxacum.agg,20,1000,
7,8,18,Cian.White_CW_4_WL1,Rubus.fruticosus,37,1110,
17,7,18,Cian.White_CW_3_WL1,Rubus.fruticosus,58,1740,
19,6,18,Cian.White_CW_2_WL1,Rubus.fruticosus,130,3900,
7,8,18,Cian.White_CW_4_WL1,Filipendula.ulmaria,40,6000,
7,8,18,Cian.White_CW_4_WL1,Rubus.fruticosus,250,7500,
19,6,18,Cian.White_CW_2_WL1,Ligustrum.vulgare,200,10000,
17,7,18,Cian.White_CW_3_WL1,Rubus.fruticosus,410,12300,
19,6,18,Cian.White_CW_2_WL1,Rosa.canina,250,12500,
5,5,18,Cian.White_CW_1_WL1,Taraxacum.agg,300,15000,
5,5,18,Cian.White_CW_1_WL1,Anthriscus.sylvestris,728,50960,
19,6,18,Cian.White_CW_2_WL1,Heracleum.sphondylium,300,60000,
7,8,18,Cian.White_CW_4_BC1,Solanum.tuberosum,350,14000,
5,5,18,Cian.White_CW_1_GA2,Viburnum.tinus,300,30000,
7,8,18,Cian.White_CW_4_GS2,Linum.usitatissimum,100,2500,
17,6,18,Cian.White_DB_2_BC4,Diplotaxis.tenuifolia,20,300,
13,7,18,Cian.White_DB_3_BC4,Nepeta.agg,60,900,
13,5,18,Cian.White_DB_1_BC4,Bellis.perennis,150,3750,
17,6,18,Cian.White_DB_2_BC4,Nepeta.agg,250,3750,
17,6,18,Cian.White_DB_2_BC4,Trifolium.repens,350,4550,
17,6,18,Cian.White_DB_2_GA2,Trifolium.repens,80,1040,
14,8,18,Cian.White_DB_4_WS3,Calystegia.sepium,2,100,
17,6,18,Cian.White_DB_2_WS3,Cirsium.vulgare,4,120,
14,8,18,Cian.White_DB_4_WS3,Taraxacum.agg,3,150,
14,8,18,Cian.White_DB_4_WS3,Epilobium.hirsutum,16,400,
17,6,18,Cian.White_DB_2_WS3,Sonchus.arvensis,15,750,
13,7,18,Cian.White_DB_3_WS3,Ligustrum.vulgare,21,1050,
14,8,18,Cian.White_DB_4_WS3,Senecio.jacobaea,55,1100,
17,6,18,Cian.White_DB_2_WS3,Senecio.jacobaea,280,5600,
13,7,18,Cian.White_DB_3_WS3,Senecio.jacobaea,1550,31000,
17,6,18,Cian.White_DB_2_WS3,Ligustrum.vulgare,5000,250000,
14,8,18,Cian.White_DB_4_BC4,Sedum.agg,50,2500,
14,8,18,Cian.White_DB_4_BC4,Penstemon.agg,67,2680,
13,5,18,Cian.White_DB_1_BC4,Bunias.orientalis,120,1200,
17,6,18,Cian.White_DB_2_BC4,Trachelospermum.jasminoides,70,1400,
14,8,18,Cian.White_DB_4_BC4,Salvia.officinalis,49,1960,
17,6,18,Cian.White_DB_2_BC4,Oxalis.debilis,70,2100,
17,6,18,Cian.White_DB_2_BC4,Lavandula.angustifolia,50,2500,
13,7,18,Cian.White_DB_3_BC4,Salvia.microphylla,200,5000,
17,6,18,Cian.White_DB_2_BC4,Salvia.microphylla,250,6250,
13,7,18,Cian.White_DB_3_BC4,Lavandula.angustifolia,140,7000,
17,6,18,Cian.White_DB_2_BC4,Campanula.portenschlagia,300,7500,
17,6,18,Cian.White_DB_2_BC4,Rosa.cult,80,8000,
14,8,18,Cian.White_DB_4_BC4,Fuchsia.magellanica,160,8000,
17,6,18,Cian.White_DB_2_BC4,Rosa.cult,120,12000,
14,8,18,Cian.White_DB_4_BC4,Centranthus.ruber,115,20700,
13,5,18,Cian.White_DB_1_BC4,Ceanothus.agg,700,28000,
17,6,18,Cian.White_DB_2_BC4,Aegopodium.padagraria,480,28800,
13,7,18,Cian.White_DB_3_BC4,Hebe.agg,1700,51000,
17,6,18,Cian.White_DB_2_BC4,Ceanothus.agg,5000,200000,
17,6,18,Cian.White_DB_2_WS3,Pentaglottis.sempervirens,60,600,
14,8,18,Cian.White_DB_4_WS3,Tanacetum.vulgare,110,1320,
17,6,18,Cian.White_DB_2_WS3,Antirrhinum.agg,67,2680,
17,6,18,Cian.White_DB_2_WS3,Campanula.portenschlagia,300,7500,
14,8,18,Cian.White_DB_4_WS3,Buddleja.davidii,45,9000,
13,7,18,Cian.White_DB_3_WS3,Fuchsia.magellanica,400,20000,
14,8,18,Cian.White_DB_4_WS3,Escallonia.macrantha,1200,24000,
17,6,18,Cian.White_DB_2_WS3,Fuchsia.magellanica,500,25000,
17,6,18,Cian.White_DB_2_WS3,Hebe.agg,2500,75000,
17,6,18,Cian.White_DB_2_WS3,Lavandula.angustifolia,2500,125000,
13,7,18,Cian.White_DB_3_WS3,Lavandula.angustifolia,1800,90000,
14,8,18,Cian.White_DB_4_WS3,Lavandula.angustifolia,610,30500,
14,8,18,Cian.White_DB_4_WS3,Lavandula.angustifolia,680,34000,
16,7,18,Cian.White_ED_3_BC1,Sinapsis.arvensis,260,5200,
16,7,18,Cian.White_ED_3_BC1,Persicaria.maculosa,370,22200,
10,8,18,Cian.White_ED_4_BC1,Persicaria.maculosa,470,28200,
20,6,18,Cian.White_ED_2_BC4,Vicia.sepium,20,680,
29,5,18,Cian.White_ED_1_GA1,Ranunculus.acris,50,1250,
29,5,18,Cian.White_ED_1_GA1,Cardamine.pratensis,210,4200,
10,8,18,Cian.White_ED_4_GA1,Scorzoneroides.autumnalis,170,5100,
20,6,18,Cian.White_ED_2_GA1,Rhinanthus.minor,1250,18750,
20,6,18,Cian.White_ED_2_GA1,Trifolium.repens,2750,35750,
20,6,18,Cian.White_ED_2_GA1,Ranunculus.acris,1500,37500,
20,6,18,Cian.White_ED_2_GA1,Ranunculus.acris,1625,40625,
20,6,18,Cian.White_ED_2_GA1,Trifolium.repens,6250,81250,
20,6,18,Cian.White_ED_2_GA2,Aconitum.napellus,130,5200,
20,6,18,Cian.White_ED_2_WL1,Trifolium.repens,30,390,
20,6,18,Cian.White_ED_2_WL1,Rubus.fruticosus,60,1800,
10,8,18,Cian.White_ED_4_WL1,Rubus.fruticosus,80,2400,
16,7,18,Cian.White_ED_3_WL1,Rubus.fruticosus,350,10500,
20,6,18,Cian.White_ED_2_WL1,Rubus.fruticosus,350,10500,
29,5,18,Cian.White_ED_1_GA2,Erysimum.sp,200,5000,
16,7,18,Cian.White_ED_3_GA2,Petunia.xatkinsiana,7,560,
16,7,18,Cian.White_ED_3_GA2,Calibrachoa.parviflora,61,1830,
10,8,18,Cian.White_ED_4_GA2,Malva.sylvestris,45,2025,
16,7,18,Cian.White_ED_3_GA2,Dianthus.caryophyllus,44,2200,
20,6,18,Cian.White_ED_2_GA2,Geranium.pyrenaicum,130,2340,
20,6,18,Cian.White_ED_2_GA2,Malva.sylvestris,100,4500,
20,6,18,Cian.White_ED_2_GA2,Cotoneaster.hybridus.pendulus,500,7500,
2,8,18,Cian.White_Fs_4_BC4,Senecio.jacobaea,50,1000,
16,6,18,Cian.White_Fs_2_BC4,Vicia.sepium,40,1360,
16,6,18,Cian.White_Fs_2_BC4,Trifolium.repens,400,5200,
7,7,18,Cian.White_Fs_3_BC4,Hypericum.androsaemum,500,20000,
7,7,18,Cian.White_Fs_3_BL2,Senecio.jacobaea,30,600,
7,7,18,Cian.White_Fs_3_BL2,Lapsana.communis,60,900,
16,6,18,Cian.White_Fs_2_BL2,Lapsana.communis,120,1800,
16,6,18,Cian.White_Fs_2_BL2,Rubus.fruticosus,150,4500,
2,8,18,Cian.White_Fs_4_BL3,Cirsium.vulgare,15,450,
7,7,18,Cian.White_Fs_3_BL3,Trifolium.repens,160,2080,
16,6,18,Cian.White_Fs_2_BL3,Trifolium.repens,300,3900,
2,8,18,Cian.White_Fs_4_GA1,Cirsium.arvense,1,25,
7,7,18,Cian.White_Fs_3_GA1,Cirsium.vulgare,19,570,
7,7,18,Cian.White_Fs_3_GA1,Odontites.vernus,70,630,
7,7,18,Cian.White_Fs_3_GA1,Cirsium.arvense,30,750,
7,7,18,Cian.White_Fs_3_GA1,Trifolium.pratense,60,900,
7,7,18,Cian.White_Fs_3_GA1,Lotus.corniculatus,59,944,
7,7,18,Cian.White_Fs_3_GA1,Potentilla.reptans,50,1250,
2,8,18,Cian.White_Fs_4_GA1,Odontites.vernus,150,1350,
14,5,18,Cian.White_Fs_1_GA1,Vicia.sepium,50,1700,
7,7,18,Cian.White_Fs_3_GA1,Rubus.fruticosus,60,1800,
7,7,18,Cian.White_Fs_3_GA1,Trifolium.pratense,162,2430,
7,7,18,Cian.White_Fs_3_GA1,Trifolium.repens,196,2548,
16,6,18,Cian.White_Fs_2_GA1,Stellaria.graminea,160,2880,
2,8,18,Cian.White_Fs_4_GA1,Cirsium.arvense,130,3250,
2,8,18,Cian.White_Fs_4_GA1,Lotus.corniculatus,210,3360,
16,6,18,Cian.White_Fs_2_GA1,Trifolium.repens,300,3900,
7,7,18,Cian.White_Fs_3_GA1,Ranunculus.repens,136,4080,
16,6,18,Cian.White_Fs_2_GA1,Trifolium.pratense,275,4125,
16,6,18,Cian.White_Fs_2_GA1,Rubus.fruticosus,170,5100,
16,6,18,Cian.White_Fs_2_GA1,Cirsium.arvense,250,6250,
7,7,18,Cian.White_Fs_3_GA1,Epilobium.hirsutum,250,6250,
16,6,18,Cian.White_Fs_2_GA1,Lotus.corniculatus,458,7328,
7,7,18,Cian.White_Fs_3_GA1,Potentilla.reptans,341,8525,
16,6,18,Cian.White_Fs_2_GA1,Ranunculus.acris,420,10500,
16,6,18,Cian.White_Fs_2_GA1,Ranunculus.acris,540,13500,
2,8,18,Cian.White_Fs_4_GA1,Senecio.jacobaea,800,16000,
2,8,18,Cian.White_Fs_4_GA1,Rubus.fruticosus,600,18000,
2,8,18,Cian.White_Fs_4_GA1,Senecio.jacobaea,900,18000,
14,5,18,Cian.White_Fs_1_GA1,Conopodium.majus,420,21000,
7,7,18,Cian.White_Fs_3_GA1,Senecio.jacobaea,1239,24780,
7,7,18,Cian.White_Fs_3_GA1,Cirsium.arvense,1260,31500,
2,8,18,Cian.White_Fs_4_GA1,Epilobium.hirsutum,1500,37500,
7,7,18,Cian.White_Fs_3_GA1,Senecio.jacobaea,1950,39000,
16,6,18,Cian.White_Fs_2_GA1,Heracleum.sphondylium,850,170000,
2,8,18,Cian.White_Fs_4_GA2,Geranium.pratense,38,1520,
7,7,18,Cian.White_Fs_3_GA2,Geranium.pratense,70,2800,
2,8,18,Cian.White_Fs_4_GS1,Trifolium.pratense,17,255,
16,6,18,Cian.White_Fs_2_GS1,Trifolium.repens,60,780,
2,8,18,Cian.White_Fs_4_GS1,Odontites.vernus,90,810,
2,8,18,Cian.White_Fs_4_GS1,Senecio.jacobaea,120,2400,
16,6,18,Cian.White_Fs_2_GS1,Centaurea.nigra,70,2800,
7,7,18,Cian.White_Fs_3_GS1,Senecio.jacobaea,300,6000,
7,7,18,Cian.White_Fs_3_GS1,Centaurea.nigra,1800,72000,
2,8,18,Cian.White_Fs_4_GS2,Trifolium.pratense,2,30,
2,8,18,Cian.White_Fs_4_GS2,Senecio.jacobaea,95,1900,
7,7,18,Cian.White_Fs_3_GA2,Penstemon.agg,350,14000,
2,8,18,Cian.White_Fs_4_BC4,Geranium.pyrenaicum,17,306,
2,8,18,Cian.White_Fs_4_BC4,Symphoricarpos.albus,135,540,
2,8,18,Cian.White_Fs_4_BC4,Chrysanthemum.segtum,17,1105,
7,7,18,Cian.White_Fs_3_BC4,Spiraea.japonica,18,1260,
16,6,18,Cian.White_Fs_2_BC4,Senecio.greyii,120,3600,
7,7,18,Cian.White_Fs_3_BC4,Hebe.agg,250,7500,
5,5,18,Cian.White_GB_1_GA1,Plantago.lanceolata,10,400,
5,8,18,Cian.White_GB_4_GA1,Trifolium.repens,47,611,
5,8,18,Cian.White_GB_4_GA1,Trifolium.repens,87,1131,
5,8,18,Cian.White_GB_4_GA1,Ranunculus.repens,110,3300,
13,6,18,Cian.White_GB_2_GA1,Trifolium.pratense,275,4125,
13,6,18,Cian.White_GB_2_GA1,Ranunculus.repens,275,8250,
13,6,18,Cian.White_GB_2_GA1,Ranunculus.acris,3075,76875,
13,6,18,Cian.White_GB_2_GA2,Ranunculus.acris,15,375,
5,8,18,Cian.White_GB_4_GA2,Senecio.jacobaea,35,700,
5,8,18,Cian.White_GB_4_GS2,Cirsium.arvense,80,2000,
5,8,18,Cian.White_GB_4_WL1,Rubus.fruticosus,17,510,
5,5,18,Cian.White_GB_1_WL1,Vicia.sepium,30,1020,
13,6,18,Cian.White_GB_2_WL1,Rubus.fruticosus,70,2100,
5,8,18,Cian.White_GB_4_WL1,Cirsium.arvense,180,4500,
13,6,18,Cian.White_GB_2_WL1,Heracleum.sphondylium,120,24000,
13,6,18,Cian.White_GB_2_WL1,Lathyrus.pratensis,1500,27000,
5,5,18,Cian.White_GB_1_WL1,Anthriscus.sylvestris,2500,175000,
5,8,18,Cian.White_GB_4_BC4,Dianthus.caryophyllus,30,1500,
5,8,18,Cian.White_GB_4_BC4,Begonia.semperflorens,70,2100,
13,6,18,Cian.White_GB_2_BC4,Cotoneaster.hybridus.pendulus,700,10500,
13,6,18,Cian.White_GB_2_BC4,Hebe.agg,5000,150000,
13,6,18,Cian.White_GB_2_GA2,Buddleja.globosa,400,11200,
5,5,18,Cian.White_GB_1_GA2,Malus.pumila,500,20000,
27,6,18,Cian.White_GT_2_BC4,Calystegia.sepium,6,300,
27,6,18,Cian.White_GT_2_BC4,Rubus.fruticosus,30,900,
12,7,18,Cian.White_GT_3_BC4,Calystegia.sepium,37,1850,
12,7,18,Cian.White_GT_3_BC4,Senecio.jacobaea,170,3400,
12,7,18,Cian.White_GT_3_BC4,Rubus.fruticosus,170,5100,
12,7,18,Cian.White_GT_3_BC4,Hypericum.androsaemum,140,5600,
12,7,18,Cian.White_GT_3_BC4,Ligustrum.vulgare,170,8500,
3,5,18,Cian.White_GT_1_BC4,Smyrnium.olusatrum,224,44800,
27,6,18,Cian.White_GT_2_GS2,Rubus.fruticosus,250,7500,
12,7,18,Cian.White_GT_3_GS2,Senecio.jacobaea,420,8400,
12,7,18,Cian.White_GT_3_GS2,Rubus.fruticosus,500,15000,
12,7,18,Cian.White_GT_3_WD5,Bellis.perennis,40,1000,
27,6,18,Cian.White_GT_2_WD5,Rubus.fruticosus,120,3600,
27,6,18,Cian.White_GT_2_WD5,Ligustrum.vulgare,100,5000,
12,7,18,Cian.White_GT_3_WD5,Ligustrum.vulgare,170,8500,
27,6,18,Cian.White_GT_2_WS3,Scrophularia.auriculata,20,200,
12,7,18,Cian.White_GT_3_WS3,Malva.arborea,210,8400,
12,7,18,Cian.White_GT_3_WS3,Rubus.fruticosus,720,21600,
27,6,18,Cian.White_GT_2_WS3,Rubus.fruticosus,800,24000,
12,7,18,Cian.White_GT_3_WD5,Hydrangea.cult,210,NA,
12,7,18,Cian.White_GT_3_BC4,Dianthus.caryophyllus,3,150,
27,6,18,Cian.White_GT_2_BC4,Scabiosa.columbaria,7,210,
12,7,18,Cian.White_GT_3_BC4,Leucanthemum.xsuperbum,37,3700,
12,7,18,Cian.White_GT_3_BC4,Lavandula.angustifolia,130,6500,
12,7,18,Cian.White_GT_3_BC4,Hebe.agg,310,9300,
12,7,18,Cian.White_GT_3_BC4,Lavandula.angustifolia,440,22000,
27,6,18,Cian.White_GT_2_BC4,Lavandula.angustifolia,700,35000,
27,6,18,Cian.White_GT_2_BC4,Cotoneaster.frigidus,2500,125000,
3,5,18,Cian.White_GT_1_WD5,Veronica.persica,30,150,
12,7,18,Cian.White_GT_3_WD5,Helichrysum.italicum,30,900,
12,7,18,Cian.White_GT_3_WD5,Escallonia.macrantha,95,1900,
3,5,18,Cian.White_GT_1_WD5,Rosmarinus.officinalis,300,6000,
27,6,18,Cian.White_GT_2_WD5,Escallonia.macrantha,300,6000,
12,7,18,Cian.White_GT_3_WD5,Cistus.agg,110,6050,
12,7,18,Cian.White_GT_3_WD5,Lavandula.angustifolia,130,6500,
12,7,18,Cian.White_GT_3_WD5,Spiraea.japonica,130,9100,
27,6,18,Cian.White_GT_2_WD5,Lavandula.angustifolia,500,25000,
27,6,18,Cian.White_GT_2_WD5,Hebe.agg,1700,51000,
12,7,18,Cian.White_GT_3_WS3,Hebe.agg,70,2100,
12,7,18,Cian.White_GT_3_WS3,Fuchsia.magellanica,95,4750,
27,6,18,Cian.White_GT_2_WS3,Lavandula.angustifolia,300,15000,
27,6,18,Cian.White_GT_2_WS3,Ceanothus.agg,450,18000,
12,7,18,Cian.White_GT_3_WS3,Hebe.agg,650,19500,
27,6,18,Cian.White_GT_2_WS3,Hebe.agg,900,27000,
13,5,18,Cian.White_JK_1_BC4,Allium.triquetrum,8,144,
14,8,18,Cian.White_JK_4_BC4,Rubus.fruticosus,20,600,
14,8,18,Cian.White_JK_4_BC4,Centaurea.nigra,20,800,
13,7,18,Cian.White_JK_3_BC4,Potentilla.reptans,40,1000,
14,8,18,Cian.White_JK_4_BC4,Potentilla.reptans,60,1500,
14,8,18,Cian.White_JK_4_BC4,Cirsium.arvense,60,1500,
14,8,18,Cian.White_JK_4_BC4,Senecio.jacobaea,90,1800,
17,6,18,Cian.White_JK_2_BC4,Trifolium.repens,300,3900,
13,7,18,Cian.White_JK_3_BC4,Rubus.fruticosus,190,5700,
13,5,18,Cian.White_JK_1_BC4,Buxus.sempervirens,2000,8000,
13,5,18,Cian.White_JK_1_BC4,Taraxacum.agg,190,9500,
13,7,18,Cian.White_JK_3_BC4,Rubus.fruticosus,450,13500,
17,6,18,Cian.White_JK_2_BL3,Calystegia.sepium,8,400,
17,6,18,Cian.White_JK_2_BL3,Trifolium.repens,100,1300,
13,7,18,Cian.White_JK_3_GA1,Cirsium.vulgare,10,300,
14,8,18,Cian.White_JK_4_GA1,Potentilla.reptans,56,1400,
17,6,18,Cian.White_JK_2_GA1,Trifolium.repens,150,1950,
13,7,18,Cian.White_JK_3_GA1,Senecio.jacobaea,450,9000,
17,6,18,Cian.White_JK_2_GS2,Lotus.corniculatus,24,384,
13,7,18,Cian.White_JK_3_GS2,Achillea.millefolium,120,840,
17,6,18,Cian.White_JK_2_GS2,Ranunculus.repens,30,900,
14,8,18,Cian.White_JK_4_GS2,Achillea.millefolium,150,1050,
17,6,18,Cian.White_JK_2_GS2,Rubus.fruticosus,40,1200,
14,8,18,Cian.White_JK_4_GS2,Potentilla.reptans,60,1500,
13,5,18,Cian.White_JK_1_GS2,Plantago.lanceolata,60,2400,
14,8,18,Cian.White_JK_4_GS2,Plantago.lanceolata,60,2400,
17,6,18,Cian.White_JK_2_GS2,Trifolium.repens,190,2470,
17,6,18,Cian.White_JK_2_GS2,Lathyrus.pratensis,150,2700,
17,6,18,Cian.White_JK_2_GS2,Potentilla.reptans,150,3750,
13,5,18,Cian.White_JK_1_GS2,Taraxacum.agg,100,5000,
13,7,18,Cian.White_JK_3_GS2,Ligustrum.vulgare,200,10000,
13,7,18,Cian.White_JK_3_GS2,Reseda.luteola,150,22500,
13,7,18,Cian.White_JK_3_WL1,Potentilla.reptans,50,1250,
17,6,18,Cian.White_JK_2_WL1,Lonicera.periclymenum,150,7500,
13,5,18,Cian.White_JK_1_WL1,Prunus.spinosa,700,10500,
17,6,18,Cian.White_JK_2_WL1,Rubus.fruticosus,400,12000,
13,5,18,Cian.White_JK_1_WL1,Vicia.sepium,390,13260,
13,7,18,Cian.White_JK_3_WL1,Rubus.fruticosus,950,28500,
13,7,18,Cian.White_JK_3_BC4,Penstemon.agg,120,4800,
13,5,18,Cian.White_JK_1_BC4,Cotoneaster.frigidus,30,1500,
13,7,18,Cian.White_JK_3_BC4,Dimorphotheca.ecklonis,45,3600,
13,7,18,Cian.White_JK_3_BC4,Buddleja.davidii,27,5400,
14,8,18,Cian.White_JK_4_BC4,Lavandula.angustifolia,120,6000,
13,7,18,Cian.White_JK_3_BC4,Lavandula.angustifolia,130,6500,
14,8,18,Cian.White_JK_4_BC4,Escallonia.macrantha,390,7800,
13,7,18,Cian.White_JK_3_BC4,Lavandula.angustifolia,210,10500,
17,6,18,Cian.White_JK_2_BC4,Tilia.xeuropaea,1300,39000,
17,6,18,Cian.White_JK_2_BC4,Hebe.agg,1500,45000,
13,5,18,Cian.White_JK_1_BC4,Rosmarinus.officinalis,2500,50000,
13,7,18,Cian.White_JK_3_GA1,Malva.sylvestris,230,10350,
13,5,18,Cian.White_JK_1_GS2,Berberis.darwinii,6,48,
17,6,18,Cian.White_JK_2_GS2,Cotoneaster.frigidus,1500,75000,
13,5,18,Cian.White_JK_1_WL1,Brassica.rapa,80,2080,
14,8,18,Cian.White_JK_4_WL1,Centranthus.ruber,17,3060,
17,6,18,Cian.White_JK_2_WL1,Centranthus.ruber,1000,180000,
9,8,18,Cian.White_Kr_4_BC4,Hypericum.androsaemum,7,280,
5,7,18,Cian.White_Kr_3_BC4,Iris.pseudacorus,4,400,
9,8,18,Cian.White_Kr_4_BC4,Scorzoneroides.autumnalis,17,510,
5,7,18,Cian.White_Kr_3_BC4,Astrantia.major,20,600,
12,6,18,Cian.White_Kr_2_BC4,Taraxacum.agg,45,2250,
5,7,18,Cian.White_Kr_3_BC4,Trifolium.repens,180,2340,
5,7,18,Cian.White_Kr_3_BC4,Lotus.corniculatus,150,2400,
12,6,18,Cian.White_Kr_2_BC4,Trifolium.repens,195,2535,
9,8,18,Cian.White_Kr_4_BC4,Bellis.perennis,120,3000,
5,7,18,Cian.White_Kr_3_BC4,Potentilla.reptans,120,3000,
12,6,18,Cian.White_Kr_2_BC4,Lotus.corniculatus,200,3200,
5,7,18,Cian.White_Kr_3_BC4,Ligustrum.vulgare,70,3500,
9,8,18,Cian.White_Kr_4_BC4,Erigeron.glaucus,150,4500,
12,6,18,Cian.White_Kr_2_BC4,Geranium.pratense,120,4800,
12,6,18,Cian.White_Kr_2_BC4,Centaurea.cyanus,160,4800,
5,7,18,Cian.White_Kr_3_BC4,Leontodon.saxatilis,200,5000,
12,6,18,Cian.White_Kr_2_BC4,Trifolium.repens,517,6721,
12,6,18,Cian.White_Kr_2_BC4,Digitalis.purpurea,140,7000,
5,7,18,Cian.White_Kr_3_BC4,Potentilla.reptans,350,8750,
5,7,18,Cian.White_Kr_3_BC4,Rubus.fruticosus,350,10500,
5,7,18,Cian.White_Kr_3_BC4,Hypochaeris.radicata,300,12000,
5,7,18,Cian.White_Kr_3_BC4,Erigeron.glaucus,500,15000,
5,7,18,Cian.White_Kr_3_BC4,Ligustrum.vulgare,440,22000,
4,5,18,Cian.White_Kr_1_BC4,Taraxacum.agg,700,35000,
9,8,18,Cian.White_Kr_4_GA2,Rubus.fruticosus,11,330,
5,7,18,Cian.White_Kr_3_GA2,Trifolium.repens,30,390,
12,6,18,Cian.White_Kr_2_GA2,Heracleum.sphondylium,5,1000,
9,8,18,Cian.White_Kr_4_GA2,Epilobium.hirsutum,50,1250,
5,7,18,Cian.White_Kr_3_GA2,Ranunculus.repens,70,2100,
9,8,18,Cian.White_Kr_4_GA2,Cirsium.arvense,100,2500,
5,7,18,Cian.White_Kr_3_GA2,Cirsium.arvense,110,2750,
12,6,18,Cian.White_Kr_2_GA2,Ranunculus.repens,180,5400,
4,5,18,Cian.White_Kr_1_GA2,Taraxacum.agg,120,6000,
5,7,18,Cian.White_Kr_3_GA2,Heracleum.sphondylium,180,36000,
4,5,18,Cian.White_Kr_1_GA2,Heracleum.sphondylium,370,74000,
12,6,18,Cian.White_Kr_2_GA2,Heracleum.sphondylium,3060,612000,
4,5,18,Cian.White_Kr_1_WS3,Taraxacum.agg,30,1500,
12,6,18,Cian.White_Kr_2_WS3,Erigeron.glaucus,100,3000,
12,6,18,Cian.White_Kr_2_WS3,Erigeron.glaucus,250,7500,
9,8,18,Cian.White_Kr_4_BC4,Sedum.agg,17,850,
5,7,18,Cian.White_Kr_3_BC4,Sedum.agg,60,3000,
