Order,Family,Subfamily,Tribe,Genus,Subgenus,Species,GenusAndSpecies,TaxonomicAuthority,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,Finland - Åland Islands,Finland - Mainland,France,France - Corsica,France - Mainland,Germany,Gibraltar,Greece,Greece - East Aegean Islands,Greece - Kriti,Greece - Mainland,Hungary,Iceland,Ireland,Isle of Man,Italy,Italy - Mainland,Italy - Sardegna,Italy - Sicily,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Portugal - Azores,Portugal - Madeira,Portugal - Mainland,Romania,Russian Federation - European Russia,Serbia,Slovakia,Slovenia,Spain,Spain - Balearic Islands,Spain - Canary Islands,Spain - Mainland,Sweden,Switzerland,Turkey - European part,Ukraine,Ukraine - Krym,Ukraine - Main part,United Kingdom,United Kingdom - Great Britain,United Kingdom - Northern Ireland
Diptera,Syrphidae,Eristalinae,Rhingiini,Pelecocera ,,nigricornis,Pelecocera nigricornis,"(Santos Abreu, 1924)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Pelecocera ,,pruinosomaculata,Pelecocera pruinosomaculata,"Strobl, 1906",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Pelecocera ,,scaevoides,Pelecocera scaevoides,"(Fallén, 1817)",A,P,P,A,PE,A,P,P,A,P,A,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,A,P,A,P,P,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Eristalinae,Rhingiini,Pelecocera ,,tricincta,Pelecocera tricincta,"Meigen, 1822",P,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,P,A,A,P,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,aeginae,Philhelius aeginae,"(Ricarte, Nedeljković & Vujić in Nedeljković et al., 2018)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,citrofasciatum,Philhelius citrofasciatus,"(De Geer, 1776)",A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,P,A,P,P,A,P,A,P,P,A,A,P,A,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,dives,Philhelius dives,"(Rondani, 1857)",P,P,P,A,P,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,P,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,P,A,P,P,P,A,P,P,A,P,P,P,P,P,A,A,P,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,laetum,Philhelius laetus,"(Fabricius, 1794)",A,A,P,P,P,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,A,A,A,P,A,A,P,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,marginale,Philhelius marginalis,"(Loew, 1854)",A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,PE,A,PE,A,P,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,pedissequum,Philhelius pedissequus,"(Harris, 1778)",A,P,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,P,P,P,P,P,P,A,P,P,A,A,A,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,pilosum,Philhelius pilosus,"(Nedeljković, Ricarte & Vujić in Nedeljković et al., 2018)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Syrphini,Philhelius,,stackelbergi,Philhelius stackelbergi,"(Violovitsh, 1975)",A,A,P,A,P,A,A,A,A,P,P,A,A,P,A,P,P,P,P,P,A,P,A,A,P,A,A,A,A,P,P,P,P,P,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,P,P,A,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,accola,Pipiza accola,"Violovitsh, 1985",A,A,P,A,A,A,A,A,A,P,A,P,A,P,P,P,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,austriaca,Pipiza austriaca,"Meigen, 1822",A,A,P,P,P,P,P,P,A,P,RE,P,A,P,A,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,P,A,A,P,P,P,P,A,A,P,P,A,P,P,A,A,A,A,A,P,P,P,P,A,A,A,A,A,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,carbonaria,Pipiza carbonaria,"Meigen, 1822",A,A,P,A,A,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,fasciata,Pipiza fasciata,"Meigen, 1822",A,A,P,A,A,P,P,A,A,P,P,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,P,A,A,A,P,P,A,A,P,A,A,A,A,A,P,P,P,P,A,A,A,A,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,festiva,Pipiza festiva,"Meigen, 1822",P,A,P,A,P,P,P,P,A,P,A,P,A,P,A,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,P,A,A,A,A,A,P,P,A,A,P,A,A,A,A,P,A,P,P,P,A,A,A,A,A,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,laurusi,Pipiza laurusi,"Vujić & Ståhls in Vujić et al., 2013",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,lugubris,Pipiza lugubris,"(Fabricius, 1775)",A,A,P,P,P,A,A,A,A,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,P,A,P,P,A,A,A,P,A,P,P,A,A,A,A,A,P,A,P,A,A,A,A,A,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,luteibarba,Pipiza luteibarba,"Vujić, Radenković & Polić, 2008",A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,luteitarsis,Pipiza luteitarsis,"Zetterstedt, 1843",A,A,P,P,P,A,A,A,A,P,P,P,A,P,P,P,P,A,P,P,A,A,A,A,A,A,A,P,P,P,P,A,A,P,A,P,A,A,A,P,P,A,P,P,A,A,A,A,A,P,P,P,A,A,A,A,A,P,P,A,P,A,P,P,P,P
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,noctiluca,Pipiza noctiluca,"(Linnaeus, 1758)",P,P,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,P,P,P,P,A,P,P,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,notata,Pipiza notata,"Meigen, 1822",P,A,P,P,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,A,P,P,A,A,P,P,P,A,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipiza,,quadrimaculata,Pipiza quadrimaculata,"(Panzer, 1802)",A,A,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,P,P,A,A,P,P,P,P,P,A,A,A,A,P,P,P,P,P,A,A,A,A,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,annulata,Pipizella annulata,"(Macquart, 1829)",A,P,P,A,P,P,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,A,P,A,P,A,A,P,P,P,A,P,P,A,A,P,P,A,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,bispina,Pipizella bispina,"Simic, 1987",A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,brevis,Pipizella brevis,"Lucas, 1977",A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,calabra,Pipizella calabra,"(Goeldlin, 1974)",A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,cantabrica,Pipizella cantabrica,"Claussen, 1991",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,certa,Pipizella certa,"Violovitsch, 1981",A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,divicoi,Pipizella divicoi,"(Goeldlin, 1974)",A,P,P,A,P,P,P,P,A,P,A,A,A,A,A,A,P,A,P,P,P,P,A,A,P,P,A,A,A,P,P,A,A,A,P,A,A,A,A,P,P,P,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,elegantissima,Pipizella elegantissima,"Lucas, 1976",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,lyneborgi,Pipizella lyneborgi,"Torp Pedersen, 1971",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,maculipennis,Pipizella maculipennis,"(Meigen, 1822)",A,A,PE,A,PE,P,P,P,A,P,A,P,A,A,A,A,P,A,P,RE,A,P,A,A,P,A,A,A,A,P,P,A,A,P,A,P,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,P,P,A,A,P,A,P,A,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,mongolorum,Pipizella mongolorum,"Stackelberg, 1952",A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,nataliae,Pipizella nataliae,"Kuznetzov, 1990",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,nigriana,Pipizella nigriana,"(Séguy, 1961)",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,obscura,Pipizella obscura,"Van Steenis & Lucas, 2011",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,pennina,Pipizella pennina,"(Goeldlin, 1974)",A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,P,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,siciliana,Pipizella siciliana,"Nielsen & Torp, 1973",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,speighti,Pipizella speighti,"Verlinden, 1999",A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,P,A,P,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,thapsiana,Pipizella thapsiana,"Kassebeer, 1995",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,viduata,Pipizella viduata,"(Linnaeus, 1758)",P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,A,P,P,P,P,A,A,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,P
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,virens,Pipizella virens,"(Fabricius, 1805)",P,P,P,A,P,P,P,P,A,P,P,P,A,A,A,A,P,A,P,P,P,P,A,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,P,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,zeneggenensis,Pipizella zeneggenensis,"(Goeldlin, 1974)",A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,P,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Pipizinae,Pipizini,Pipizella,,zloti,Pipizella zloti,"Vujić, 1997",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,abruzzensis,Platycheirus abruzzensis,"(van der Goot, 1969)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,aeratus,Platycheirus aeratus,"Coquillet, 1900",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,albimanus,Platycheirus albimanus,"(Fabricius, 1781)",P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,altomontis,Platycheirus altomontis,"Merlin & Nielsen, in Nielsen, 2004",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,ambiguus,Platycheirus ambiguus,"(Fallén, 1817)",A,A,P,P,P,A,P,A,A,P,A,A,A,P,P,P,P,A,P,P,A,P,P,A,A,P,A,P,A,P,P,A,A,P,A,P,A,A,A,A,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,amplus,Platycheirus amplus,"Curran, 1927",A,A,P,A,P,A,A,A,A,A,A,A,A,P,P,P,P,A,P,P,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,P,P,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,angustatus,Platycheirus angustatus,"(Zetterstedt, 1843)",A,A,P,P,P,A,P,A,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,P,P,P,A,P,A,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,angustipes,Platycheirus angustipes,"Goeldlin, 1974",A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,PE,A,P,A,A,P,A,A,A,A,P,P,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,aurolateralis,Platycheirus aurolateralis,"Stubbs, 2002",A,A,P,A,P,A,A,A,A,P,A,A,A,P,A,P,P,A,P,P,A,A,A,A,A,A,A,P,A,P,P,A,A,A,P,A,A,A,A,P,P,A,P,P,A,A,A,A,A,P,P,A,A,A,A,A,A,P,P,P,A,A,A,P,P,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,brunnifrons,Platycheirus brunnifrons,"Nielsen, 2004",A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,P,A,A,P,A,A,P,A,A,P,P,P,A,P,A,P,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,caesius,Platycheirus caesius,"Nielsen & Stuke, in Nielsen, 2004",A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,chilosia,Platycheirus chilosia,"(Curran, 1922)",A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,ciliatus,Platycheirus ciliatus,"Bigot, 1884",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,cintoensis,Platycheirus cintoensis,"van der Goot, 1961",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,clausseni,Platycheirus clausseni,"Nielsen, 2004",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,clypeatus,Platycheirus clypeatus,"(Meigen, 1822)",A,P,P,P,P,A,P,P,A,P,P,P,P,P,P,P,P,A,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,P,A,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,complicatus,Platycheirus complicatus,"Becker, 1889",A,A,A,A,P,A,A,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,P,A,P,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,discimanus,Platycheirus discimanus,"Loew, 1871",A,A,P,A,P,A,A,A,A,P,A,A,A,P,P,P,P,A,P,P,A,A,A,A,A,P,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,P,P,P,P,A,A,A,A,A,P,P,A,A,A,A,P,P,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,europaeus,Platycheirus europaeus,"Goeldlin, Maibach & Speight, 1990",A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,fasciculatus,Platycheirus fasciculatus,"Loew, 1856",A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,fimbriatus,Platycheirus fimbriatus,"(Loew, 1871)",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,fulviventris,Platycheirus fulviventris,"(Macquart, 1829)",A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,P,A,P,P,A,P,P,P,P,P,A,P,P,P,A,A,A,P,P,A,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,P,P,P
Diptera,Syrphidae,Syrphinae,Bacchini,Platycheirus,,goeldlini,Platycheirus goeldlini,"Nielsen, 2004",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A
