Order,Family,Subfamily,Tribe,Genus,Subgenus,Species,GenusAndSpecies,TaxonomicAuthority,Albania,Andorra,Austria,Belarus,Belgium,Bosnia and Herzegovina,Bulgaria,Croatia,Cyprus,Czech Republic,Denmark,Estonia,Faroe Islands,Finland,Finland - Åland Islands,Finland - Mainland,France,France - Corsica,France - Mainland,Germany,Gibraltar,Greece,Greece - East Aegean Islands,Greece - Kriti,Greece - Mainland,Hungary,Iceland,Ireland,Isle of Man,Italy,Italy - Mainland,Italy - Sardegna,Italy - Sicily,Latvia,Liechtenstein,Lithuania,Luxembourg,Malta,Moldova,Montenegro,Netherlands,North Macedonia,Norway,Poland,Portugal,Portugal - Azores,Portugal - Madeira,Portugal - Mainland,Romania,Russian Federation - European Russia,Serbia,Slovakia,Slovenia,Spain,Spain - Balearic Islands,Spain - Canary Islands,Spain - Mainland,Sweden,Switzerland,Turkey - European part,Ukraine,Ukraine - Krym,Ukraine - Main part,United Kingdom,United Kingdom - Great Britain,United Kingdom - Northern Ireland
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,cypricola,Nomada cypricola,"Mavromoustakis, 1955",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,diacantha,Nomada diacantha,"Schwarz, 1981",A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,dira,Nomada dira,"Schmiedeknecht, 1882",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,discedens,Nomada discedens,"Pérez, 1884",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,discrepans,Nomada discrepans,"Schmiedeknecht, 1882",A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,P,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,A,RE,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,distinguenda,Nomada distinguenda,"Morawitz, 1874",P,A,P,A,P,P,P,P,A,P,P,A,A,A,A,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,A,A,A,P,P,A,P,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,dolosa,Nomada dolosa,"Mocsáry, 1883",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,dubia,Nomada dubia,"Eversmann, 1852",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,duplex,Nomada duplex,"Smith, 1854",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,P,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,ebmeri,Nomada ebmeri,"Schwarz & Smit, 2018",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,ecarinata,Nomada ecarinata,"Morawitz, 1888",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,elsei,Nomada elsei,"Schwarz & Smit, 2018",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,emarginata,Nomada emarginata,"Morawitz, 1877",P,A,P,P,P,A,P,P,A,P,A,A,A,A,A,A,P,P,P,P,A,P,A,A,P,P,A,A,A,P,P,A,P,A,P,P,P,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,eos,Nomada eos,"Schmiedeknecht, 1882",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,errans,Nomada errans,"Lepeletier, 1841",A,A,P,P,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,A,P,A,P,A,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,erythrocephala,Nomada erythrocephala,"Morawitz, 1871",A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,P,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,P,P,P,A,A,P,A,A,P,A,A,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fabriciana,Nomada fabriciana,"(Linnaeus, 1767)",A,A,P,P,P,P,P,P,A,P,P,P,A,A,A,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,P
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,facilis,Nomada facilis,"Schwarz, 1967",A,A,P,A,P,A,P,P,A,P,A,A,A,A,A,A,P,P,P,P,A,P,A,A,P,P,A,A,A,P,P,P,P,A,A,A,P,A,A,A,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,A,A,A,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fallax,Nomada fallax,"Pérez, 1913",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,femoralis,Nomada femoralis,"Morawitz, 1869",P,A,P,P,P,A,P,P,A,P,A,A,A,A,A,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,A,A,A,A,P,P,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fenestrata,Nomada fenestrata,"Lepeletier, 1841",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,ferruginata,Nomada ferruginata,"(Linnaeus, 1767)",A,A,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,A,A,A,A,P,A,A,A,P,P,P,P,P,P,P,P,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,filicornis,Nomada filicornis,"Schwarz & Smit, 2018",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flava,Nomada flava,"Panzer, 1798",A,A,P,P,P,A,P,P,A,P,P,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,A,P,P,A,A,A,P,A,A,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flavigenis,Nomada flavigenis,"Schwarz & Standfuss, 2007",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flavilabris,Nomada flavilabris,"Morawitz, 1875",A,A,PE,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,P,A,A,P,P,RE,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flavinervis,Nomada flavinervis,"Brullé, 1832",A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flavoguttata,Nomada flavoguttata,"(Kirby, 1802)",A,A,P,P,P,P,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,P
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,flavopicta,Nomada flavopicta,"(Kirby, 1802)",A,P,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,P,P,P,A,P,A,A,P,P,A,A,A,P,P,A,A,P,P,P,P,A,A,A,P,A,P,P,A,A,A,A,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fucata,Nomada fucata,"Panzer, 1798",P,A,P,P,P,P,P,P,P,P,P,A,A,A,A,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,A,P,P,P,P,P,P,P,P,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fulvicornis,Nomada fulvicornis,"Fabricius, 1793",A,P,P,P,P,A,P,P,P,P,P,P,A,A,A,A,P,P,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,P,P,P,P,P,A,A,P,P,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,furva,Nomada furva,"Panzer, 1798",P,A,P,A,P,A,P,P,P,P,A,A,A,A,A,A,P,A,P,P,A,P,P,P,P,P,A,A,A,P,P,P,P,A,A,A,P,A,A,A,P,P,A,P,P,A,A,P,P,P,P,P,RE,P,A,A,P,A,P,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,furvoides,Nomada furvoides,"Stöckhert, 1943",A,A,P,A,A,A,P,P,A,P,A,A,A,A,A,A,P,A,P,A,A,P,P,A,P,P,A,A,A,P,P,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,P,P,P,P,P,A,A,A,A,A,A,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fusca,Nomada fusca,"Schwarz, 1986",A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,fuscicornis,Nomada fuscicornis,"Nylander, 1848",P,A,P,P,P,A,P,P,A,P,P,P,A,P,A,P,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,A,P,P,A,P,P,A,A,P,P,P,A,P,P,A,A,P,P,P,P,P,RE,P,A,A,P,P,P,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,gageae,Nomada gageae,"Schwarz & Smit, 2018",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,glaberrima,Nomada glaberrima,"Schmiedeknecht, 1882",P,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,glaucopis,Nomada glaucopis,"Pérez, 1890",A,A,A,P,A,A,A,P,A,P,A,A,A,A,A,A,P,A,P,A,A,P,P,P,P,PE,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,A,P,A,P,P,A,A,A,P,A,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,goodeniana,Nomada goodeniana,"(Kirby, 1802)",A,P,P,P,P,A,P,P,P,P,P,P,A,P,P,P,P,P,P,P,A,P,P,P,P,P,A,P,P,P,P,P,A,P,A,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,gransassoi,Nomada gransassoi,"Schwarz, 1986",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,gredosiana,Nomada gredosiana,"Schwarz & Gusenleitner, 2013",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,gribodoi,Nomada gribodoi,"Schmiedeknecht, 1882",A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,P,A,A,P,P,A,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,A,P,A,A,P,A,A,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,gruenwaldti,Nomada gruenwaldti,"Schwarz, 1979",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,guichardi,Nomada guichardi,"Schwarz, 1981",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,guttulata,Nomada guttulata,"Schenck, 1859",A,A,P,P,P,A,A,P,A,P,P,P,A,A,A,A,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,A,P,P,A,P,A,A,A,P,P,A,A,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,P,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,halophila,Nomada halophila,"Wood, 2022",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,hera,Nomada hera,"Schwarz, 1965",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,hirtipes,Nomada hirtipes,"Pérez, 1884",A,A,P,A,A,A,P,A,A,A,A,A,A,A,A,A,P,A,P,P,A,P,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,P,P,A,A,A,A,A,P,A,A,A,A,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,hispanica,Nomada hispanica,"Dusmet y Alonso, 1913",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,hungarica,Nomada hungarica,"Dalla Torre & Friese, 1894",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,A,P,A,A,P,P,A,P,PE,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,P,P,P,P,A,P,A,A,P,A,A,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,illustris,Nomada illustris,"Schmiedeknecht, 1882",A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,immaculata,Nomada immaculata,"Morawitz, 1874",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,P,P,PE,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,imperialis,Nomada imperialis,"Schmiedeknecht, 1882",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,PE,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,incisa,Nomada incisa,"Schmiedeknecht, 1882",A,A,P,A,A,A,P,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,P,A,A,A,P,P,A,P,A,A,A,A,A,A,P,P,P,A,A,A,A,A,A,P,P,P,P,P,A,A,A,A,A,A,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,insignipes,Nomada insignipes,"Schmiedeknecht, 1882",A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,P,P,P,A,A,P,P,P,P,P,A,A,A,P,P,P,P,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,integra,Nomada integra,"Brullé, 1832",P,A,P,P,P,A,P,P,P,P,P,P,A,RE,A,RE,P,A,P,P,A,P,P,A,P,P,A,A,A,P,P,A,P,P,P,P,P,A,A,P,P,P,RE,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,italica,Nomada italica,"Dalla Torre & Friese, 1894",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,RE,A,P,P,P,P,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,P,A,A,A,P,A,A,P,A,RE,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,jaramensis,Nomada jaramensis,"Dusmet y Alonso, 1913",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,kervilleana,Nomada kervilleana,"Pérez, 1913",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,kohli,Nomada kohli,"Schmiedeknecht, 1882",P,A,P,A,A,P,P,P,P,P,A,A,A,A,A,A,P,P,P,P,A,P,P,A,P,P,A,A,A,P,P,P,P,A,A,A,P,P,A,A,A,P,A,A,P,A,A,P,P,P,P,P,P,P,A,A,P,A,P,A,P,P,P,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,kornosica,Nomada kornosica,"Mavromoustakis, 1958",A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,kriesteni,Nomada kriesteni,"Schwarz & Gusenleitner, 2013",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,lamellata,Nomada lamellata,"Schwarz, 1977",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,lapillula,Nomada lapillula,"Schwarz & Smit, 2018",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,lateritia,Nomada lateritia,"Mocsáry, 1883",A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,lathburiana,Nomada lathburiana,"(Kirby, 1802)",A,A,P,P,P,A,P,P,A,P,P,P,A,P,P,P,P,A,P,P,A,P,A,A,P,P,A,P,A,P,P,A,A,P,P,P,P,A,A,A,P,A,P,P,P,A,A,P,P,P,P,P,P,P,A,A,P,P,P,A,P,A,P,P,P,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,laticrus,Nomada laticrus,"Mocsáry, 1883",A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,A,A,A,A,A,A,A,P,A,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,legoffi,Nomada legoffi,"Dufrêne, 2021",A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,leucophthalma,Nomada leucophthalma,"(Kirby, 1802)",A,A,P,P,P,A,A,A,A,P,P,P,A,P,A,P,P,A,P,P,A,P,A,A,P,P,A,P,P,P,P,A,A,P,A,P,P,A,A,A,P,P,P,P,A,A,A,A,P,P,P,P,A,P,A,A,P,P,P,A,P,A,P,P,P,P
Hymenoptera,Apidae,Nomadinae,Nomadini,Nomada,,limassolica,Nomada limassolica,"Mavromoustakis, 1955",A,A,A,A,A,A,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,P,P,A,P,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
