"Plant_gen_sp","Site_ID","Name","Day","Month","Year","Round","Notes","Plot","Plant_genus","Plant_species","Flower_abundance"
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,8,"Cistus","monspeliensis",100
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,9,"Cistus","monspeliensis",30
"Cistus monspeliensis","Aznalcazar","Curro",7,4,2020,6,NA,3,"Cistus","monspeliensis",12
"Cistus monspeliensis","Aznalcazar","Curro",7,4,2020,6,NA,8,"Cistus","monspeliensis",17
"Cistus monspeliensis","Niebla","Curro",30,4,2019,6,NA,4,"Cistus","monspeliensis",3
"Cistus monspeliensis","Niebla","Curro",28,3,2019,4,NA,1,"Cistus","monspeliensis",10
"Cistus monspeliensis","Aznalcazar","Curro",11,4,2019,5,NA,9,"Cistus","monspeliensis",3
"Cistus monspeliensis","Aznalcazar","Curro",11,4,2019,5,NA,10,"Cistus","monspeliensis",5
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,1,"Cistus","monspeliensis",40
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,2,"Cistus","monspeliensis",18
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,4,"Cistus","monspeliensis",25
"Cistus monspeliensis","Niebla","Curro",15,4,2019,5,NA,7,"Cistus","monspeliensis",75
"Cistus monspeliensis","Niebla","Curro",30,4,2019,6,NA,1,"Cistus","monspeliensis",19
"Cistus monspeliensis","Niebla","Curro",30,4,2019,6,NA,3,"Cistus","monspeliensis",3
"Cistus monspeliensis","Niebla","Curro",30,4,2019,6,NA,6,"Cistus","monspeliensis",7
"Cistus monspeliensis","Niebla","Curro",30,4,2019,6,NA,9,"Cistus","monspeliensis",12
"Cistus monspeliensis","Aznalcazar","Curro",7,4,2020,6,NA,6,"Cistus","monspeliensis",55
"Cistus monspeliensis","Aznalcazar","Curro",7,4,2020,6,NA,9,"Cistus","monspeliensis",41
"Cistus monspeliensis","Aznalcazar","Curro",24,3,2020,5,NA,9,"Cistus","monspeliensis",5
"Cistus salviifolius","Bonares","Curro",25,2,2015,1,NA,9,"Cistus","salviifolius",2
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,1,"Cistus","salviifolius",10
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,2,"Cistus","salviifolius",2
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,3,"Cistus","salviifolius",21
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,7,"Cistus","salviifolius",1
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,8,"Cistus","salviifolius",2
"Cistus salviifolius","Bonares","Curro",6,3,2015,2,NA,9,"Cistus","salviifolius",1
"Cistus salviifolius","Bonares","Curro",11,3,2015,3,"Muscari comosum, Leontodon sp en flor fuera de transecto",1,"Cistus","salviifolius",27
"Cistus salviifolius","Bonares","Curro",11,3,2015,3,NA,2,"Cistus","salviifolius",2
"Cistus salviifolius","Bonares","Curro",11,3,2015,3,NA,4,"Cistus","salviifolius",4
"Cistus salviifolius","Bonares","Curro",11,3,2015,3,NA,6,"Cistus","salviifolius",47
"Cistus salviifolius","Bonares","Curro",11,3,2015,3,NA,8,"Cistus","salviifolius",10
"Cistus salviifolius","Esparragal","Curro",13,3,2015,3,NA,4,"Cistus","salviifolius",3
"Cistus salviifolius","Aznalcazar","Curro",24,3,2015,3,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Aznalcazar","Curro",24,3,2015,3,NA,9,"Cistus","salviifolius",2
"Cistus salviifolius","Villamanrique_sur","Curro",24,3,2015,3,NA,3,"Cistus","salviifolius",2
"Cistus salviifolius","Villamanrique_sur","Curro",24,3,2015,3,NA,4,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_sur","Curro",24,3,2015,3,NA,7,"Cistus","salviifolius",1
"Cistus salviifolius","Pino_del_cuervo","Curro",25,3,2015,3,NA,3,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_este","Curro",15,3,2016,4,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_este","Curro",15,3,2016,4,NA,9,"Cistus","salviifolius",2
"Cistus salviifolius","Las_mulas","Curro",25,3,2015,3,NA,1,"Cistus","salviifolius",1
"Cistus salviifolius","El_pinar","Curro",26,3,2015,3,NA,2,"Cistus","salviifolius",1
"Cistus salviifolius","El_pinar","Curro",26,3,2015,3,NA,5,"Cistus","salviifolius",6
"Cistus salviifolius","Bonares","Curro",26,3,2015,4,NA,1,"Cistus","salviifolius",45
"Cistus salviifolius","Bonares","Curro",26,3,2015,4,NA,2,"Cistus","salviifolius",3
"Cistus salviifolius","Bonares","Curro",26,3,2015,4,NA,6,"Cistus","salviifolius",16
"Cistus salviifolius","Bonares","Curro",26,3,2015,4,NA,8,"Cistus","salviifolius",65
"Cistus salviifolius","Esparragal","Curro",26,3,2015,4,NA,4,"Cistus","salviifolius",25
"Cistus salviifolius","Aznalcazar","Curro",27,3,2015,4,NA,2,"Cistus","salviifolius",5
"Cistus salviifolius","Aznalcazar","Curro",27,3,2015,4,NA,5,"Cistus","salviifolius",6
"Cistus salviifolius","Aznalcazar","Curro",27,3,2015,4,NA,6,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_sur","Curro",27,3,2015,4,NA,4,"Cistus","salviifolius",7
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,"Aristoloquia baetica, Muscari comusum en flor en transecto",1,"Cistus","salviifolius",2
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,2,"Cistus","salviifolius",2
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,3,"Cistus","salviifolius",7
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,6,"Cistus","salviifolius",30
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,7,"Cistus","salviifolius",2
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,9,"Cistus","salviifolius",12
"Cistus salviifolius","Convento_de_la_luz","Curro",29,3,2015,4,NA,10,"Cistus","salviifolius",2
"Cistus salviifolius","Urbanizaciones","Curro",29,3,2015,4,NA,7,"Cistus","salviifolius",7
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,1,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,3,"Cistus","salviifolius",5
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,4,"Cistus","salviifolius",15
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,5,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,6,"Cistus","salviifolius",25
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,7,"Cistus","salviifolius",11
"Cistus salviifolius","El_pozo","Curro",29,3,2015,4,NA,8,"Cistus","salviifolius",4
"Cistus salviifolius","Urbanizaciones","Curro",17,3,2016,4,NA,8,"Cistus","salviifolius",7
"Cistus salviifolius","La_cunya","Curro",30,3,2015,4,NA,4,"Cistus","salviifolius",6
"Cistus salviifolius","La_cunya","Curro",30,3,2015,4,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","La_cunya","Curro",30,3,2015,4,NA,8,"Cistus","salviifolius",2
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2015,4,NA,3,"Cistus","salviifolius",2
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2015,4,NA,5,"Cistus","salviifolius",4
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2015,4,NA,8,"Cistus","salviifolius",2
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2015,4,NA,10,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_sur","Curro",29,3,2016,5,NA,1,"Cistus","salviifolius",3
"Cistus salviifolius","El_pinar","Curro",31,3,2015,4,NA,2,"Cistus","salviifolius",25
"Cistus salviifolius","El_pinar","Curro",31,3,2015,4,NA,5,"Cistus","salviifolius",25
"Cistus salviifolius","Villamanrique_este","Curro",31,3,2015,4,NA,2,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_este","Curro",31,3,2015,4,NA,4,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_este","Curro",31,3,2015,4,NA,5,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_este","Curro",31,3,2015,4,NA,6,"Cistus","salviifolius",15
"Cistus salviifolius","Villamanrique_este","Curro",31,3,2015,4,NA,7,"Cistus","salviifolius",7
"Cistus salviifolius","Bonares","Curro",7,4,2015,5,NA,1,"Cistus","salviifolius",17
"Cistus salviifolius","Bonares","Curro",7,4,2015,5,NA,3,"Cistus","salviifolius",9
"Cistus salviifolius","Bonares","Curro",7,4,2015,5,NA,6,"Cistus","salviifolius",2
"Cistus salviifolius","Bonares","Curro",7,4,2015,5,NA,8,"Cistus","salviifolius",3
"Cistus salviifolius","Bonares","Curro",7,4,2015,5,NA,10,"Cistus","salviifolius",1
"Cistus salviifolius","Esparragal","Curro",7,4,2015,5,NA,8,"Cistus","salviifolius",2
"Cistus salviifolius","La_cunya","Curro",7,4,2015,5,NA,4,"Cistus","salviifolius",3
"Cistus salviifolius","Las_mulas","Curro",10,4,2015,5,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Las_mulas","Curro",10,4,2015,5,NA,3,"Cistus","salviifolius",5
"Cistus salviifolius","Las_mulas","Curro",10,4,2015,5,NA,9,"Cistus","salviifolius",16
"Cistus salviifolius","Villamanrique_este","Curro",10,4,2015,5,NA,2,"Cistus","salviifolius",4
"Cistus salviifolius","Villamanrique_este","Curro",10,4,2015,5,NA,5,"Cistus","salviifolius",8
"Cistus salviifolius","Villamanrique_este","Curro",10,4,2015,5,NA,6,"Cistus","salviifolius",7
"Cistus salviifolius","Villamanrique_este","Curro",10,4,2015,5,NA,7,"Cistus","salviifolius",9
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,1,"Cistus","salviifolius",21
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,2,"Cistus","salviifolius",4
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,3,"Cistus","salviifolius",19
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,4,"Cistus","salviifolius",5
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,5,"Cistus","salviifolius",20
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,6,"Cistus","salviifolius",15
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,9,"Cistus","salviifolius",36
"Cistus salviifolius","Villamanrique_sur","Curro",10,4,2015,5,NA,10,"Cistus","salviifolius",10
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,2,"Cistus","salviifolius",6
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,4,"Cistus","salviifolius",27
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,7,"Cistus","salviifolius",6
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,8,"Cistus","salviifolius",9
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,9,"Cistus","salviifolius",4
"Cistus salviifolius","Aznalcazar","Curro",10,4,2015,5,NA,10,"Cistus","salviifolius",6
"Cistus salviifolius","Urbanizaciones","Curro",13,4,2015,5,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","Urbanizaciones","Curro",13,4,2015,5,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Urbanizaciones","Curro",13,4,2015,5,NA,7,"Cistus","salviifolius",16
"Cistus salviifolius","Urbanizaciones","Curro",13,4,2015,5,NA,8,"Cistus","salviifolius",5
"Cistus salviifolius","Urbanizaciones","Curro",13,4,2015,5,NA,9,"Cistus","salviifolius",8
"Cistus salviifolius","Convento_de_la_luz","Curro",13,4,2015,5,NA,3,"Cistus","salviifolius",7
"Cistus salviifolius","Convento_de_la_luz","Curro",13,4,2015,5,NA,4,"Cistus","salviifolius",9
"Cistus salviifolius","Convento_de_la_luz","Curro",13,4,2015,5,NA,7,"Cistus","salviifolius",2
"Cistus salviifolius","Convento_de_la_luz","Curro",13,4,2015,5,NA,9,"Cistus","salviifolius",1
"Cistus salviifolius","Convento_de_la_luz","Curro",1,4,2016,5,NA,6,"Cistus","salviifolius",6
"Cistus salviifolius","Pino_del_cuervo","Curro",13,4,2015,5,NA,7,"Cistus","salviifolius",2
"Cistus salviifolius","Pino_del_cuervo","Curro",13,4,2015,5,NA,8,"Cistus","salviifolius",2
"Cistus salviifolius","Urbanizaciones","Curro",1,4,2016,5,NA,9,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,2,"Cistus","salviifolius",15
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,3,"Cistus","salviifolius",8
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,4,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,5,"Cistus","salviifolius",10
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,6,"Cistus","salviifolius",9
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,7,"Cistus","salviifolius",13
"Cistus salviifolius","El_pozo","Curro",13,4,2015,5,NA,9,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",14,4,2015,5,NA,2,"Cistus","salviifolius",6
"Cistus salviifolius","Pinares_de_hinojos","Curro",14,4,2015,5,NA,3,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",14,4,2015,5,NA,4,"Cistus","salviifolius",24
"Cistus salviifolius","Pinares_de_hinojos","Curro",14,4,2015,5,NA,9,"Cistus","salviifolius",14
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,3,"Cistus","salviifolius",2
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,4,"Cistus","salviifolius",7
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,5,"Cistus","salviifolius",11
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,6,"Cistus","salviifolius",14
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,8,"Cistus","salviifolius",5
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",14,4,2015,5,NA,10,"Cistus","salviifolius",74
"Cistus salviifolius","Esparragal","Curro",20,4,2015,6,NA,4,"Cistus","salviifolius",4
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,"Echium plantagineum, Tuberaria guttata, Erodium cicutarium, Cerinthe gymnandra, Silene scabriflora, Rapahanus raphanistrum y Euphorbia sp en flor en el transecto",1,"Cistus","salviifolius",4
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,2,"Cistus","salviifolius",1
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,3,"Cistus","salviifolius",15
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,4,"Cistus","salviifolius",2
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,5,"Cistus","salviifolius",12
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,7,"Cistus","salviifolius",16
"Cistus salviifolius","La_cunya","Curro",20,4,2015,6,NA,8,"Cistus","salviifolius",6
"Cistus salviifolius","Villamanrique_sur","Curro",14,4,2016,6,NA,5,"Cistus","salviifolius",2
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,"Andryala sp, Silene scabriflora y Tuberaria guttata en flor en transecto",1,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,NA,2,"Cistus","salviifolius",9
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,NA,3,"Cistus","salviifolius",2
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,NA,4,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,NA,8,"Cistus","salviifolius",11
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2015,6,NA,9,"Cistus","salviifolius",22
"Cistus salviifolius","Villamanrique_este","Curro",28,4,2015,6,NA,1,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_este","Curro",28,4,2015,6,NA,2,"Cistus","salviifolius",2
"Cistus salviifolius","Villamanrique_este","Curro",28,4,2015,6,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Pinares_de_hinojos","Curro",18,4,2016,6,NA,9,"Cistus","salviifolius",3
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,4,2015,6,NA,9,"Cistus","salviifolius",16
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,4,2015,6,NA,10,"Cistus","salviifolius",30
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,4,"Cistus","salviifolius",3
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,7,"Cistus","salviifolius",3
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,9,"Cistus","salviifolius",16
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,4,2015,6,NA,10,"Cistus","salviifolius",11
"Cistus salviifolius","Pino_del_cuervo","Curro",30,4,2015,6,NA,2,"Cistus","salviifolius",10
"Cistus salviifolius","Pino_del_cuervo","Curro",30,4,2015,6,NA,6,"Cistus","salviifolius",9
"Cistus salviifolius","Pino_del_cuervo","Curro",30,4,2015,6,NA,9,"Cistus","salviifolius",7
"Cistus salviifolius","El_pozo","Curro",30,4,2015,6,NA,4,"Cistus","salviifolius",1
"Cistus salviifolius","El_hongo","Curro",25,4,2016,7,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Urbanizaciones","Curro",26,4,2016,7,NA,7,"Cistus","salviifolius",11
"Cistus salviifolius","Bonares","Curro",15,2,2016,2,NA,3,"Cistus","salviifolius",1
"Cistus salviifolius","Bonares","Curro",15,2,2016,2,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","Convento_de_la_luz","Curro",15,2,2016,2,NA,1,"Cistus","salviifolius",1
"Cistus salviifolius","Convento_de_la_luz","Curro",15,2,2016,2,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Aznalcazar","Curro",16,2,2016,2,NA,1,"Cistus","salviifolius",1
"Cistus salviifolius","Aznalcazar","Curro",16,2,2016,2,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_sur","Curro",28,4,2016,7,NA,10,"Cistus","salviifolius",10
"Cistus salviifolius","Villamanrique_este","Curro",28,4,2016,7,NA,1,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",19,2,2016,2,NA,6,"Cistus","salviifolius",1
"Cistus salviifolius","Aznalcazar","Curro",2,3,2016,3,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",2,3,2016,3,NA,6,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",2,3,2016,3,NA,7,"Cistus","salviifolius",3
"Cistus salviifolius","Aznalcazar","Curro",2,3,2016,3,NA,9,"Cistus","salviifolius",15
"Cistus salviifolius","Pino_del_cuervo","Curro",29,4,2016,7,NA,7,"Cistus","salviifolius",3
"Cistus salviifolius","Pino_del_cuervo","Curro",29,4,2016,7,NA,8,"Cistus","salviifolius",15
"Cistus salviifolius","El_pozo","Curro",29,4,2016,7,NA,2,"Cistus","salviifolius",1
"Cistus salviifolius","El_pozo","Curro",29,4,2016,7,NA,4,"Cistus","salviifolius",4
"Cistus salviifolius","Urbanizaciones","Pablo",6,4,2017,4,NA,7,"Cistus","salviifolius",50
"Cistus salviifolius","Urbanizaciones","Pablo",6,4,2017,4,NA,10,"Cistus","salviifolius",14
"Cistus salviifolius","El_pozo","Pablo",7,4,2017,4,NA,8,"Cistus","salviifolius",11
"Cistus salviifolius","Bonares","Curro",5,3,2016,3,NA,4,"Cistus","salviifolius",1
"Cistus salviifolius","Bonares","Curro",5,3,2016,3,NA,6,"Cistus","salviifolius",5
"Cistus salviifolius","Bonares","Curro",5,3,2016,3,NA,10,"Cistus","salviifolius",1
"Cistus salviifolius","Convento_de_la_luz","Curro",5,3,2016,3,NA,1,"Cistus","salviifolius",1
"Cistus salviifolius","Urbanizaciones","Curro",19,5,2016,8,NA,7,"Cistus","salviifolius",1
"Cistus salviifolius","Convento_de_la_luz","Curro",5,3,2016,3,NA,3,"Cistus","salviifolius",8
"Cistus salviifolius","Urbanizaciones","Curro",5,3,2016,3,NA,8,"Cistus","salviifolius",1
"Cistus salviifolius","El_hongo","Curro",15,3,2016,4,NA,1,"Cistus","salviifolius",6
"Cistus salviifolius","El_hongo","Curro",15,3,2016,4,NA,4,"Cistus","salviifolius",11
"Cistus salviifolius","Pinares_de_hinojos","Pablo",17,4,2017,5,NA,4,"Cistus","salviifolius",20
"Cistus salviifolius","Villamanrique_sur","Curro",15,3,2016,4,NA,10,"Cistus","salviifolius",1
"Cistus salviifolius","Las_mulas","Curro",15,3,2016,4,NA,4,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",15,3,2016,4,NA,3,"Cistus","salviifolius",6
"Cistus salviifolius","La_cunya","Curro",15,3,2016,4,NA,1,"Cistus","salviifolius",3
"Cistus salviifolius","Aznalcazar","Curro",16,3,2016,4,NA,1,"Cistus","salviifolius",6
"Cistus salviifolius","Las_mulas","Curro",20,5,2016,8,NA,4,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",16,3,2016,4,NA,2,"Cistus","salviifolius",11
"Cistus salviifolius","Aznalcazar","Curro",16,3,2016,4,NA,3,"Cistus","salviifolius",3
"Cistus salviifolius","Aznalcazar","Curro",16,3,2016,4,NA,6,"Cistus","salviifolius",5
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",16,3,2016,4,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",20,5,2016,8,NA,3,"Cistus","salviifolius",4
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",16,3,2016,4,NA,10,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",20,5,2016,8,NA,9,"Cistus","salviifolius",1
"Cistus salviifolius","El_pozo","Curro",17,3,2016,4,NA,3,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",17,3,2016,4,NA,4,"Cistus","salviifolius",6
"Cistus salviifolius","El_pozo","Curro",17,3,2016,4,NA,5,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",17,3,2016,4,NA,6,"Cistus","salviifolius",3
"Cistus salviifolius","El_pozo","Curro",17,3,2016,4,NA,7,"Cistus","salviifolius",6
"Cistus salviifolius","Urbanizaciones","Curro",17,3,2016,4,NA,7,"Cistus","salviifolius",3
"Cistus salviifolius","Urbanizaciones","Curro",17,3,2016,4,NA,9,"Cistus","salviifolius",5
"Cistus salviifolius","Convento_de_la_luz","Curro",17,3,2016,4,NA,1,"Cistus","salviifolius",12
"Cistus salviifolius","Convento_de_la_luz","Curro",17,3,2016,4,NA,2,"Cistus","salviifolius",2
"Cistus salviifolius","Convento_de_la_luz","Curro",17,3,2016,4,NA,3,"Cistus","salviifolius",7
"Cistus salviifolius","Convento_de_la_luz","Curro",17,3,2016,4,NA,4,"Cistus","salviifolius",4
"Cistus salviifolius","Convento_de_la_luz","Curro",17,3,2016,4,NA,6,"Cistus","salviifolius",6
"Cistus salviifolius","Bonares","Curro",17,3,2016,4,NA,3,"Cistus","salviifolius",16
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,2,"Cistus","salviifolius",12
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,3,"Cistus","salviifolius",4
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,4,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,5,"Cistus","salviifolius",2
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,6,"Cistus","salviifolius",29
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,7,"Cistus","salviifolius",12
"Cistus salviifolius","Aznalcazar","Curro",29,3,2016,5,NA,10,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_sur","Curro",29,3,2016,5,NA,8,"Cistus","salviifolius",1
"Cistus salviifolius","Villamanrique_este","Curro",29,3,2016,5,NA,6,"Cistus","salviifolius",5
"Cistus salviifolius","Villamanrique_este","Curro",29,3,2016,5,NA,7,"Cistus","salviifolius",3
"Cistus salviifolius","Villamanrique_este","Curro",29,3,2016,5,NA,9,"Cistus","salviifolius",4
"Cistus salviifolius","Las_mulas","Curro",29,3,2016,5,NA,1,"Cistus","salviifolius",11
"Cistus salviifolius","Las_mulas","Curro",29,3,2016,5,NA,2,"Cistus","salviifolius",15
"Cistus salviifolius","Las_mulas","Curro",29,3,2016,5,NA,3,"Cistus","salviifolius",5
"Cistus salviifolius","Las_mulas","Curro",29,3,2016,5,NA,4,"Cistus","salviifolius",6
"Cistus salviifolius","El_hongo","Curro",30,3,2016,5,NA,1,"Cistus","salviifolius",9
"Cistus salviifolius","El_hongo","Curro",30,3,2016,5,NA,3,"Cistus","salviifolius",7
"Cistus salviifolius","El_hongo","Curro",30,3,2016,5,NA,4,"Cistus","salviifolius",18
"Cistus salviifolius","El_hongo","Curro",30,3,2016,5,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","El_hongo","Curro",30,3,2016,5,NA,7,"Cistus","salviifolius",2
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,3,2016,5,NA,2,"Cistus","salviifolius",3
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,3,2016,5,NA,3,"Cistus","salviifolius",16
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,3,2016,5,NA,4,"Cistus","salviifolius",8
"Cistus salviifolius","Pinares_de_hinojos","Curro",30,3,2016,5,NA,9,"Cistus","salviifolius",3
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,1,"Cistus","salviifolius",5
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,2,"Cistus","salviifolius",32
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,3,"Cistus","salviifolius",41
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,4,"Cistus","salviifolius",6
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,5,"Cistus","salviifolius",4
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,6,"Cistus","salviifolius",11
"Cistus salviifolius","Cotito_de_santa_teresa","Curro",30,3,2016,5,NA,9,"Cistus","salviifolius",4
"Cistus salviifolius","La_cunya","Curro",31,3,2016,5,NA,1,"Cistus","salviifolius",2
"Cistus salviifolius","La_cunya","Curro",31,3,2016,5,NA,3,"Cistus","salviifolius",6
"Cistus salviifolius","La_cunya","Curro",31,3,2016,5,NA,5,"Cistus","salviifolius",1
"Cistus salviifolius","La_cunya","Curro",31,3,2016,5,NA,7,"Cistus","salviifolius",6
