"Plant_gen_sp","Site_ID","Name","Day","Month","Year","Round","Notes","Plot","Plant_genus","Plant_species","Flower_abundance"
"Halimium calycinum","Pino_del_cuervo","Pablo",7,3,2017,2,NA,4,"Halimium","calycinum",11
"Halimium calycinum","Urbanizaciones","Pablo",8,3,2017,2,NA,9,"Halimium","calycinum",10
"Halimium calycinum","Urbanizaciones","Pablo",8,3,2017,2,NA,10,"Halimium","calycinum",10
"Halimium calycinum","Bonares","Pablo",8,3,2017,2,NA,2,"Halimium","calycinum",10
"Halimium calycinum","Bonares","Pablo",8,3,2017,2,NA,5,"Halimium","calycinum",20
"Halimium calycinum","Las_mulas","Curro",9,3,2017,2,NA,3,"Halimium","calycinum",25
"Halimium calycinum","Esparragal","Curro",12,3,2018,1,NA,4,"Halimium","calycinum",6
"Halimium calycinum","La_cunya","Curro",12,3,2018,1,NA,6,"Halimium","calycinum",1
"Halimium calycinum","Urbanizaciones","Curro",21,3,2018,2,NA,9,"Halimium","calycinum",90
"Halimium calycinum","Las_mulas","Curro",21,3,2017,3,NA,3,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,3,"Halimium","calycinum",40
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,5,"Halimium","calycinum",45
"Halimium calycinum","Urbanizaciones","Curro",22,3,2017,3,NA,8,"Halimium","calycinum",40
"Halimium calycinum","La_cunya","Pablo",23,3,2017,3,NA,8,"Halimium","calycinum",3
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,1,"Halimium","calycinum",9
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,3,"Halimium","calycinum",40
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,4,"Halimium","calycinum",21
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,6,"Halimium","calycinum",41
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,7,"Halimium","calycinum",21
"Halimium calycinum","La_rocina","Pablo",23,3,2017,3,NA,10,"Halimium","calycinum",30
"Halimium calycinum","El_pozo","Pablo",23,3,2017,3,NA,6,"Halimium","calycinum",16
"Halimium calycinum","Urbanizaciones","Curro",9,4,2018,3,NA,9,"Halimium","calycinum",37
"Halimium calycinum","Villamanrique_sur","Pablo",3,4,2017,4,NA,8,"Halimium","calycinum",5
"Halimium calycinum","La_cunya","Curro",26,2,2020,3,NA,8,"Halimium","calycinum",2
"Halimium calycinum","El_pozo","Curro",9,4,2018,3,NA,5,"Halimium","calycinum",61
"Halimium calycinum","La_cunya","Pablo",4,4,2017,4,NA,8,"Halimium","calycinum",1
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,5,"Halimium","calycinum",16
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,9,"Halimium","calycinum",2
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,10,"Halimium","calycinum",7
"Halimium calycinum","La_rocina","Pablo",5,4,2017,4,NA,6,"Halimium","calycinum",23
"Halimium calycinum","La_rocina","Pablo",5,4,2017,4,NA,7,"Halimium","calycinum",19
"Halimium calycinum","La_rocina","Curro",23,4,2018,4,NA,3,"Halimium","calycinum",6
"Halimium calycinum","La_rocina","Curro",23,4,2018,4,NA,4,"Halimium","calycinum",5
"Halimium calycinum","La_rocina","Curro",23,4,2018,4,NA,5,"Halimium","calycinum",6
"Halimium calycinum","La_rocina","Curro",23,4,2018,4,NA,8,"Halimium","calycinum",20
"Halimium calycinum","Bonares","Pablo",6,4,2017,4,NA,2,"Halimium","calycinum",8
"Halimium calycinum","Bonares","Pablo",6,4,2017,4,NA,4,"Halimium","calycinum",1
"Halimium calycinum","Urbanizaciones","Curro",26,4,2018,4,NA,9,"Halimium","calycinum",10
"Halimium calycinum","El_pozo","Pablo",7,4,2017,4,NA,7,"Halimium","calycinum",17
"Halimium calycinum","La_rocina","Curro",14,3,2019,3,NA,10,"Halimium","calycinum",10
"Halimium calycinum","La_rocina","Pablo",19,4,2017,5,NA,10,"Halimium","calycinum",1
"Halimium calycinum","El_pozo","Pablo",19,4,2017,5,NA,7,"Halimium","calycinum",2
"Halimium calycinum","La_rocina","Curro",9,4,2020,6,NA,4,"Halimium","calycinum",10
"Halimium calycinum","La_rocina","Curro",12,3,2018,1,NA,3,"Halimium","calycinum",30
"Halimium calycinum","La_rocina","Curro",12,3,2018,1,NA,5,"Halimium","calycinum",10
"Halimium calycinum","La_rocina","Curro",12,3,2018,1,NA,6,"Halimium","calycinum",21
"Halimium calycinum","La_rocina","Curro",12,3,2018,1,NA,9,"Halimium","calycinum",1
"Halimium calycinum","La_rocina","Curro",12,3,2018,1,NA,10,"Halimium","calycinum",12
"Halimium calycinum","La_cunya","Curro",12,3,2018,1,NA,7,"Halimium","calycinum",10
"Halimium calycinum","La_cunya","Curro",12,3,2018,1,NA,8,"Halimium","calycinum",4
"Halimium calycinum","La_cunya","Curro",12,3,2018,1,NA,9,"Halimium","calycinum",4
"Halimium calycinum","La_cunya","Curro",12,3,2018,1,NA,10,"Halimium","calycinum",3
"Halimium calycinum","Urbanizaciones","Curro",21,3,2018,2,NA,1,"Halimium","calycinum",50
"Halimium calycinum","Urbanizaciones","Curro",21,3,2018,2,NA,2,"Halimium","calycinum",5
"Halimium calycinum","La_cunya","Curro",22,3,2018,2,NA,5,"Halimium","calycinum",3
"Halimium calycinum","La_cunya","Curro",22,3,2018,2,NA,7,"Halimium","calycinum",2
"Halimium calycinum","La_cunya","Curro",22,3,2018,2,NA,8,"Halimium","calycinum",1
"Halimium calycinum","La_cunya","Curro",22,3,2018,2,NA,9,"Halimium","calycinum",23
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,4,"Halimium","calycinum",30
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,6,"Halimium","calycinum",20
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,7,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,8,"Halimium","calycinum",15
"Halimium calycinum","La_rocina","Curro",22,3,2018,2,NA,10,"Halimium","calycinum",59
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,7,"Halimium","calycinum",5
"Halimium calycinum","Esparragal","Curro",26,3,2018,2,NA,2,"Halimium","calycinum",12
"Halimium calycinum","Bonares","Curro",27,3,2018,2,NA,2,"Halimium","calycinum",80
"Halimium calycinum","Bonares","Curro",27,3,2018,2,NA,4,"Halimium","calycinum",2
"Halimium calycinum","El_pozo","Curro",27,3,2018,2,NA,5,"Halimium","calycinum",56
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,3,"Halimium","calycinum",15
"Halimium calycinum","Urbanizaciones","Curro",9,4,2018,3,NA,3,"Halimium","calycinum",10
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,9,"Halimium","calycinum",9
"Halimium calycinum","Bonares","Curro",9,4,2018,3,NA,2,"Halimium","calycinum",7
"Halimium calycinum","La_cunya","Curro",26,2,2020,3,NA,5,"Halimium","calycinum",4
"Halimium calycinum","Urbanizaciones","Curro",26,2,2020,3,NA,10,"Halimium","calycinum",33
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,3,"Halimium","calycinum",15
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,4,"Halimium","calycinum",5
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,6,"Halimium","calycinum",85
"Halimium calycinum","La_rocina","Curro",11,4,2018,3,NA,8,"Halimium","calycinum",2
"Halimium calycinum","Bonares","Curro",10,3,2020,4,NA,3,"Halimium","calycinum",4
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,4,"Halimium","calycinum",2
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,6,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,8,"Halimium","calycinum",13
"Halimium calycinum","Bonares","Curro",23,4,2018,4,NA,2,"Halimium","calycinum",11
"Halimium calycinum","Bonares","Curro",23,4,2018,4,NA,5,"Halimium","calycinum",2
"Halimium calycinum","Bonares","Curro",25,2,2019,2,NA,2,"Halimium","calycinum",5
"Halimium calycinum","La_rocina","Curro",23,4,2018,4,NA,6,"Halimium","calycinum",7
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,4,"Halimium","calycinum",13
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,5,"Halimium","calycinum",22
"Halimium calycinum","El_pozo","Curro",26,4,2018,4,NA,5,"Halimium","calycinum",36
"Halimium calycinum","La_cunya","Curro",12,3,2019,3,NA,10,"Halimium","calycinum",1
"Halimium calycinum","Bonares","Curro",13,3,2019,3,NA,2,"Halimium","calycinum",15
"Halimium calycinum","Bonares","Curro",13,3,2019,3,NA,5,"Halimium","calycinum",3
"Halimium calycinum","Urbanizaciones","Curro",13,3,2019,3,NA,2,"Halimium","calycinum",10
"Halimium calycinum","La_rocina","Curro",14,3,2019,3,NA,9,"Halimium","calycinum",31
"Halimium calycinum","El_pozo","Curro",14,3,2019,3,NA,5,"Halimium","calycinum",15
"Halimium calycinum","El_pozo","Curro",27,3,2019,4,NA,7,"Halimium","calycinum",6
"Halimium calycinum","El_pozo","Curro",27,3,2019,4,NA,8,"Halimium","calycinum",3
"Halimium calycinum","Pino_del_cuervo","Curro",27,3,2019,4,NA,2,"Halimium","calycinum",9
"Halimium calycinum","La_rocina","Curro",9,4,2020,6,NA,8,"Halimium","calycinum",3
"Halimium calycinum","Esparragal","Curro",9,4,2019,5,NA,10,"Halimium","calycinum",3
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,10,"Halimium","calycinum",120
"Halimium calycinum","La_rocina","Curro",23,4,2020,7,NA,6,"Halimium","calycinum",21
"Halimium calycinum","Urbanizaciones","Curro",26,2,2020,3,NA,1,"Halimium","calycinum",4
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,3,"Halimium","calycinum",42
"Halimium calycinum","Urbanizaciones","Curro",10,2,2020,1,NA,1,"Halimium","calycinum",3
"Halimium calycinum","La_cunya","Curro",11,2,2020,1,NA,9,"Halimium","calycinum",5
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,3,"Halimium","calycinum",10
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,5,"Halimium","calycinum",2
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,8,"Halimium","calycinum",3
"Halimium calycinum","El_pozo","Curro",18,2,2020,2,NA,6,"Halimium","calycinum",7
"Halimium calycinum","La_rocina","Curro",18,2,2020,2,NA,4,"Halimium","calycinum",11
"Halimium calycinum","La_rocina","Curro",18,2,2020,2,NA,6,"Halimium","calycinum",3
"Halimium calycinum","Bonares","Curro",20,2,2020,2,NA,2,"Halimium","calycinum",22
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,1,"Halimium","calycinum",110
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,4,"Halimium","calycinum",25
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,9,"Halimium","calycinum",75
"Halimium calycinum","Esparragal","Curro",20,2,2020,2,NA,10,"Halimium","calycinum",2
"Halimium calycinum","La_cunya","Curro",21,2,2020,2,NA,7,"Halimium","calycinum",3
"Halimium calycinum","La_cunya","Curro",21,2,2020,2,NA,8,"Halimium","calycinum",2
"Halimium calycinum","La_cunya","Curro",21,2,2020,2,NA,10,"Halimium","calycinum",10
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,1,"Halimium","calycinum",5
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,3,"Halimium","calycinum",15
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,7,"Halimium","calycinum",15
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,8,"Halimium","calycinum",5
"Halimium calycinum","La_cunya","Curro",26,2,2020,3,NA,10,"Halimium","calycinum",5
"Halimium calycinum","Urbanizaciones","Curro",26,2,2020,3,NA,2,"Halimium","calycinum",13
"Halimium calycinum","Urbanizaciones","Curro",26,2,2020,3,NA,4,"Halimium","calycinum",22
"Halimium calycinum","Urbanizaciones","Curro",26,2,2020,3,NA,9,"Halimium","calycinum",52
"Halimium calycinum","Bonares","Curro",26,2,2020,3,NA,2,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",27,2,2020,3,NA,1,"Halimium","calycinum",2
"Halimium calycinum","Bonares","Curro",28,3,2019,4,NA,2,"Halimium","calycinum",29
"Halimium calycinum","Bonares","Curro",10,3,2020,4,NA,2,"Halimium","calycinum",3
"Halimium calycinum","Bonares","Curro",11,2,2019,1,NA,2,"Halimium","calycinum",31
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,3,"Halimium","calycinum",4
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,5,"Halimium","calycinum",2
"Halimium calycinum","Urbanizaciones","Curro",10,3,2020,4,NA,1,"Halimium","calycinum",35
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,7,"Halimium","calycinum",10
"Halimium calycinum","Urbanizaciones","Curro",10,3,2020,4,NA,2,"Halimium","calycinum",24
"Halimium calycinum","La_rocina","Curro",14,2,2019,1,NA,9,"Halimium","calycinum",3
"Halimium calycinum","Pino_del_cuervo","Curro",11,3,2020,4,NA,2,"Halimium","calycinum",4
"Halimium calycinum","Bonares","Curro",25,2,2019,2,NA,3,"Halimium","calycinum",3
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,1,"Halimium","calycinum",33
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,5,"Halimium","calycinum",7
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,6,"Halimium","calycinum",3
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,7,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,2,"Halimium","calycinum",2
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,9,"Halimium","calycinum",17
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,6,"Halimium","calycinum",69
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,8,"Halimium","calycinum",18
"Halimium calycinum","La_rocina","Curro",26,2,2019,2,NA,9,"Halimium","calycinum",10
"Halimium calycinum","Pino_del_cuervo","Curro",26,2,2019,2,NA,1,"Halimium","calycinum",2
"Halimium calycinum","La_rocina","Curro",11,3,2020,4,NA,5,"Halimium","calycinum",41
"Halimium calycinum","La_cunya","Curro",23,3,2020,5,NA,7,"Halimium","calycinum",2
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,9,"Halimium","calycinum",4
"Halimium calycinum","Pino_del_cuervo","Curro",26,3,2020,5,NA,2,"Halimium","calycinum",12
"Halimium calycinum","Urbanizaciones","Curro",13,3,2019,3,NA,9,"Halimium","calycinum",60
"Halimium calycinum","Urbanizaciones","Curro",13,3,2019,3,NA,10,"Halimium","calycinum",25
"Halimium calycinum","La_rocina","Curro",14,3,2019,3,NA,6,"Halimium","calycinum",20
"Halimium calycinum","La_rocina","Curro",26,3,2020,5,NA,6,"Halimium","calycinum",21
"Halimium calycinum","La_cunya","Curro",21,2,2020,2,NA,9,"Halimium","calycinum",7
"Halimium calycinum","Laguna_del_ojillo","Curro",26,3,2020,5,NA,3,"Halimium","calycinum",4
"Halimium calycinum","Laguna_del_ojillo","Curro",26,3,2020,5,NA,7,"Halimium","calycinum",3
"Halimium calycinum","La_cunya","Curro",26,2,2020,3,NA,6,"Halimium","calycinum",15
"Halimium calycinum","Esparragal","Curro",8,4,2020,6,NA,4,"Halimium","calycinum",NA
"Halimium calycinum","La_rocina","Curro",27,3,2019,4,NA,5,"Halimium","calycinum",3
"Halimium calycinum","Pino_del_cuervo","Curro",9,4,2020,6,NA,2,"Halimium","calycinum",22
"Halimium calycinum","Bonares","Curro",28,3,2019,4,NA,5,"Halimium","calycinum",12
"Halimium calycinum","Esparragal","Curro",9,4,2019,5,NA,4,"Halimium","calycinum",3
"Halimium calycinum","Esparragal","Curro",22,4,2020,7,NA,4,"Halimium","calycinum",15
"Halimium calycinum","Bonares","Curro",15,4,2019,5,NA,5,"Halimium","calycinum",12
"Halimium calycinum","El_pozo","Curro",18,2,2020,2,NA,10,"Halimium","calycinum",3
"Halimium calycinum","La_rocina","Curro",18,2,2020,2,NA,5,"Halimium","calycinum",9
"Halimium calycinum","Pino_del_cuervo","Curro",23,4,2020,7,NA,2,"Halimium","calycinum",32
"Halimium calycinum","Urbanizaciones","Curro",20,2,2020,2,NA,2,"Halimium","calycinum",90
"Halimium calycinum","La_rocina","Curro",23,4,2020,7,NA,4,"Halimium","calycinum",21
"Halimium calycinum","La_rocina","Curro",26,3,2020,5,NA,10,"Halimium","calycinum",11
"Halimium calycinum","La_rocina","Curro",23,4,2020,7,NA,8,"Halimium","calycinum",22
"Halimium calycinum","La_rocina","Curro",23,4,2020,7,NA,10,"Halimium","calycinum",11
"Halimium calycinum","Laguna_del_ojillo","Curro",27,2,2020,3,NA,7,"Halimium","calycinum",7
"Halimium calycinum","Laguna_del_ojillo","Curro",27,2,2020,3,NA,10,"Halimium","calycinum",21
"Halimium calycinum","La_rocina","Curro",27,2,2020,3,NA,4,"Halimium","calycinum",11
"Halimium calycinum","La_rocina","Curro",27,2,2020,3,NA,5,"Halimium","calycinum",3
"Halimium calycinum","Urbanizaciones","Curro",10,2,2020,1,NA,2,"Halimium","calycinum",4
"Halimium calycinum","La_cunya","Curro",11,2,2020,1,NA,7,"Halimium","calycinum",3
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,8,"Halimium","calycinum",120
"Halimium calycinum","La_rocina","Curro",26,3,2020,5,NA,4,"Halimium","calycinum",10
"Halimium calycinum","Urbanizaciones","Curro",10,2,2020,1,NA,9,"Halimium","calycinum",7
"Halimium calycinum","Urbanizaciones","Curro",10,2,2020,1,NA,10,"Halimium","calycinum",5
"Halimium calycinum","Bonares","Curro",10,2,2020,1,NA,1,"Halimium","calycinum",4
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,6,"Halimium","calycinum",9
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,1,"Halimium","calycinum",5
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,2,"Halimium","calycinum",5
"Halimium calycinum","Laguna_del_ojillo","Curro",14,2,2020,1,NA,6,"Halimium","calycinum",6
"Halimium calycinum","La_rocina","Curro",18,2,2020,2,NA,10,"Halimium","calycinum",10
"Halimium calycinum","La_rocina","Curro",11,3,2020,4,NA,6,"Halimium","calycinum",51
"Halimium calycinum","La_rocina","Curro",26,3,2020,5,NA,8,"Halimium","calycinum",3
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,5,"Halimium","calycinum",12
"Halimium calycinum","Laguna_del_ojillo","Curro",21,2,2020,2,NA,10,"Halimium","calycinum",5
"Halimium calycinum","Urbanizaciones","Curro",10,3,2020,4,NA,10,"Halimium","calycinum",120
"Halimium calycinum","La_cunya","Curro",11,3,2020,4,NA,7,"Halimium","calycinum",2
"Halimium calycinum","El_pozo","Curro",27,2,2020,3,NA,6,"Halimium","calycinum",2
"Halimium calycinum","Pino_del_cuervo","Curro",27,2,2020,3,NA,8,"Halimium","calycinum",17
"Halimium calycinum","Laguna_del_ojillo","Curro",27,2,2020,3,NA,1,"Halimium","calycinum",2
"Halimium calycinum","Laguna_del_ojillo","Curro",27,2,2020,3,NA,2,"Halimium","calycinum",4
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,10,"Halimium","calycinum",77
"Halimium calycinum","La_rocina","Curro",11,3,2020,4,NA,4,"Halimium","calycinum",22
"Halimium calycinum","Bonares","Curro",23,4,2020,7,NA,1,"Halimium","calycinum",9
"Halimium calycinum","Urbanizaciones","Curro",10,3,2020,4,NA,9,"Halimium","calycinum",5
"Halimium calycinum","La_rocina","Curro",9,4,2020,6,NA,10,"Halimium","calycinum",11
"Halimium calycinum","La_rocina","Curro",11,3,2020,4,NA,8,"Halimium","calycinum",13
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,2,"Halimium","calycinum",12
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,3,"Halimium","calycinum",3
"Halimium calycinum","Laguna_del_ojillo","Curro",11,3,2020,4,NA,4,"Halimium","calycinum",15
"Halimium calycinum","Bonares","Curro",23,4,2020,7,NA,2,"Halimium","calycinum",8
"Halimium calycinum","La_rocina","Curro",9,4,2020,6,NA,6,"Halimium","calycinum",21
"Halimium calycinum","Bonares","Curro",26,4,2016,7,NA,2,"Halimium","calycinum",62
"Halimium halimifolium","El_pozo","Curro",1,5,2019,7,NA,9,"Halimium","halimifolium",25
"Halimium halimifolium","Cotito_de_santa_teresa","Curro",29,4,2019,6,NA,1,"Halimium","halimifolium",115
"Halimium halimifolium","Urbanizaciones","Curro",4,5,2020,8,NA,1,"Halimium","halimifolium",5
"Halimium halimifolium","Urbanizaciones","Curro",30,4,2019,6,NA,4,"Halimium","halimifolium",2
"Halimium halimifolium","Laguna_del_ojillo","Curro",20,5,2020,9,NA,6,"Halimium","halimifolium",2
"Halimium halimifolium","Convento_de_la_luz","Curro",18,5,2020,9,NA,6,"Halimium","halimifolium",5
"Halimium halimifolium","Urbanizaciones","Curro",15,4,2019,5,NA,10,"Halimium","halimifolium",3
"Halimium halimifolium","Urbanizaciones","Curro",22,4,2020,7,NA,10,"Halimium","halimifolium",21
"Halimium halimifolium","Cotito_de_santa_teresa","Curro",29,4,2019,6,NA,9,"Halimium","halimifolium",17
"Halimium halimifolium","El_pozo","Curro",1,5,2019,7,NA,7,"Halimium","halimifolium",33
"Halimium halimifolium","Urbanizaciones","Curro",6,5,2019,7,NA,10,"Halimium","halimifolium",17
"Halimium halimifolium","Urbanizaciones","Curro",30,4,2019,6,NA,10,"Halimium","halimifolium",37
"Halimium halimifolium","Convento_de_la_luz","Curro",4,5,2020,8,NA,10,"Halimium","halimifolium",20
"Halimium halimifolium","Villamanrique_sur","Curro",2,5,2019,7,NA,8,"Halimium","halimifolium",2
"Halimium halimifolium","El_pozo","Curro",15,5,2019,8,NA,1,"Halimium","halimifolium",7
"Halimium halimifolium","Cotito_de_santa_teresa","Curro",29,4,2019,6,NA,2,"Halimium","halimifolium",25
"Halimium halimifolium","Villamanrique_sur","Curro",2,5,2019,7,NA,10,"Halimium","halimifolium",4
"Halimium halimifolium","Pino_del_cuervo","Curro",15,5,2019,8,NA,8,"Halimium","halimifolium",2
"Halimium halimifolium","Cotito_de_santa_teresa","Curro",3,5,2019,7,NA,1,"Halimium","halimifolium",85
"Halimium halimifolium","Convento_de_la_luz","Curro",4,5,2020,8,NA,4,"Halimium","halimifolium",20
"Halimium halimifolium","Laguna_del_ojillo","Curro",20,5,2020,9,NA,8,"Halimium","halimifolium",10
"Halimium halimifolium","El_pozo","Curro",27,4,2019,6,NA,1,"Halimium","halimifolium",1
"Halimium halimifolium","El_pozo","Curro",27,4,2019,6,NA,7,"Halimium","halimifolium",21
"Halimium halimifolium","El_pozo","Curro",27,4,2019,6,NA,2,"Halimium","halimifolium",32
"Halimium halimifolium","Pino_del_cuervo","Curro",1,5,2019,7,NA,1,"Halimium","halimifolium",19
"Halimium halimifolium","La_rocina","Curro",14,5,2019,8,NA,4,"Halimium","halimifolium",2
"Halimium halimifolium","Cotito_de_santa_teresa","Curro",3,5,2019,7,NA,2,"Halimium","halimifolium",57
"Halimium halimifolium","Laguna_del_ojillo","Curro",20,5,2020,9,NA,1,"Halimium","halimifolium",6
"Halimium halimifolium","Urbanizaciones","Curro",16,5,2019,8,NA,10,"Halimium","halimifolium",15
"Halimium halimifolium","Pino_del_cuervo","Curro",15,5,2019,8,NA,1,"Halimium","halimifolium",3
"Halimium halimifolium","Laguna_del_ojillo","Curro",6,5,2020,8,NA,6,"Halimium","halimifolium",2
"Halimium halimifolium","Urbanizaciones","Curro",4,5,2020,8,NA,4,"Halimium","halimifolium",3
"Halimium halimifolium","El_pozo","Curro",1,5,2019,7,NA,2,"Halimium","halimifolium",54
"Halimium halimifolium","El_pozo","Curro",27,4,2019,6,NA,9,"Halimium","halimifolium",20
"Halimium halimifolium","El_pozo","Curro",15,5,2019,8,NA,2,"Halimium","halimifolium",2
"Halimium halimifolium","Laguna_del_ojillo","Curro",6,5,2020,8,NA,1,"Halimium","halimifolium",3
"Halimium halimifolium","Convento_de_la_luz","Curro",4,5,2020,8,NA,6,"Halimium","halimifolium",7
"Halimium halimifolium","Pino_del_cuervo","Curro",27,4,2019,6,NA,1,"Halimium","halimifolium",1
"Halimium halimifolium","La_rocina","Curro",29,4,2019,6,NA,5,"Halimium","halimifolium",2
"Halimium halimifolium","Urbanizaciones","Curro",22,4,2020,7,NA,4,"Halimium","halimifolium",9
"Halimium halimifolium","Pino_del_cuervo","Curro",23,4,2020,7,NA,NA,"Halimium","halimifolium",29
"Halimium halimifolium","El_pozo","Curro",1,5,2019,7,NA,1,"Halimium","halimifolium",15
"Halimium halimifolium","Laguna_del_ojillo","Curro",6,5,2020,8,NA,8,"Halimium","halimifolium",4
"Halimium halimifolium","Urbanizaciones","Curro",30,4,2019,6,NA,9,"Halimium","halimifolium",3
"Halimium halimifolium","Pino_del_cuervo","Curro",13,4,2015,5,NA,8,"Halimium","halimifolium",1
"Halimium halimifolium","Villamanrique_sur","Curro",28,4,2015,6,NA,5,"Halimium","halimifolium",10
"Halimium halimifolium","Villamanrique_sur","Curro",28,4,2015,6,NA,6,"Halimium","halimifolium",13
"Halimium halimifolium","Villamanrique_sur","Curro",28,4,2015,6,NA,7,"Halimium","halimifolium",8
"Halimium halimifolium","Villamanrique_sur","Curro",28,4,2015,6,NA,10,"Halimium","halimifolium",4
"Halimium halimifolium","Las_mulas","Curro",28,4,2015,6,NA,1,"Halimium","halimifolium",13
"Halimium halimifolium","Convento_de_la_luz","Curro",29,4,2015,6,NA,1,"Halimium","halimifolium",42
"Halimium halimifolium","Urbanizaciones","Curro",29,4,2015,6,NA,10,"Halimium","halimifolium",26
"Halimium halimifolium","Pinares_de_hinojos","Curro",30,4,2015,6,NA,1,"Halimium","halimifolium",3
"Halimium halimifolium","El_pozo","Curro",30,4,2015,6,NA,1,"Halimium","halimifolium",3
"Halimium halimifolium","Pino_del_cuervo","Curro",6,5,2015,7,NA,3,"Halimium","halimifolium",22
"Halimium halimifolium","El_pozo","Curro",22,4,2016,6,NA,7,"Halimium","halimifolium",3
"Halimium halimifolium","El_pozo","Curro",12,5,2015,7,NA,1,"Halimium","halimifolium",4
"Halimium halimifolium","El_pozo","Curro",12,5,2015,7,NA,3,"Halimium","halimifolium",1
"Halimium halimifolium","El_pozo","Curro",12,5,2015,7,NA,6,"Halimium","halimifolium",19
"Halimium halimifolium","Las_mulas","Curro",13,5,2015,7,NA,3,"Halimium","halimifolium",36
"Halimium halimifolium","Villamanrique_sur","Curro",14,5,2015,7,"Araña napoleón (Synaema globosum) en muchas flores de Halimium halimifolium en el transecto, se alimentan de todo lo que se pose en las flores.",1,"Halimium","halimifolium",11
"Halimium halimifolium","Villamanrique_sur","Curro",14,5,2015,7,NA,5,"Halimium","halimifolium",69
"Halimium halimifolium","Villamanrique_sur","Curro",14,5,2015,7,NA,6,"Halimium","halimifolium",10
"Halimium halimifolium","Villamanrique_sur","Curro",14,5,2015,7,NA,7,"Halimium","halimifolium",71
