"Site_ID","Collector","Day","Month","Year","Time","Round","Weather","Temperature","Humidity","Wind","Notes","Transect_number","Plant_genus","Plant_species","Type","Out","Notes_pollinators","Pollinator_id","Specimen_number","Pollinator_genus","Pollinator_species","Pollinator_gen_sp","Subespecies","Pollinator_sex","Morphoespecie","Det","Frequency","Plant_gen_sp","Guild","Family","Order"
"La_rocina","CurroMolina",18,4,2016,"15:30:00",6,"sol",22,NA,"moderado",NA,NA,"Lavandula","pedunculata","species","transect",NA,"BF977",1,"Amegilla","albigena","Amegilla albigena",NA,"female",NA,"CurroMolina",3,"Lavandula pedunculata","bee","Apidae","Hymenoptera"
"Convento_de_la_luz","CurroMolina",11,6,2018,"11:00:00",8,"sol",25,40,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,"BF1163",2,"Amegilla","quadrifasciata","Amegilla quadrifasciata",NA,"female",NA,"CurroMolina",5,"Cistus crispus","bee","Apidae","Hymenoptera"
"Aznalcazar","CurroMolina",1,6,2016,"15:30:00",9,"sol",32,NA,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,"BF719",3,"Amegilla","quadrifasciata","Amegilla quadrifasciata",NA,"female",NA,"CurroMolina",6,"Cistus crispus","bee","Apidae","Hymenoptera"
"La_rocina","CurroMolina",18,4,2016,"15:30:00",6,"sol",22,NA,"moderado",NA,NA,"Lavandula","pedunculata","species","transect",NA,"no_captured",4,"Amegilla","quadrifasciata","Amegilla quadrifasciata",NA,"male",NA,"CurroMolina",3,"Lavandula pedunculata","bee","Apidae","Hymenoptera"
"Bonares","CurroMolina",21,4,2016,"13:15:00",6,"sol_y_nubes",18,NA,"suave",NA,NA,"Cistus","crispus","generic","out",NA,"no_captured",5,"Ammobates","sp","Ammobates sp",NA,"unknown","culo rojo","CurroMolina",2,"Cistus crispus","bee","Apidae","Hymenoptera"
"Convento_de_la_luz","CurroMolina",29,4,2015,"15:00:00",6,"sol",26,30,"sin_viento",NA,NA,"Halimium","halimifolium","species","transect",NA,"BF679",6,"Ammophila","heydeni","Ammophila heydeni",NA,"male",NA,"CurroMolina",3,"Halimium halimifolium","wasp","Sphecidae","Hymenoptera"
"Bonares","CurroMolina",12,5,2015,"11:30:00",7,"sol",27,35,"sin_viento",NA,NA,"Thymus","mastichina","species","transect",NA,"BF675",7,"Ammophila","heydeni","Ammophila heydeni",NA,"female",NA,"CurroMolina",6,"Thymus mastichina","wasp","Sphecidae","Hymenoptera"
"Bonares","CurroMolina",29,4,2015,"13:00:00",6,"sol",23,28,"suave",NA,NA,"Thapsia","villosa","species","transect",NA,"BF693",8,"Ancistrocerus","biphaleratus","Ancistrocerus biphaleratus",NA,"female",NA,"OscarAguado_LeopoldoCastro_CurroMolina",1,"Thapsia villosa","wasp","Vespidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",30,4,2015,"17:30:00",6,"sol",28,39,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,"BF669",9,"Ancistrocerus","gazella","Ancistrocerus gazella",NA,"unknown",NA,"OscarAguado_LeopoldoCastro_CurroMolina",1,"Cistus crispus","wasp","Vespidae","Hymenoptera"
"Urbanizaciones","CurroMolina",22,5,2018,"12:00:00",7,"sol_y_nubes",25,45,"sin_viento",NA,NA,"Cistus","crispus","species","transect",NA,NA,10,"Andrena","agilissima","Andrena agilissima",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",28,5,2018,"11:00:00",7,"nubes",24,41,"suave",NA,NA,"Cistus","crispus","species","transect",NA,NA,11,"Andrena","agilissima","Andrena agilissima",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Esparragal","CurroMolina",4,5,2017,"12:15:00",6,"nubes",23.3,49,"fuerte",NA,NA,"Cistus","crispus","species","out",NA,"BF1044",12,"Andrena","alluaudi","Andrena alluaudi",NA,"male",NA,"OscarAguado_TomWood_CurroMolina",1,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Cotito_de_santa_teresa","CurroMolina",4,5,2017,"11:00:00",6,"nubes",24.5,33,"suave",NA,NA,"Halimium","halimifolium","species","transect",NA,"BF1043",13,"Andrena","alluaudi","Andrena alluaudi",NA,"male",NA,"OscarAguado_TomWood_CurroMolina",1,"Halimium halimifolium","bee","Andrenidae","Hymenoptera"
"El_pinar","CurroMolina",30,4,2015,"10:15:00",6,"sol",22,42,"sin_viento",NA,NA,"Convolvulus","arvensis","species","out",NA,"BF332",14,"Andrena","angustior","Andrena angustior",NA,"male",NA,"OscarAguado_TomWood_CurroMolina",1,"Convolvulus arvensis","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",7,4,2020,"17:00:00",6,"sol_y_nubes",20,41,"suave",NA,"2","Leontodon","taraxacoides","species","transect",NA,NA,15,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",21,4,2020,"12:00:00",7,"sol",19,52,"suave",NA,"1","Tuberaria","guttata","species","transect",NA,NA,16,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Tuberaria guttata","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",7,4,2020,"17:00:00",6,"sol_y_nubes",20,41,"suave",NA,"2","Leontodon","taraxacoides","species","transect",NA,NA,17,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",20,2,2020,"13:30:00",2,"sol",18,52,"fuerte",NA,"2","Salvia","rosmarinus","species","transect",NA,NA,18,"Andrena","cineraria","Andrena cineraria",NA,"male",NA,"CurroMolina",3,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Convento_de_la_luz","CurroMolina",8,4,2020,"12:30:00",6,"sol_y_nubes",18,52,"moderado",NA,"2","Leontodon","taraxacoides","species","transect",NA,NA,19,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",22,4,2020,"10:00:00",7,"sol_y_nubes",16,69,"suave",NA,"2","Leontodon","taraxacoides","species","transect",NA,NA,20,"Andrena","cineraria","Andrena cineraria","elliptica","female",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",7,4,2020,"17:00:00",6,"sol_y_nubes",20,41,"suave",NA,"1","Leontodon","taraxacoides","species","transect",NA,NA,21,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Laguna_del_ojillo","CurroMolina",21,2,2020,"14:30:00",2,"sol",21,45,"moderado",NA,"2","Halimium","calycinum","species","transect",NA,NA,22,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",2,"Halimium calycinum","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",21,4,2020,"12:00:00",7,"sol",19,52,"suave",NA,"2","Tuberaria","guttata","species","transect",NA,NA,23,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Tuberaria guttata","bee","Andrenidae","Hymenoptera"
"Convento_de_la_luz","CurroMolina",8,4,2020,"12:30:00",6,"sol_y_nubes",18,52,"moderado",NA,"1","Leontodon","taraxacoides","species","transect",NA,NA,24,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",2,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Pinares_de_hinojos","CurroMolina",21,4,2020,"16:00:00",7,"sol_y_nubes",23,40,"suave",NA,"1","Leontodon","taraxacoides","species","transect",NA,NA,25,"Andrena","cineraria","Andrena cineraria","elliptica","male",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",22,4,2020,"10:00:00",7,"sol_y_nubes",16,69,"suave",NA,"1","Leontodon","taraxacoides","species","transect",NA,NA,26,"Andrena","cineraria","Andrena cineraria","elliptica","female",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"El_pozo","CurroMolina",2,2,2016,"12:00:00",1,"sol_y_nubes",22,40,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,"no_captured",27,"Andrena","cinerea","Andrena cinerea","elliptica","male",NA,"CurroMolina",1,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",1,3,2017,"13:00:00",2,"sol",18.2,48,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,"*",28,"Andrena","cinerea","Andrena cinerea","elliptica","male",NA,"OscarAguado_TomWood_CurroMolina",4,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Esparragal","CurroMolina",2,2,2016,"12:29:00",1,"sol",18,50,"sin_viento",NA,NA,"Raphanus","raphanistrum","species","out",NA,"no_captured",29,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",3,"Raphanus raphanistrum","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",30,5,2018,"15:00:00",7,"sol",24,39,"suave",NA,NA,"Halimium","halimifolium","species","transect",NA,NA,30,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",5,"Halimium halimifolium","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",17,2,2017,"11:00:00",1,"sol",17,67,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,NA,31,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",6,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",17,2,2017,"13:30:00",1,"sol_y_nubes",11,49,"suave",NA,NA,"Salvia","rosmarinus","species","out",NA,"no_captured",32,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",4,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",17,2,2017,"13:30:00",1,"sol_y_nubes",11,49,"suave",NA,NA,"Salvia","rosmarinus","species","out",NA,NA,33,"Andrena","cinerea","Andrena cinerea","elliptica","unknown",NA,"CurroMolina",2,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",18,4,2016,"13:17:00",6,"sol_y_nubes",20,NA,"moderado",NA,NA,"Tuberaria","guttata","species","transect",NA,"BF909",34,"Andrena","cinerea","Andrena cinerea","elliptica","male",NA,"OscarAguado_TomWood_CurroMolina",2,"Tuberaria guttata","bee","Andrenidae","Hymenoptera"
"Bonares","CurroMolina",8,5,2017,"13:30:00",6,"sol",34.3,21,"suave",NA,NA,"Thapsia","villosa","species","transect",NA,NA,35,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",3,"Thapsia villosa","bee","Andrenidae","Hymenoptera"
"Bonares","CurroMolina",8,5,2017,"13:30:00",6,"sol",34.3,21,"suave",NA,NA,"Cistus","crispus","species","transect",NA,NA,36,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",1,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",9,5,2018,"12:30:00",5,"nubes",25,49,"suave",NA,NA,"Arctotheca","calendula","species","transect",NA,NA,37,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",6,"Arctotheca calendula","bee","Andrenidae","Hymenoptera"
"Esparragal","CurroMolina",20,4,2015,"11:40:00",6,"sol",20,34,"moderado",NA,NA,"Linaria","viscosa","species","out",NA,"BF299",38,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",1,"Linaria viscosa","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",17,2,2017,"11:00:00",1,"sol",17,67,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,NA,39,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",6,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",10,5,2018,"14:00:00",5,"sol",26,43,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,40,"Andrena","cinerea","Andrena cinerea","elliptica","unknown",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",11,5,2018,"15:30:00",5,"sol",26,38,"moderado",NA,NA,"Cistus","crispus","species","out",NA,NA,41,"Andrena","cinerea","Andrena cinerea","elliptica","female",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Pinares_de_hinojos","CurroMolina",10,5,2018,"12:30:00",5,"sol",25,46,"moderado",NA,NA,"Leontodon","taraxacoides","species","transect",NA,NA,42,"Andrena","cinerea","Andrena cinerea","elliptica","male",NA,"CurroMolina",2,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Niebla","CurroMolina",21,4,2017,"10:30:00",5,"sol",21.5,37,"fuerte",NA,NA,"Convolvulus","arvensis","species","transect",NA,"BF1066",43,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",2,"Convolvulus arvensis","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",30,5,2018,"15:00:00",7,"sol",24,39,"suave",NA,NA,"Halimium","halimifolium","species","transect",NA,NA,44,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",8,"Halimium halimifolium","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",27,4,2019,"10:30:00",6,"sol",16,55,"suave",NA,NA,"Leontodon","taraxacoides","species","transect",NA,NA,45,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",3,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",27,4,2019,"10:30:00",6,"sol",16,55,"suave",NA,NA,"Leontodon","taraxacoides","species","transect",NA,NA,46,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",3,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",27,4,2019,"10:30:00",6,"sol",16,55,"suave",NA,NA,"Leontodon","taraxacoides","species","transect",NA,NA,47,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",27,4,2019,"12:30:00",6,"sol",20,47,"suave",NA,NA,"Tuberaria","guttata","species","transect",NA,NA,48,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",3,"Tuberaria guttata","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",27,4,2019,"12:30:00",6,"sol",20,47,"suave",NA,NA,"Tuberaria","guttata","species","transect",NA,NA,49,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",5,"Tuberaria guttata","bee","Andrenidae","Hymenoptera"
"La_cunya","CurroMolina",27,4,2019,"10:30:00",6,"sol",16,55,"suave",NA,NA,"Leontodon","taraxacoides","species","transect",NA,NA,50,"Andrena","cinerea","Andrena cinerea",NA,"female",NA,"CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"Pinares_de_hinojos","CurroMolina",10,5,2018,"12:30:00",5,"sol",25,46,"moderado",NA,NA,"Leontodon","taraxacoides","species","transect",NA,"BF1177",51,"Andrena","cinerea","Andrena cinerea","elliptica","male",NA,"OscarAguado_TomWood_CurroMolina",1,"Leontodon taraxacoides","bee","Andrenidae","Hymenoptera"
"El_pinar","CurroMolina",10,3,2015,"14:00:00",2,"sol",23,32,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,"BF28",52,"Andrena","ferrugineicrus","Andrena ferrugineicrus",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",1,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Villamanrique_este","CurroMolina",31,3,2015,"12:10:00",4,"sol",27,32,"sin_viento",NA,NA,"Cistus","ladanifer","species","transect",NA,"BF280",53,"Andrena","fertoni","Andrena fertoni",NA,"unknown",NA,"OscarAguado_TomWood_CurroMolina",2,"Cistus ladanifer","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",10,5,2018,"15:30:00",5,"sol",26,37,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,54,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,NA,"Salvia","rosmarinus","species","out",NA,NA,55,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",4,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"El_pozo","CurroMolina",23,4,2020,"12:00:00",7,"sol",22,67,"suave",NA,"1","Erica","australis","species","transect",NA,NA,56,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Erica australis","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",22,3,2017,"13:25:00",3,"nubes",16,48,"moderado",NA,NA,"Lavandula","stoechas","species","transect","Misma especie que el capturado","no_captured",57,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",7,"Lavandula stoechas","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",7,4,2017,"12:15:00",4,"sol",20.9,46,"moderado",NA,NA,"Cistus","salviifolius","species","transect",NA,NA,58,"Andrena","flavipes","Andrena flavipes",NA,"unknown",NA,"CurroMolina",2,"Cistus salviifolius","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",16,5,2017,"11:30:00",7,"sol_y_nubes",27,37,"suave",NA,NA,"Halimium","halimifolium","species","transect",NA,"no_captured",59,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Halimium halimifolium","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",22,3,2017,"13:25:00",3,"nubes",16,48,"moderado",NA,NA,"Cistus","salviifolius","species","transect",NA,"no_captured",60,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",4,"Cistus salviifolius","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",1,3,2017,"13:00:00",2,"sol",18.2,48,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,"BF1062",61,"Andrena","flavipes","Andrena flavipes",NA,"male",NA,"OscarAguado_TomWood_CurroMolina",4,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",1,3,2017,"13:00:00",2,"sol",18.2,48,"sin_viento",NA,NA,"Salvia","rosmarinus","species","transect",NA,"no_captured",62,"Andrena","flavipes","Andrena flavipes",NA,"male",NA,"CurroMolina",4,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,NA,"Salvia","rosmarinus","species","transect",NA,"no_captured",63,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,NA,"Salvia","rosmarinus","species","transect",NA,"no_captured",64,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",2,3,2017,"14:45:00",2,"sol",21.2,48,"suave",NA,NA,"Salvia","rosmarinus","species","transect",NA,"no_captured",65,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Salvia rosmarinus","bee","Andrenidae","Hymenoptera"
"Pinares_de_hinojos","CurroMolina",18,5,2018,"15:00:00",6,"sol",27,25,"moderado",NA,NA,"Cistus","libanotis","species","transect",NA,NA,66,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Cistus libanotis","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",17,5,2018,"13:30:00",6,"sol",30,25,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,67,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Cotito_de_santa_teresa","CurroMolina",18,5,2018,"15:00:00",6,"sol",28,20,"moderado",NA,NA,"Gladiolus","italicus","species","transect",NA,NA,68,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Gladiolus italicus","bee","Andrenidae","Hymenoptera"
"Villamanrique_este","CurroMolina",25,3,2019,"11:30:00",4,"sol",22,40,"moderado",NA,NA,"Ranunculus","tribbus","species","transect",NA,NA,69,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Ranunculus tribbus","bee","Andrenidae","Hymenoptera"
"Bonares","CurroMolina",30,4,2019,"15:00:00",6,"sol",29,30,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,70,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Las_mulas","CurroMolina",9,5,2017,"10:40:00",6,"sol_y_nubes",23.4,57,"sin_viento",NA,NA,"Cistus","crispus","species","transect",NA,"no_captured",71,"Andrena","flavipes","Andrena flavipes",NA,"unknown",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",16,5,2017,"11:30:00",7,"sol_y_nubes",27,37,"suave",NA,NA,"Cistus","crispus","species","transect",NA,"no_captured",72,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Las_mulas","CurroMolina",18,5,2017,"9:30:00",7,"sol",18,58,"moderado",NA,NA,"Cistus","crispus","species","out",NA,"no_captured",73,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Villamanrique_este","CurroMolina",11,4,2019,"15:30:00",5,"sol",26,35,"sin_viento",NA,NA,"Echium","vulgare","species","transect",NA,"BF1336",74,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",3,"Echium vulgare","bee","Andrenidae","Hymenoptera"
"Cotito_de_santa_teresa","CurroMolina",18,5,2018,"15:00:00",6,"sol",28,20,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,75,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",17,5,2018,"13:30:00",6,"sol",30,25,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,76,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",15,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",17,5,2018,"13:30:00",6,"sol",30,25,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,77,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",7,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"La_rocina","CurroMolina",18,5,2018,"12:50:00",6,"sol",26,25,"moderado",NA,NA,"Cistus","libanotis","species","transect",NA,NA,78,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",5,"Cistus libanotis","bee","Andrenidae","Hymenoptera"
"Las_mulas","CurroMolina",10,4,2015,"9:40:00",5,"sol_y_nubes",19,66,"suave","Ranunculus sp, Tuberaria guttata, Cistus monspeliensis en flor en Transecto",NA,"Cistus","ladanifer","species","transect",NA,"BF277",79,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",2,"Cistus ladanifer","bee","Andrenidae","Hymenoptera"
"Villamanrique_este","CurroMolina",10,4,2015,"11:20:00",5,"sol",21.9,60,"sin_viento",NA,NA,"Cistus","salviifolius","species","transect",NA,"BF278",80,"Andrena","flavipes","Andrena flavipes",NA,"male",NA,"OscarAguado_TomWood_CurroMolina",5,"Cistus salviifolius","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",10,4,2015,"14:15:00",5,"sol_y_nubes",24,43,"suave",NA,NA,"Cistus","monspeliensis","species","transect",NA,"BF146",81,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",2,"Cistus monspeliensis","bee","Andrenidae","Hymenoptera"
"Villamanrique_sur","CurroMolina",28,4,2015,"12:50:00",6,"sol",24,36,"suave",NA,NA,"Cistus","crispus","species","transect",NA,"no_captured",82,"Andrena","flavipes","Andrena flavipes",NA,"unknown",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Niebla","CurroMolina",29,4,2015,"10:25:00",6,"sol",21,36,"sin_viento",NA,NA,"Cistus","monspeliensis","species","transect",NA,"BF284",83,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"OscarAguado_TomWood_CurroMolina",2,"Cistus monspeliensis","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",16,5,2019,"13:00:00",8,"sol",20,40,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,84,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Urbanizaciones","CurroMolina",15,4,2019,"10:00:00",5,"sol",16,68,"sin_viento",NA,NA,"Cistus","crispus","species","transect",NA,NA,85,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Villamanrique_este","CurroMolina",22,4,2019,"10:30:00",6,"sol",19,57,"sin_viento",NA,NA,"Cistus","crispus","species","transect",NA,NA,86,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",5,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",9,4,2020,"12:30:00",6,"sol",19,58,"moderado",NA,"1","Cistus","salviifolius","species","transect",NA,NA,87,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",1,"Cistus salviifolius","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",21,4,2020,"10:00:00",7,"sol",17,70,"suave",NA,"2","Cistus","crispus","species","transect",NA,NA,88,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",3,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Pinares_de_hinojos","CurroMolina",6,4,2018,"17:00:00",3,"sol",21,34,"fuerte",NA,NA,"Cistus","libanotis","species","transect",NA,NA,89,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",4,"Cistus libanotis","bee","Andrenidae","Hymenoptera"
"Aznalcazar","CurroMolina",13,5,2019,"10:30:00",8,"sol",25,40,"suave",NA,NA,"Cistus","crispus","species","transect",NA,NA,90,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",2,"Cistus crispus","bee","Andrenidae","Hymenoptera"
"Pino_del_cuervo","CurroMolina",15,5,2019,"11:30:00",8,"sol",26,35,"moderado",NA,NA,"Cistus","crispus","species","transect",NA,NA,91,"Andrena","flavipes","Andrena flavipes",NA,"female",NA,"CurroMolina",12,"Cistus crispus","bee","Andrenidae","Hymenoptera"
