"","Order","Family","Subfamily","Tribe","Genus","Subgenus","Species","GenusAndSpecies","TaxonomicAuthority"
"2463","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","equestris","Nomiapis equestris","(Gerstaecker, 1872)"
"2464","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","femoralis","Nomiapis femoralis","(Pallas, 1773)"
"2465","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","fugax","Nomiapis fugax","(Morawitz, 1877)"
"2466","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","monstrosa","Nomiapis monstrosa","(Costa, 1861)"
"2467","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","paulyi","Nomiapis paulyi","Wood & Le Divelec, 2022"
"2468","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","rufiventris","Nomiapis rufiventris","(Spinola, 1838)"
"2469","Hymenoptera","Halictidae","Nomiinae","Nomiini","Nomiapis","","valga","Nomiapis valga","(Gerstaecker, 1872)"
"2470","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","chalybeatus","Nomioides chalybeatus","Blüthgen, 1934"
"2471","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","deceptor","Nomioides deceptor","Blüthgen, 1937"
"2472","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","facilis","Nomioides facilis","(Smith, 1853)"
"2473","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","fortunatus","Nomioides fortunatus","Blüthgen, 1937"
"2474","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","minutissimus","Nomioides minutissimus","(Rossi, 1790)"
"2475","Hymenoptera","Halictidae","Nomioidinae","Nomioidini","Nomioides","Nomioides","pulverosus","Nomioides pulverosus","Handlirsch, 1888"
"2476","Hymenoptera","Halictidae","Nomiinae","Nomiini","Pseudapis","","elegantissima","Pseudapis elegantissima","(Popov, 1949) "
"2477","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rhophitoides","","canus","Rhophitoides canus","(Eversmann, 1852)"
"2478","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rhophitoides","","epiroticus","Rhophitoides epiroticus","Schwammberger, 1975"
"2479","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","algirus","Rophites algirus","Pérez 1895"
"2480","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","clypealis","Rophites clypealis","Schwammberger, 1976"
"2481","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","hartmanni","Rophites hartmanni","Friese, 1902"
"2482","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","hellenicus","Rophites hellenicus","Ebmer, 1984"
"2483","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","leclercqi","Rophites leclercqi","Schwammberger, 1971"
"2484","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","quinquespinosus","Rophites quinquespinosus","Spinola, 1808"
"2485","Hymenoptera","Halictidae","Rophitinae","Rophitini","Rophites","","thracius","Rophites thracius","Ebmer, 1993"
"2486","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","cephalica","Seladonia cephalica","(Morawitz, 1874) "
"2487","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","concinna","Seladonia concinna","(Brullé, 1840)"
"2488","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Pachyceble","confusa","Seladonia confusa","(Smith, 1853)"
"2489","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","cretella","Seladonia cretella","Pauly & Devalez, 2015 "
"2490","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Mucoreohalictus","cyprica","Seladonia cyprica","(Blüthgen, 1937)"
"2491","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Pachyceble","gavarnica","Seladonia gavarnica","(Pérez, 1903)"
"2492","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","gemmea","Seladonia gemmea","(Dours, 1872) "
"2493","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","gemmella","Seladonia gemmella","Pauly, 2015 "
"2494","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","inpilosa","Seladonia inpilosa","(Ebmer, 1975)"
"2495","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","kessleri","Seladonia kessleri","(Bramson, 1879)"
"2496","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Pachyceble","leucahenea","Seladonia leucahenea","(Ebmer, 1972)"
"2497","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","microcardia","Seladonia microcardia","(Pérez, 1895)"
"2498","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Mucoreohalictus","mucorea","Seladonia mucorea","(Eversmann, 1852)"
"2499","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","orientana","Seladonia orientana","Pauly & Devalez, 2015 "
"2500","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","phryganica","Seladonia phryganica","Pauly & Devalez, 2015 "
"2501","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","pici","Seladonia pici","(Pérez, 1895)"
"2502","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Mucoreohalictus","pollinosa","Seladonia pollinosa","(Sichel, 1860)"
"2503","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Mucoreohalictus","pseudomucorea","Seladonia pseudomucorea","(Ebmer, 1975)"
"2504","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","pulverea","Seladonia pulverea","(Morawitz, 1873)"
"2505","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","seladonia","Seladonia seladonia","(Fabricius, 1794)"
"2506","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","semitecta","Seladonia semitecta","(Morawitz, 1874)"
"2507","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","semitica","Seladonia semitica","(Blüthgen, 1955) "
"2508","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","smaragdula","Seladonia smaragdula","(Vachal, 1895) "
"2509","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","subaurata","Seladonia subaurata","(Rossi, 1792) "
"2510","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Seladonia","submediterranea","Seladonia submediterranea","Pauly, 2015 "
"2511","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Mucoreohalictus","tuberculata","Seladonia tuberculata","(Blüthgen, 1925) "
"2512","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Pachyceble","tumulorum","Seladonia tumulorum","(Linnaeus, 1758)"
"2513","Hymenoptera","Halictidae","Halictinae","Halictini","Seladonia","Vestitohalictus","vestita","Seladonia vestita","(Lepeletier, 1841) "
"2514","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","aetnensis","Sphecodes aetnensis","Nobile, 1996"
"2515","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","albilabris","Sphecodes albilabris","(Fabricius, 1793)"
"2516","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","algeriensis","Sphecodes algeriensis","Alfken, 1914"
"2517","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","alternatus","Sphecodes alternatus","Smith, 1853"
"2518","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","anatolicus","Sphecodes anatolicus","Warncke, 1992"
"2519","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","atlanticus","Sphecodes atlanticus","Warncke, 1992"
"2520","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","barbatus","Sphecodes barbatus","Blüthgen, 1923"
"2521","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","combai","Sphecodes combai","Nobile & Turrisi, 2004"
"2522","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","crassanus","Sphecodes crassanus","Warncke, 1992"
"2523","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","crassus","Sphecodes crassus","Thomson, 1870"
"2524","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","creticus","Sphecodes creticus","Warncke, 1992"
"2525","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","cristatus","Sphecodes cristatus","Hagens, 1882"
"2526","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","croaticus","Sphecodes croaticus","Meyer, 1921"
"2527","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","cypricus","Sphecodes cypricus","Blüthgen, 1938"
"2528","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","dusmeti","Sphecodes dusmeti","Blüthgen, 1924"
"2529","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","ephippius","Sphecodes ephippius","(Linnaeus, 1767)"
"2530","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","ferruginatus","Sphecodes ferruginatus","Hagens, 1882"
"2531","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","geoffrellus","Sphecodes geoffrellus","(Kirby, 1802)"
"2532","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","gibbus","Sphecodes gibbus","(Linnaeus, 1758)"
"2533","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","gomerensis","Sphecodes gomerensis","Warncke, 1992"
"2534","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","hirtellus","Sphecodes hirtellus","Blüthgen, 1923"
"2535","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","hyalinatus","Sphecodes hyalinatus","Hagens, 1882"
"2536","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","intermedius","Sphecodes intermedius","Blüthgen, 1923"
"2537","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","larochei","Sphecodes larochei","Warncke, 1992"
"2538","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","longuloides","Sphecodes longuloides","Blüthgen, 1923"
"2539","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","longulus","Sphecodes longulus","Hagens, 1882"
"2540","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","majalis","Sphecodes majalis","Pérez, 1903"
"2541","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","marginatus","Sphecodes marginatus","Hagens, 1882"
"2542","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","miniatus","Sphecodes miniatus","Hagens, 1882"
"2543","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","monilicornis","Sphecodes monilicornis","(Kirby, 1802)"
"2544","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","niger","Sphecodes niger","Hagens, 1874"
"2545","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","nomioidis","Sphecodes nomioidis","Pesenko, 1979"
"2546","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","olivieri","Sphecodes olivieri","Lepeletier, 1825"
"2547","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","pellucidus","Sphecodes pellucidus","Smith, 1845"
"2548","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","piceohirtus","Sphecodes piceohirtus","Blüthgen, 1858"
"2549","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","pinguiculus","Sphecodes pinguiculus","Pérez, 1903"
"2550","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","pseudocrassus","Sphecodes pseudocrassus","Blüthgen, 1924"
"2551","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","pseudofasciatus","Sphecodes pseudofasciatus","Blüthgen, 1925"
"2552","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","puncticeps","Sphecodes puncticeps","Thomson, 1870"
"2553","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","reticulatus","Sphecodes reticulatus","Thomson, 1870"
"2554","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","rubicundus","Sphecodes rubicundus","Hagens, 1875"
"2555","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","rubripes","Sphecodes rubripes","Spinola, 1838"
"2556","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","ruficrus","Sphecodes ruficrus","(Erichson, 1835)"
"2557","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","rufiventris","Sphecodes rufiventris","(Panzer, 1798)"
"2558","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","scabricollis","Sphecodes scabricollis","Wesmael, 1835"
"2559","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","schenckii","Sphecodes schenckii","Hagens, 1882"
"2560","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","spinulosus","Sphecodes spinulosus","Hagens, 1875"
"2561","Hymenoptera","Halictidae","Halictinae","Sphecodini","Sphecodes","","zangherii","Sphecodes zangherii","Noskiewicz, 1931"
"2562","Hymenoptera","Halictidae","Rophitinae","Rophitini","Systropha","","curvicornis","Systropha curvicornis","(Scopoli, 1770)"
"2563","Hymenoptera","Halictidae","Rophitinae","Rophitini","Systropha","","grandimargo","Systropha grandimargo","Pérez, 1905"
"2564","Hymenoptera","Halictidae","Rophitinae","Rophitini","Systropha","","planidens","Systropha planidens","Giraud, 1861"
"2565","Hymenoptera","Halictidae","Halictinae","Halictini","Thrincohalictus","","prognathus","Thrincohalictus prognathus","(Pérez, 1912)"
"2566","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Afranthidium","Mesanthidium ","carduele","Afranthidium carduele","(Morawitz, 1876)"
"2567","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Afranthidium","Capanthidium ","schulthessii","Afranthidium schulthessii","(Friese, 1897)"
"2568","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Aglaoapis","","tridentata","Aglaoapis tridentata","(Nylander, 1848) "
"2569","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidiellum","","breviusculum","Anthidiellum breviusculum","(Pérez, 1890)"
"2570","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidiellum","","strigatum","Anthidiellum strigatum","(Panzer, 1805)"
"2571","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidiellum","","troodicum","Anthidiellum troodicum","Mavromoustakis, 1949"
"2572","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium","caspicum","Anthidium caspicum","Morawitz, 1880"
"2573","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","cingulatum","Anthidium cingulatum","Latreille, 1809"
"2574","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","dalmaticum","Anthidium dalmaticum","Mocsáry, 1884"
"2575","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","diadema","Anthidium diadema","Latreille, 1809"
"2576","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","florentinum","Anthidium florentinum","(Fabricius, 1775)"
"2577","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","loti","Anthidium loti","Perris, 1852"
"2578","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","manicatum","Anthidium manicatum","(Linnaeus, 1758)"
"2579","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","montanum","Anthidium montanum","Morawitz, 1865"
"2580","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Proanthidium ","oblongatum","Anthidium oblongatum","(Illiger, 1806)"
"2581","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","punctatum","Anthidium punctatum","Latreille, 1809"
"2582","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Gulanthidium ","rotundum","Anthidium rotundum","Warncke, 1980"
"2583","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","septemspinosum","Anthidium septemspinosum","Lepeletier, 1841"
"2584","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","spiniventre","Anthidium spiniventre","Friese, 1899"
"2585","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Anthidium ","taeniatum","Anthidium taeniatum","Latreille, 1809"
"2586","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Proanthidium ","undulatiforme","Anthidium undulatiforme","Friese, 1917"
"2587","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Proanthidium ","undulatum","Anthidium undulatum","Dours, 1873"
"2588","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Anthidium","Proanthidium ","wuestneii","Anthidium wuestneii","Mocsáry, 1887"
"2589","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Gyrodromella ","aegaeicum ","Chelostoma aegaeicum","Müller, 2012"
"2590","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","campanularum","Chelostoma campanularum","(Kirby, 1802)"
"2591","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","comosum","Chelostoma comosum","Müller, 2012"
"2592","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","diodon","Chelostoma diodon","Schletterer, 1889"
"2593","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","distinctum","Chelostoma distinctum","(Stoeckhert, 1929)"
"2594","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","edentulum","Chelostoma edentulum","Pérez, 1895"
"2595","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","emarginatum","Chelostoma emarginatum","(Nylander, 1856)"
"2596","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","florisomne","Chelostoma florisomne","(Linnaeus, 1758)"
"2597","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","forcipatum","Chelostoma forcipatum","(Benoist, 1928)"
"2598","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","foveolatum","Chelostoma foveolatum","(Morawitz, 1868)"
"2599","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","grande","Chelostoma grande","(Nylander, 1852)"
"2600","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Gyrodromella ","handlirschi","Chelostoma handlirschi","Schletterer, 1889"
"2601","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","hellenicum","Chelostoma hellenicum","(Benoist, 1938)"
"2602","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","incognitum","Chelostoma incognitum","Müller, 2012"
"2603","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","laticaudum","Chelostoma laticaudum","(Benoist, 1938)"
"2604","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","longifacies","Chelostoma longifacies","Müller, 2012"
"2605","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","lucens","Chelostoma lucens","(Benoist, 1928)"
"2606","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","mocsaryi","Chelostoma mocsaryi","Schletterer, 1889"
"2607","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Gyrodromella ","nasutum","Chelostoma nasutum","Pérez, 1895"
"2608","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Gyrodromella ","rapunculi","Chelostoma rapunculi","(Lepeletier, 1841)"
"2609","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","stefanii","Chelostoma stefanii","Nobile, 1995"
"2610","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Foveosmia ","styriacum","Chelostoma styriacum","Schwarz & Gusenleitner, 1999"
"2611","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","Chelostoma ","transversum","Chelostoma transversum","(Friese, 1897)"
"2612","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Chelostoma","incertae sedis","ventrale","Chelostoma ventrale","Schletterer, 1889"
"2613","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","acanthopyga","Coelioxys acanthopyga","Alfken, 1940"
"2614","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","acanthurus","Coelioxys acanthurus","(Illiger, 1806)"
"2615","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Austrocleptria","afer","Coelioxys afer","Lepeletier, 1841"
"2616","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Paracoelioxys","alatus","Coelioxys alatus","Förster, 1853"
"2617","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","argenteus","Coelioxys argenteus","Lepeletier, 1841"
"2618","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","artemis","Coelioxys artemis","Schwarz, 2001"
"2619","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Rozeniana","aurolimbatus","Coelioxys aurolimbatus","Förster, 1853"
"2620","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","brevis","Coelioxys brevis","Eversmann, 1852"
"2621","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","caudatus","Coelioxys caudatus","Spinola, 1838"
"2622","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Melissoctonia","conoideus","Coelioxys conoideus","(Illiger, 1806)"
"2623","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","coturnix","Coelioxys coturnix","Pérez, 1884"
"2624","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Liothyrapis ","decipiens","Coelioxys decipiens","Spinola, 1838"
"2625","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","echinatus","Coelioxys echinatus","Förster, 1853"
"2626","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","elegantulus","Coelioxys elegantulus","Alfken, 1934"
"2627","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","elongatulus","Coelioxys elongatulus","Alfken, 1938"
"2628","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Paracoelioxys","elongatus","Coelioxys elongatus","Lepeletier, 1841"
"2629","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","elsei","Coelioxys elsei","Schwarz, 2001"
"2630","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","emarginatus","Coelioxys emarginatus","Förster, 1853"
"2631","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","haemorrhoa","Coelioxys haemorrhoa","Förster, 1853"
"2632","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Paracoelioxys","inermis","Coelioxys inermis","(Kirby, 1802)"
"2633","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","incertae sedis","lanceolatus","Coelioxys lanceolatus","Nylander, 1852"
"2634","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Paracoelioxys","mandibularis","Coelioxys mandibularis","Nylander, 1848"
"2635","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","mielbergi","Coelioxys mielbergi","Morawitz, 1880"
"2636","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","incertae sedis","obtusispina","Coelioxys obtusispina","Thomson, 1872"
"2637","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","obtusus","Coelioxys obtusus","Pérez, 1884"
"2638","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Paracoelioxys","osmiae","Coelioxys osmiae","Alfken, 1928"
"2639","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Allocoelioxys ","polycentris","Coelioxys polycentris","Förster, 1853"
"2640","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Coelioxys ","quadridentatus","Coelioxys quadridentatus","(L., 1758)"
"2641","Hymenoptera","Megachilidae","Megachilinae","Megachilini","Coelioxys","Rozeniana","rufescens","Coelioxys rufescens","Lepeletier & Serville, 1825"
"2642","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","ardens","Dioxys ardens","Gerstaecker, 1869"
"2643","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","atlanticus","Dioxys atlanticus","Saunders, 1904"
"2644","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","cinctus","Dioxys cinctus","(Jurine, 1807)"
"2645","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","lanzarotensis","Dioxys lanzarotensis","Tkalců, 2001"
"2646","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","moestus","Dioxys moestus","Costa, 1883"
"2647","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Dioxys","","pumilus","Dioxys pumilus","Gerstaecker, 1869"
"2648","Hymenoptera","Megachilidae","Megachilinae","Dioxyini","Ensliniana","","bidentata","Ensliniana bidentata","(Friese, 1899)"
"2649","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Eoanthidium","Eoanthidium ","clypeare","Eoanthidium clypeare","(Morawitz, 1874)"
"2650","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Eoanthidium","Eoanthidium ","insulare","Eoanthidium insulare","(Morawitz, 1874)"
"2651","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Eoanthidium","Eoanthidium ","nasiculum","Eoanthidium nasiculum","Pasteels, 1969"
"2652","Hymenoptera","Megachilidae","Megachilinae","Anthidiini","Eoanthidium","Eoanthidium ","pasteelsi","Eoanthidium pasteelsi","(Warncke, 1980)"
"2653","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Haetosmia","","circumventa","Haetosmia circumventa","(Peters, 1974)"
"2654","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Heriades","Rhopaloheriades ","clavicornis","Heriades clavicornis","Morawitz, 1875"
"2655","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Heriades","Heriades ","crenulata","Heriades crenulata","Nylander, 1856"
"2656","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Heriades","Michenerella ","punctulifera","Heriades punctulifera","Schletterer, 1889"
"2657","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Heriades","Heriades ","rubicola","Heriades rubicola","Pérez, 1890"
"2658","Hymenoptera","Megachilidae","Megachilinae","Osmiini","Heriades","Heriades ","truncorum","Heriades truncorum","(Linnaeus, 1758)"
