id	taxonID	scientificName	kingdom	phylum	class	order	family	genus	specificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	language	license	rightsHolder	accessRights	datasetID	datasetName
eurobutt-checklist:taxon:d109067d7c52e2e226fe1cb6be824f02	eurobutt-checklist:taxon:d109067d7c52e2e226fe1cb6be824f02	Hypolimnas misippus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hypolimnas	misippus	species	(Linnaeus, 1764)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7df5d2ab0cf4cdc5bd23135b4838ebb9	eurobutt-checklist:taxon:7df5d2ab0cf4cdc5bd23135b4838ebb9	Hyponephele huebneri	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hyponephele	huebneri	species	Koçak, 1980	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:862d484199168ae4d71b87b4f4e45ed7	eurobutt-checklist:taxon:862d484199168ae4d71b87b4f4e45ed7	Hyponephele lupina	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hyponephele	lupina	species	(Costa, 1836)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:e93c702588302d375a627c5702f0fb6d	eurobutt-checklist:taxon:e93c702588302d375a627c5702f0fb6d	Hyponephele lycaon	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Hyponephele	lycaon	species	(Kühn, 1774)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:5671d31e25c59822f32d1d6aa7d004d0	eurobutt-checklist:taxon:5671d31e25c59822f32d1d6aa7d004d0	Iolana debilitata	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Iolana	debilitata	species	(Schultz, 1905)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7627230ecedaa5d23a40bb87f18a0a4a	eurobutt-checklist:taxon:7627230ecedaa5d23a40bb87f18a0a4a	Iolana iolas	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Iolana	iolas	species	(Ochsenheimer, 1816)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c91bc7a2d9d3ea96aab16e64a67731a0	eurobutt-checklist:taxon:c91bc7a2d9d3ea96aab16e64a67731a0	Iphiclides feisthamelii	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Iphiclides	feisthamelii	species	(Duponchel, 1832)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:b8f93e5ea0fee010156898eb6f425ecd	eurobutt-checklist:taxon:b8f93e5ea0fee010156898eb6f425ecd	Iphiclides podalirius	Animalia	Arthropoda	Insecta	Lepidoptera	Papilionidae	Iphiclides	podalirius	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:3050c088c1222ae2d18d8b19ee1d6546	eurobutt-checklist:taxon:3050c088c1222ae2d18d8b19ee1d6546	Issoria eugenia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Issoria	eugenia	species	(Eversmann, 1847)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:490fa7dc6de032570009571be8f9b035	eurobutt-checklist:taxon:490fa7dc6de032570009571be8f9b035	Issoria lathonia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Issoria	lathonia	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:62323f1872bc88027f167bf21ca6e089	eurobutt-checklist:taxon:62323f1872bc88027f167bf21ca6e089	Kirinia climene	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Kirinia	climene	species	(Esper, 1783)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:9e9e27b911940832d848b87d3d645c0d	eurobutt-checklist:taxon:9e9e27b911940832d848b87d3d645c0d	Kirinia roxelana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Kirinia	roxelana	species	(Cramer, 1777)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:d45bc8b3a673df9862bf1115993a28f1	eurobutt-checklist:taxon:d45bc8b3a673df9862bf1115993a28f1	Kretania eurypilus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	eurypilus	species	(Freyer, 1851)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:aba74b5eed6af1cda4dd75209606c4e4	eurobutt-checklist:taxon:aba74b5eed6af1cda4dd75209606c4e4	Kretania hesperica	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	hesperica	species	(Rambur, 1839)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7aec0491c59ecd8183cde3edfac30b10	eurobutt-checklist:taxon:7aec0491c59ecd8183cde3edfac30b10	Kretania psylorita	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	psylorita	species	(Freyer, 1845)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:79cc354c365285f0c149126cfe93e126	eurobutt-checklist:taxon:79cc354c365285f0c149126cfe93e126	Kretania pylaon	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	pylaon	species	(Fischer, 1832)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:17ad308f86bba9fe2353d109ce6b18ce	eurobutt-checklist:taxon:17ad308f86bba9fe2353d109ce6b18ce	Kretania sephirus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	sephirus	species	(Frivaldszky, 1835)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:13d8d78c239f17ac6f600e9c8fbdd6df	eurobutt-checklist:taxon:13d8d78c239f17ac6f600e9c8fbdd6df	Kretania trappi	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Kretania	trappi	species	(Verity, 1927)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:b2f85239c0b863e638cf259eb548e988	eurobutt-checklist:taxon:b2f85239c0b863e638cf259eb548e988	Laeosopis roboris	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Laeosopis	roboris	species	(Esper, 1789)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:c61dd3f593dfd8b4796dcd5e6af6e092	eurobutt-checklist:taxon:c61dd3f593dfd8b4796dcd5e6af6e092	Lampides boeticus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lampides	boeticus	species	(Linnaeus, 1767)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:d3e95b3991c8c426319469fc98162718	eurobutt-checklist:taxon:d3e95b3991c8c426319469fc98162718	Lasiommata deidamia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	deidamia	species	(Eversmann, 1851)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:39f8791f82b9b2dc84df15f5938d7b0f	eurobutt-checklist:taxon:39f8791f82b9b2dc84df15f5938d7b0f	Lasiommata maera	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	maera	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877	eurobutt-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877	Lasiommata megera	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	megera	species	(Linnaeus, 1767)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:16b373ec68abf40b384888c0b347b242	eurobutt-checklist:taxon:16b373ec68abf40b384888c0b347b242	Lasiommata paramegaera	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	paramegaera	species	(Hübner, 1824)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:8f72b0bbedc0555cd896df948dfe33b6	eurobutt-checklist:taxon:8f72b0bbedc0555cd896df948dfe33b6	Lasiommata petropolitana	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lasiommata	petropolitana	species	(Fabricius, 1787)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:cfb3b047eeabcf4f265d4c4161e3cc36	eurobutt-checklist:taxon:cfb3b047eeabcf4f265d4c4161e3cc36	Leptidea duponcheli	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Leptidea	duponcheli	species	(Staudinger, 1871)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:f4937a9b4f345f1c179a6bfa364d9693	eurobutt-checklist:taxon:f4937a9b4f345f1c179a6bfa364d9693	Leptidea juvernica	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Leptidea	juvernica	species	Williams, 1946	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:7bb937c96980fa242a8b13023a769612	eurobutt-checklist:taxon:7bb937c96980fa242a8b13023a769612	Leptidea morsei	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Leptidea	morsei	species	(Fenton, 1882)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:5d25c6214879e9aed1d78db69c17100b	eurobutt-checklist:taxon:5d25c6214879e9aed1d78db69c17100b	Leptidea reali	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Leptidea	reali	species	Reissinger, 1990	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:12962b5eaac3b8411023d124daaf9734	eurobutt-checklist:taxon:12962b5eaac3b8411023d124daaf9734	Leptidea sinapis	Animalia	Arthropoda	Insecta	Lepidoptera	Pieridae	Leptidea	sinapis	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:d0b0aff0d86c399edd085bbea0df8c73	eurobutt-checklist:taxon:d0b0aff0d86c399edd085bbea0df8c73	Leptotes pirithous	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Leptotes	pirithous	species	(Linnaeus, 1767)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:a91a1bd9cae87c612c3ce147a76651c5	eurobutt-checklist:taxon:a91a1bd9cae87c612c3ce147a76651c5	Libythea celtis	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Libythea	celtis	species	(Laicharting, 1782)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:1e719fb81465d13618872fcaa083ad2a	eurobutt-checklist:taxon:1e719fb81465d13618872fcaa083ad2a	Limenitis camilla	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Limenitis	camilla	species	(Linnaeus, 1764)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:a884654a08a0fefaf18c2369feaf1a46	eurobutt-checklist:taxon:a884654a08a0fefaf18c2369feaf1a46	Limenitis populi	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Limenitis	populi	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:6b319cc150fbafa559bfd9482c444db0	eurobutt-checklist:taxon:6b319cc150fbafa559bfd9482c444db0	Limenitis reducta	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Limenitis	reducta	species	Staudinger, 1901	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104	eurobutt-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104	Lopinga achine	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Lopinga	achine	species	(Scopoli, 1763)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:13901973592eb5b494a600a9476d6289	eurobutt-checklist:taxon:13901973592eb5b494a600a9476d6289	Luthrodes galba	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Luthrodes	galba	species	(Lederer, 1855)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	Lycaena alciphron	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	alciphron	species	(Rottemburg, 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6	eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6	Lycaena bleusei	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	bleusei	species	(Oberthür, 1884)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	Lycaena candens	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	candens	species	(Herrich-Schäffer, 1844)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:110ba8331f7bb61ce0d43dc691fb5470	eurobutt-checklist:taxon:110ba8331f7bb61ce0d43dc691fb5470	Lycaena dimorpha	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	dimorpha	species	(Staudinger, 1881)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	Lycaena dispar	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	dispar	species	([Haworth], 1802)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	Lycaena helle	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	helle	species	([Denis & Schiffermüller], 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	Lycaena hippothoe	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	hippothoe	species	(Linnaeus, 1760)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:da56ee57ec262f7f2590189c4856c8e7	eurobutt-checklist:taxon:da56ee57ec262f7f2590189c4856c8e7	Lycaena ottomana	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	ottomana	species	(Lefèbvre, 1831)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:976bee108c08139329270cfbefe153ab	eurobutt-checklist:taxon:976bee108c08139329270cfbefe153ab	Lycaena phlaeas	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	phlaeas	species	(Linnaeus, 1760)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:8bb88f50dc528d0e8a1cdad6e360bb9a	eurobutt-checklist:taxon:8bb88f50dc528d0e8a1cdad6e360bb9a	Lycaena thersamon	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	thersamon	species	(Esper, 1784)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:10662b3a93b6811636c9835db4e617f4	eurobutt-checklist:taxon:10662b3a93b6811636c9835db4e617f4	Lycaena thetis	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	thetis	species	Klug, 1834	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:f557231bfab98e0abba8063caecbb744	eurobutt-checklist:taxon:f557231bfab98e0abba8063caecbb744	Lycaena tityrus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	tityrus	species	(Poda, 1761)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:fc6f09f84ca63fc3641a7294fba16936	eurobutt-checklist:taxon:fc6f09f84ca63fc3641a7294fba16936	Lycaena virgaureae	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lycaena	virgaureae	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:21647e40c1fc022485f3ac2eab0ef6cf	eurobutt-checklist:taxon:21647e40c1fc022485f3ac2eab0ef6cf	Lysandra albicans	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	albicans	species	(Gerhard, 1851)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:084c6a6a78e2a6a4016ee1828dec21fa	eurobutt-checklist:taxon:084c6a6a78e2a6a4016ee1828dec21fa	Lysandra bellargus	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	bellargus	species	(Rottemburg, 1775)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:57232e7d72a48cea019acfbd5240995d	eurobutt-checklist:taxon:57232e7d72a48cea019acfbd5240995d	Lysandra caelestissima	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	caelestissima	species	(Verity, 1921)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:abc7d5ebb4537d1537de2da20c8ba100	eurobutt-checklist:taxon:abc7d5ebb4537d1537de2da20c8ba100	Lysandra coridon	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	coridon	species	(Poda, 1761)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:99e5762c3eb6e77422cbfeda2cf9ce4f	eurobutt-checklist:taxon:99e5762c3eb6e77422cbfeda2cf9ce4f	Lysandra corydonius	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	corydonius	species	(Herrich-Schäffer, 1852)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb	eurobutt-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb	Lysandra hispana	Animalia	Arthropoda	Insecta	Lepidoptera	Lycaenidae	Lysandra	hispana	species	(Herrich-Schäffer, 1851)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:022bef15c52ace84a23ef10f087d68a0	eurobutt-checklist:taxon:022bef15c52ace84a23ef10f087d68a0	Maniola chia	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	chia	species	Thomson, 1987	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:ebe806f8f90840b7ce2d0162484714b1	eurobutt-checklist:taxon:ebe806f8f90840b7ce2d0162484714b1	Maniola cypricola	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	cypricola	species	(Graves, 1928)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:6aa31b63359f564f9309ea6c0bf64eda	eurobutt-checklist:taxon:6aa31b63359f564f9309ea6c0bf64eda	Maniola halicarnassus	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	halicarnassus	species	Thomson, 1990	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:10a6e59ec3e602af632c4e22eb9c70a4	eurobutt-checklist:taxon:10a6e59ec3e602af632c4e22eb9c70a4	Maniola jurtina	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	jurtina	species	(Linnaeus, 1758)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
eurobutt-checklist:taxon:76d764a810bbd8fc9a8095eef52c1a8f	eurobutt-checklist:taxon:76d764a810bbd8fc9a8095eef52c1a8f	Maniola megala	Animalia	Arthropoda	Insecta	Lepidoptera	Nymphalidae	Maniola	megala	species	(Oberthür, 1909)	ICZN	en	http://creativecommons.org/publicdomain/zero/1.0/	INBO	https://www.inbo.be/en/norms-data-use	https://doi.org/10.15468/ye7whj	National checklists and red lists for European butterflies
