id	locationID	locality	countryCode	occurrenceStatus	threatStatus	source	occurrenceRemarks
eurobutt-checklist:taxon:13901973592eb5b494a600a9476d6289		European Union		present	NA	van Swaay et al. (2010)	In source as 'Chilades galba'
eurobutt-checklist:taxon:13901973592eb5b494a600a9476d6289		Europe		present	NA	van Swaay et al. (2010) | Wiemers et al. (2018)	In source as 'Chilades galba'
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:AD	Andorra	AD	present	NT	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:AL	Albania	AL	present	unknown	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:AT	Austria	AT	present	EN	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:BY	Belarus	BY	present	unknown	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:CH	Switzerland	CH	present	VU	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:CZ	Czech Republic	CZ	present	VU	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:DE	Germany	DE	present	EN	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:DK	Denmark	DK	irregular	NA	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:EE	Estonia	EE	present	LC	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40		European Union		present	NT	van Swaay et al. (2010)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:HU	Hungary	HU	present	NT	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:LI	Liechtenstein	LI	absent		Aistleitner and Aistleitner (1996) | Ulrich Hiermann (pers. comm.)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:LT	Lithuania	LT	present	LC	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:LU	Luxembourg	LU	absent	NA	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:LV	Latvia	LV	present		Aarvik et al. (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:PL	Poland	PL	present	LC	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:RO	Romania	RO	present	VU	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:SI	Slovenia	SI	present	VU	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:SK	Slovakia	SK	present	VU	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:425a7170ed833387137e19c8442e0d40	ISO_3166:UA	Ukraine	UA	present	NT	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:aada6c2e6834d12ff880c4f3582f31e6	ISO_3166:PT	Portugal	PT	present		Garcia-Pereira et al. (2003) | Marabuto and Maravalhas (2008)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:AL	Albania	AL	present	VU	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:GR	Greece	GR	present	LC	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:HR	Croatia	HR	present	LC	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:MK	North Macedonia	MK	present	unknown	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:RO	Romania	RO	absent	DD	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:110ba8331f7bb61ce0d43dc691fb5470		Europe		present		van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:110ba8331f7bb61ce0d43dc691fb5470	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:AL	Albania	AL	present	VU	Anonymous (2013) | Cuvelier et al. (2018) | Micevski et al. (2015) | Šašić et al. (2015) | Verovnik and Popović (2013)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:AT	Austria	AT	present	LC	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:BA	Bosnia and Herzegovina	BA	present	NT	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:BE	Belgium	BE	present	LC	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:BG	Bulgaria	BG	present	LC	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:BY	Belarus	BY	present	LC	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:CH	Switzerland	CH	present	VU	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:CZ	Czech Republic	CZ	present	NE	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:DE	Germany	DE	present	VU	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:DK	Denmark	DK	absent	RE	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:EE	Estonia	EE	present	LC	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:FI	Finland	FI	present	NT	Kaitila et al. (2010) | Aarvik et al. (2017) | Saarinen and Jantunen (2013)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:GB	United Kingdom	GB	absent	RE		
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:GR	Greece	GR	present	VU	Legakis and Maragou (2009) | Pamperis (2009) | Coutsis and Bozano (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:HR	Croatia	HR	present	NT	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:HU	Hungary	HU	present	LC	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:LT	Lithuania	LT	present	NT	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:LU	Luxembourg	LU	present	LC	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:LV	Latvia	LV	present		Aarvik et al. (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:MD	Moldova	MD	present		Korb and Bolshakov (2016) | Mølgaard (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:ME	Montenegro	ME	present		Franeta (2018) | Švara et al. (2015)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:MK	North Macedonia	MK	present	VU	Krpač and Darcemont (2011) | Micevski and Micevski (2017)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:NL	Netherlands	NL	present	CR	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:PL	Poland	PL	present	LC	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:RO	Romania	RO	present	VU	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:RS	Serbia	RS	present	LC	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:SI	Slovenia	SI	present	VU	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:SK	Slovakia	SK	present	LC	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0	ISO_3166:UA	Ukraine	UA	present	LC	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:AD	Andorra	AD	present	unknown	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:AT	Austria	AT	present	CR	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:BE	Belgium	BE	present	VU	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:BG	Bulgaria	BG	present	EN	Hristova and Beshkov (2017) | Kolev (2017) | Kolev and Shtinkov (2016) | Kolev and Tsvetanov (2018) | Langourov and Simov (2014)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:BY	Belarus	BY	present	VU	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:CH	Switzerland	CH	present	VU	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:CZ	Czech Republic	CZ	present	CR	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:DE	Germany	DE	present	EN	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:EE	Estonia	EE	absent	NA	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:ES	Spain	ES	present	EN	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860		European Union		present	LC	van Swaay et al. (2010)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860		Europe		present	EN	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:FI	Finland	FI	present	EN	Kaitila et al. (2010) | Aarvik et al. (2017) | Saarinen and Jantunen (2013)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:FR	France	FR	present	NT	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:HU	Hungary	HU	absent		Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:IT	Italy	IT	absent	RE	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:LT	Lithuania	LT	present	EN	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:LU	Luxembourg	LU	present	NT	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:NO	Norway	NO	present	VU	Henriksen and Hilmo (2015) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:PL	Poland	PL	present	VU	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:RO	Romania	RO	present	CR	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:RS	Serbia	RS	present	CR	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:SE	Sweden	SE	present	EN	Ahrné et al. (2015)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:SK	Slovakia	SK	absent	RE	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
eurobutt-checklist:taxon:13ab84a4e7e7b70b898265d35c610860	ISO_3166:UA	Ukraine	UA	present	VU	Serhiy Popov and Yurii Geryak (pers. comm.) | Korb and Bolshakov (2016) | Nekrutenko and Tshikolovets (2005)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:AD	Andorra	AD	present	NT	Dantart and Jubany (2012)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:AT	Austria	AT	present	NT	Höttinger and Pennerstorfer (2005) | Zulka et al. (2003) | Huemer (2013) | Huemer and Wiesmair (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:BA	Bosnia and Herzegovina	BA	present	LC	Đug (2013) | Koren and Kulijer (2016) | Lelo (2016)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:BE	Belgium	BE	present	VU	Fichefet et al. (2008) | Maes et al. (2012)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:BY	Belarus	BY	present	unknown	Kulak and Yakovlev (2018) | Korb and Bolshakov (2016)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:CH	Switzerland	CH	present	LC	Wermeille et al. (2014) | Sonderegger (2005) | SwissLepTeam (2010)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:CZ	Czech Republic	CZ	present	NT	Beneš and Konvička (2017) | Alois Pavlíčko and Zdeněk Faltýnek Fric (pers. comm.)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:DE	Germany	DE	present	VU	Reinhardt and Bolz (2011)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:DK	Denmark	DK	present	VU	Wind and Pihl (2004) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:EE	Estonia	EE	present	LC	Anu Tiitsaar (pers.comm.) | Aarvik et al. (2017) | Õunap and Tartes (2014)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:ES	Spain	ES	present	NE	Verdú and Galante (2009) | Verdú et al. (2011) | García-Barros et al. (2013) | Monasterio León et al. (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4		European Union		present	NT	van Swaay et al. (2010)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4		Europe		present	LC	van Swaay et al. (2010) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:FI	Finland	FI	present	NT	Kaitila et al. (2010) | Aarvik et al. (2017) | Saarinen and Jantunen (2013)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:FR	France	FR	present	LC	UICN France et al. (2012) | Lafranchis et al. (2015)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:HR	Croatia	HR	present	NT	Šašić et al. (2015) | Šašić and Mihoci (2011)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:HU	Hungary	HU	present	EN	Ádám Kőrösi & Ádám Gór (pers. comm.) | Gergely et al. (2017) | Sáfián et al. (2012) | Varga (2012)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	In source as 'Lycaena eurydame'
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:IT	Italy	IT	present	LC	Bonelli et al. (2018) | Balletto et al. (2014)	In source as 'Lycaena italica'
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:LI	Liechtenstein	LI	present		Aistleitner and Aistleitner (1996) | Ulrich Hiermann (pers. comm.)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:LT	Lithuania	LT	present	LC	Rašomavičius (2007) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:LU	Luxembourg	LU	present	CR	Mestdagh et al. (in press)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:LV	Latvia	LV	present		Aarvik et al. (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:NL	Netherlands	NL	absent	RE	Bos et al. (2006) | Kuchlein and de Vos (1999) | van Swaay (2018)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:NO	Norway	NO	present	LC	Henriksen and Hilmo (2015) | Aarvik et al. (2017)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:PL	Poland	PL	present	NT	Buszko and Nowacki (2002) | Buszko and Sielezniew (pers. comm.) | Buszko and Masłowski (2015)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:RO	Romania	RO	present	VU	Rákosy (2013) | Vlad Dincă (pers. comm.) | Korb and Bolshakov (2016) | Székely (2008) | Wiemers et al. (2018)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:RS	Serbia	RS	present	DD	Jakšić (2003) | Popović et al. (2017) | Popović and Verovnik (2018)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:RU	Russia	RU	present		Danilov-Danilian (2001) | Iliashenko and Iliashenko (2000) | Rudi Verovnik (pers. comm.) | Tatarinov and Gorbunov (2014) | Tshikolovets (2011) | Tuzov (1997) | Tuzov (2000)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:SE	Sweden	SE	present	NT	Ahrné et al. (2015)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:SI	Slovenia	SI	present	VU	Anonymous (2002) | Verovnik et al. (2012)	
eurobutt-checklist:taxon:f830b59e6585ffee5d6df8f67ac694a4	ISO_3166:SK	Slovakia	SK	present	LC	Hernik Kalivoda (pers. comm.) | Pastorális et al. (2013)	
