Site,Period,Habitat.EUNIS,Flower.species,Inflorescence.Type.counted,Floral.abundance,Country,Time..s.,Distance..m.,Weighted.floral.ab
FR_V18,B,semi.natural.grass,Trifolium.dubium,flower.head,200,FR,5233,728.0189204,14560.378407999999
FR_V18,B,semi.natural.grass,Trifolium.repens,flower.head,119.55555555555556,FR,5233,728.0189204,8703.870648337777
FR_V18,B,semi.natural.grass,Vicia.sp,single.flower,1,FR,5233,728.0189204,72.80189204
FR_V18,C,Intensive.unmixed.crops,Brassica.napus,single.flower,4,FR,6963,967.0833335,386.8333334
FR_V18,C,Intensive.unmixed.crops,Glycine.max,single.flower,75,FR,6963,967.0833335,7253.1250012499995
FR_V18,C,Intensive.unmixed.crops,Kickxia.elatine,single.flower,69,FR,6963,967.0833335,6672.87500115
FR_V18,C,Intensive.unmixed.crops,Kickxia.spuria,single.flower,5,FR,6963,967.0833335,483.54166675
FR_V18,C,Intensive.unmixed.crops,Persicaria.maculosa,flower.head,20.5,FR,6963,967.0833335,1982.5208336749997
FR_V18,C,Intensive.unmixed.crops,Viola.sp,single.flower,9.333333333333334,FR,6963,967.0833335,902.6111112666667
FR_V18,C,Permanent.non.tidal.smooth.flowing.watercourses,Potentilla.reptans,single.flower,3,FR,139,19.30555556,5.7916666679999995
FR_V18,C,Permanent.non.tidal.smooth.flowing.watercourses,Trifolium.repens,flower.head,16,FR,139,19.30555556,30.888888895999997
FR_V18,C,semi.natural.grass,Dipsacus.fullonum,flower.head,16,FR,98,13.61111111,21.777777776
FR_V18,C,semi.natural.grass,Hypericum.perforatum,single.flower,10,FR,98,13.61111111,13.61111111
FR_V18,C,semi.natural.grass,Lysimachia.vulgaris,single.flower,28,FR,98,13.61111111,38.111111108
FR_V18,C,semi.natural.grass,Torilis.arvensis,umbel,15,FR,98,13.61111111,20.416666665
FR_VAU,A,Highly.artificial.broadleaved.deciduous.forestry.plantations,Crataegus.sp,single.flower,1500,FR,525,72.86606523,10929.909784500001
FR_VAU,A,Highly.artificial.broadleaved.deciduous.forestry.plantations,Glechoma.hederacea,single.flower,12,FR,525,72.86606523,87.43927827600001
FR_VAU,A,Highly.artificial.broadleaved.deciduous.forestry.plantations,Taraxacum.officinale,capitulum,1,FR,525,72.86606523,7.286606523000001
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Crataegus.sp,single.flower,350,FR,1800,249.8265094,8743.927829
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Glechoma.hederacea,single.flower,35,FR,1800,249.8265094,874.3927829
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Malus.sp,single.flower,250,FR,1800,249.8265094,6245.662735
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Plantago.lanceolata,flower.head,6,FR,1800,249.8265094,149.89590564
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Ranunculus.acris,single.flower,9,FR,1800,249.8265094,224.84385846
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Spartium.junceum,single.flower,250,FR,1800,249.8265094,6245.662735
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Veronica.arvensis,single.flower,3,FR,1800,249.8265094,74.94795282
FR_VAU,A,Low.and.medium.altitude.hay.meadows,Vicia.sp,single.flower,1,FR,1800,249.8265094,24.98265094
FR_VAU,A,Park.lawns,Bellis.perennis,capitulum,48,FR,1005,139.4864677,669.5350449599999
FR_VAU,A,Park.lawns,Geranium.molle,single.flower,8,FR,1005,139.4864677,111.58917416
FR_VAU,A,Park.lawns,Medicago.arabica,flower.head,16,FR,1005,139.4864677,223.17834832
FR_VAU,A,Park.lawns,Myosotis.sp,cyme,450,FR,1005,139.4864677,6276.891046499999
FR_VAU,A,Park.lawns,Veronica.persica,single.flower,3,FR,1005,139.4864677,41.845940309999996
FR_VAU,A,Park.lawns,Viburnum.lantana,umbel,18,FR,1005,139.4864677,251.07564186
FR_VAU,A,Permanent.non.tidal.smooth.flowing.watercourses,Glechoma.hederacea,single.flower,9,FR,750,104.0943789,93.68494101
FR_VAU,A,Permanent.non.tidal.smooth.flowing.watercourses,Salix.sp,catkins,16,FR,750,104.0943789,166.55100624
FR_VAU,A,Permanent.non.tidal.smooth.flowing.watercourses,Stellaria.holostea,single.flower,42,FR,750,104.0943789,437.19639138
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Bellis.perennis,capitulum,21.5,FR,3125,433.7265788,932.51214442
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Borago.officinalis,single.flower,1,FR,3125,433.7265788,43.372657880000006
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Erodium.cicutarium,single.flower,2,FR,3125,433.7265788,86.74531576000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Euphorbia.sp,flower.head,72,FR,3125,433.7265788,3122.83136736
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Fragaria.sp,single.flower,7,FR,3125,433.7265788,303.60860516
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Hyacinthoides.sp,single.flower,6,FR,3125,433.7265788,260.23594728
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Hydrangea.arborescens,flower.head,150,FR,3125,433.7265788,6505.898682000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Malus.sp,single.flower,200,FR,3125,433.7265788,8674.531576000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Muscari.comosum,flower.head,4,FR,3125,433.7265788,173.49063152000002
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Muscari.neglectum,flower.head,23,FR,3125,433.7265788,997.5711312400001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Primula.vulgaris,single.flower,6,FR,3125,433.7265788,260.23594728
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Prunus.laurocerasus,flower.head,4,FR,3125,433.7265788,173.49063152000002
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Senecio.vulgaris,capitulum,140.5,FR,3125,433.7265788,6093.85843214
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Spiraea.sp,flower.head,150,FR,3125,433.7265788,6505.898682000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Syringia.vulgaris,flower.head,150,FR,3125,433.7265788,6505.898682000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Taraxacum.officinale,capitulum,7.333333333333333,FR,3125,433.7265788,318.0661577866667
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Tulipa.sp,single.flower,4,FR,3125,433.7265788,173.49063152000002
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Valerianella.locusta,umbel,150,FR,3125,433.7265788,6505.898682000001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Veronica.persica,single.flower,23,FR,3125,433.7265788,997.5711312400001
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Viola.sp,single.flower,1,FR,3125,433.7265788,43.372657880000006
FR_VAU,A,Small.scale.ornamental.and.domestic.garden.areas,Wisteria.sinensis,single.flower,1500,FR,3125,433.7265788,65058.986820000006
FR_VAU,B,Highly.artificial.broadleaved.deciduous.forestry.plantations,Ranunculus.auricomus,single.flower,10,FR,526,73.05555556,73.05555556
FR_VAU,B,Low.and.medium.altitude.hay.meadows,Ajuga.reptans,single.flower,12,FR,1824,253.3333334,304.00000007999995
FR_VAU,B,Low.and.medium.altitude.hay.meadows,Geum.urbanum,single.flower,32,FR,1824,253.3333334,810.66666688
FR_VAU,B,Low.and.medium.altitude.hay.meadows,Medicago.arabica,flower.head,56,FR,1824,253.3333334,1418.66666704
FR_VAU,B,Low.and.medium.altitude.hay.meadows,Ranunculus.acris,single.flower,31.333333333333336,FR,1824,253.3333334,793.7777779866667
FR_VAU,B,Low.and.medium.altitude.hay.meadows,Vicia.sativa,single.flower,1,FR,1824,253.3333334,25.33333334
FR_VAU,B,Park.lawns,Bellis.perennis,capitulum,12,FR,1020,141.6666667,170.00000004
FR_VAU,B,Park.lawns,Capsella.bursa-pastoris,single.flower,7,FR,1020,141.6666667,99.16666669000001
FR_VAU,B,Park.lawns,Geranium.molle,single.flower,36.5,FR,1020,141.6666667,517.083333455
FR_VAU,B,Park.lawns,Geranium.pusillum,single.flower,1,FR,1020,141.6666667,14.166666670000001
FR_VAU,B,Park.lawns,Medicago.lupulina,flower.head,2,FR,1020,141.6666667,28.333333340000003
FR_VAU,B,Park.lawns,Myosotis.sp,cyme,15.5,FR,1020,141.6666667,219.583333385
FR_VAU,B,Park.lawns,Ranunculus.sp,single.flower,2,FR,1020,141.6666667,28.333333340000003
FR_VAU,B,Park.lawns,Trifolium.repens,flower.head,50,FR,1020,141.6666667,708.3333335
FR_VAU,B,Park.lawns,Veronica.arvensis,single.flower,87,FR,1020,141.6666667,1232.5000002900001
FR_VAU,B,Park.lawns,Veronica.persica,single.flower,4,FR,1020,141.6666667,56.666666680000006
FR_VAU,B,Permanent.non.tidal.smooth.flowing.watercourses,Chelidonium.majus,single.flower,36,FR,590,81.94444444,294.999999984
FR_VAU,B,Permanent.non.tidal.smooth.flowing.watercourses,Galium.aparine,cyme,12,FR,590,81.94444444,98.33333332800001
FR_VAU,B,Permanent.non.tidal.smooth.flowing.watercourses,Veronica.chamaedrys,single.flower,9,FR,590,81.94444444,73.749999996
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Allium.sp,flower.head,48.5,FR,3240,450,2182.5
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Bellis.perennis,capitulum,22.5,FR,3240,450,1012.5
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Borago.officinalis,single.flower,43,FR,3240,450,1935
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Cerastium.sp,single.flower,2,FR,3240,450,90
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Chelidonium.majus,single.flower,1,FR,3240,450,45
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Crepis.sp,capitulum,4.5,FR,3240,450,202.5
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Erodium.cicutarium,single.flower,32,FR,3240,450,1440
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Eschscholzia.californica,single.flower,37,FR,3240,450,1665
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Galium.aparine,cyme,10,FR,3240,450,450
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Geranium.molle,single.flower,22,FR,3240,450,990
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Geranium.pusillum,single.flower,27,FR,3240,450,1215
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Geranium.robertianum,single.flower,2,FR,3240,450,90
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Hieracium.sp,capitulum,31,FR,3240,450,1395
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Lapsana.communis,capitulum,5,FR,3240,450,225
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Lysimachia.arvensis,single.flower,2,FR,3240,450,90
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Medicago.arabica,flower.head,6,FR,3240,450,270
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Medicago.lupulina,flower.head,44,FR,3240,450,1980
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Myosotis.sp,cyme,9,FR,3240,450,405
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Papaver.rhoeas,single.flower,1,FR,3240,450,45
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Photinia.serrulata,umbel,150,FR,3240,450,6750
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Pyracantha.sp,highbush,250,FR,3240,450,11250
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Ranunculus.acris,single.flower,32,FR,3240,450,1440
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Ranunculus.sp,single.flower,9,FR,3240,450,405
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Senecio.vulgaris,capitulum,10,FR,3240,450,450
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Stellaria.media,single.flower,6,FR,3240,450,270
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Veronica.arvensis,single.flower,7.5,FR,3240,450,337.5
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Veronica.persica,single.flower,2,FR,3240,450,90
FR_VAU,B,Small.scale.ornamental.and.domestic.garden.areas,Viburnum.lantana,umbel,45,FR,3240,450,2025
FR_VAU,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Cirsium.vulgare,capitulum,6,FR,615,85.3573907,51.214434419999996
FR_VAU,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Epilobium.parviflorum,single.flower,2,FR,615,85.3573907,17.07147814
FR_VAU,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Epipactis.helleborine,single.flower,67,FR,615,85.3573907,571.8945176899999
FR_VAU,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Geum.urbanum,single.flower,1,FR,615,85.3573907,8.53573907
FR_VAU,C,Highly.artificial.broadleaved.deciduous.forestry.plantations,Hypericum.perforatum,single.flower,28.5,FR,615,85.3573907,243.268563495
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Crepis.sp,capitulum,41,FR,1969,273.2824427,1120.4580150699999
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Hypochaeris.sp,capitulum,68,FR,1969,273.2824427,1858.3206103599998
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Lotus.corniculatus,flower.head,72,FR,1969,273.2824427,1967.63358744
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Plantago.lanceolata,flower.head,18,FR,1969,273.2824427,491.90839686
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Prunella.vulgaris,flower.head,2,FR,1969,273.2824427,54.65648854
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Rumex.conglomeratus,flower.head,32,FR,1969,273.2824427,874.50381664
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Tragopogon.pratensis,capitulum,1,FR,1969,273.2824427,27.32824427
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Trifolium.arvense,flower.head,2,FR,1969,273.2824427,54.65648854
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Trifolium.pratense,flower.head,26,FR,1969,273.2824427,710.5343510199999
FR_VAU,C,Low.and.medium.altitude.hay.meadows,Trifolium.repens,flower.head,1,FR,1969,273.2824427,27.32824427
FR_VAU,C,Park.lawns,Arenaria.serpyllifolia,flower.head,3,FR,873,121.165857,36.3497571
FR_VAU,C,Park.lawns,Bellis.perennis,capitulum,6,FR,873,121.165857,72.6995142
FR_VAU,C,Park.lawns,Crepis.sp,capitulum,67,FR,873,121.165857,811.8112419
FR_VAU,C,Park.lawns,Geranium.molle,single.flower,9,FR,873,121.165857,109.04927130000002
FR_VAU,C,Park.lawns,Hypochaeris.sp,capitulum,3,FR,873,121.165857,36.3497571
FR_VAU,C,Park.lawns,Medicago.lupulina,flower.head,1,FR,873,121.165857,12.1165857
FR_VAU,C,Park.lawns,Plantago.lanceolata,flower.head,16,FR,873,121.165857,193.8653712
FR_VAU,C,Park.lawns,Trifolium.repens,flower.head,5,FR,873,121.165857,60.5829285
FR_VAU,C,Permanent.non.tidal.smooth.flowing.watercourses,Convolvulus.sepium,single.flower,5,FR,508,70.50659264,35.25329632
FR_VAU,C,Permanent.non.tidal.smooth.flowing.watercourses,Daucus.carota,umbel,3,FR,508,70.50659264,21.151977791999997
FR_VAU,C,Permanent.non.tidal.smooth.flowing.watercourses,Lythrum.salicaria,single.flower,59,FR,508,70.50659264,415.98889657599995
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Achillea.millefolium,umbel,2,FR,3240,449.6877169,89.93754338
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Agrimonia.eupatoria,single.flower,36,FR,3240,449.6877169,1618.87578084
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Borago.officinalis,single.flower,25,FR,3240,449.6877169,1124.21929225
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Calendula.arvensis,capitulum,1,FR,3240,449.6877169,44.96877169
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Cerastium.sp,single.flower,1,FR,3240,449.6877169,44.96877169
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Convolvulus.arvensis,single.flower,6,FR,3240,449.6877169,269.81263014
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Crepis.capillaris,capitulum,10.5,FR,3240,449.6877169,472.172102745
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Cyanus.segetum,capitulum,12,FR,3240,449.6877169,539.62526028
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Daucus.carota,umbel,11,FR,3240,449.6877169,494.65648859000004
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Geranium.dissectum,single.flower,4,FR,3240,449.6877169,179.87508676
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Hibiscus.sp,single.flower,21,FR,3240,449.6877169,944.34420549
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Hypochaeris.sp,capitulum,4.6,FR,3240,449.6877169,206.856349774
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Lavandula.sp,flower.head,39,FR,3240,449.6877169,1753.7820959100002
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Lysimachia.arvensis,single.flower,2,FR,3240,449.6877169,89.93754338
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Medicago.lupulina,flower.head,44.25,FR,3240,449.6877169,1989.8681472824999
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Mercurialis.annua,flower.head,12,FR,3240,449.6877169,539.62526028
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Myosotis.sp,cyme,5,FR,3240,449.6877169,224.84385845000003
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Papaver.rhoeas,single.flower,6.25,FR,3240,449.6877169,281.0548230625
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Plantago.lanceolata,flower.head,26.5,FR,3240,449.6877169,1191.672449785
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Potentilla.reptans,single.flower,3,FR,3240,449.6877169,134.90631507
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Prunella.vulgaris,flower.head,200,FR,3240,449.6877169,8993.754338
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Sherardia.arvensis,flower.head,68,FR,3240,449.6877169,3057.87647492
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Sinapis.sp,single.flower,36,FR,3240,449.6877169,1618.87578084
FR_VAU,C,Small.scale.ornamental.and.domestic.garden.areas,Torilis.arvensis,umbel,22,FR,3240,449.6877169,989.3129771800001
FR_VDI,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Ficaria.verna,single.flower,2,FR,225,31.25,6.25
FR_VDI,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Primula.vulgaris,single.flower,5,FR,225,31.25,15.625
FR_VDI,A,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Taraxacum.officinale,capitulum,1,FR,225,31.25,3.125
FR_VDI,A,Park.lawns,Arabidopsis.thaliana,flower.head,4,FR,5220,725,290
FR_VDI,A,Park.lawns,Bellis.perennis,capitulum,113.66666666666667,FR,5220,725,8240.833333333334
FR_VDI,A,Park.lawns,Cerastium.glomeratum,single.flower,3,FR,5220,725,217.5
FR_VDI,A,Park.lawns,Cydonia.oblonga,single.flower,250,FR,5220,725,18125
FR_VDI,A,Park.lawns,Dasiphora.fruticosa,single.flower,13,FR,5220,725,942.5
FR_VDI,A,Park.lawns,Erodium.cicutarium,single.flower,91,FR,5220,725,6597.5
FR_VDI,A,Park.lawns,Prunus.mahaleb,single.flower,19,FR,5220,725,1377.5
FR_VDI,A,Park.lawns,Prunus.serrulata,single.flower,18,FR,5220,725,1305
FR_VDI,A,Park.lawns,Prunus.sp,single.flower,1500,FR,5220,725,108750
FR_VDI,A,Park.lawns,Ranunculus.repens,single.flower,2,FR,5220,725,145
FR_VDI,A,Park.lawns,Stellaria.media,single.flower,2,FR,5220,725,145
FR_VDI,A,Park.lawns,Taraxacum.officinale,capitulum,12,FR,5220,725,870
FR_VDI,A,Park.lawns,Veronica.arvensis,single.flower,13,FR,5220,725,942.5
FR_VDI,A,Park.lawns,Veronica.persica,single.flower,10,FR,5220,725,725
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Arabidopsis.thaliana,flower.head,10,FR,1755,243.75,243.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Bellis.perennis,capitulum,78.6,FR,1755,243.75,1915.875
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Euphorbia.exigua,flower.head,10,FR,1755,243.75,243.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Lamium.purpureum,single.flower,46.75,FR,1755,243.75,1139.53125
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Myosotis.sp,cyme,27.5,FR,1755,243.75,670.3125
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Primula.vulgaris,single.flower,2,FR,1755,243.75,48.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Prunus.avium,single.flower,50,FR,1755,243.75,1218.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Senecio.vulgaris,capitulum,2,FR,1755,243.75,48.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Syringia.vulgaris,flower.head,46,FR,1755,243.75,1121.25
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Taraxacum.officinale,capitulum,4.8,FR,1755,243.75,117
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Veronica.arvensis,single.flower,24.4,FR,1755,243.75,594.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Veronica.persica,single.flower,12.666666666666666,FR,1755,243.75,308.75
FR_VDI,A,Small.scale.ornamental.and.domestic.garden.areas,Viola.sp,single.flower,1,FR,1755,243.75,24.375
FR_VDI,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Anthriscus.sylvestris,umbel,35,FR,418,58.05555556,203.19444446
FR_VDI,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Galium.aparine,cyme,4.5,FR,418,58.05555556,26.125000002
FR_VDI,B,Meso.and.eutrophic.Quercus.Carpinus.Fraxinus.Acer.Tilia.Ulmus.and.related.woodland,Geum.urbanum,single.flower,2,FR,418,58.05555556,11.611111112
FR_VDI,B,Park.lawns,Arenaria.serpyllifolia,flower.head,12,FR,4980,691.6666668,830.0000001600001
FR_VDI,B,Park.lawns,Bellis.perennis,capitulum,42.44444444444444,FR,4980,691.6666668,2935.7407413066667
FR_VDI,B,Park.lawns,Calendula.sp,capitulum,3,FR,4980,691.6666668,207.50000004000003
FR_VDI,B,Park.lawns,Cerastium.sp,single.flower,1,FR,4980,691.6666668,69.16666668
FR_VDI,B,Park.lawns,Geranium.molle,single.flower,2,FR,4980,691.6666668,138.33333336
FR_VDI,B,Park.lawns,Linum.usitatissimum,single.flower,16,FR,4980,691.6666668,1106.66666688
FR_VDI,B,Park.lawns,Medicago.arabica,flower.head,11,FR,4980,691.6666668,760.8333334800001
FR_VDI,B,Park.lawns,Medicago.lupulina,flower.head,14,FR,4980,691.6666668,968.3333335200001
FR_VDI,B,Park.lawns,Plantago.major,flower.head,150,FR,4980,691.6666668,10375.000002
FR_VDI,B,Park.lawns,Pyracantha.sp,highbush,55,FR,4980,691.6666668,3804.1666674
FR_VDI,B,Park.lawns,Rosa.sp,single.flower,11,FR,4980,691.6666668,760.8333334800001
FR_VDI,B,Park.lawns,Veronica.arvensis,single.flower,11.666666666666666,FR,4980,691.6666668,806.9444446
FR_VDI,B,Park.lawns,Veronica.persica,single.flower,2,FR,4980,691.6666668,138.33333336
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Allium.schoenoprasum,flower.head,4,FR,1802,250.2777778,100.11111112
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Bellis.perennis,capitulum,43.333333333333336,FR,1802,250.2777778,1084.5370371333333
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Cerastium.sp,single.flower,5,FR,1802,250.2777778,125.13888890000001
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Geranium.molle,single.flower,4,FR,1802,250.2777778,100.11111112
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Medicago.lupulina,flower.head,43,FR,1802,250.2777778,1076.19444454
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Myosotis.sp,cyme,17,FR,1802,250.2777778,425.47222226
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Pyracantha.sp,highbush,250,FR,1802,250.2777778,6256.944444999999
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Ranunculus.acris,single.flower,13,FR,1802,250.2777778,325.36111114
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Rosa.sp,single.flower,10,FR,1802,250.2777778,250.27777780000002
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Rubus.idaeus,single.flower,150,FR,1802,250.2777778,3754.166667
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Salvia.sp,single.flower,57,FR,1802,250.2777778,1426.58333346
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Scandix.pecten-veneris,umbel,9,FR,1802,250.2777778,225.25000002000002
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Thymus.sp,single.flower,825,FR,1802,250.2777778,20647.916668500002
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Trifolium.dubium,flower.head,150,FR,1802,250.2777778,3754.166667
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Valerianella.locusta,umbel,3,FR,1802,250.2777778,75.08333334
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Veronica.arvensis,single.flower,12,FR,1802,250.2777778,300.33333336
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Veronica.persica,single.flower,8,FR,1802,250.2777778,200.22222224
FR_VDI,B,Small.scale.ornamental.and.domestic.garden.areas,Vicia.sp,single.flower,1,FR,1802,250.2777778,25.02777778
FR_VDI,C,Park.lawns,Achillea.millefolium,umbel,150,FR,5161,720.7093982,10810.640973
FR_VDI,C,Park.lawns,Anthemis.arvensis,capitulum,16,FR,5161,720.7093982,1153.13503712
FR_VDI,C,Park.lawns,Bellis.perennis,capitulum,3.5,FR,5161,720.7093982,252.24828937
FR_VDI,C,Park.lawns,Coronilla.varia,flower.head,10,FR,5161,720.7093982,720.7093982
FR_VDI,C,Park.lawns,Cota.tinctoria,capitulum,4,FR,5161,720.7093982,288.28375928
FR_VDI,C,Park.lawns,Crepis.sp,capitulum,2,FR,5161,720.7093982,144.14187964
FR_VDI,C,Park.lawns,Cyanus.segetum,capitulum,1,FR,5161,720.7093982,72.07093982
FR_VDI,C,Park.lawns,Daucus.carota,umbel,26,FR,5161,720.7093982,1873.84443532
FR_VDI,C,Park.lawns,Geranium.dissectum,single.flower,1,FR,5161,720.7093982,72.07093982
