network_ID,network_subsample,interaction_ID,animal-order,animal-family,animal-group,plant-family,animal,plant,animal_sex,real_pollinator,number of records,animal_identification,plant_identification
12,2,355,Diptera,Tachinidae,Phasiinae,Apiaceae,Eriothrix_sp1,Heracleum_sphondylium,,1,1,Petr Heřman,Jiří Hadrava
13,1,356,Hymenoptera,Apidae,,Apiaceae,Apis_mellifera,Heracleum_sphondylium,,1,2,Jiří Hadrava,Jiří Hadrava
13,1,357,Hymenoptera,Colletidae,,Apiaceae,Hylaeus_communis,Heracleum_sphondylium,,1,1,Jakub Straka,Jiří Hadrava
13,1,358,Coleoptera,Cantharididae,,Apiaceae,Rhagonycha_fulva,Heracleum_sphondylium,,1,2,Ondřej Kouklík,Jiří Hadrava
13,1,359,Hymenoptera,Apidae,,Fabaceae,Apis_mellifera,Trifolium_repens,,1,2,Jiří Hadrava,Jiří Hadrava
13,1,360,Hymenoptera,Apidae,,Geraniaceae,Apis_mellifera,Geranium_pratense,,1,2,Jiří Hadrava,Jiří Hadrava
13,1,361,Hemiptera,Miridae,,Rosaceae,Lygus_gemellatus,Sanguisorba_officinalis,,0,1,"Petra Křížková, Jitka Vilímová",Jiří Hadrava
13,1,362,Lepidoptera,Hesperiidae,,Asteraceae,Thymelicus_sylvestris,Crepis_biennis,,1,1,Jiří Hadrava,Jiří Hadrava
13,1,363,Hemiptera,Miridae,,Rosaceae,Miridae_sp1,Sanguisorba_officinalis,,0,1,Jiří Hadrava,Jiří Hadrava
13,1,364,Diptera,Syrphidae,Sphaerophorini,Rosaceae,Episyrphus_balteatus,Sanguisorba_officinalis,,0,1,Jiří Hadrava,Jiří Hadrava
13,1,365,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Achillea_millefolium,f,1,1,Jiří Hadrava,Jiří Hadrava
13,1,366,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_interruptus,Achillea_millefolium,f,1,1,Jiří Hadrava,Jiří Hadrava
13,1,367,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
13,1,368,Diptera,Calliphoridae,,Asteraceae,Lucilia_silvarum,Achillea_millefolium,f,1,1,Hana Šuláková,Jiří Hadrava
13,2,369,Hymenoptera,Apidae,,Geraniaceae,Apis_mellifera,Geranium_pratense,,1,12,Jiří Hadrava,Jiří Hadrava
13,2,370,Lepidoptera,Hesperiidae,,Fabaceae,Thymelicus_sylvestris,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
13,2,371,Hymenoptera,Apidae,,Fabaceae,Apis_mellifera,Trifolium_hybridum,,1,2,Jiří Hadrava,Jiří Hadrava
13,2,372,Orthoptera,Acrididae,,Asteraceae,spp_Acrididae,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
13,2,373,Hymenoptera,Andrenidae,,Fabaceae,Andrena_wilkella,Trifolium_pratense,,1,1,Jakub Straka,Jiří Hadrava
13,2,374,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
13,2,375,Diptera,Syrphidae,Syrphini,Geraniaceae,Syrphus_torvus,Geranium_pratense,m,1,1,Jiří Hadrava,Jiří Hadrava
13,2,376,Hymenoptera,Apidae,,Fabaceae,Apis_mellifera,Trifolium_repens,,1,1,Jiří Hadrava,Jiří Hadrava
13,2,377,Diptera,,,Fabaceae,Diptera_sp8,Trifolium_hybridum,,0,1,Jiří Hadrava,Jiří Hadrava
13,2,378,Hymenoptera,Melittidae,,Geraniaceae,Macropis_fulvipes,Geranium_pratense,,1,1,Daniel Benda,Jiří Hadrava
13,2,379,Hymenoptera,Apidae,Bombus,Geraniaceae,Bombus_lapidarius,Geranium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
14,1,380,Diptera,Syrphidae,Sphaerophorini,Dipsacaceae,Sphaerophoria_scripta,Succisa_pratensis,m,1,1,Jiří Hadrava,Jiří Hadrava
14,1,381,Diptera,Muscidae,,Ranunculaceae,Musca_domestica,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
14,1,382,Lepidoptera,Nymphalidae,Satyrinae,Dipsacaceae,Maniola_jurtina,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,1,383,Diptera,Syrphidae,Helophilus,Ranunculaceae,Helophilus_pendulus,Ranunculus_flammula,f,1,1,Jiří Hadrava,Jiří Hadrava
14,1,384,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_napi,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,1,385,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_flammula,f,1,1,Jiří Hadrava,Jiří Hadrava
14,1,386,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
14,1,387,Diptera,Syrphidae,Sphaerophorini,Rosaceae,Sphaerophoria_scripta,Potentilla_erecta,m,1,1,Jiří Hadrava,Jiří Hadrava
14,2,388,Diptera,Muscidae,,Ranunculaceae,Musca_domestica,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
14,2,389,Diptera,Syrphidae,Helophilus,Rosaceae,Helophilus_pendulus,Potentilla_erecta,,1,1,Jiří Hadrava,Jiří Hadrava
14,2,390,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_flammula,m,1,2,Jiří Hadrava,Jiří Hadrava
14,2,391,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_flammula,f,1,1,Jiří Hadrava,Jiří Hadrava
14,2,392,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
14,2,393,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,f,1,1,Jiří Hadrava,Jiří Hadrava
14,2,394,Diptera,Muscidae,,Dipsacaceae,Musca_domestica,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,2,395,Hymenoptera,Apidae,Bombus,Dipsacaceae,Bombus_terrestris,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,3,396,Orthoptera,Acrididae,,Dipsacaceae,spp_Acrididae,Succisa_pratensis,,0,1,Jiří Hadrava,Jiří Hadrava
14,3,397,Diptera,Conopidae,,Dipsacaceae,Conops_quadrifasciatus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,3,398,Lepidoptera,Nymphalidae,Satyrinae,Dipsacaceae,Maniola_jurtina,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,3,399,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Trifolium_repens,,1,3,Jiří Hadrava,Jiří Hadrava
14,3,400,Hymenoptera,Apidae,Bombus,Dipsacaceae,Bombus_lapidarius,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,4,401,Diptera,Syrphidae,Helophilus,Rosaceae,Helophilus_pendulus,Potentilla_erecta,,1,1,Jiří Hadrava,Jiří Hadrava
14,4,402,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_interruptus,Achillea_ptarmica,,1,1,Jiří Hadrava,Jiří Hadrava
14,4,403,Diptera,Syrphidae,Sphaerophorini,Rosaceae,Sphaerophoria_scripta,Potentilla_erecta,m,1,1,Jiří Hadrava,Jiří Hadrava
14,4,404,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_rapae,Succisa_pratensis,,1,3,Jiří Hadrava,Jiří Hadrava
14,4,405,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_tenax,Succisa_pratensis,f,1,1,Jiří Hadrava,Jiří Hadrava
14,4,406,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_interruptus,Succisa_pratensis,f,1,2,Jiří Hadrava,Jiří Hadrava
14,5,407,Hymenoptera,Apidae,Bombus,Dipsacaceae,Bombus_terrestris,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,5,408,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_rapae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,5,409,Hymenoptera,Apidae,Bombus,Dipsacaceae,Bombus_soreensis,Succisa_pratensis,,1,1,"Zdeněk Janovský, Daniel Benda",Jiří Hadrava
14,5,410,Lepidoptera,Nymphalidae,Satyrinae,Dipsacaceae,Maniola_jurtina,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,5,411,Diptera,Syrphidae,Helophilus,Dipsacaceae,Helophilus_pendulus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
14,5,412,Diptera,Syrphidae,Sphaerophorini,Rosaceae,Sphaerophoria_scripta,Potentilla_erecta,m,1,1,Jiří Hadrava,Jiří Hadrava
14,5,413,Diptera,Syrphidae,Melanostomini,Rosaceae,Pyrophaena_granditarsis,Potentilla_erecta,m,1,1,Jiří Hadrava,Jiří Hadrava
14,5,414,Hymenoptera,Colletidae,,Rosaceae,Hylaeus_rinki,Potentilla_erecta,,1,1,Jakub Straka,Jiří Hadrava
14,5,415,Diptera,Syrphidae,Helophilus,Rosaceae,Helophilus_pendulus,Potentilla_erecta,,1,1,Jiří Hadrava,Jiří Hadrava
14,6,416,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,f,1,1,Jiří Hadrava,Jiří Hadrava
14,6,417,Hymenoptera,Apidae,Bombus,Dipsacaceae,Bombus_soreensis,Succisa_pratensis,,1,1,"Zdeněk Janovský, Daniel Benda",Jiří Hadrava
14,6,418,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_tenax,Succisa_pratensis,m,1,1,Jiří Hadrava,Jiří Hadrava
15,1,419,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_interruptus,Succisa_pratensis,f,1,1,Jiří Hadrava,Jiří Hadrava
15,1,420,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_napi,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,1,421,Diptera,Sarcophagidae,,Dipsacaceae,Sarcophaga_carnaria,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,1,422,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_tenax,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,1,423,Diptera,Conopidae,,Dipsacaceae,Conops_quadrifasciatus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,2,424,Diptera,Syrphidae,Helophilus,Dipsacaceae,Helophilus_trivittatus,Succisa_pratensis,,1,2,Jiří Hadrava,Jiří Hadrava
15,2,425,Lepidoptera,Nymphalidae,Nymphalinae,Dipsacaceae,Aglais_urticae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,2,426,Coleoptera,Cantharididae,,Dipsacaceae,Rhagonycha_fulva,Succisa_pratensis,,1,1,Ondřej Kouklík,Jiří Hadrava
15,3,427,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_interruptus,Succisa_pratensis,f,1,1,Jiří Hadrava,Jiří Hadrava
15,3,428,Lepidoptera,Nymphalidae,Satyrinae,Dipsacaceae,Coenonympha_pamphilus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,429,Diptera,Muscidae,,Dipsacaceae,Musca_domestica,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,430,Lepidoptera,Nymphalidae,Satyrinae,Ranunculaceae,Coenonympha_pamphilus,Ranunculus_flammula,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,431,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_napi,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,432,Lepidoptera,Noctuidae,,Dipsacaceae,Autographa_gamma,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,433,Lepidoptera,Nymphalidae,Nymphalinae,Dipsacaceae,Aglais_urticae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,434,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_rapae,Succisa_pratensis,,1,2,Jiří Hadrava,Jiří Hadrava
15,3,435,Diptera,Conopidae,,Dipsacaceae,Conops_quadrifasciatus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,3,436,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_tenax,Succisa_pratensis,f,1,1,Jiří Hadrava,Jiří Hadrava
15,4,437,Diptera,Syrphidae,Helophilus,Dipsacaceae,Helophilus_trivittatus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,4,438,Lepidoptera,Nymphalidae,Nymphalinae,Dipsacaceae,Aglais_urticae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,4,439,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_rapae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,4,440,Lepidoptera,Pieridae,,Lythraceae,Pieris_rapae,Lythrum_salicaria,,1,1,Jiří Hadrava,Jiří Hadrava
15,5,441,Lepidoptera,Nymphalidae,Satyrinae,Dipsacaceae,Coenonympha_pamphilus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,5,442,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_interruptus,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,5,443,Lepidoptera,Nymphalidae,Nymphalinae,Dipsacaceae,Aglais_urticae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,6,444,Lepidoptera,Pieridae,,Dipsacaceae,Pieris_napi,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,6,445,Lepidoptera,Nymphalidae,Nymphalinae,Dipsacaceae,Aglais_urticae,Succisa_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
15,6,446,Diptera,Syrphidae,Eristalis,Dipsacaceae,Eristalis_tenax,Succisa_pratensis,m,1,1,Jiří Hadrava,Jiří Hadrava
15,6,447,Hymenoptera,Apidae,Bombus,Asteraceae,Bombus_lapidarius,Centaurea_jacea,,1,1,Jiří Hadrava,Jiří Hadrava
15,6,448,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
15,6,449,Lepidoptera,Nymphalidae,Satyrinae,Ranunculaceae,Coenonympha_pamphilus,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
16,1,450,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
16,1,451,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,f,1,5,Jiří Hadrava,Jiří Hadrava
16,1,452,Hymenoptera,Halictidae,,Ranunculaceae,Sphecodes_crassus,Ranunculus_acris,,1,1,Jakub Straka,Jiří Hadrava
16,1,453,Diptera,Chloropidae,,Ranunculaceae,Chloropidae_sp1,Ranunculus_acris,,1,3,Petr Heřman,Jiří Hadrava
16,1,454,Coleoptera,Nitidulidae,,Ranunculaceae,Meligethes_aeneus,Ranunculus_acris,,1,1,Ondřej Kouklík,Jiří Hadrava
16,1,455,Hymenoptera,Halictidae,Lasioglossum,Asteraceae,Lasioglossum_calceatum,Crepis_biennis,,1,1,Daniel Benda,Jiří Hadrava
16,1,456,Hymenoptera,Apidae,,Ranunculaceae,Apis_mellifera,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
16,2,457,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_lapidarius,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
16,2,458,Lepidoptera,Noctuidae,,Fabaceae,Autographa_gamma,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
16,2,459,Hymenoptera,Halictidae,Lasioglossum,Ranunculaceae,Lasioglossum_calceatum,Ranunculus_acris,,1,2,Daniel Benda,Jiří Hadrava
16,2,460,Diptera,Syrphidae,,Ranunculaceae,Heringia_heringi,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
16,2,461,Hymenoptera,Tenthredinidae,,Ranunculaceae,Tenthredo_arcuata,Ranunculus_acris,f,1,1,Kamil Holý,Jiří Hadrava
16,2,462,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,f,1,3,Jiří Hadrava,Jiří Hadrava
16,2,463,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
16,2,464,Diptera,,,Ranunculaceae,Diptera_sp9,Ranunculus_acris,,1,1,Jiří Hadrava,Jiří Hadrava
16,2,465,Diptera,Syrphidae,Syrphini,Ranunculaceae,Parasyrphus_annulatus,Ranunculus_acris,f,1,1,Jiří Hadrava,Jiří Hadrava
16,2,466,Diptera,Syrphidae,Syrphini,Ranunculaceae,Syrphus_vitripennis,Ranunculus_acris,f,1,1,Jiří Hadrava,Jiří Hadrava
16,2,467,Hymenoptera,Apidae,Bombus,Fabaceae,Bombus_pascuorum,Lathyrus_pratensis,,1,1,Jiří Hadrava,Jiří Hadrava
17,1,468,Diptera,Syrphidae,Helophilus,Fabaceae,Helophilus_pendulus,Securigera_varia,,1,1,Jiří Hadrava,Jiří Hadrava
17,1,469,Diptera,Calliphoridae,,Fabaceae,Lucilia_silvarum,Securigera_varia,m,1,1,Hana Šuláková,Jiří Hadrava
17,1,470,Hymenoptera,Andrenidae,,Asteraceae,Panurgus_calcaratus,Hieracium_umbellatum,,1,1,Daniel Benda,"Filip Kolář, Martin Hanzl"
17,1,471,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Picris_hieracioides,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
17,1,472,Lepidoptera,Nymphalidae,,Fabaceae,Coenonympha_pamphilus,Securigera_varia,,1,1,Tereza Garbová,Jiří Hadrava
17,1,473,Lepidoptera,,,Asteraceae,Lepidoptera_sp5,Aster_amelus,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
17,1,474,Diptera,Syrphidae,Eristalis,Asteraceae,Eristalis_tenax,Aster_amelus,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
17,2,475,Diptera,Syrphidae,Sphaerophorini,Apiaceae,Sphaerophoria_scripta,Libanotis_pyrenaica,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
17,2,476,Diptera,Bombyliidae,Villa,Asteraceae,Villa_hottentotta,Hieracium_umbellatum,,1,1,Petr Heřman,"Filip Kolář, Martin Hanzl"
17,2,477,Diptera,Bombyliidae,Villa,Lamiaceae,Villa_hottentotta,Origanum_vulgare,,1,1,Petr Heřman,Jiří Hadrava
17,2,478,Diptera,Syrphidae,Eristalis,Fabaceae,Eristalis_tenax,Securigera_varia,f,1,1,Jiří Hadrava,Jiří Hadrava
17,2,479,Lepidoptera,Lycaenidae,,Fabaceae,Lycaenidae_sp1,Securigera_varia,,1,1,Jiří Hadrava,Jiří Hadrava
17,2,480,Coleoptera,Coccinellidae,,Apiaceae,Coccinella_septempunctata,Libanotis_pyrenaica,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
17,2,481,Hymenoptera,Vespidae,,Apiaceae,Polistes_sp1,Libanotis_pyrenaica,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
18,1,482,Diptera,Syrphidae,Sphaerophorini,Apiaceae,Sphaerophoria_scripta,Falcaria_vulgaris,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
18,1,483,Diptera,Calliphoridae,,Fabaceae,Stomorhina_lunata,Medicago_sativa,,1,1,Hana Šuláková,Vojtěch Papík
18,1,484,Orthoptera,Gryllidae,,Asteraceae,Oecanthus_pellucens,Achillea_millefolium,,0,1,Jiří Hadrava,Jiří Hadrava
18,1,485,Diptera,Tachinidae,Tachininae,Apiaceae,Tachina_magnicornis,Falcaria_vulgaris,,1,1,Petr Heřman,"Filip Kolář, Martin Hanzl"
18,1,486,Diptera,Syrphidae,Eristalis,Apiaceae,Eristalis_arbustorum,Falcaria_vulgaris,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
18,2,487,Diptera,Tachinidae,,Apiaceae,Tachinidae_sp4,Falcaria_vulgaris,,1,1,Petr Heřman,"Filip Kolář, Martin Hanzl"
18,2,488,Diptera,Calliphoridae,,Apiaceae,Lucilia_silvarum,Falcaria_vulgaris,m,1,1,Hana Šuláková,"Filip Kolář, Martin Hanzl"
18,2,489,Diptera,Calliphoridae,,Apiaceae,Lucilia_sericata,Falcaria_vulgaris,f,1,1,Hana Šuláková,"Filip Kolář, Martin Hanzl"
18,2,490,Diptera,Calliphoridae,,Asteraceae,Stomorhina_lunata,Achillea_millefolium,,1,1,Hana Šuláková,Jiří Hadrava
18,2,491,Diptera,Syrphidae,Eristalis,Apiaceae,Eristalis_arbustorum,Falcaria_vulgaris,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
18,2,492,Diptera,Syrphidae,Sphaerophorini,Fabaceae,Sphaerophoria_scripta,Medicago_sativa,f,1,1,Jiří Hadrava,Vojtěch Papík
19,1,493,Diptera,Syrphidae,Syrphini,Asteraceae,Syrphus_ribesii,Picris_hieracioides,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,1,494,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Senecio_jacobaea,f,1,1,Jiří Hadrava,Martin Hanzl
19,1,495,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Picris_hieracioides,m,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,1,496,Hymenoptera,Apidae,,Orobanchaceae,Apis_mellifera,Odontites_vernus,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,1,497,Diptera,Conopidae,,Asteraceae,Thecophora_fulvipes,Hieracium_sabaudeum,m,1,1,Jiří Hadrava,Martin Hanzl
19,1,498,Diptera,Tachinidae,,Apiaceae,Tachinidae_sp5,Daucus_carota,,1,1,Petr Heřman,Jiří Hadrava
19,1,499,Diptera,Calliphoridae,,Apiaceae,Pollenia_amentaria,Daucus_carota,f,1,1,Hana Šuláková,Jiří Hadrava
19,1,500,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Hieracium_sabaudeum,f,1,1,Jiří Hadrava,Martin Hanzl
19,1,501,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Picris_hieracioides,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,2,502,Diptera,Syrphidae,Syrphini,Asteraceae,Syrphus_vitripennis,Picris_hieracioides,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,2,503,Diptera,Syrphidae,Sphaerophorini,Ranunculaceae,Sphaerophoria_scripta,Ranunculus_acris,m,1,1,Jiří Hadrava,Jiří Hadrava
19,2,504,Diptera,Syrphidae,Helophilus,Asteraceae,Helophilus_pendulus,Hieracium_sabaudeum,f,1,1,Jiří Hadrava,Martin Hanzl
19,2,505,Hymenoptera,Apidae,,Orobanchaceae,Apis_mellifera,Odontites_vernus,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
19,2,506,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Senecio_jacobaea,f,1,1,Jiří Hadrava,Martin Hanzl
20,1,507,Diptera,Muscidae,,Asteraceae,Musca_autumnalis,Achillea_millefolium,,1,1,Hana Šuláková,Jiří Hadrava
20,1,508,Diptera,Muscidae,,Apiaceae,Musca_autumnalis,Daucus_carota,m,1,1,Hana Šuláková,Jiří Hadrava
20,1,509,Diptera,Muscidae,,Asteraceae,Musca_autumnalis,Achillea_millefolium,,1,1,Hana Šuláková,Jiří Hadrava
20,2,510,Diptera,Sarcophagidae,,Fabaceae,Sarcophaga_carnaria,Trifolium_pratense,,1,1,Jiří Hadrava,Jiří Hadrava
20,2,511,Diptera,Muscidae,,Asteraceae,Pyrelia_rapax,Achillea_millefolium,f,1,1,Hana Šuláková,Jiří Hadrava
20,2,512,Araneae,Thomisidae,,Apiaceae,Misumena_vatia,Daucus_carota,,0,1,Pavel Just,Jiří Hadrava
20,2,513,Lepidoptera,Lycaenidae,,Asteraceae,Polyommatus_icarus,Achillea_millefolium,,1,1,Tereza Garbová,Jiří Hadrava
21,1,514,Hymenoptera,Apidae,,Boraginaceae,Apis_mellifera,Echium_vulgare,,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
21,1,515,Hymenoptera,Scoliidae,,Asteraceae,Scolia_flava,Echinops_ritro,,1,1,"Jiří Hadrava, Petr Janšta",Martin Hanzl
21,1,516,Diptera,Syrphidae,Eristalis,Fabaceae,Eristalis_tenax,Medicago_romanica,f,1,1,Jiří Hadrava,Martin Hanzl
21,1,517,Diptera,Syrphidae,Sphaerophorini,Convolvulaceae,Sphaerophoria_scripta,Convolvulus_arvensis,f,1,1,Jiří Hadrava,"Filip Kolář, Martin Hanzl"
21,1,518,Hymenoptera,Halictidae,Lasioglossum,Asteraceae,Lasioglossum_zonulum,Picris_hieracioides,,1,1,Jakub Straka,Jiří Hadrava
21,2,519,Diptera,Tachinidae,Phasiinae,Asteraceae,Gymnosoma_sp2,Artemisia_pontica,,1,1,Petr Heřman,Filip Kolář
21,2,520,Hymenoptera,Apidae,,Asteraceae,Apis_mellifera,Echinops_ritro,,1,1,Jiří Hadrava,Martin Hanzl
21,2,521,Lepidoptera,Lycaenidae,,Lamiaceae,Polyommatus_icarus,Salvia_nemorosa,,1,1,Tereza Garbová,"Filip Kolář, Martin Hanzl"
21,2,522,Lepidoptera,,,Asteraceae,larva_Lepidoptera_sp1,Grindelia_squarrosa,,0,4,Jiří Hadrava,Martin Hanzl
21,2,523,Hemiptera,,,Asteraceae,Hemiptera_sp3,Grindelia_squarrosa,,0,2,Jiří Hadrava,Martin Hanzl
21,2,524,Hymenoptera,,,Asteraceae,Apoidea_sp6,Grindelia_squarrosa,,1,1,Jiří Hadrava,Martin Hanzl
22,1,525,Diptera,Tephritidae,,Asteraceae,Dioxyna_bidentis,Taraxacum_serotinum,,1,1,Petr Heřman,Martin Hanzl
22,1,526,Hymenoptera,Halictidae,,Asteraceae,Pseudapis_diversipes,Taraxacum_serotinum,,1,1,Jakub Straka,Martin Hanzl
22,1,527,Lepidoptera,,,Orobanchaceae,larva_Lepidoptera_sp1,Odontites_vernus,,0,1,Jakub Straka,Jiří Hadrava
22,1,528,Lepidoptera,,,Asteraceae,larva_Lepidoptera_sp1,Taraxacum_serotinum,,0,1,Jakub Straka,Martin Hanzl
22,2,529,Hymenoptera,Vespidae,,Apiaceae,Vespula_germanica,Seseli_campestre,,1,1,Jakub Straka,Jiří Hadrava
22,2,530,Diptera,Syrphidae,Sphaerophorini,Asteraceae,Sphaerophoria_scripta,Taraxacum_serotinum,f,1,1,Jiří Hadrava,Martin Hanzl
22,2,531,Coleoptera,Coccinellidae,,Apiaceae,Adonia_variegata,Seseli_campestre,,1,1,Ondřej Kouklík,Jiří Hadrava
