Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
Fumaria muralis,Anthophora sp.,5,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO7_PARCEL1_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Oxalis pes-caprae,Eucera longicornis,2,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO7_PARCEL1_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Fumaria muralis,Eucera longicornis,4,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Oxalis pes-caprae,Bombus terrestris,2,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Fumaria muralis,Eucera longicornis,38,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Fumaria muralis,Anthophora sp.,10,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Oxalis pes-caprae,Bombus terrestris,4,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Raphanus raphanistrum,Eucera longicornis,5,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Oxalis pes-caprae,Bombus terrestris,21,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Raphanus raphanistrum,Anthophora sp.,16,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Oxalis pes-caprae,Lepidoptera,4,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO8_PARCEL2_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,3,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Bombus terrestris,10,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,5,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Bombus terrestris,40,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,20,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Xylocopa violaceae,4,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,5,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,3,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,8,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Xylocopa violaceae,2,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,10,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,7,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,5,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,1,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,17,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Bombus terrestris,2,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,8,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,27,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,17,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,40,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,4,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Xylocopa violaceae,40,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
Brassica oleraceae,Anthophora sp.,18,Aggregation of focal observations,15,2,Ferrero_2011B_CENSO9_PARCEL3_DAY18,Agricultural area,Portugal,Castelo Viegas,40.165519,-8.407459,100 m,664,18,3,2011,"Ferrero_2011B is site WITHOUT Oxalis (after mowing) and Ferrero_2011A is the same site WITH Oxalis. Climatic conditions from the closest meteorological station, Airport of Coimbra/Cernache, the mean values registered during observations",15.9,60.9
