Category;Kategori;PlatsID;Site_name;Age;AbandonmentTime;area_mark;NEAR_DIST;Area_Buff5;Area_buff1;prop_aker5;prop_lov5;prop_barr5;prop_vatten5;prop_bete5;prop_ang5;prop_ovrigt5;prop_aker1;prop_lov1;prop_barr1;prop_vatten1;prop_bete1;prop_ang1;prop_ovrigt1
Continous;Kontinuerligt;12;Blänkhemshagen Kungsör;;;25457;0;82235036;3888336;0.279776371715822;0.0190883117020828;0.323131359728474;0.244514892654756;0.0228077847500425;;0.110602407956628;0.512945126141362;0.0421553075660128;0.255303811193271;0;0.0700116965200538;0;0.1195840585793
Continous;Kontinuerligt;28;Ekeby Norrtälje;;;8462;1945.31873732;80451709;3526013;0.351370460010986;9.73254651433197E-06;0.438347878974206;0.0277740774903862;0.00384891761590795;;0.178559289523607;0.583200345546088;0;0.286431161768263;0;0;0;0.130368492685648
Continous;Kontinuerligt;7;Graneberg Litslena;;;27313;0;82474485;3937089;0.600971318584166;0.00711643122112251;0.275877224331865;0;0.0211440665558566;0;0.0948909593069905;0.541015201840751;0.0424237298166234;0.28621857418006;0;0.0790835564042367;0;0.0512589377583285
Continous;Kontinuerligt;17;Kramnäs;;;18184;207.31655563;82316293;3905452;0.192778141746495;0.00749061914146207;0.535140534086004;0.116622076263808;0.0253843428056217;0;0.122584285956609;0.135860330635225;0.0229894004586409;0.388804420077369;;0.053033042014087;0;0.059764913254599
Continous;Kontinuerligt;1;Läby;;;17484;431.985612712;81309077;3699405;0.343372167414962;0.005835080381001;0.493158260792949;0.00117295637238632;0.0112921709835668;;0.145097047405913;0.455488382591255;0.00746038890037722;0.310146361374329;0;0.0209233647032428;0;0.205981502430796
Continous;Kontinuerligt;11;Långholmsbryggan Engsö;;;58933;0;84033481;4250875;0.0987355266170635;0.0305053172794306;0.202338351305476;0.583182291353609;0.0535497630997816;0;0.0316887503446394;0.125245743523392;0;0.451183815096892;;0.0672134560531655;0;0.0457312906166377
Continous;Kontinuerligt;25;Norrby Vidbo;;;35773;572.060120851;83035998;4048386;0.373984738522683;0.00937038174696232;0.49575257709313;0.00065268078068984;0.0262317434903354;0;0.0940078783661997;0.449549771192767;0.0481833995078533;0.331564974288519;0;0.0238875443201315;0;0.14681431069073
Continous;Kontinuerligt;4;Paris Vänge;;;20989;833.642023347;82266267;3899373;0.375453209758503;0.0014776165788585;0.490833745987283;0.000179380936295554;0.0120128217316583;0;0.120043225007402;0.128501171855065;0;0.744447120088281;0;0.00408245120433465;0;0.12296925685232
Continous;Kontinuerligt;36;Sättra Ög;;;18148;60.264990613;82014372;3843948;0.230570978462165;0.0833579997418014;0.510666118372521;0.00997999472580245;0.0711998136131555;;0.0934013979891232;0.297295644998319;0.208155261205407;0.257835954076382;;0.195875438481478;;0.0209178167862833
Continous;Kontinuerligt;18;Sparreholm;;;54183;0;84110024;4262802;0.152621594781616;0.0316035815184169;0.60270238420096;0.11595564400267;0.0224001600570225;0;0.0747166354393145;0.258301464623504;0.360084751766561;0.154670801036501;;0.138408492817635;0;0
Restored;Restaurerad Ny;20;Ahlezons hage;2;37;53709;1403.04453317;84762244;4395044;0.375137956470336;0.0220594678923319;0.325310335106277;0.144615130765061;0.00982229776738804;0;0.123054811998606;0.57587978641397;0.0309728412275281;0.282740969146156;0;0;0;0.110406403212346
Restored;Restaurerad Gammal;26;Ändeberga Bålsta;10;30;45432;685.870343657;83071131;4055695;0.358330103872066;0.00286214954747637;0.512674625797499;0.00405735417277514;0.0243285721004569;0;0.0977471945097268;0.638474293555112;0;0.249188610090256;;0.011792306867257;0;0.100194911106481
Restored;Restaurerad Ny;37;Bonderyd Ödeshög Ög;3;46;26172;13.1130461389;82150227;3869011;0.0394428490136734;0.0474898870334223;0.71684723403138;0.034705759242759;0.0422088547606813;;0.119048155521226;0.0961036295838911;0.201013902519274;0.296425882480045;;0.141821256129796;;0.131886934412955
Restored;Restaurerad Ny;21;Borgardalsbadet;3;48;10320;1975.86219352;80556392;3546782;0.0904281065616742;0.00411176558155683;0.716104489883311;0.0660300550699937;0.0140305067287522;0;0.109295076174713;0.0124797633460416;0;0.732264063593421;;0;0;0.0876058917632941
Restored;Restaurerad Ny;32;Bullerum Ög;2;46;130447;276.295428215;86551448;4784493;0.0614465629737356;0.00756590461663911;0.639352053359061;0.202529979625529;0.00506728668479353;0;0.0840382127402421;0.203610288488247;0.0394296741577425;0.427934997501303;;0.00585077666536454;0;0.0692984606728445
Restored;Restaurerad Gammal;39;Focksta 2;11;40;76006;2.05176094556;85282547;4515224;0.376368895267633;0.00518467160695846;0.497555320433851;0.000253686138149697;0.0181881411210667;0;0.102449285432341;0.366325790259797;0.0171953816687721;0.456145254366118;;0.0776481964128468;0;0.0813899819809605
Restored;Restaurerad Gammal;27;Forsbacka Rimbo;10;14;24919;453.738408836;81936789;3824973;0.148570564560444;0.00512839232691923;0.629227842941221;0.117664203316535;0.0113358969924975;;0.0879879000384064;0.281365123361655;0;0.616867360893789;0;0.0265711679533424;0;0.0751963477912131
Restored;Restaurerad Ny;35;Johns Hage Valla;3;36;41576;41.7179988474;84648731;4402914;0.404898426652137;0.0741858965375393;0.352389299256004;0.0117935376963891;0.0763902178285461;;0.0795665914944431;0.19279118329361;0.147165263732156;0.340360270493587;;0.203696915270205;;0.112998118973026
Restored;Restaurerad Gammal;30;Malmberga Häverö;9;42;16889;2405.31297732;81231424;3682716;0.0963895819430668;0.00104670084325987;0.717177012679231;0.0450972397086133;0.00182481104849276;0;0.138464653777336;0.113873293514895;0;0.712503489272591;;0;0;0.157756123469744
Restored;Restaurerad Ny;14;Reutersberg;4;47;28110;0;82452373;3930637;0.46778198851839;0.0292151324741133;0.35995472198235;0.0192145349170242;0.0216337133195669;0;0.102199908788556;0.373535383704982;0.062538972690686;0.39282207947465;;0.158510948734264;0;0
Restored;Restaurerad Gammal;29;Röcksta Norrtälje;8;43;10570;587.638913125;80670958;3569418;0.298741140522962;0.000641147710183385;0.49810389012611;0.0369837308737551;0.0108961641437306;0;0.154633926623259;0.47615073381711;0;0.389529889746732;;0.0215553347912741;0;0.109434087013625
Restored;Restaurerad Ny;16;S Lunger;5;46;50713;828.05844755;83310571;4109231;0.178795989767013;0.0120735098550699;0.347066700575129;0.377296237712739;0.0110124560303398;0;0.07375510605971;0.461016915330387;0.0382458421052504;0.337718663175665;;0.00114595650621734;0;0.0947576322674486
Restored;Restaurerad Gammal;10;Sjöängen Engsö;15;28;40638;0;82773729;3993326;0.112775673064095;0.0352501093674299;0.1982103887092;0.542171647238461;0.0648167125586429;0;0.0467754690621707;0.273526378762966;0;0.410243491265176;;0.157392108733422;0;0.11481732270293
Restored;Restaurerad Ny;22;St Tadinge;1;42;13925;170.975672644;80955250;3627536;0.237097322286078;0.00173022750223117;0.642489400008029;0.0159355199323083;0.0194736845355922;0;0.0832738457357614;0.389313848298129;0;0.548043906387145;0;0.0735697729808884;0;0
Restored;Restaurerad Ny;33;Stubbetorp Ög;3;36;37636;144.405553891;82642183;3965181;0.16064530870391;0.0573495499265793;0.440765692261542;0.173791137632461;0.0475867148862706;;0.119528461633207;0.253467874480383;0.104404565642779;0.371432729048182;;0.0487581777477497;;0.115575051933317
Restored;Restaurerad Ny;5;Tjälinge Skogstibble;4;35;7870;1295.44678883;80637050;3564825;0.274481134912549;0.00585622861947455;0.600607090661179;0.00200218137940314;0.0203739348103632;0;0.0966794296170309;0.522973217479119;0;0.362867461937122;0;0;0;0.114159320583759
Restored;Restaurerad Gammal;9;Tjärns Hage;11;41;51815;0.544208697263;83886124;4224758;0.254560217849617;0.0268991686873028;0.334533670908433;0.250295412385486;0.0521067584431485;0;0.0816047717260128;0.270709943622806;0.157482393074349;0.190323800795217;;0.137677708403653;0;0.129255450844758
Restored;Restaurerad Gammal;15;Tyringe;8;43;16516;0;81423820;3723462;0.143510658183318;0.0383206167433559;0.537979254719319;0.0898060420157148;0.0159627858285205;0;0.174420642509772;0.487599980878011;0.0149229399950906;0.340430760405236;0;0.0875429909047011;0;0.0695033278169618
