Site_name,PlatsID,Visit,Transect_Grassland,plantsp_abund,Flw_abund
Eke_Vidbo,24,2,B,Lathyrus_linifolius,1
Eke_Vidbo,24,2,C,Lathyrus_linifolius,27
Andeberga_Balsta,26,3,C,Lathyrus_linifolius,1
Forsbacka_Rimbo,27,2,A,Lathyrus_linifolius,5
Forsbacka_Rimbo,27,3,A,Lathyrus_linifolius,4
Forsbacka_Rimbo,27,2,A,Lathyrus_linifolius,13
Forsbacka_Rimbo,27,2,A,Lathyrus_linifolius,5
Forsbacka_Rimbo,27,2,B,Lathyrus_linifolius,13
Forsbacka_Rimbo,27,2,B,Lathyrus_linifolius,2
Forsbacka_Rimbo,27,3,B,Lathyrus_linifolius,2
Forsbacka_Rimbo,27,4,B,Lathyrus_linifolius,2
Forsbacka_Rimbo,27,2,C,Lathyrus_linifolius,2
Forsbacka_Rimbo,27,2,D,Lathyrus_linifolius,3
Malmberga_Havero,30,1,A,Lathyrus_linifolius,16
Malmberga_Havero,30,1,A,Lathyrus_linifolius,1
Malmberga_Havero,30,2,A,Lathyrus_linifolius,13
Malmberga_Havero,30,1,B,Lathyrus_linifolius,35
Malmberga_Havero,30,2,B,Lathyrus_linifolius,15
Malmberga_Havero,30,3,B,Lathyrus_linifolius,1
Malmberga_Havero,30,2,B,Lathyrus_linifolius,3
Malmberga_Havero,30,1,C,Lathyrus_linifolius,19
Malmberga_Havero,30,2,C,Lathyrus_linifolius,18
Malmberga_Havero,30,1,C,Lathyrus_linifolius,2
Malmberga_Havero,30,2,C,Lathyrus_linifolius,36
Malmberga_Havero,30,2,D,Lathyrus_linifolius,6
Malmberga_Havero,30,2,D,Lathyrus_linifolius,13
Malmberga_Havero,30,4,D,Lathyrus_linifolius,2
Bullerum_Og,32,2,B,Lathyrus_linifolius,2
Stubbetorp_Og,33,2,B,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,2,A,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,2,A,Lathyrus_linifolius,7
Norrang_Ryckelsby_Og,34,2,A,Lathyrus_linifolius,4
Norrang_Ryckelsby_Og,34,2,B,Lathyrus_linifolius,3
Norrang_Ryckelsby_Og,34,2,B,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,3,B,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,2,B,Lathyrus_linifolius,1
Norrang_Ryckelsby_Og,34,3,B,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,2,C,Lathyrus_linifolius,3
Norrang_Ryckelsby_Og,34,3,C,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,4,C,Lathyrus_linifolius,1
Norrang_Ryckelsby_Og,34,2,C,Lathyrus_linifolius,4
Norrang_Ryckelsby_Og,34,3,C,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,4,C,Lathyrus_linifolius,2
Norrang_Ryckelsby_Og,34,2,C,Lathyrus_linifolius,5
Norrang_Ryckelsby_Og,34,3,C,Lathyrus_linifolius,3
Norrang_Ryckelsby_Og,34,2,D,Lathyrus_linifolius,3
Norrang_Ryckelsby_Og,34,2,D,Lathyrus_linifolius,1
Norrang_Ryckelsby_Og,34,2,D,Lathyrus_linifolius,2
Johns_Hage_Valla,35,2,A,Lathyrus_linifolius,2
Johns_Hage_Valla,35,3,C,Lathyrus_linifolius,1
Johns_Hage_Valla,35,2,D,Lathyrus_linifolius,2
Johns_Hage_Valla,35,3,D,Lathyrus_linifolius,1
Johns_Hage_Valla,35,2,D,Lathyrus_linifolius,1
Sattra_Og,36,2,A,Lathyrus_linifolius,3
Sattra_Og,36,2,D,Lathyrus_linifolius,2
Sattra_Og,36,2,D,Lathyrus_linifolius,2
Bonderyd_Odeshog_Og,37,2,D,Lathyrus_linifolius,4
Opplunda_Vikingstad_Og,38,2,A,Lathyrus_linifolius,3
Focksta_2,39,2,A,Lathyrus_linifolius,24
Focksta_2,39,3,A,Lathyrus_linifolius,10
Forkarby,2,3,A,Lathyrus_pratensis,2
Forkarby,2,5,A,Lathyrus_pratensis,1
Paris_Vange,4,4,A,Lathyrus_pratensis,8
Paris_Vange,4,4,A,Lathyrus_pratensis,2
Paris_Vange,4,5,D,Lathyrus_pratensis,2
Kramnas,17,3,A,Lathyrus_pratensis,4
Gran_rasbo,19,5,D,Lathyrus_pratensis,2
Eke_Vidbo,24,4,B,Lathyrus_pratensis,20
Forsbacka_Rimbo,27,5,D,Lathyrus_pratensis,3
Langalma_Oregrund,31,4,C,Lathyrus_pratensis,1
Langalma_Oregrund,31,4,D,Lathyrus_pratensis,6
Langalma_Oregrund,31,5,D,Lathyrus_pratensis,13
Bullerum_Og,32,3,C,Lathyrus_pratensis,6
Norrang_Ryckelsby_Og,34,5,A,Lathyrus_pratensis,4
Blankhemshagen_Kungsor,12,1,D,Lathyrus_vernus,1
Jordmarken_Kungsor,13,1,C,Lathyrus_vernus,3
Tyringe,15,5,D,Leontodon_autumnalis,6
Norrby_Vidbo,25,5,B,Leontodon_autumnalis,9
Langholmsbryggan_Engso,11,5,A,Leontodon_hispidus,3
Sjoangen_Engso,10,4,A,Leucanthemum_vulgare,2
Langholmsbryggan_Engso,11,4,C,Leucanthemum_vulgare,12
Langholmsbryggan_Engso,11,3,C,Leucanthemum_vulgare,2
Langholmsbryggan_Engso,11,4,C,Leucanthemum_vulgare,5
Langholmsbryggan_Engso,11,5,C,Leucanthemum_vulgare,3
Langholmsbryggan_Engso,11,4,D,Leucanthemum_vulgare,42
Langholmsbryggan_Engso,11,4,D,Leucanthemum_vulgare,9
Blankhemshagen_Kungsor,12,4,B,Leucanthemum_vulgare,1
Gran_rasbo,19,5,B,Leucanthemum_vulgare,2
Sattra_Og,36,4,D,Leucanthemum_vulgare,4
Focksta_2,39,4,C,Leucanthemum_vulgare,7
Focksta_2,39,5,C,Leucanthemum_vulgare,30
Laby,1,4,B,Lotus_corniculatus,4
Tjalinge_Skogstibble,5,2,D,Lotus_corniculatus,9
Tjalinge_Skogstibble,5,5,D,Lotus_corniculatus,5
Langholmsbryggan_Engso,11,5,B,Lotus_corniculatus,3
Langholmsbryggan_Engso,11,3,B,Lotus_corniculatus,1
Langholmsbryggan_Engso,11,3,C,Lotus_corniculatus,1
Langholmsbryggan_Engso,11,4,C,Lotus_corniculatus,11
Langholmsbryggan_Engso,11,5,C,Lotus_corniculatus,3
Langholmsbryggan_Engso,11,3,C,Lotus_corniculatus,3
Langholmsbryggan_Engso,11,4,C,Lotus_corniculatus,2
Langholmsbryggan_Engso,11,4,D,Lotus_corniculatus,17
Langholmsbryggan_Engso,11,5,D,Lotus_corniculatus,2
Langholmsbryggan_Engso,11,5,D,Lotus_corniculatus,3
Langholmsbryggan_Engso,11,4,D,Lotus_corniculatus,1
S_Lunger,16,5,A,Lotus_corniculatus,13
S_Lunger,16,5,B,Lotus_corniculatus,2
Kramnas,17,2,A,Lotus_corniculatus,12
Kramnas,17,3,A,Lotus_corniculatus,6
Kramnas,17,4,A,Lotus_corniculatus,14
Kramnas,17,3,A,Lotus_corniculatus,25
Kramnas,17,2,C,Lotus_corniculatus,33
Kramnas,17,3,C,Lotus_corniculatus,1
Kramnas,17,2,D,Lotus_corniculatus,2
Sparreholm,18,2,C,Lotus_corniculatus,7
Sparreholm,18,3,C,Lotus_corniculatus,11
Sparreholm,18,4,C,Lotus_corniculatus,3
Eke_Vidbo,24,3,B,Lotus_corniculatus,45
Eke_Vidbo,24,3,B,Lotus_corniculatus,4
Norrby_Vidbo,25,5,B,Lotus_corniculatus,3
Andeberga_Balsta,26,5,B,Lotus_corniculatus,17
Forsbacka_Rimbo,27,4,C,Lotus_corniculatus,1
Forsbacka_Rimbo,27,5,C,Lotus_corniculatus,4
Forsbacka_Rimbo,27,4,C,Lotus_corniculatus,17
Ekeby_Norrtalje,28,4,B,Lotus_corniculatus,4
Malmberga_Havero,30,5,A,Lotus_corniculatus,2
Langalma_Oregrund,31,3,B,Lotus_corniculatus,3
Sattra_Og,36,4,C,Lotus_corniculatus,2
Sattra_Og,36,5,C,Lotus_corniculatus,4
Focksta_2,39,3,A,Lotus_corniculatus,2
Johns_Hage_Valla,35,3,C,Lychnis_flos-cuculi,52
Tyringe,15,2,A,Maianthemum_bifolium,2
St_Tadinge,22,5,D,Melampyrum_cristatum,22
St_Tadinge,22,5,c,Melampyrum_nemorosum,2
Eke_Vidbo,24,5,A,Melampyrum_nemorosum,5
Forsbacka_Rimbo,27,4,D,Melampyrum_nemorosum,4
Rocksta_Norrtalje,29,4,D,Melampyrum_nemorosum,30
Rocksta_Norrtalje,29,5,D,Melampyrum_nemorosum,132
Tyringe,15,4,B,Melampyrum_pratense,6
Tyringe,15,5,B,Melampyrum_pratense,14
Sparreholm,18,4,C,Melampyrum_pratense,8
Sparreholm,18,4,C,Melampyrum_pratense,3
St_Tadinge,22,5,C,Melampyrum_pratense,2
St_Tadinge,22,3,C,Melampyrum_pratense,23
St_Tadinge,22,5,C,Melampyrum_pratense,94
St_Tadinge,22,5,D,Melampyrum_pratense,53
St_Tadinge,22,3,D,Melampyrum_pratense,19
St_Tadinge,22,5,D,Melampyrum_pratense,140
Norrang_Ryckelsby_Og,34,3,A,Melampyrum_pratense,11
Norrang_Ryckelsby_Og,34,4,A,Melampyrum_pratense,62
Norrang_Ryckelsby_Og,34,5,A,Melampyrum_pratense,70
Norrang_Ryckelsby_Og,34,3,A,Melampyrum_pratense,11
Norrang_Ryckelsby_Og,34,5,A,Melampyrum_pratense,9
Norrang_Ryckelsby_Og,34,3,B,Melampyrum_pratense,3
Norrang_Ryckelsby_Og,34,4,B,Melampyrum_pratense,9
Norrang_Ryckelsby_Og,34,5,B,Melampyrum_pratense,15
Norrang_Ryckelsby_Og,34,3,B,Melampyrum_pratense,8
Norrang_Ryckelsby_Og,34,5,B,Melampyrum_pratense,130
Norrang_Ryckelsby_Og,34,4,B,Melampyrum_pratense,75
Sattra_Og,36,3,D,Melampyrum_pratense,2
Sattra_Og,36,3,D,Melampyrum_pratense,5
Sattra_Og,36,3,D,Melampyrum_pratense,9
Sattra_Og,36,4,D,Melampyrum_pratense,11
Bonderyd_Odeshog_Og,37,4,A,Melampyrum_pratense,8
Bonderyd_Odeshog_Og,37,4,A,Melampyrum_pratense,6
Bonderyd_Odeshog_Og,37,4,B,Melampyrum_pratense,10
Bonderyd_Odeshog_Og,37,4,B,Melampyrum_pratense,37
Bonderyd_Odeshog_Og,37,4,B,Melampyrum_pratense,4
Bonderyd_Odeshog_Og,37,4,C,Melampyrum_pratense,19
Bonderyd_Odeshog_Og,37,4,D,Melampyrum_pratense,25
Bonderyd_Odeshog_Og,37,4,D,Melampyrum_pratense,21
Opplunda_Vikingstad_Og,38,3,B,Melampyrum_pratense,27
Opplunda_Vikingstad_Og,38,5,B,Melampyrum_pratense,5
Opplunda_Vikingstad_Og,38,5,B,Melampyrum_pratense,2
Bonderyd_Odeshog_Og,37,3,A,Melampyrum_sylvaticum,7
Bonderyd_Odeshog_Og,37,3,C,Melampyrum_sylvaticum,3
Jordmarken_Kungsor,13,3,B,NO_FLOWERS,0
Bullerum_Og,32,5,A,Mycelis_muralis,1
Bullerum_Og,32,4,B,Mycelis_muralis,2
Bullerum_Og,32,5,D,Mycelis_muralis,10
Kungs_Husby,8,4,B,Myosotis_arvensis,1
Sjoangen_Engso,10,3,C,Myosotis_arvensis,13
Norrby_Vidbo,25,1,C,Myosotis_arvensis,300
Norrby_Vidbo,25,2,C,Myosotis_arvensis,60
Norrby_Vidbo,25,2,C,Myosotis_arvensis,50
Norrby_Vidbo,25,1,D,Myosotis_arvensis,100
Norrby_Vidbo,25,2,D,Myosotis_arvensis,5
Andeberga_Balsta,26,3,A,Myosotis_arvensis,80
Ekeby_Norrtalje,28,2,B,Myosotis_arvensis,30
Malmberga_Havero,30,1,B,Myosotis_arvensis,18
Malmberga_Havero,30,3,B,Myosotis_arvensis,16
Focksta_2,39,4,D,Myosotis_arvensis,50
Tjarns_Hage,9,2,B,Myosotis_sp,37
Langholmsbryggan_Engso,11,1,A,Myosotis_sp,43
Langholmsbryggan_Engso,11,2,A,Myosotis_sp,80
Langholmsbryggan_Engso,11,3,A,Myosotis_sp,5
Langholmsbryggan_Engso,11,1,A,Myosotis_sp,21
Langholmsbryggan_Engso,11,3,A,Myosotis_sp,5
Andeberga_Balsta,26,2,A,Myosotis_sp,100
Malmberga_Havero,30,2,B,Myosotis_sp,17
Focksta_2,39,3,D,Myosotis_sp,14
Langalma_Oregrund,31,3,C,Myosotis_sylvatica,35
Laby,1,3,A,NO_FLOWERS,0
Laby,1,1,A,NO_FLOWERS,0
Laby,1,2,A,NO_FLOWERS,0
Laby,1,1,B,NO_FLOWERS,0
Laby,1,2,B,NO_FLOWERS,0
Laby,1,1,B,NO_FLOWERS,0
Laby,1,1,C,NO_FLOWERS,0
Laby,1,2,C,NO_FLOWERS,0
Laby,1,3,C,NO_FLOWERS,0
Laby,1,4,C,NO_FLOWERS,0
Laby,1,5,C,NO_FLOWERS,0
Laby,1,1,C,NO_FLOWERS,0
Laby,1,1,C,NO_FLOWERS,0
Laby,1,2,C,NO_FLOWERS,0
Laby,1,3,C,NO_FLOWERS,0
Laby,1,5,C,NO_FLOWERS,0
Laby,1,1,D,NO_FLOWERS,0
Laby,1,1,D,NO_FLOWERS,0
Laby,1,2,D,NO_FLOWERS,0
Forkarby,2,1,A,NO_FLOWERS,0
Forkarby,2,2,A,NO_FLOWERS,0
Forkarby,2,4,A,NO_FLOWERS,0
Forkarby,2,5,A,NO_FLOWERS,0
Forkarby,2,1,A,NO_FLOWERS,0
Forkarby,2,2,A,NO_FLOWERS,0
Forkarby,2,4,A,NO_FLOWERS,0
Forkarby,2,2,A,NO_FLOWERS,0
Forkarby,2,4,A,NO_FLOWERS,0
Forkarby,2,5,A,NO_FLOWERS,0
Forkarby,2,2,B,NO_FLOWERS,0
Forkarby,2,2,B,NO_FLOWERS,0
Forkarby,2,4,B,NO_FLOWERS,0
Forkarby,2,2,B,NO_FLOWERS,0
Forkarby,2,4,B,NO_FLOWERS,0
Forkarby,2,5,B,NO_FLOWERS,0
Forkarby,2,1,C,NO_FLOWERS,0
Forkarby,2,2,C,NO_FLOWERS,0
Forkarby,2,3,C,NO_FLOWERS,0
Forkarby,2,4,C,NO_FLOWERS,0
Forkarby,2,2,D,NO_FLOWERS,0
Forkarby,2,4,D,NO_FLOWERS,0
Forkarby,2,2,D,NO_FLOWERS,0
Forkarby,2,4,D,NO_FLOWERS,0
Forkarby,2,5,D,NO_FLOWERS,0
Storsatra_Vange,3,4,A,NO_FLOWERS,0
Storsatra_Vange,3,5,A,NO_FLOWERS,0
Storsatra_Vange,3,1,A,NO_FLOWERS,0
Storsatra_Vange,3,3,A,NO_FLOWERS,0
Storsatra_Vange,3,4,A,NO_FLOWERS,0
Storsatra_Vange,3,5,A,NO_FLOWERS,0
Storsatra_Vange,3,1,A,NO_FLOWERS,0
Storsatra_Vange,3,2,A,NO_FLOWERS,0
Storsatra_Vange,3,3,A,NO_FLOWERS,0
Storsatra_Vange,3,4,A,NO_FLOWERS,0
Storsatra_Vange,3,5,A,NO_FLOWERS,0
Storsatra_Vange,3,4,B,NO_FLOWERS,0
Storsatra_Vange,3,1,C,NO_FLOWERS,0
Storsatra_Vange,3,2,C,NO_FLOWERS,0
Storsatra_Vange,3,3,C,NO_FLOWERS,0
Storsatra_Vange,3,4,C,NO_FLOWERS,0
Storsatra_Vange,3,5,C,NO_FLOWERS,0
Storsatra_Vange,3,2,C,NO_FLOWERS,0
Storsatra_Vange,3,4,C,NO_FLOWERS,0
Storsatra_Vange,3,5,C,NO_FLOWERS,0
Storsatra_Vange,3,1,C,NO_FLOWERS,0
Storsatra_Vange,3,2,C,NO_FLOWERS,0
Storsatra_Vange,3,3,C,NO_FLOWERS,0
Storsatra_Vange,3,5,C,NO_FLOWERS,0
Storsatra_Vange,3,4,D,NO_FLOWERS,0
Storsatra_Vange,3,5,D,NO_FLOWERS,0
Storsatra_Vange,3,1,D,NO_FLOWERS,0
Storsatra_Vange,3,2,D,NO_FLOWERS,0
Storsatra_Vange,3,5,D,NO_FLOWERS,0
Storsatra_Vange,3,5,D,NO_FLOWERS,0
Paris_Vange,4,1,A,NO_FLOWERS,0
Paris_Vange,4,3,A,NO_FLOWERS,0
Paris_Vange,4,1,A,NO_FLOWERS,0
Paris_Vange,4,1,A,NO_FLOWERS,0
Paris_Vange,4,4,B,NO_FLOWERS,0
Paris_Vange,4,1,B,NO_FLOWERS,0
Paris_Vange,4,5,B,NO_FLOWERS,0
Paris_Vange,4,2,B,NO_FLOWERS,0
Paris_Vange,4,5,B,NO_FLOWERS,0
Paris_Vange,4,1,C,NO_FLOWERS,0
Paris_Vange,4,3,D,NO_FLOWERS,0
Paris_Vange,4,1,D,NO_FLOWERS,0
Tjalinge_Skogstibble,5,3,A,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,B,NO_FLOWERS,0
Tjalinge_Skogstibble,5,2,B,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,B,NO_FLOWERS,0
Tjalinge_Skogstibble,5,2,B,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,2,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,3,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,5,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,C,NO_FLOWERS,0
Tjalinge_Skogstibble,5,2,D,NO_FLOWERS,0
Tjalinge_Skogstibble,5,3,D,NO_FLOWERS,0
Tjalinge_Skogstibble,5,1,D,NO_FLOWERS,0
Graneberg_Litslena,7,4,A,NO_FLOWERS,0
Graneberg_Litslena,7,1,A,NO_FLOWERS,0
Graneberg_Litslena,7,1,B,NO_FLOWERS,0
Graneberg_Litslena,7,2,B,NO_FLOWERS,0
Graneberg_Litslena,7,1,C,NO_FLOWERS,0
Graneberg_Litslena,7,1,D,NO_FLOWERS,0
Graneberg_Litslena,7,1,D,NO_FLOWERS,0
Graneberg_Litslena,7,2,D,NO_FLOWERS,0
Kungs_Husby,8,1,A,NO_FLOWERS,0
Kungs_Husby,8,2,A,NO_FLOWERS,0
Kungs_Husby,8,3,A,NO_FLOWERS,0
Kungs_Husby,8,1,A,NO_FLOWERS,0
Kungs_Husby,8,1,A,NO_FLOWERS,0
Kungs_Husby,8,2,B,NO_FLOWERS,0
Kungs_Husby,8,4,B,NO_FLOWERS,0
Kungs_Husby,8,1,B,NO_FLOWERS,0
Kungs_Husby,8,2,B,NO_FLOWERS,0
Kungs_Husby,8,3,B,NO_FLOWERS,0
Kungs_Husby,8,4,B,NO_FLOWERS,0
Kungs_Husby,8,5,B,NO_FLOWERS,0
Kungs_Husby,8,2,C,NO_FLOWERS,0
Kungs_Husby,8,3,C,NO_FLOWERS,0
Kungs_Husby,8,1,C,NO_FLOWERS,0
Kungs_Husby,8,2,C,NO_FLOWERS,0
Kungs_Husby,8,3,C,NO_FLOWERS,0
Kungs_Husby,8,4,C,NO_FLOWERS,0
Kungs_Husby,8,5,C,NO_FLOWERS,0
Kungs_Husby,8,1,C,NO_FLOWERS,0
Kungs_Husby,8,2,C,NO_FLOWERS,0
Kungs_Husby,8,3,C,NO_FLOWERS,0
Kungs_Husby,8,1,D,NO_FLOWERS,0
Kungs_Husby,8,2,D,NO_FLOWERS,0
Kungs_Husby,8,4,D,NO_FLOWERS,0
Kungs_Husby,8,5,D,NO_FLOWERS,0
Kungs_Husby,8,1,D,NO_FLOWERS,0
Kungs_Husby,8,1,D,NO_FLOWERS,0
Tjarns_Hage,9,2,A,NO_FLOWERS,0
Tjarns_Hage,9,1,B,NO_FLOWERS,0
Tjarns_Hage,9,2,B,NO_FLOWERS,0
Tjarns_Hage,9,3,B,NO_FLOWERS,0
Tjarns_Hage,9,1,C,NO_FLOWERS,0
Tjarns_Hage,9,2,C,NO_FLOWERS,0
Tjarns_Hage,9,4,C,NO_FLOWERS,0
Tjarns_Hage,9,1,D,NO_FLOWERS,0
Tjarns_Hage,9,3,D,NO_FLOWERS,0
Tjarns_Hage,9,4,D,NO_FLOWERS,0
Sjoangen_Engso,10,2,A,NO_FLOWERS,0
Sjoangen_Engso,10,1,A,NO_FLOWERS,0
Sjoangen_Engso,10,2,A,NO_FLOWERS,0
Sjoangen_Engso,10,3,A,NO_FLOWERS,0
Sjoangen_Engso,10,4,A,NO_FLOWERS,0
Sjoangen_Engso,10,5,A,NO_FLOWERS,0
Sjoangen_Engso,10,1,A,NO_FLOWERS,0
Sjoangen_Engso,10,5,A,NO_FLOWERS,0
Sjoangen_Engso,10,4,B,NO_FLOWERS,0
Sjoangen_Engso,10,5,B,NO_FLOWERS,0
Sjoangen_Engso,10,2,C,NO_FLOWERS,0
Sjoangen_Engso,10,2,C,NO_FLOWERS,0
Sjoangen_Engso,10,5,C,NO_FLOWERS,0
Sjoangen_Engso,10,1,D,NO_FLOWERS,0
Sjoangen_Engso,10,2,D,NO_FLOWERS,0
Sjoangen_Engso,10,1,D,NO_FLOWERS,0
Sjoangen_Engso,10,2,D,NO_FLOWERS,0
Sjoangen_Engso,10,3,D,NO_FLOWERS,0
Sjoangen_Engso,10,4,D,NO_FLOWERS,0
Langholmsbryggan_Engso,11,5,A,NO_FLOWERS,0
Langholmsbryggan_Engso,11,4,A,NO_FLOWERS,0
Langholmsbryggan_Engso,11,1,B,NO_FLOWERS,0
Langholmsbryggan_Engso,11,1,B,NO_FLOWERS,0
Langholmsbryggan_Engso,11,2,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,3,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,4,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,2,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,3,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,4,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,4,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,A,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,B,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,B,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,B,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,B,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,2,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,C,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,4,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,1,D,NO_FLOWERS,0
Blankhemshagen_Kungsor,12,5,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,1,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,1,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,A,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,1,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,B,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,C,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,C,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,C,NO_FLOWERS,0
Jordmarken_Kungsor,13,3,C,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,C,NO_FLOWERS,0
Jordmarken_Kungsor,13,1,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,1,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,2,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,4,D,NO_FLOWERS,0
Jordmarken_Kungsor,13,5,D,NO_FLOWERS,0
Reutersberg,14,2,A,NO_FLOWERS,0
Reutersberg,14,3,A,NO_FLOWERS,0
Reutersberg,14,4,A,NO_FLOWERS,0
Reutersberg,14,5,A,NO_FLOWERS,0
Reutersberg,14,2,A,NO_FLOWERS,0
Reutersberg,14,3,A,NO_FLOWERS,0
Reutersberg,14,4,A,NO_FLOWERS,0
Reutersberg,14,5,A,NO_FLOWERS,0
Reutersberg,14,1,A,NO_FLOWERS,0
Reutersberg,14,3,A,NO_FLOWERS,0
Reutersberg,14,4,A,NO_FLOWERS,0
Reutersberg,14,5,A,NO_FLOWERS,0
Reutersberg,14,2,B,NO_FLOWERS,0
Reutersberg,14,5,B,NO_FLOWERS,0
Reutersberg,14,2,B,NO_FLOWERS,0
Reutersberg,14,4,B,NO_FLOWERS,0
Reutersberg,14,5,B,NO_FLOWERS,0
Reutersberg,14,3,B,NO_FLOWERS,0
Reutersberg,14,4,B,NO_FLOWERS,0
Reutersberg,14,5,B,NO_FLOWERS,0
Reutersberg,14,1,C,NO_FLOWERS,0
Reutersberg,14,2,C,NO_FLOWERS,0
Reutersberg,14,3,C,NO_FLOWERS,0
Reutersberg,14,4,C,NO_FLOWERS,0
Reutersberg,14,5,C,NO_FLOWERS,0
Reutersberg,14,3,C,NO_FLOWERS,0
Reutersberg,14,4,C,NO_FLOWERS,0
Reutersberg,14,5,C,NO_FLOWERS,0
Reutersberg,14,2,C,NO_FLOWERS,0
Reutersberg,14,3,C,NO_FLOWERS,0
Reutersberg,14,4,C,NO_FLOWERS,0
Reutersberg,14,5,C,NO_FLOWERS,0
Reutersberg,14,4,D,NO_FLOWERS,0
Reutersberg,14,5,D,NO_FLOWERS,0
Reutersberg,14,3,D,NO_FLOWERS,0
Reutersberg,14,3,D,NO_FLOWERS,0
Reutersberg,14,4,D,NO_FLOWERS,0
Reutersberg,14,5,D,NO_FLOWERS,0
Tyringe,15,1,A,NO_FLOWERS,0
Tyringe,15,2,A,NO_FLOWERS,0
Tyringe,15,3,A,NO_FLOWERS,0
Tyringe,15,4,A,NO_FLOWERS,0
Tyringe,15,5,A,NO_FLOWERS,0
Tyringe,15,1,A,NO_FLOWERS,0
Tyringe,15,1,A,NO_FLOWERS,0
Tyringe,15,3,A,NO_FLOWERS,0
Tyringe,15,4,A,NO_FLOWERS,0
Tyringe,15,5,A,NO_FLOWERS,0
