Plant_accepted_name,Interaction_percent,Cumulative_percentage
Tanacetum vulgare,0.07704972186821663,73.33913923573925
Ononis spinosa,0.07554415259033194,73.53991361758717
Citrus trifoliata,0.07501277519813734,73.73927575290394
Pilosella officinarum,0.07465852360334094,73.93769639053323
Galium verum,0.07350720592025264,74.13305716067835
Genista hirsuta,0.07315295432545625,74.32747643313601
Centaurea cyanus,0.07306439142675716,74.5216603311718
Onopordum tauricum,0.07306439142675716,74.7158442292076
Senecio pyrenaicus,0.07235588823716435,74.90814513186852
Ajuga reptans,0.07093888185797877,75.09668004377964
Vaccinium uliginosum,0.06952187547879317,75.28144896494098
Polygaloides chamaebuxus,0.06739636591001479,75.46056889997763
Borago officinalis,0.06677642561912109,75.63804121406126
Campanula rotundifolia,0.06677642561912109,75.81551352814489
Tropaeolum majus,0.06615648532822739,75.99133822127548
Salvia fruticosa,0.06589079663213009,76.1664567911405
Pentanema salicinum,0.0652708563412364,76.33992774005249
Verbena officinalis,0.063233909671157107,76.50798507726165
Clinopodium vulgare,0.0630567838737589,76.67557166562709
Veronica chamaedrys,0.0626139693802634,76.84198138188323
Onobrychis viciifolia,0.06208259198806881,77.0069788516082
Erica carnea,0.061905466190670604,77.17150557248944
Crepis biennis,0.06110840010237871,77.33391392357392
Raphanus raphanistrum,0.06101983720367961,77.49608690023655
Symphytum officinale,0.06039989691278591,77.65661225594614
Carduus acanthoides,0.05942570502709582,77.81454849301527
Cistus creticus,0.05862863893880393,77.97036636028763
Salvia glutinosa,0.058451513141405724,78.12571347871626
Galega orientalis,0.05792013574921112,78.27964835061374
Galium album,0.05738875835701653,78.43217097598004
Prunella grandiflora,0.05721163255961833,78.58422285250262
Vitex agnus-castus,0.055263248788238135,78.73109649174424
Onobrychis montana,0.05455474559864534,78.87608713561097
Leontodon tuberosus,0.054289056902548045,79.02037165621212
Stellaria graminea,0.05366911661165434,79.16300855586023
Ranunculus bulbosus,0.05269492472596425,79.30305633686787
Anthriscus sylvestris,0.05234067313116786,79.44216262018806
Teucrium fruticans,0.051366481245477755,79.57867978486777
Reichardia tingitana,0.05127791834677865,79.71496157512563
Glycine max,0.049949474866292164,79.84771274905556
Galeopsis pubescens,0.04941809747409756,79.97905167645432
Malva sylvestris,0.04941809747409756,80.11039060385308
Ranunculus montanus,0.04932953457539846,80.24149415682997
Geranium sylvaticum,0.04888672008190297,80.37142083769757
Knautia drymeia,0.04826677979100927,80.49969989761212
Trifolium campestre,0.04826677979100927,80.62797895752668
Senecio inaequidens,0.04738115080401828,80.75390427322263
Gentiana asclepiadea,0.047204025006620076,80.87935884007484
Geranium pratense,0.047115462107920975,81.00457803250521
Campanula glomerata,0.04640695891832818,81.12791422956067
Salvia verticillata,0.04640695891832818,81.25125042661614
Knautia dipsacifolia,0.04622983312092998,81.37411587482788
Plantago media,0.04614127022223088,81.49674594861776
Glechoma hederacea,0.04605270732353178,81.61914064798577
Leontodon saxatilis,0.04552132993133718,81.74012310082263
Sedum brevifolium,0.04454713804564709,81.858516435019
Leucanthemopsis alpina,0.04428144934954979,81.9762036459498
Cirsium acaule,0.04392719775475339,82.09294935919313
Clinopodium alpinum,0.04383863485605429,82.20945969801461
Succisa pratensis,0.04348438326125789,82.32502853914865
Fumaria muralis,0.0425101913755678,82.43800826164221
Brassica juncea,0.0424216284768687,82.5507526097139
Aegopodium podagraria,0.0421559397807714,82.66279083452001
Crepis commutata,0.041535999489877705,82.77318143837309
Rhinanthus alectorolophus,0.041535999489877705,82.88357204222616
Vaccinium myrtillus,0.0414474365911786,82.99372727165739
Campanula persicifolia,0.041181747895081305,83.10317637782302
Calystegia sepium,0.04091605919898401,83.21191936072307
Centaurea stoebe,0.04091605919898401,83.32066234362311
Hieracium umbellatum,0.04091605919898401,83.42940532652317
Salvia elegans,0.040827496300284906,83.53791293500134
Deutzia scabra,0.04020755600939121,83.6447729225265
Tripleurospermum maritimum,0.03958761571849751,83.74998528909863
Ranunculus polyanthemos,0.039410489921099315,83.85472690682703
Sonchus arvensis,0.03843629803540922,83.95687940591496
Echium plantagineum,0.03781635774451552,84.05738428404985
Brassica arvensis,0.03746210614971912,84.1569476644973
Carlina vulgaris,0.03737354325102002,84.25627567052288
Cytisus multiflorus,0.03701929165622363,84.35466217886102
Leontodon longirostris,0.03701929165622363,84.45304868719916
Lotus cytisoides,0.03631078846663083,84.54955220016241
Erica arborea,0.03604509977053353,84.64534958986006
Galium mollugo,0.03604509977053353,84.74114697955773
Echium angustifolium,0.035867973973135334,84.83647362041167
Reseda lutea,0.03524803368224163,84.93015264031257
Cornus sanguinea,0.03418527889785244,85.02100716715114
Cistus parviflorus,0.034096715999153336,85.11162631956785
Geranium sanguineum,0.034096715999153336,85.20224547198455
Medicago × varia,0.034096715999153336,85.29286462440126
Filipendula ulmaria,0.03365390150565784,85.38230690470866
Chamaemelum fuscatum,0.033388212809560544,85.47104306175048
Dombeya × cayeuxii,0.033388212809560544,85.55977921879229
Anthemis maritima,0.03285683541736594,85.64710312930293
Papaver rhoeas,0.03214833222777315,85.73254404443868
Asphodelus ramosus,0.031971206430374946,85.81751421073072
Veronica longifolia,0.031971206430374946,85.90248437702274
Primula elatior,0.03170551773427765,85.9867484200492
Lotus dorycnium,0.031262703240782154,86.06983559096632
Adenocarpus hispanicus,0.03108557744338395,86.15245201303973
Cakile maritima,0.029934259760295658,86.23200856762895
Campanula rapunculoides,0.02984569686159656,86.31132974779631
Campanula patula,0.029757133962897458,86.3904155535418
Anthericum ramosum,0.029580008165499258,86.46903061044355
Parnassia palustris,0.02878294207720736,86.54552729754857
Crataegus monogyna,0.028694379178508266,86.62178861023172
Eupatorium cannabinum,0.028694379178508266,86.69804992291488
Hirschfeldia incana,0.028428690482410965,86.77360511233243
Rubus ulmifolius,0.028340127583711867,86.84892492732814
Cytisus oromediterraneus,0.028251564685012765,86.92400936790199
Teucrium marum,0.028163001786313663,86.99885843405397
Buphthalmum salicifolium,0.027631624394119068,87.07229525367478
Mentha arvensis,0.027543061495419973,87.14549669887373
Rorippa amphibia,0.027365935698021773,87.21822739522895
Scorzoneroides autumnalis,0.027100247001924472,87.2902519683186
Persicaria maculosa,0.026745995407128076,87.3613350437208
Dianthus carthusianorum,0.026303180913632575,87.43124124701369
Veronica arvensis,0.02612605511623438,87.50067670146285
Cirsium erisithales,0.02594892931883618,87.56964140706829
Scabiosa ochroleuca,0.02594892931883618,87.63860611267373
Coronilla varia,0.025860366420137077,87.70733544385732
Galeopsis tetrahit,0.025860366420137077,87.7760647750409
Horminum pyrenaicum,0.025506114825340678,87.84385260853702
Cardamine pratensis,0.025240426129243376,87.91093431876757
Scabiosa triandra,0.02488617453444698,87.97707453131068
Centaurea spinosa,0.024797611635747886,88.04297936943192
Trifolium hybridum,0.02470904873704878,88.1086488331313
Carduus personata,0.024531922939650584,88.17384754798695
Teucrium chamaedrys,0.024354797142252384,88.2385755139989
Symphoricarpos albus,0.024266234243553286,88.30306810558896
Muscari comosum,0.024177671344854185,88.36732532275717
Stachys recta,0.024177671344854185,88.43158253992539
Jacobaea alpina,0.024089108446155087,88.49560438267173
Rhinanthus minor,0.023911982648756887,88.55915547657436
Cirsium heterophyllum,0.02364629395265959,88.62200044721139
Ballota nigra,0.02329204235786319,88.68390392016099
Linaria vulgaris,0.02329204235786319,88.74580739311058
Rhinanthus freynii,0.02311491656046499,88.80724011721645
Euphorbia cyparissias,0.022937790763066793,88.86820209247861
Arnica montana,0.022672102066969492,88.92845794447517
Lapsana communis,0.022494976269571292,88.98824304762802
Scolymus hispanicus,0.022406413370872194,89.04779277635899
Teucrium brevifolium,0.022229287573473994,89.10687175624625
Cistus calycinus,0.022140724674774896,89.16571536171163
Eryngium campestre,0.021963598877376696,89.2240882183333
Potentilla verna,0.021786473079978497,89.28199032611126
Liriodendron tulipifera,0.021697910181279395,89.33965705946734
Valeriana officinalis,0.0215207843838812,89.3968530439797
Astrantia major,0.021343658586483,89.45357827964834
Petrorhagia saxifraga,0.0212550956877839,89.51006814089513
Cynanchica pyrenaica,0.0210779698903857,89.56608725329818
Gentianella obtusifolia,0.0209008440929875,89.62163561685752
Jasione montana,0.0209008440929875,89.67718398041684
Pallenis spinosa,0.0209008440929875,89.73273234397618
Soldanella alpina,0.0208122811942884,89.78804533311364
Tolpis barbata,0.0207237182955893,89.84312294782926
Hyoseris radiata,0.020458029599492004,89.89749443927928
Lantana camara,0.020369466700792902,89.95163055630744
Sisymbrium loeselii,0.020369466700792902,90.0057666733356
Arctium lappa,0.019926652207297404,90.05872591825445
Coleostephus myconis,0.019838089308598306,90.11144978875146
Dictamnus albus,0.019749526409899205,90.16393828482659
Vicia benghalensis,0.01957240061250101,90.21595603205799
Epilobium hirsutum,0.019483837713801907,90.26773840486754
Echinops sphaerocephalus,0.01939527481510281,90.31928540325522
Viburnum suspensum,0.01939527481510281,90.37083240164291
Agrimonia eupatoria,0.01930671191640371,90.42214402560873
Rosa canina,0.01921814901770461,90.4732202751527
Aesculus × carnea,0.01912958611900551,90.52406115027479
Genista acanthoclada,0.01912958611900551,90.5749020253969
Origanum onites,0.01868677162551001,90.62456602840969
Cirsium pannonicum,0.018332520030713614,90.67328853373503
Solidago canadensis,0.018332520030713614,90.72201103906038
Galium saxatile,0.018243957132014516,90.77049816996387
Rubus caesius,0.018243957132014516,90.81898530086735
Carduus crispus,0.018155394233315414,90.86723705734897
Armeria caespitosa,0.018066831334616316,90.91525343940873
Ligustrum lucidum,0.018066831334616316,90.9632698214685
Myosotis alpestris,0.017801142638519014,91.01058008026267
Opuntia stricta,0.017801142638519014,91.05789033905685
Euphorbia paralias,0.017712579739819916,91.10496522342916
Silene dioica,0.017624016841120815,91.15180473337962
Falcaria vulgaris,0.017535453942421717,91.19840886890822
Polygala fruticosa,0.01744689104372262,91.24477763001494
Spiraea japonica,0.01744689104372262,91.29114639112167
Helianthemum apenninum,0.01718120234762532,91.33680902896282
Trifolium montanum,0.01718120234762532,91.38247166680397
Crepis setosa,0.017004076550227117,91.42766355580139
Odontites vulgaris,0.017004076550227117,91.47285544479881
Lactuca serriola,0.01682695075282892,91.51757658495251
Silene ciliata,0.016561262056731623,91.56159160184062
Thymbra spicata,0.016561262056731623,91.60560661872874
Anthyllis hystrix,0.016295573360634325,91.64891551235127
Cardamine enneaphyllos,0.016295573360634325,91.6922244059738
Galatella linosyris,0.016295573360634325,91.73553329959633
Callistemon citrinus,0.016029884664537024,91.77813606995328
Pycnocomon intermedium,0.015941321765837922,91.82050346588836
Eryngium maritimum,0.015852758867138824,91.86263548740158
Sonchus tenerrimus,0.015852758867138824,91.9047675089148
Philadelphus incanus,0.015764195968439726,91.94666415600616
Silene flos-cuculi,0.015764195968439726,91.98856080309753
Veronica teucrium,0.015764195968439726,92.03045745018889
Cistus albidus,0.015587070171041526,92.07188334843651
Helianthemum oelandicum,0.014878566981448729,92.11142625130927
Lamium galeobdolon,0.014878566981448729,92.15096915418201
Glebionis segetum,0.014790004082749629,92.1902766826329
Crepis foetida,0.014524315386652331,92.22887808781819
Dianthus deltoides,0.014524315386652331,92.26747949300349
Glaucium flavum,0.014524315386652331,92.3060808981888
Phacelia tanacetifolia,0.014435752487953233,92.34444692895222
Carpobrotus acinaciformis,0.014347189589254133,92.3825775852938
Echinops ritro,0.014347189589254133,92.42070824163538
Melampyrum arvense,0.014258626690555033,92.4586035235551
Sedum acre,0.014258626690555033,92.4964988054748
Tripleurospermum inodorum,0.014258626690555033,92.53439408739452
Carduus nutans,0.014170063791855933,92.57205399489237
Galium lucidum,0.014170063791855933,92.60971390239023
Anthemis arvensis,0.014081500893156832,92.64713843546622
Silene latifolia,0.013815812197059534,92.68385684527662
Clematis vitalba,0.013727249298360434,92.72033988066516
Gentiana verna,0.013727249298360434,92.75682291605371
Lamium purpureum,0.013727249298360434,92.79330595144225
Biscutella laevigata,0.013638686399661336,92.82955361240893
Bituminaria bituminosa,0.013638686399661336,92.86580127337562
Dryas octopetala,0.013638686399661336,92.9020489343423
Aconitum napellus,0.013461560602263136,92.93782584646526
Centaurea laconica,0.013461560602263136,92.97360275858821
Cladanthus mixtus,0.013461560602263136,93.00937967071118
Phaseolus vulgaris,0.013461560602263136,93.04515658283414
Prunus domestica,0.013461560602263136,93.0809334949571
Fragaria viridis,0.013372997703564038,93.1164750326582
Rhinanthus major,0.013284434804864938,93.15178119593743
Abutilon indicum,0.013195871906165838,93.18685198479481
Knautia longifolia,0.013195871906165838,93.22192277365218
Melampyrum pratense,0.013195871906165838,93.25699356250956
Asparagus officinalis,0.013107309007466737,93.29182897694507
Cistus halimifolius,0.013018746108767637,93.32642901695873
Sonchus asper,0.013018746108767637,93.36102905697237
Viscaria vulgaris,0.013018746108767637,93.39562909698603
Asteriscus aquaticus,0.012841620311369439,93.42975838815596
Anchusa officinalis,0.01266449451397124,93.46341693048215
Geranium robertianum,0.01266449451397124,93.49707547280836
Allium lusitanicum,0.012398805817873943,93.53002789186898
Bupleurum falcatum,0.012398805817873943,93.5629803109296
Linum tenuifolium,0.012398805817873943,93.59593272999022
Crataegus azarolus,0.012310242919174843,93.62864977462898
Jacobaea maritima,0.012310242919174843,93.66136681926774
Euphrasia stricta,0.012221680020475743,93.69384848948465
Geranium pyrenaicum,0.012133117121776643,93.72609478527968
Lathyrus sylvestris,0.012133117121776643,93.75834108107472
Primula veris,0.012133117121776643,93.79058737686975
Vicia sativa,0.012133117121776643,93.82283367266479
Verbascum levanticum,0.012044554223077543,93.85484459403796
Trollius europaeus,0.011955991324378443,93.88662014098928
Geranium palustre,0.011690302628281145,93.917689564675
Crepis aurea,0.011601739729582046,93.94852361393887
Eriolarynx australis,0.011601739729582046,93.97935766320273
Malva neglecta,0.011601739729582046,94.01019171246661
Silene vulgaris,0.011513176830882946,94.0407903873086
Odontites vernus,0.011247488134785646,94.07068293888503
Peucedanum oreoselinum,0.011247488134785646,94.10057549046145
Teucrium capitatum,0.011247488134785646,94.13046804203786
Lotus fulgurans,0.011158925236086548,94.16012521919242
Magnolia denudata,0.011158925236086548,94.18978239634698
Jacobaea abrotanifolia,0.010893236539989248,94.21873345023596
Scabiosa atropurpurea,0.010893236539989248,94.24768450412493
Cydonia oblonga,0.010804673641290148,94.27640018359205
Salvia nemorosa,0.010804673641290148,94.30511586305916
Bunias orientalis,0.010716110742591049,94.3335961681044
Lotus germanicus,0.010716110742591049,94.36207647314966
Teucrium montanum,0.01062754784389195,94.39032140377304
Knautia kitaibelii,0.01045042204649375,94.41809558555272
Erica erigena,0.01036185914779465,94.44563439291052
Lathyrus latifolius,0.01036185914779465,94.47317320026832
Pastinaca sativa,0.01036185914779465,94.50071200762613
Rabelera holostea,0.01036185914779465,94.52825081498393
Spartium junceum,0.01036185914779465,94.55578962234173
Adenostyles alpina,0.010273296249095551,94.58309305527769
Odontites luteus,0.010273296249095551,94.61039648821362
Prunus spinosa,0.010273296249095551,94.63769992114956
Serratula tinctoria,0.010273296249095551,94.66500335408551
Asphodelus fistulosus,0.010096170451697353,94.69183603817773
Prunus avium,0.010096170451697353,94.71866872226995
Scilla verna,0.010007607552998253,94.7452660319403
Thapsia foetida,0.010007607552998253,94.77186334161067
Filipendula vulgaris,0.009919044654299153,94.79822527685916
Genista tinctoria,0.009919044654299153,94.82458721210766
Petrosedum sediforme,0.009830481755600053,94.85071377293428
Andryala integrifolia,0.009741918856900953,94.87660495933906
Stachys cretica,0.009741918856900953,94.90249614574384
Delphinium consolida,0.009564793059502755,94.92791658330489
Allium carinatum,0.009387667262104556,94.95286627202222
Seseli annuum,0.009387667262104556,94.97781596073955
Crepis vesicaria,0.009299104363405456,95.00253027503501
Centaurea raphanina,0.009033415667308158,95.02653846606489
Fuchsia magellanica,0.009033415667308158,95.05054665709477
Oenothera biennis,0.009033415667308158,95.07455484812465
Saponaria officinalis,0.009033415667308158,95.09856303915453
Sambucus nigra,0.008944852768609058,95.12233585576256
Thapsia villosa,0.008944852768609058,95.14610867237057
Trifolium resupinatum,0.008944852768609058,95.16988148897859
Angelica sylvestris,0.008856289869909958,95.19341893116474
Digitalis thapsi,0.008856289869909958,95.21695637335091
Arctium minus,0.00859060117381266,95.23978769227148
Petasites albus,0.00859060117381266,95.26261901119204
Rhaphiolepis bibas,0.008502038275113559,95.28521495569076
Erigeron canadensis,0.00832491247771536,95.30734015134576
Malva moschata,0.00832491247771536,95.32946534700073
Medicago falcata,0.00832491247771536,95.35159054265573
Spiraea blumei,0.00832491247771536,95.37371573831071
Andryala ragusina,0.00823634957901626,95.39560555954384
Pimpinella peregrina,0.00823634957901626,95.41749538077697
Buxus sempervirens,0.008147786680317163,95.43914982758824
Onopordum acanthium,0.008147786680317163,95.460804274399493
Veronica persica,0.008147786680317163,95.48245872121076
Cerastium fontanum,0.008059223781618063,95.50387779360017
Lupinus polyphyllus,0.008059223781618063,95.52529686598957
Potentilla aurea,0.008059223781618063,95.54671593837897
Senecio ovatus,0.007970660882918961,95.56789963634651
Stachys palustris,0.007970660882918961,95.58908333431405
Fatsia japonica,0.007882097984219863,95.61003165785974
Lycium schweinfurthii,0.007882097984219863,95.63097998140542
Genista anglica,0.007793535085520763,95.65169293052924
Teucrium divaricatum,0.007704972186821664,95.6721705052312
Brassica barrelieri,0.007616409288122564,95.69241270551129
Hedysarum hedysaroides,0.007616409288122564,95.71265490579138
Aster bellidiastrum,0.0073507205920252654,95.73219098280589
Pulicaria dysenterica,0.0073507205920252654,95.75172705982041
Achillea ptarmica,0.0072621576933261656,95.77102776241306
Bryonia cretica,0.0072621576933261656,95.7903284650057
Peucedanum cervaria,0.0072621576933261656,95.80962916759836
Aposeris foetida,0.0071735947946270666,95.82869449576914
Crepis neglecta,0.0071735947946270666,95.84775982393992
Prenanthes purpurea,0.007085031895927967,95.86658977768886
Blackstonia perfoliata,0.006996468997228866,95.88518435701592
Carduus tenuiflorus,0.006996468997228866,95.90377893634299
Dipsacus fullonum,0.006996468997228866,95.92237351567005
Pentanema montanum,0.006996468997228866,95.94096809499712
Jacobaea erucifolia,0.006907906098529767,95.95932729990231
Prunus mahaleb,0.006907906098529767,95.97768650480752
Campanula serrata,0.006819343199830668,95.99581033529086
Achillea clavennae,0.006730780301131568,96.01369879135234
Salvia microphylla,0.006730780301131568,96.03158724741382
Polygala vulgaris,0.006642217402432469,96.04924032905343
Prunus laurocerasus,0.006642217402432469,96.066893410693055
Thymus vulgaris,0.006642217402432469,96.08454649233268
Chaerophyllum aromaticum,0.006553654503733368,96.10196419955044
Euphorbia nicaeensis,0.006553654503733368,96.11938190676818
Potentilla recta,0.006553654503733368,96.13679961398594
Vicia eriocarpa,0.006553654503733368,96.1542173212037
Helichrysum italicum,0.006465091605034269,96.1713996539996
Prasium majus,0.006465091605034269,96.1885819867955
Trifolium fragiferum,0.006465091605034269,96.20576431959138
Carum carvi,0.006376528706335169,96.22271127796542
Convolvulus althaeoides,0.006376528706335169,96.23965823633945
Hieracium bifidum,0.006376528706335169,96.25660519471349
Lathyrus linifolius,0.006376528706335169,96.27355215308752
Malva alcea,0.006376528706335169,96.29049911146156
Asphodelus aestivus,0.00628796580763607,96.30721069541373
Centaurium erythraea,0.00628796580763607,96.3239222793659
Reseda alba,0.00628796580763607,96.34063386331808
Stachys sylvatica,0.00628796580763607,96.35734544727025
Arbutus unedo,0.006199402908936971,96.37382165680056
Clematis flammula,0.006199402908936971,96.39029786633087
Helleborus niger,0.006199402908936971,96.40677407586118
Hypericum triquetrifolium,0.006199402908936971,96.42325028539149
Allium saxatile,0.0061108400102378715,96.43949112049994
Potentilla argentea,0.0061108400102378715,96.45573195560839
Reseda media,0.0061108400102378715,96.47197279071683
Trifolium arvense,0.0061108400102378715,96.48821362582528
Euphorbia pithyusa,0.006022277111538772,96.50421908651187
Gentiana clusii,0.006022277111538772,96.52022454719845
Sedum candolleanum,0.006022277111538772,96.53623000788504
Senecio nemorensis,0.006022277111538772,96.55223546857162
Thymelaea hirsuta,0.006022277111538772,96.56824092925821
Veronica orchidea,0.006022277111538772,96.5842463899448
Cota tinctoria,0.005933714212839672,96.60001647620953
Hylotelephium telephium,0.005933714212839672,96.61578656247426
Trifolium badium,0.005933714212839672,96.63155664873898
Fragaria vesca,0.005845151314140573,96.64709136058184
Magnolia stellata,0.005845151314140573,96.6626260724247
Calendula arvensis,0.005756588415441473,96.67792540984571
Calystegia soldanella,0.005756588415441473,96.69322474726671
Peucedanum officinale,0.005756588415441473,96.70852408468771
Senecio varicosus,0.005756588415441473,96.72382342210872
Anthemis chia,0.005668025516742373,96.73888738510786
Barbarea vulgaris,0.005668025516742373,96.753951348107
Biscutella intermedia,0.005668025516742373,96.76901531110614
Cirsium oleraceum,0.005668025516742373,96.78407927410528
Gentiana lutea,0.005668025516742373,96.79914323710442
Juniperus communis,0.005668025516742373,96.81420720010357
Allium subvillosum,0.005579462618043274,96.82903578868084
Cytisus scoparius,0.005579462618043274,96.84386437725811
Veronica barrelieri,0.005579462618043274,96.8586929658354
Veronica officinalis,0.005579462618043274,96.87352155441268
Cephalaria transsylvanica,0.005490899719344174,96.8881147685681
Ferula tingitana,0.005490899719344174,96.90270798272351
Globularia vulgaris,0.005490899719344174,96.91730119687894
Urospermum picroides,0.005490899719344174,96.93189441103435
Anthriscus nitida,0.005402336820645074,96.9462522507679
Ononis natrix,0.005402336820645074,96.96061009050146
Scrophularia nodosa,0.005402336820645074,96.97496793023502
