Plant_species,Pollinator_species,Interaction,Sampling_method,Sampling_effort_minutes,Sampling_area_square_meters,Site_id,Habitat,Country,Locality,Latitude,Longitude,Coordinate_precision,Elevation,Day,Month,Year,Comments,Temperature,Humidity
Eriobotrya japonica,Episyrphus balteatus,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Eriobotrya japonica,Eristalis tenax,5,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Eriobotrya japonica,Apis mellifera,30,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Eriobotrya japonica,Xylocopa violacea,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Eriobotrya japonica,Apis mellifera,10,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Glechoma hederacea,Apis mellifera,5,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Glechoma hederacea,Bombus lucorum,18,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Salvia elegans,Bombus lucorum,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Salvia elegans,Lampides boeticus,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,28,10,2016,NA,NA,NA
Salvia elegans,Vespula vulgaris,6,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Episyrphus balteatus,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Bombus lucorum/terrestris,3,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Episyrphus balteatus,3,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Bombus lucorum/terrestris,6,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Vespa velutina,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Melanostoma scalare,3,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Vespula vulgaris,3,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Bombus lucorum/terrestris,4,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Salvia elegans,Sphingidae,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Culex cf. pipiens,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Vespula vulgaris,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Bombus lucorum/terrestris,6,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Vespula vulgaris,2,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Glechoma hederacea,Bombus lucorum/terrestris,13,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Lycium schweinfurthii,Apis mellifera,11,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Lycium schweinfurthii,Apis mellifera,4,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,31,10,2016,NA,NA,NA
Daucus carota,Episyrphus balteatus,3,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,2,11,2016,NA,NA,NA
Daucus carota,Vespula vulgaris,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,2,11,2016,NA,NA,NA
Nicandra physalodes,Episyrphus balteatus,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,2,11,2016,NA,NA,NA
Nicandra physalodes,Fannia canicularis cf.,1,Focal census,15,,Coimbra_2017,Botanic Garden,Portugal,Coimbra,40.206,-8.421,100 m,81,2,11,2016,NA,NA,NA
