Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment
13,5,2015,Palios Katarraktis,Pallenis spinosa,0.56,# of flowers/square meter,
20,5,2015,Vessa 2,Pallenis spinosa,3.2,# of flowers/square meter,
18,6,2015,Gridia,Pallenis spinosa,1.96,# of flowers/square meter,
16,6,2015,Palios Katarraktis,Pallenis spinosa,0.28,# of flowers/square meter,
13,6,2015,Vessa 2,Pallenis spinosa,0.12,# of flowers/square meter,
20,4,2015,Armolia,Papaver rhoeas,0.04,# of flowers/square meter,
15,5,2015,Gridia,Papaver rhoeas,1.92,# of flowers/square meter,
18,6,2015,Gridia,Papaver rhoeas,0.28,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Phelipanche oxyloba,4.8,# of flowers/square meter,
18,6,2015,Gridia,Picris rhagadioloides,0.92,# of flowers/square meter,
13,6,2015,Vessa 2,Picris rhagadioloides,0.4,# of flowers/square meter,
15,5,2015,Gridia,Pimpinella cretica,48.48,# of sub-inflorescences/square meter,
20,5,2015,Vessa 2,Pimpinella cretica,62.88,# of sub-inflorescences/square meter,
18,6,2015,Gridia,Pimpinella cretica,2.88,# of sub-inflorescences/square meter,
16,6,2015,Palios Katarraktis,Pimpinella peregrina,322.64,# of sub-inflorescences/square meter,
14,4,2015,Emborios,Prasium majus,1.04,# of flowers/square meter,
17,4,2015,Gridia,Prasium majus,0.72,# of flowers/square meter,
16,4,2015,Vessa 2,Prasium majus,0.24,# of flowers/square meter,
20,5,2015,Vessa 2,Pterocephalus plumosus,0.44,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Rhagadiolus stellatus,0.68,# of flowers/square meter,
14,4,2015,Emborios,Salvia fruticosa,37.68,# of flowers/square meter,
20,4,2015,Armolia,Salvia fruticosa,34.32,# of flowers/square meter,
17,4,2015,Gridia,Salvia fruticosa,7.28,# of flowers/square meter,
16,4,2015,Vessa 2,Salvia fruticosa,67.56,# of flowers/square meter,
10,5,2015,Emborios,Salvia fruticosa,6.88,# of flowers/square meter,
14,5,2015,Armolia,Salvia fruticosa,1.2,# of flowers/square meter,
20,4,2015,Armolia,Salvia viridis,16.08,# of flowers/square meter,
17,4,2015,Gridia,Salvia viridis,3.6,# of flowers/square meter,
14,4,2015,Emborios,Satureja thymbra,52.96,# of flowers/square meter,
10,5,2015,Emborios,Satureja thymbra,276.4,# of flowers/square meter,
14,5,2015,Armolia,Satureja thymbra,40.32,# of flowers/square meter,
28,6,2015,Emborios,Satureja thymbra,1.6,# of flowers/square meter,
25,6,2015,Armolia,Satureja thymbra,3.6,# of flowers/square meter,
17,4,2015,Gridia,Scandix pecten-veneris,6,# of inflorescences/square meter,
19,4,2015,Palios Katarraktis,Scandix pecten-veneris,2.56,# of inflorescences/square meter,
14,5,2015,Armolia,Scorzonera elata,0.24,# of flowers/square meter,
15,5,2015,Gridia,Scorzonera elata,0.16,# of flowers/square meter,
13,5,2015,Palios Katarraktis,Scorzonera elata,0.2,# of flowers/square meter,
20,5,2015,Vessa 2,Scorzonera elata,0.52,# of flowers/square meter,
17,6,2015,Kato Fana,Sedum sediforme,1.64,# of spikes/square meter,
20,4,2015,Armolia,Silene behen,1.52,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Sinapis alba,4.8,# of flowers/square meter,
17,4,2015,Gridia,Sinapis arvensis,1.92,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Smyrnium perfoliatum,19.4,# of sub-inflorescences/square meter,
20,4,2015,Armolia,Sonchus asper,0.72,# of flowers/square meter,
17,4,2015,Gridia,Sonchus asper,0.2,# of flowers/square meter,
14,5,2015,Armolia,Sonchus asper,0.24,# of flowers/square meter,
15,5,2015,Gridia,Sonchus asper,3.12,# of flowers/square meter,
10,5,2015,Emborios,Stachys cretica,1.84,# of flowers/square meter,
14,5,2015,Armolia,Stachys cretica,27.92,# of flowers/square meter,
20,5,2015,Vessa 2,Stachys cretica,10.36,# of flowers/square meter,
4,4,2015,Kato Fana,Teucrium brevifolium,6.76,# of flowers/square meter,
28,6,2015,Emborios,Teucrium capitatum,3.88,# of heads/square meter,
25,6,2015,Armolia,Teucrium capitatum,5.6,# of heads/square meter,
18,6,2015,Gridia,Teucrium capitatum,3.72,# of heads/square meter,
11,5,2015,Kato Fana,Teucrium divaricatum,5.84,# of flowers/square meter,
17,6,2015,Kato Fana,Thymbra capitata,335.16,# of flowers/square meter,
28,6,2015,Emborios,Thymbra capitata,95.76,# of flowers/square meter,
18,6,2015,Gridia,Thymbra capitata,18.56,# of flowers/square meter,
13,6,2015,Vessa 2,Thymbra spicata,35.2,# of flowers/square meter,
13,5,2015,Palios Katarraktis,Trifolium angustifolium,19.2,# of heads/square meter,
13,5,2015,Palios Katarraktis,Trifolium campestre,11.04,# of heads/square meter,
19,4,2015,Palios Katarraktis,Trifolium clypeatum,27.76,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Trifolium stellatum,0.92,# of heads/square meter,
15,5,2015,Gridia,Urospermum picroides,0.52,# of flowers/square meter,
20,4,2015,Armolia,Valerianella vesicaria,1.6,# of inflorescences/square meter,
16,4,2015,Vessa 2,Valerianella vesicaria,8.32,# of inflorescences/square meter,
25,6,2015,Armolia,Verbascum lasianthum,0.88,# of flowers/square meter,
16,4,2015,Vessa 2,Vicia cretica,2.12,# of flowers/square meter,
17,4,2015,Gridia,Vicia hybrida,1.16,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Vicia hybrida,11.44,# of flowers/square meter,
19,4,2015,Palios Katarraktis,Vicia peregrina,0.68,# of flowers/square meter,
