Day,Month,Year,Site_id,Plant_species,Flower_count,Units,Comment
16,6,2014,Katergo,Teucrium capitatum L.,3.64,# of flowers/square meter,NA
12,5,2013,Zoodohos Pigi,Teucrium capitatum L.,6.72,# of flowers/square meter,NA
27,5,2013,Poisses,Teucrium capitatum L.,0.8,# of flowers/square meter,NA
19,5,2014,Katergo,Teucrium divaricatum Sieber ex Heldr.,8.72,# of flowers/square meter,NA
16,6,2014,Katergo,Thymbra capitata (L.) Cav.,253.36,# of flowers/square meter,NA
28,5,2014,Merihas,Thymbra capitata (L.) Cav.,23.08,# of flowers/square meter,NA
18,6,2014,Merihas,Thymbra capitata (L.) Cav.,68.6,# of flowers/square meter,NA
22,6,2015,Sklavogianni,Thymbra capitata (L.) Cav.,2.4,# of flowers/square meter,NA
18,6,2013,Zoodohos Pigi,Thymbra capitata (L.) Cav.,95.02,# of flowers/square meter,NA
11,6,2013,Pyrgos,Thymbra capitata (L.) Cav.,6.76,# of flowers/square meter,NA
27,5,2013,Poisses,Thymbra capitata (L.) Cav.,227,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Tolpis umbellata Bertol.,0.8,# of flowers/square meter,NA
2,6,2015,Sklavogianni,Tolpis umbellata Bertol.,0.2,# of flowers/square meter,NA
3,4,2012,Sigri 3,Tordylium apulum L.,6.88,# of flowers/square meter,NA
7,4,2012,Eresos 3,Tordylium apulum L.,1.76,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Tordylium apulum L.,2.8,# of flowers/square meter,NA
7,4,2013,Pyrgos,Tordylium apulum L.,0.28,# of flowers/square meter,NA
21,3,2014,Katergo,Tordylium apulum L.,1.88,# of flowers/square meter,NA
28,4,2012,Sigri 3,Trifolium campestre Schreb.,1.04,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Trifolium campestre Schreb.,1.84,# of flowers/square meter,NA
7,4,2013,Pyrgos,Trifolium campestre Schreb.,0.44,# of flowers/square meter,NA
22,4,2014,Merihas,Trifolium campestre Schreb.,8.16,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Trifolium campestre Schreb.,20.68,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Trifolium nigrescens ,4.56,# of flowers/square meter,NA
4,6,2012,Vatousa 1,Trifolium nigrescens ,0.36,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Trifolium repens L.,4.48,# of flowers/square meter,NA
13,4,2013,Zoodohos Pigi,Trifolium scabrum L.,1.04,# of flowers/square meter,NA
3,4,2012,Sigri 3,Trifolium stellatum L.,0.16,# of flowers/square meter,NA
28,4,2012,Sigri 3,Trifolium stellatum L.,0.88,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Trifolium stellatum L.,3.24,# of flowers/square meter,NA
3,4,2012,Sigri 3,Trifolium uniflorum L.,2.12,# of flowers/square meter,NA
7,4,2013,Pyrgos,Trifolium uniflorum L.,0.8,# of flowers/square meter,NA
3,4,2012,Sigri 3,Tripleurospermum conoclinium ,0.96,# of flowers/square meter,NA
7,4,2012,Eresos 3,Tripleurospermum conoclinium ,20.04,# of flowers/square meter,NA
11,5,2012,Eresos 3,Tripleurospermum conoclinium ,0.8,# of flowers/square meter,NA
9,4,2012,Vatousa 1,Tripleurospermum conoclinium ,2.72,# of flowers/square meter,NA
13,5,2012,Vatousa 1,Tripleurospermum conoclinium ,3.04,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Tuberaria guttata (L.) Fourr.,0.12,# of flowers/square meter,NA
18,6,2014,Merihas,Verbascum sinuatum L.,1.36,# of flowers/square meter,NA
28,4,2015,Sklavogianni,Vicia monantha Retz.,0.48,# of flowers/square meter,NA
7,4,2013,Pyrgos,Vicia villosa Roth,1.2,# of flowers/square meter,NA
21,3,2014,Katergo,Vicia villosa Roth,2.56,# of flowers/square meter,NA
28,6,2013,Poisses,Vitex agnus-castus L.,25.6,# of flowers/square meter,NA
