Site,Area,Area_2018,Connectivity_Index,Connectivity_Index_2018,Year,Round,Date,Plot,Included,ID,Family,Genus,Gender,Visitor,Plant
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Butterfly,Pieridae,Pieris,,Pieris rapae,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Trifolium pratense
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,#,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Trifolium pratense
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,#,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,#,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",5,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,#,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,#,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Cirsium acaule
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",6,SI,Honey bee,Apidae,Apis,,Apis mellifera,Centaurea jacea
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",7,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Knautia arvensis
Kleiner Knull,3404,3467,9545,8084,2017,3,"Tuesday, 5 September 2017",7,SI,Butterfly,Lycaenidae,Aricia,,Aricia agestis,Leontodon hispidus
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",1,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Potentilla neumanniana
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",2,SI,Solitary bee,Halictidae,Halictus,Female,Halictus tumulorum,Potentilla neumanniana
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",2,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Potentilla neumanniana
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",3,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Primula veris
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",4,SI,#N/A,NA,NA,,NA,NA
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",5,SI,#N/A,NA,NA,,NA,NA
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",6,SI,#N/A,NA,NA,,NA,NA
Tiefetal,4431,4132,14259,4617,2018,0,"Friday, 20 April 2018",7,SI,Butterfly,Pieridae,Pieris,,Pieris napi,Taraxacum officinale
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",1,SI,#N/A,NA,NA,,NA,NA
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",2,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",3,SI,#N/A,NA,NA,,NA,NA
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",4,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",5,SI,#N/A,NA,NA,,NA,NA
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",6,SI,#N/A,NA,NA,,NA,NA
Emme,967,381,25324,10015,2018,0,"Friday, 20 April 2018",7,SI,Solitary bee,Apidae,Nomada,Male,Nomada flavoguttata,Ranunculus bulbosus
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",1,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Primula veris
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",2,SI,Butterfly,Pieridae,Pieris,,Pieris brassicae,Taraxacum officinale
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",3,SI,Solitary bee,Apidae,Anthophora,Male,Anthophora plumipes,Primula veris
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",4,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Primula veris
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Potentilla neumanniana
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",5,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",5,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",6,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Taraxacum officinale
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",7,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Taraxacum officinale
Lengder Burg,13616,16804,5017,4915,2018,0,"Saturday, 21 April 2018",7,SI,Butterfly,Hesperiidae,Pyrgus,,Pyrgus malvae,Taraxacum officinale
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",1,SI,Solitary bee,Halictidae,Lasioglossum,,Lasioglossum pauxillum,Potentilla neumanniana
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",2,SI,Honey bee,Apidae,Apis,,Apis mellifera,Taraxacum officinale
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",3,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",3,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Taraxacum officinale
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",3,#,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Primula veris
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",3,SI,Solitary bee,Apidae,Anthophora,Male,Anthophora furcata,Primula veris
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",3,#,Butterfly,Pieridae,Anthocharis,,Anthocharis cardamines,Primula veris
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",5,SI,Solitary bee,Apidae,Nomada,Male,Nomada lathburiana,Taraxacum officinale
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",6,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Potentilla neumanniana
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",6,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Potentilla neumanniana
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",7,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Potentilla neumanniana
Kleiner Knull,3404,3467,9545,8084,2018,0,"Saturday, 21 April 2018",7,SI,Solitary bee,Halictidae,Halictus,,Halictus tumulorum,Potentilla neumanniana
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",1,SI,Solitary bee,Andrenidae,Andrena,,Andrena nitida,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",2,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",2,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",2,SI,Solitary bee,Apidae,Anthophora,Male,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",4,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",5,SI,#N/A,NA,NA,,NA,NA
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",6,SI,Solitary bee,Apidae,Anthophora,,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",7,SI,Solitary bee,Apidae,Anthophora,,Anthophora plumipes,Primula veris
Am Graben,5794,5535,16587,1186,2018,0,"Sunday, 22 April 2018",7,SI,Solitary bee,Apidae,Anthophora,,Anthophora plumipes,Primula veris
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",1,SI,#N/A,NA,NA,,NA,NA
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",2,SI,Solitary bee,Apidae,Nomada,,Nomada lathburiana,Stellaria holostea
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",5,SI,Solitary bee,Apidae,Nomada,Male,Nomada flavoguttata,Stellaria holostea
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",5,SI,Solitary bee,Apidae,Nomada,Male,Nomada flavoguttata,Stellaria holostea
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",6,SI,Solitary bee,Apidae,Nomada,Male,Nomada flavoguttata,Stellaria holostea
Zipfel am Lindenberg,1010,227,25753,10517,2018,0,"Sunday, 22 April 2018",7,SI,#N/A,NA,NA,,NA,NA
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",1,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Orchis purpurea
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",2,SI,Butterfly,Pieridae,Gonepteryx,,Gonepteryx rhamni,Taraxacum officinale
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",3,SI,Solitary bee,Apidae,Eucera,,Eucera nigrescens,Taraxacum officinale
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Polygala comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",4,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",5,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",5,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena subopaca,Euphorbia cyparissias
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",6,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Weinberg,5914,6641,18383,25942,2018,0,"Saturday, 28 April 2018",7,SI,#N/A,NA,NA,,NA,NA
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",1,SI,Honey bee,Apidae,Apis,,Apis mellifera,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",1,SI,Honey bee,Apidae,Apis,,Apis mellifera,Crataegus laevigata
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Honey bee,Apidae,Apis,,Apis mellifera,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Solitary bee,Andrenidae,Andrena,,Andrena fulva,Cotoneaster integerrimus
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",2,SI,Solitary bee,Halictidae,Halictus,,Halictus rubicundus,Hippocrepis comosa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",3,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",3,SI,Solitary bee,Halictidae,Halictus,,Halictus tumulorum,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",4,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Ranunculus bulbosus
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",4,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena strohmella,Ranunculus bulbosus
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",4,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",4,SI,Solitary bee,Apidae,Eucera,Male,Eucera longicornis,Vicia sativa
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",4,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",5,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",5,SI,Butterfly,Nymphalidae,Coenonympha,,Coenonympha pamphilus,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",5,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Veronica chamaedrys
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",6,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",6,#,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Ranunculus bulbosus
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",6,SI,Butterfly,Pieridae,Pieris,,Pieris rapae,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",6,SI,Solitary bee,Andrenidae,Andrena,,Andrena flavipes,Fragaria vesca
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",6,SI,Honey bee,Apidae,Apis,,Apis mellifera,
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",7,SI,Solitary bee,Apidae,Anthophora,Female,Anthophora plumipes,Primula veris
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",7,SI,Bumblebee,Apidae,Bombus,,Bombus pratorum,Crataegus monogyna
Schweinberg,902,701,2051,114,2018,0,"Friday, 4 May 2018",7,SI,Solitary bee,Andrenidae,Andrena,Male,Andrena chrysosceles,Crataegus monogyna
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",1,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",1,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",1,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",2,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",3,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",3,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,Hippocrepis comosa
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",4,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Ranunculus bulbosus
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",4,SI,Solitary bee,Apidae,Nomada,,Nomada sp,Fragaria vesca
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",5,SI,Solitary bee,Megachilidae,Chelostoma,,Chelostoma florisomne,Ranunculus bulbosus
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",6,SI,Solitary bee,Andrenidae,Andrena,,Andrena minutuloides,Fragaria vesca
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",7,SI,Butterfly,Nymphalidae,Coenonympha,,Coenonympha pamphilus,Sanguisorba minor
Aschenburg,35479,35479,25911,19917,2018,0,"Monday, 7 May 2018",7,SI,Solitary bee,Apidae,Anthophora,,Anthophora plumipes,Primula veris
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",1,SI,Butterfly,Pieridae,Pieris,,Pieris napi,Fragaria vesca
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",2,SI,Solitary bee,Halictidae,Halictus,Female,Halictus tumulorum,Ranunculus bulbosus
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",3,SI,#N/A,NA,NA,,NA,NA
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",4,SI,Butterfly,Hesperiidae,Pyrgus,,Pyrgus malvae,Ranunculus bulbosus
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",5,SI,Solitary bee,Halictidae,Lasioglossum,,Lasioglossum fulvicorne,Fragaria vesca
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",5,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",5,SI,Butterfly,Pieridae,Pieris,,Pieris rapae,Veronica chamaedrys
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",6,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Fragaria vesca
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",6,SI,Solitary bee,Halictidae,Halictus,Female,Halictus tumulorum,Fragaria vesca
Kuhberg,4739,3465,28532,10797,2018,0,"Monday, 7 May 2018",7,SI,#N/A,NA,NA,,NA,NA
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",1,SI,Solitary bee,Halictidae,Lasioglossum,,Lasioglossum calceatum,Alliaria petiolata
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",2,SI,#N/A,NA,NA,,NA,NA
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",3,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Fragaria vesca
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",4,SI,#N/A,NA,NA,,NA,NA
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",5,SI,#N/A,NA,NA,,NA,NA
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",6,SI,#N/A,NA,NA,,NA,NA
Unter den Niederwiesen,388,406,30469,5331,2018,0,"Tuesday, 8 May 2018",7,SI,Solitary bee,Andrenidae,Andrena,,Andrena labiata,Veronica chamaedrys
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",1,SI,#N/A,NA,NA,,NA,NA
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",2,SI,#N/A,NA,NA,,NA,NA
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",3,SI,#N/A,NA,NA,,NA,NA
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",4,SI,#N/A,NA,NA,,NA,NA
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",5,SI,#N/A,NA,NA,,NA,NA
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",6,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Taraxacum officinale
Muhlenberg 2,358,228,78740,47367,2018,0,"Wednesday, 9 May 2018",7,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicolor,Ranunculus bulbosus
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",1,SI,#N/A,NA,NA,,NA,NA
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",2,SI,#N/A,NA,NA,,NA,NA
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",3,SI,#N/A,NA,NA,,NA,NA
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",4,SI,Butterfly,Hesperiidae,Pyrgus,,Pyrgus malvae,Ajuga genevensis
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",5,SI,#N/A,NA,NA,,NA,NA
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",6,SI,#N/A,NA,NA,,NA,NA
Burgbreite,8311,7641,4973,7335,2018,0,"Wednesday, 9 May 2018",7,SI,Butterfly,Hesperiidae,Pyrgus,,Pyrgus malvae,Ajuga genevensis
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",1,SI,#N/A,NA,NA,,NA,NA
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",2,SI,#N/A,NA,NA,,NA,NA
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",3,SI,#N/A,NA,NA,,NA,NA
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",4,SI,#N/A,NA,NA,,NA,NA
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",5,SI,Solitary bee,Apidae,Nomada,,Nomada flavoguttata,Fragaria vesca
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",5,SI,Bumblebee,Apidae,Bombus,Female,Bombus terrestris,Crataegus monogyna
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",6,SI,#N/A,NA,NA,,NA,NA
Eschenberg,1000,1861,6804,306,2018,0,"Wednesday, 9 May 2018",7,SI,#N/A,NA,NA,,NA,NA
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",1,SI,#N/A,NA,NA,,NA,NA
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",2,SI,Solitary bee,Halictidae,Lasioglossum,Female,Lasioglossum pauxillum,Ranunculus bulbosus
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",3,SI,Butterfly,Lycaenidae,Polyommatus,Male,Polyommatus icarus,Medicago lupulina
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",4,SI,Butterfly,Lycaenidae,Callophrys,,Callophrys rubi,Ranunculus bulbosus
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",4,SI,Butterfly,Pieridae,Pieris,,Pieris napi,Polygala comosa
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",6,SI,Butterfly,Nymphalidae,Coenonympha,,Coenonympha pamphilus,Fragaria vesca
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",6,SI,Solitary bee,Megachilidae,Osmia,,Osmia bicornis,Ranunculus bulbosus
Ellershagen,30083,33186,13505,7146,2018,0,"Thursday, 10 May 2018",7,SI,Butterfly,Hesperiidae,Erynnis,,Erynnis tages,
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",1,SI,#N/A,NA,NA,,NA,NA
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",2,SI,#N/A,NA,NA,,NA,NA
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",3,SI,Bumblebee,Apidae,Bombus,,Bombus hortorum,Primula veris
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",4,SI,Bumblebee,Apidae,Bombus,,Bombus pascuorum,Veronica chamaedrys
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",4,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Fragaria vesca
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",4,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena viridescens,Veronica chamaedrys
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",4,SI,Solitary bee,Halictidae,Lasioglossum,Female,Lasioglossum pauxillum,Veronica chamaedrys
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",4,SI,Solitary bee,Andrenidae,Andrena,Female,Andrena minutuloides,Fragaria vesca
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",5,SI,#N/A,NA,NA,,NA,NA
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",6,SI,Solitary bee,Halictidae,Lasioglossum,Female,Lasioglossum pauxillum,Primula veris
Am Hopfenberge,585,693,40713,22360,2018,0,"Thursday, 10 May 2018",7,SI,Solitary bee,Apidae,Nomada,,Nomada flavoguttata,Euphorbia cyparissias
